50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.087871,,,,,,,,,,,,,ce4e3614-3c69-4974-9f72-6edce960f2c7,920,,,"[108.0, 3.6]",3900542,26,,,,,1.5707964,,Left Foot,,,,"[108.0, 5.0]",,Ground Pass,,1.4,,Incomplete,,Hervé Bazile,2991.0,,,,,,1,From Throw In,Julien Féret,2959.0,Left Center Midfield,61,Caen,140,"['1607e89a-80c6-4388-863f-9a6731900ec6', 'acc00d83-7e5e-4750-a0b7-6efadf3b091c']",17,,,,,,,,,,,,,,,,Caen,140,00:26:17.685,Pass,
,,,,,,,,,,,,,,,,,,2.322137,,,,,,,,,,,,,1c039762-30f7-4013-8e76-d9d3f6ea095b,925,,,"[107.2, 0.1]",3900542,26,,,,,1.5451609,,,True,,,"[108.0, 31.3]",,High Pass,,31.210255,,Incomplete,,Hervé Bazile,2991.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,62,Caen,140,"['3f64a7bd-8108-4e8c-b7d9-4a4ce91eb6c9', '735ab4f1-0775-4d02-8858-840c7867ed80']",28,,,,,,,,,,,,,,,,Caen,140,00:26:28.926,Pass,
,,,,,,,,,,,,,,,,,,2.52784,,,,,,,,,,,,,1f163496-1950-4ce1-ad87-a5abd514a5f9,929,,,"[88.8, 37.7]",3900542,26,,,,,-0.5633163,,Left Foot,,,,"[105.9, 26.9]",,High Pass,,20.224985,,Incomplete,,Emmanuel Imorou,4474.0,,,,,Recovery,1,From Throw In,Jonathan Delaplace,2979.0,Right Center Midfield,62,Caen,140,"['f562f48e-d2e7-4dc2-92dc-f45c7150f2a7', 'fcfdd2d5-a846-4ab4-af97-22be946ccf57']",34,,,,,,,,,,,,,,,,Caen,140,00:26:34.737,Pass,
,,,,,,,,,,,,,,,,,,1.333474,,,,,,,,,,,,,fcfdd2d5-a846-4ab4-af97-22be946ccf57,931,,,"[14.2, 53.2]",3900542,26,,,,,0.33845544,,Head,,,,"[26.7, 57.6]",,Low Pass,,13.251792,,Incomplete,,Yassine Benzia,3673.0,,,,,Recovery,1,From Throw In,Sébastien Corchia,6716.0,Right Back,62,Caen,140,"['1f163496-1950-4ce1-ad87-a5abd514a5f9', '3594d6ff-49b4-482b-8889-c6aa5fa5a56f', '49b57690-64a7-45eb-b4cf-afcf1fbb9f3a']",37,,,,,,,,,,,,,,,,Lille,143,00:26:37.265,Pass,
,,,,,,,,,,,,,,,,,,0.976089,,,,,,,,,,,,,3594d6ff-49b4-482b-8889-c6aa5fa5a56f,933,,,"[93.4, 22.5]",3900542,26,,,,,-1.0240074,,Other,,,,"[100.4, 11.0]",,Low Pass,,13.462912,,,,Emmanuel Imorou,4474.0,,,,,Recovery,1,From Throw In,Andy Delort,3038.0,Center Forward,62,Caen,140,"['63d3d7c9-259f-4386-b4bd-c50ab0eebdb4', 'fcfdd2d5-a846-4ab4-af97-22be946ccf57']",38,,,,,,,,,,,,,,,,Caen,140,00:26:38.598,Pass,
,,,,,,,,,,,,,,,,,,0.451957,,,,,,,,,,,,,877b0d7d-73e9-432f-ab9d-bf3fdf0f2114,935,,,"[100.4, 11.0]",3900542,26,,,,,2.1667144,,Left Foot,,,,"[94.5, 19.7]",,Low Pass,,10.511898,,,,Andy Delort,3038.0,,,,,,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,62,Caen,140,['dbdb251a-bea3-4383-b724-d0ff0794b693'],39,,,,,,,,,,,,,,,,Caen,140,00:26:39.574,Pass,
,,,,,,,,,,,,,,,,,,2.568219,,,,,,,,,,,,,c26b2a70-73ea-40a7-a7e5-23d06edb3c2c,940,,,"[87.4, 23.8]",3900542,26,,,,,1.5669576,,Right Foot,,,,"[87.6, 75.9]",,High Pass,,52.100384,,,,Dennis Appiah,22111.0,,True,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,62,Caen,140,['5424d2fb-b2b9-47e7-b7c0-83bcd00e9974'],44,,,,,,,,,,,,,,,,Caen,140,00:26:44.505,Pass,
,,,,,,,,,,,,,,,,,,1.153036,,,,,,,,,,,,,d6b8a868-ec60-419b-abce-f40740569527,943,,,"[90.2, 74.3]",3900542,26,,,,,-0.51185584,,Right Foot,,,,"[108.0, 64.3]",,Ground Pass,,20.41666,,,,Ronny Rodelin,2955.0,,,,,,1,From Throw In,Dennis Appiah,22111.0,Right Back,62,Caen,140,['330aa870-3ab7-43be-8967-c10be6d04590'],49,,,,,,,,,,,,,,,,Caen,140,00:26:49.776,Pass,
,,,,,,,,,,,,,,,,,,2.002533,,,,,,,,,,,,,48521f81-b301-480a-942a-d80e6a0087eb,950,,,"[107.3, 58.9]",3900542,26,,,,,0.03029376,,Right Foot,,,,"[113.9, 59.1]",,Ground Pass,,6.6030297,,,,Dennis Appiah,22111.0,,,,,,1,From Throw In,Ronny Rodelin,2955.0,Right Midfield,62,Caen,140,['7f253c8a-8b76-4d44-a54d-3168d03f8dc0'],53,,,,,,,,,,,,,,,,Caen,140,00:26:53.548,Pass,
,,,,,,,,,,,,,,,,,,0.894517,,,,,,,,,,,,,25ee4a2a-0ad8-4ed0-9e30-fe92709103ed,953,,,"[113.9, 59.1]",3900542,26,,,,,-1.7257931,,Right Foot,True,,,"[111.4, 43.1]",,Low Pass,,16.194136,,Incomplete,,Andy Delort,3038.0,,,,,,1,From Throw In,Dennis Appiah,22111.0,Right Back,62,Caen,140,"['392a563a-65d8-46a7-b146-eb2e120d2147', 'adc61bc8-b219-4872-ae47-4d3626b20d9c']",55,,,,,,,,,,,,,,,,Caen,140,00:26:55.659,Pass,
,,,,,,,,,,,,,,,,,,0.723117,,,,,,,,,,,,,31ed6e73-6e03-490a-8a29-448ab57f7b2a,956,,,"[13.3, 26.8]",3900542,26,,,,,-0.1264405,,Right Foot,,,,"[25.1, 25.3]",,Ground Pass,,11.894957,,,,Florent Balmont,3211.0,,,,,Recovery,1,From Counter,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,63,Lille,143,['fa5adf9b-7b98-4c56-a917-27d68cb48b15'],57,,,,,,,,,,,,,,,,Lille,143,00:26:57.947,Pass,
,,,,,,,,,,,,,,,,,,0.92639,,,,,,,,,,,,,7ad1d697-c99b-4e53-843b-1e625be5ada2,959,,,"[25.1, 25.3]",3900542,26,,,,,-1.784857,,Right Foot,,,,"[23.6, 18.4]",,Ground Pass,,7.0611615,,,,Sofiane Boufal,3625.0,,,,,,1,From Counter,Florent Balmont,3211.0,Right Center Midfield,63,Lille,143,['da3be608-2432-493d-9774-864f2a8e1efb'],59,,,,,,,,,,,,,,,,Lille,143,00:26:59.150,Pass,
,,,,,,,,,,,,,,,,,,2.285278,,,,,,,,,,,,,839559f2-1a83-43cd-9391-86637c88a5c0,967,,,"[46.6, 15.2]",3900542,27,,,,,0.0,,Right Foot,,,,"[75.4, 15.2]",,Ground Pass,,28.8,,,,Djibril Sidibé,3446.0,,,,,,1,From Counter,Sofiane Boufal,3625.0,Right Wing,63,Lille,143,['5d4b9078-ca4d-4a5c-ab81-ed12c0d7ce8b'],2,,,,,,,,,,,,,,,,Lille,143,00:27:02.800,Pass,
,,,,,,,,,,,,,,,,,,2.325953,,,,,,,,,,,,,d2122933-19da-47b2-8df9-fbbe5fe61c3d,970,,,"[77.8, 13.2]",3900542,27,,,,,0.73485756,c7d7bc50-0b93-4a6e-bac5-ed33bd691d46,Left Foot,,,,"[104.8, 37.6]",True,Ground Pass,,36.391758,,,,Yassine Benzia,3673.0,,,Through Ball,True,,1,From Counter,Djibril Sidibé,3446.0,Left Back,63,Lille,143,"['1f17adc3-1f80-45ff-9f22-ccb24fc0659a', 'ec48674e-971a-4cba-9cd6-4206217debdb']",5,,,,,,,,,,,,,,,,Lille,143,00:27:05.085,Pass,True
,,,,,,,,,,,,,,,,,,2.306973,,,,,,,,,,,,,a7a12504-6874-4c84-b01a-cc3a43d01e5c,979,,,"[61.0, 40.1]",3900542,28,,True,,,2.9930353,,Right Foot,,,,"[46.3, 42.3]",,Ground Pass,,14.863714,,,,Jonathan Delaplace,2979.0,,,,,Kick Off,1,From Kick Off,Andy Delort,3038.0,Center Forward,64,Caen,140,['cda471d2-35d2-4949-b4bf-10025b638595'],8,,,,,,,,,,,,,,,,Caen,140,00:28:08.502,Pass,
,,,,,,,,,,,,,,,,,,4.811584,,,,,,,,,,,,,6854b138-7b96-4db8-88a1-2ca57650ac38,981,,,"[47.7, 43.6]",3900542,28,,,,,0.47646743,,Right Foot,,,,"[91.1, 66.0]",,High Pass,,48.839737,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Jonathan Delaplace,2979.0,Right Center Midfield,64,Caen,140,"['5b3be10b-f412-4f5d-97f8-70e69a31cc8a', '60c75f49-42a2-4117-ad86-03427d60747c']",11,,,,,,,,,,,,,,,,Caen,140,00:28:11.473,Pass,
,,,,,,,,,,,,,,,,,,2.206933,,,,,,,,,,,,,ae5ee81c-de46-4cff-a650-41a45c26cef0,985,,,"[30.0, 10.0]",3900542,28,,,,,-0.05258306,,Right Foot,,,,"[43.3, 9.3]",,Ground Pass,,13.318408,,,,Yassine Benzia,3673.0,,,,,,1,Regular Play,Marvin Martin,7441.0,Left Center Midfield,65,Lille,143,"['afb01a5e-9983-44cf-a6eb-dd1ad7167a50', 'ef10b104-cbb5-4ca7-a42b-81fe75985bae']",17,,,,,,,,,,,,,,,,Lille,143,00:28:17.298,Pass,True
,,,,,,,,,,,,,,,,,,2.101748,,,,,,,,,,,,,026511dd-0eca-464b-af31-8c57b2ccbcd1,990,,,"[47.8, 9.6]",3900542,28,,,,,-0.33839434,,Left Foot,,,,"[71.1, 1.4]",,Ground Pass,,24.70081,,,,Éric Bauthéac,40486.0,,,,,,1,Regular Play,Yassine Benzia,3673.0,Center Forward,65,Lille,143,"['1f29b3b1-18a8-4df8-97c7-700617e94d0b', 'f20f2ffb-b4be-483a-b37a-d19de0f8873d']",20,,,,,,,,,,,,,,,,Lille,143,00:28:20.961,Pass,True
,,,,,,,,,,,,,,,,,,4.834445,,,,,,,,,,,,,dc5482fd-938d-4f48-81a7-677a052a15b0,998,,,"[69.6, 20.9]",3900542,28,,,,,2.215048,,Right Foot,,,,"[53.6, 42.2]",,Ground Pass,,26.640007,,,,Renato Civelli,29057.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,66,Lille,143,['5647e819-7649-4ea9-9e12-2a5920066b86'],34,,,,,,,,,,,,,,,,Lille,143,00:28:34.950,Pass,
,,,,,,,,,,,,,,,,,,1.677373,,,,,,,,,,,,,dd6e0f84-0a29-457e-ba17-677956ce4a00,1000,,,"[54.9, 44.0]",3900542,28,,,,,0.9234575,,Right Foot,,,,"[76.9, 73.1]",,Ground Pass,,36.48027,,,,Sébastien Corchia,6716.0,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,66,Lille,143,['ba4833ac-152b-439f-9c60-9bd85391f27d'],39,,,,,,,,,,,,,,,,Lille,143,00:28:39.784,Pass,
,,,,,,,,,,,,,,,,,,1.512608,,,,,,,,,,,,,2ceca46e-6d0d-4ad8-b6da-f18f9221e7e3,1006,,,"[56.0, 56.5]",3900542,28,,,,,-1.2148975,,Left Foot,,,,"[63.1, 37.4]",,Ground Pass,,20.376947,,Incomplete,,Bakary Adama Soumaoro,3677.0,,,,,Recovery,1,Regular Play,Renato Civelli,29057.0,Right Center Back,66,Lille,143,"['2475d56f-6228-448d-997d-44b01b41e41c', '90f774cf-99b0-4a0d-8d0e-d435424b397f']",43,,,,,,,,,,,,,,,,Lille,143,00:28:43.756,Pass,
,,,,,,,,,,,,,,,,,,3.962016,,,,,,,,,,,,,90f774cf-99b0-4a0d-8d0e-d435424b397f,1008,,,"[57.0, 42.7]",3900542,28,,,,,-0.62604654,,Right Foot,,,,"[102.5, 9.8]",,Ground Pass,,56.148552,,,,Julien Féret,2959.0,,,,,Recovery,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,67,Caen,140,"['2ceca46e-6d0d-4ad8-b6da-f18f9221e7e3', 'beb5e724-8107-44aa-966e-a26cd4618109']",45,,,,,,,,,,,,,,,,Caen,140,00:28:45.269,Pass,
,,,,,,,,,,,,,,,,,,0.626198,,,,,,,,,,,,,42f6d1a8-81e2-4b57-b9f9-613274a19b0e,1011,,,"[116.2, 26.6]",3900542,28,,,,,3.0374928,bee6248f-4ae7-467a-ae05-44e123565fa9,Right Foot,,True,,"[109.5, 27.3]",,Ground Pass,,6.736468,,,,Hervé Bazile,2991.0,True,,,,,1,Regular Play,Julien Féret,2959.0,Left Center Midfield,67,Caen,140,['1cf368f1-a026-4aa8-97e9-e9f5c8be7b28'],53,,,,,,,,,,,,,,,,Caen,140,00:28:53.007,Pass,
,,,,,,,,,,,,,,,,,,1.867082,,,,,,,,,,,,,d6de29a5-2da1-4abb-b9a9-77db6bc83941,1016,,,"[120.0, 0.1]",3900542,29,,,,,1.6963233,,Right Foot,,,,"[114.7, 42.1]",,High Pass,True,42.333084,,Incomplete,,Hervé Bazile,2991.0,,True,Inswinging,,Corner,1,From Corner,Julien Féret,2959.0,Left Center Midfield,68,Caen,140,"['33d7af92-e62e-4a91-9559-061181950348', '57df739b-421b-463f-9add-8ead44fc08b2']",22,,,,,,,,,,,,,,,,Caen,140,00:29:22.628,Pass,
,,,,,,,,,,,,,,,,,,1.405929,,,,,,,,,,,,,d1a8f064-a193-4d72-9e84-eb6c91283891,1023,,,"[6.0, 36.0]",3900542,29,,True,,,-0.09090895,,Right Foot,,,,"[42.2, 32.7]",,Ground Pass,,36.3501,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,69,Lille,143,['75d6f504-7d8d-4f50-9187-0b1d48528519'],47,,,,,,,,,,,,,,,,Lille,143,00:29:47.272,Pass,
,,,,,,,,,,,,,,,,,,0.986339,,,,,,,,,,,,,8b400ea1-1920-413f-95f4-d33d33fc899f,1025,,,"[42.2, 32.7]",3900542,29,,,,,-1.2738714,,Right Foot,,,,"[46.3, 19.3]",,Ground Pass,,14.013208,,,,Marvin Martin,7441.0,,,,,,1,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,69,Lille,143,['017031f2-f91b-406b-9881-4f5e3da19796'],51,,,,,,,,,,,,,,,,Lille,143,00:29:51.387,Pass,
,,,,,,,,,,,,,,,,,,1.847388,,,,,,,,,,,,,040ddfcb-f4a0-4a0a-926e-65f15e5ddb69,1027,,,"[46.4, 19.1]",3900542,29,,,,,1.6852366,,Right Foot,,,,"[45.4, 27.8]",,Ground Pass,,8.757282,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Goal Kick,Marvin Martin,7441.0,Left Center Midfield,69,Lille,143,['3c24c715-9555-4720-a8ff-aa291a54f578'],52,,,,,,,,,,,,,,,,Lille,143,00:29:52.373,Pass,
,,,,,,,,,,,,,,,,,,1.785338,,,,,,,,,,,,,04b51ba0-4fcb-46b7-83b6-5ec017ee5836,1030,,,"[45.0, 25.5]",3900542,29,,,,,-1.6332152,,Right Foot,,,,"[43.8, 6.3]",,Ground Pass,,19.237463,,,,Djibril Sidibé,3446.0,,,,,,1,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,69,Lille,143,['5e9dd81c-6831-4d6c-8380-223cef35b829'],54,,,,,,,,,,,,,,,,Lille,143,00:29:54.364,Pass,
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,fbd590ed-146d-4b3f-82bf-5ef2e7b24626,1033,,,"[43.5, 5.5]",3900542,29,,,,,2.6056077,,Left Foot,,,,"[30.2, 13.4]",,Ground Pass,,15.469324,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Goal Kick,Djibril Sidibé,3446.0,Left Back,69,Lille,143,['a380c1d7-0841-469d-99f0-e8eeaeceabe3'],56,,,,,,,,,,,,,,,,Lille,143,00:29:56.945,Pass,
,,,,,,,,,,,,,,,,,,1.463061,,,,,,,,,,,,,57bb2154-ec81-4c4b-b5b9-4c0d143855c7,1036,,,"[26.9, 14.5]",3900542,29,,,,,-0.27094686,,Right Foot,,,,"[32.3, 13.0]",,Ground Pass,,5.6044626,,,,Marvin Martin,7441.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,Left Center Back,69,Lille,143,['22db8820-b9b3-457c-97e4-c771f0640487'],59,,,,,,,,,,,,,,,,Lille,143,00:29:59.673,Pass,
,,,,,,,,,,,,,,,,,,2.557064,,,,,,,,,,,,,9a2d03bd-e9d6-4eb7-a465-22b4807332df,1039,,,"[32.3, 13.0]",3900542,30,,,,,2.4506495,,Right Foot,,,,"[27.1, 17.3]",,Ground Pass,,6.747592,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Goal Kick,Marvin Martin,7441.0,Left Center Midfield,69,Lille,143,['0b5068fb-f703-4d7b-b804-78cdd4fedc39'],2,,,,,,,,,,,,,,,,Lille,143,00:30:02.154,Pass,
,,,,,,,,,,,,,,,,,,1.897756,,,,,,,,,,,,,accad8db-0ca4-4c6e-bebe-4557ed70cd0e,1043,,,"[25.9, 17.5]",3900542,30,,,,,0.12769641,,Right Foot,,,,"[66.4, 22.7]",,High Pass,,40.832462,,,,Yassine Benzia,3673.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,Left Center Back,69,Lille,143,"['64fd7833-5103-4033-9ba9-ebe1697ab146', 'd831bafe-8b52-4114-b362-7657e8c37ef1']",5,,,,,,,,,,,,,,,,Lille,143,00:30:05.538,Pass,True
,,,,,,,,,,,,,,,,,,2.122468,,,,,,,,,,,,,063b1cf5-28ba-4180-b1fe-4d986442c63e,1051,,,"[63.6, 21.9]",3900542,31,,True,,,0.15366122,,Right Foot,,,,"[93.3, 26.5]",,Ground Pass,,30.054117,,Incomplete,,Éric Bauthéac,40486.0,,,,,Free Kick,1,From Free Kick,Marvin Martin,7441.0,Left Center Midfield,70,Lille,143,"['6c3e4a24-9c55-4301-bf30-9e21edcc0e42', 'd5865fea-cbbc-48f5-81f6-aebec0af136b']",53,,,,,,,,,,,,,,,,Lille,143,00:31:53.468,Pass,
,,,,,,,,,,,,,,,,,,3.182671,,,,,,,,,,,,,6c3e4a24-9c55-4301-bf30-9e21edcc0e42,1053,,,"[26.8, 53.6]",3900542,31,,True,,,0.2650636,,Right Foot,,,,"[90.9, 71.0]",,High Pass,,66.41965,,,,Andy Delort,3038.0,,,,,Recovery,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,71,Caen,140,"['063b1cf5-28ba-4180-b1fe-4d986442c63e', 'c23d33ec-4216-4885-86a3-041e3fb06def']",55,,,,,,,,,,,,,,,,Caen,140,00:31:55.590,Pass,
,,,,,,,,,,,,,,,,,,0.994422,,,,,,,,,,,,,49fe2d59-0544-4122-8988-4ccbeb87fea3,1057,,,"[110.0, 74.9]",3900542,32,,,,,-1.512529,,Right Foot,,,,"[111.4, 50.9]",,High Pass,,24.040798,,Incomplete,,Hervé Bazile,2991.0,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,71,Caen,140,"['92a73b95-9f80-4169-8f98-fc6ab0a24265', 'b2777e58-9c55-435f-84a1-689f054d9995']",5,,,,,,,,,,,,,,,,Caen,140,00:32:05.455,Pass,
,,,,,,,,,,,,,,,,,,1.854488,,,,,,,,,,,,,6c0639ff-ab8e-4047-bf32-a6d50e963b7b,1060,,,"[91.4, 59.2]",3900542,32,,,,,0.93971694,,Right Foot,,,,"[106.6, 80.0]",,High Pass,,25.761988,,Out,,Andy Delort,3038.0,,,,,Recovery,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,71,Caen,140,['14740552-4f37-48dc-a409-d5353bbbaef8'],9,,,,,,,,,,,,,,,,Caen,140,00:32:09.351,Pass,
,,,,,,,,,,,,,,,,,,1.914047,,,,,,,,,,,,,494bd0eb-01ed-4cd4-b536-7da5932c8d9a,1062,,,"[25.8, 0.1]",3900542,32,,,,,0.1937415,,,,,,"[41.6, 3.2]",,High Pass,,16.101242,,,,Yassine Benzia,3673.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,72,Lille,143,['ef90c218-1790-43b7-a68c-6c3bbb551e2e'],31,,,,,,,,,,,,,,,,Lille,143,00:32:31.380,Pass,
,,,,,,,,,,,,,,,,,,1.571501,,,,,,,,,,,,,0df23952-12cf-40bb-b8c1-fe801c8b9271,1064,,,"[41.6, 3.5]",3900542,32,,,,,0.035699114,,Head,,,,"[55.6, 4.0]",,High Pass,,14.008925,,Incomplete,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Throw In,Yassine Benzia,3673.0,Center Forward,72,Lille,143,"['0210b257-8821-43e7-9153-2497c77c6595', '16995bbd-2f3c-4870-9ced-cc1779c394eb']",33,,,,,,,,,,,,,,,,Lille,143,00:32:33.294,Pass,
,,,,,,,,,,,,,,,,,,1.301077,,,,,,,,,,,,,0210b257-8821-43e7-9153-2497c77c6595,1066,,,"[64.5, 76.1]",3900542,32,,,,,-2.8706458,,Right Foot,,,,"[55.5, 73.6]",,Low Pass,,9.340771,,,,Damien Da Silva,4386.0,,,,,Recovery,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,73,Caen,140,"['0df23952-12cf-40bb-b8c1-fe801c8b9271', 'b88dbcd5-7557-4772-a03f-79b327af7a22']",34,,,,,,,,,,,,,,,,Caen,140,00:32:34.865,Pass,
,,,,,,,,,,,,,,,,,,2.99491,,,,,,,,,,,,,b2c4da45-dd28-4fc6-90c8-910cb669f71a,1069,,,"[39.9, 69.5]",3900542,32,,,,,-2.6710486,,Right Foot,,,,"[11.0, 54.8]",,Ground Pass,,32.423756,,,,Rémy Vercoutre,2963.0,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,73,Caen,140,['77ef5396-2ae6-436a-a40d-92e129208912'],39,,,,,,,,,,,,,,,,Caen,140,00:32:39.281,Pass,
,,,,,,,,,,,,,,,,,,2.264386,,,,,,,,,,,,,17a721f7-bf6f-4ef4-886f-8fc426373a8a,1072,,,"[8.7, 54.8]",3900542,32,,,,,-0.24887475,,Right Foot,,,,"[63.0, 41.0]",,High Pass,,56.026154,,,,Julien Féret,2959.0,,,,,,1,Regular Play,Rémy Vercoutre,2963.0,Goalkeeper,73,Caen,140,['fd9b48c2-95a7-487c-b042-d8b52a049b06'],42,,,,,,,,,,,,,,,,Caen,140,00:32:42.466,Pass,
,,,,,,,,,,,,,,,,,,0.965536,,,,,,,,,,,,,5a987504-1ba1-4aaf-9f03-c7fc232f62cd,1075,,,"[63.0, 41.0]",3900542,32,,,,True,0.017749615,,,,,,"[79.9, 41.3]",,Low Pass,,16.902662,,Incomplete,,Hervé Bazile,2991.0,,,,,,1,Regular Play,Julien Féret,2959.0,Left Center Midfield,73,Caen,140,"['256010fd-ea7d-4f50-b357-09df634326b1', '9c938bc1-444e-4969-bc25-830434eb1bca', '9fc02f9b-06c7-465d-932b-81e844862c4f']",44,,,,,,,,,,,,,,,,Caen,140,00:32:44.730,Pass,True
,,,,,,,,,,,,,,,,,,0.930126,,,,,,,,,,,,,9c938bc1-444e-4969-bc25-830434eb1bca,1077,,,"[40.2, 38.8]",3900542,32,,,,,-0.252318,,Right Foot,,,,"[53.0, 35.5]",,Low Pass,,13.218548,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Recovery,1,From Counter,Renato Civelli,29057.0,Right Center Back,74,Lille,143,"['5a987504-1ba1-4aaf-9f03-c7fc232f62cd', 'b552deed-72ce-47e9-b076-cdccd1372390']",45,,,,,,,,,,,,,,,,Lille,143,00:32:45.696,Pass,
,,,,,,,,,,,,,,,,,,0.986387,,,,,,,,,,,,,7667ca13-d400-493a-8198-a878861e1275,1083,,,"[54.5, 37.3]",3900542,32,,,,,-0.31542152,,Right Foot,,,,"[64.0, 34.2]",,Ground Pass,,9.992997,,,,Marvin Martin,7441.0,,,,,Recovery,1,From Counter,Mounir Obbadi,40697.0,Right Center Midfield,74,Lille,143,"['c0375609-fce1-42f3-96ce-828f84256f6d', 'f50d2395-c047-4daa-87c6-08651d2b12b4']",47,,,,,,,,,,,,,,,,Lille,143,00:32:47.690,Pass,True
,,,,,,,,,,,,,,,,,,1.820981,,,,,,,,,,,,,d71eb835-5b68-472f-9566-38045fc422be,1095,,,"[54.2, 56.1]",3900542,32,,,,,0.9198948,,Right Foot,,,,"[67.3, 73.3]",,Ground Pass,,21.620592,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,75,Caen,140,['953077fa-33c1-4e48-81ff-a649b404b55b'],55,,,,,,,,,,,,,,,,Caen,140,00:32:55.716,Pass,
,,,,,,,,,,,,,,,,,,4.394066,,,,,,,,,,,,,5e6fe56c-fcf7-4572-b2f1-3fffd369fee7,1098,,,"[69.7, 75.6]",3900542,32,,,,,-0.16385627,,Right Foot,,,,"[119.9, 67.3]",,Low Pass,,50.88153,,Out,,Jonathan Delaplace,2979.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,75,Caen,140,['1fe2333d-e6c9-47a1-928b-88a130e9faa4'],59,,,,,,,,,,,,,,,,Caen,140,00:32:59.677,Pass,
,,,,,,,,,,,,,,,,,,3.155808,,,,,,,,,,,,,e4ac48ba-d1b7-4ead-8319-33c949a65d53,1100,,,"[6.0, 36.0]",3900542,33,,,,,-0.035345953,,Right Foot,,,,"[76.7, 33.5]",,High Pass,,70.74419,,Incomplete,,Yassine Benzia,3673.0,,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,76,Lille,143,"['7a51bd67-c075-435b-aac3-448a76aa5aa0', 'b423e6bd-5cf2-4824-a085-733a644cac81']",29,,,,,,,,,,,,,,,,Lille,143,00:33:29.587,Pass,
,,,,,,,,,,,,,,,,,,0.645141,,,,,,,,,,,,,b423e6bd-5cf2-4824-a085-733a644cac81,1103,,,"[43.4, 46.6]",3900542,33,,,,True,0.67615736,,,,,,"[52.0, 53.5]",,Low Pass,,11.025879,,,,Jonathan Delaplace,2979.0,,,,,Recovery,1,From Goal Kick,Alaeddine Yahia,7444.0,Right Center Back,76,Lille,143,"['097a4bda-30e6-4ef6-9e89-da89e8058ae1', '2ea4cf8c-addb-4f39-b67b-3d0ca3b663bd', 'e4ac48ba-d1b7-4ead-8319-33c949a65d53']",32,,,,,,,,,,,,,,,,Caen,140,00:33:32.743,Pass,True
