ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.426797,,,,,,,,,,,,,,,7c62b97c-00d7-46df-9e3c-225e39a653fd,1540,,,"[43.1, 36.7]",3900540,35,,,,1.8459334,,Right Foot,,,"[37.2, 57.6]",,Ground Pass,,21.716814,,,Paul Baysse,4443.0,,,,,,1,From Kick Off,Nampalys Mendy,4506.0,Left Defensive Midfield,70,OGC Nice,136,['18cc1b3b-ad1a-491d-8269-4c5c176d0b0d'],37,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:37.813,Pass,
,,,,,,,,,,,,,,,0.352679,,,,,,,,,,,,,,,20107882-0e39-4d5e-88dc-e98122c49696,1543,,,"[37.2, 57.6]",3900540,35,,,,0.10110337,,Right Foot,,,"[44.1, 58.3]",,Ground Pass,,6.935416,Incomplete,,Nampalys Mendy,4506.0,,,,,,1,From Kick Off,Paul Baysse,4443.0,Right Center Back,70,OGC Nice,136,"['1b7f2797-bc12-44af-80b3-3698468bcfe5', 'e2756d40-fcc0-46c5-848d-bb323495a3f6']",40,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:40.040,Pass,
,,,,,,,,,,,,,,,0.72534,,,,,,,,,,,,,,,7f7179e2-9857-4c40-b4a9-812a53455d84,1548,,,"[80.1, 22.2]",3900540,35,,,,0.100781,,Right Foot,,,"[89.0, 23.1]",,Ground Pass,,8.94539,Incomplete,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Left Wing,70,OGC Nice,136,"['46570382-b2b3-4958-844a-bcfadcc1bfdb', '5fafe061-58a0-4253-b1c8-c717d3f567ad']",41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:35:41.832,Pass,
,,,,,,,,,,,,,,,1.783985,,,,,,,,,,,,,,,2ad4bba4-cb88-4b05-81cd-a09f7b142f34,1552,,,"[30.8, 56.9]",3900540,35,,,,0.7771339,,Right Foot,,,"[49.1, 74.9]",,Ground Pass,,25.668852,,,Romain Genevois,2971.0,,,,,,1,From Kick Off,Paul Baysse,4443.0,Right Center Back,70,OGC Nice,136,['b39a7fae-f19d-480b-8251-13278bfc535a'],43,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:43.357,Pass,
,,,,,,,,,,,,,,,1.15466,,,,,,,,,,,,,,,0e00a134-e6d3-42e7-bba7-4043e32ecd82,1556,,,"[56.5, 74.1]",3900540,35,,,,-1.3287983,,Right Foot,,,"[60.4, 58.3]",,Ground Pass,,16.274212,,,Hatem Ben Arfa,16462.0,,,,,,1,From Kick Off,Romain Genevois,2971.0,Right Wing Back,70,OGC Nice,136,"['49e81860-8b23-48ae-b8b5-fac715c7aceb', 'ad325ec2-72b4-4a92-91dc-7da8f4c13cca']",47,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:47.418,Pass,True
,,,,,,,,,,,,,,,2.147248,,,,,,,,,,,,,,,ea33ada0-f93e-48f1-bc19-b3b4d4f78dd3,1559,,,"[54.4, 53.3]",3900540,35,,,,-1.4002472,,Left Foot,,,"[57.5, 35.3]",,Ground Pass,,18.264994,,,Nampalys Mendy,4506.0,,,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Right Center Forward,70,OGC Nice,136,['231bb407-20cb-4690-8ab5-cb29a6b9f8c2'],50,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:50.346,Pass,
,,,,,,,,,,,,,,,2.235761,,,,,,,,,,,,,,,3228bfbe-a339-4f19-9f8f-bd554e1b2f04,1562,,,"[57.5, 35.3]",3900540,35,,,,-1.008095,,Right Foot,,,"[76.8, 4.7]",,Ground Pass,,36.178032,,,Niklas Hult,16056.0,,,,,,1,From Kick Off,Nampalys Mendy,4506.0,Left Defensive Midfield,70,OGC Nice,136,['474f2719-9f5c-4eec-95ca-eb8ea4f0baa0'],52,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:52.680,Pass,
,,,,,,,,,,,,,,,1.501982,,,,,,,,,,,,,,,24364d5f-ee09-49c1-b205-1c61fecb1ca2,1565,,,"[82.6, 5.4]",3900540,35,,,,0.90952396,c6c415c0-f654-4725-bf0b-4d65f16408c2,Left Foot,,,"[106.1, 35.6]",,High Pass,,38.26604,,,Valère Germain,3210.0,True,,,,,1,From Kick Off,Niklas Hult,16056.0,Left Wing Back,70,OGC Nice,136,['c51e0320-0b0e-4404-a6b4-8df8fdb98f90'],56,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:56.454,Pass,
,,,,,,,,,,,,,,,3.572721,,,,,,,,,,,,,,,7fd9a908-8da9-47c3-8b18-478dfe3833df,1570,,,"[7.0, 44.1]",3900540,36,,,,-0.16256537,,Right Foot,,,"[69.8, 33.8]",,High Pass,,63.63906,Incomplete,,Edinson Roberto Cavani Gómez,4319.0,,,,,Goal Kick,1,From Goal Kick,Kevin Trapp,4440.0,Goalkeeper,71,Paris Saint-Germain,131,"['e13b15af-e5d6-4b9f-bd34-5bdfcbcbd337', 'f1353b8f-ee73-470f-be65-1610c86a38c2']",24,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:36:24.330,Pass,
,,,,,,,,,,,,,,,1.382184,,,,,,,,,,,,,,,f1353b8f-ee73-470f-be65-1610c86a38c2,1572,,,"[50.3, 46.3]",3900540,36,,,,-0.45458442,,Head,,,"[76.9, 33.3]",,High Pass,,29.606756,Incomplete,,Hatem Ben Arfa,16462.0,,,,,Recovery,1,From Goal Kick,Mathieu Bodmer,4373.0,Center Back,71,Paris Saint-Germain,131,"['7fd9a908-8da9-47c3-8b18-478dfe3833df', 'd9c1c5aa-dda4-4cec-8df8-47941926fac4', 'f1bc956d-bd3a-4255-9d7c-82fbe0674a23']",27,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:27.902,Pass,
,,,,,,,,,,,,,,,1.544855,,,,,,,,,,,,,,,d9c1c5aa-dda4-4cec-8df8-47941926fac4,1574,,,"[43.2, 46.8]",3900540,36,,,,-1.06902,,Right Foot,,,"[59.0, 18.0]",,Ground Pass,,32.849354,Incomplete,,Thiago Motta,4325.0,,,,,Recovery,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,71,Paris Saint-Germain,131,"['002a5fe6-91c0-4777-9130-25b0749dc09b', 'e21b5542-2457-4482-95b2-b10b0bc9414f', 'f1353b8f-ee73-470f-be65-1610c86a38c2']",29,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:36:29.285,Pass,
,,,,,,,,,,,,,,,1.134412,,,,,,,,,,,,,,,9562d9f5-aecb-438d-8547-516eece2b408,1578,,,"[72.9, 70.7]",3900540,36,,,,-2.6413121,,Right Foot,,,"[65.4, 66.6]",,Ground Pass,,8.547514,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Romain Genevois,2971.0,Right Wing Back,72,OGC Nice,136,['b5f4c080-ffc3-4a0f-8e12-32e6213f773d'],34,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:34.101,Pass,
,,,,,,,,,,,,,,,1.112256,,,,,,,,,,,,,,,c76efe1b-d4d7-42b4-a1b1-8651df1d7b90,1581,,,"[62.6, 56.0]",3900540,36,,,,-1.5027199,,Right Foot,,,"[63.5, 42.8]",,Ground Pass,,13.230646,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Center Attacking Midfield,72,OGC Nice,136,['b5e1ecf8-dbf3-40c0-b544-d48290f68a0d'],36,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:36.358,Pass,
,,,,,,,,,,,,,,,2.183125,,,,,,,,,,,,,,,1d902a27-66de-4ffb-9434-a80baeba005d,1584,,,"[63.5, 42.8]",3900540,36,,,,1.2406583,,Right Foot,,,"[74.5, 74.9]",,High Pass,,33.932434,,,Hatem Ben Arfa,16462.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Left Defensive Midfield,72,OGC Nice,136,['7b93227e-f5af-4372-9754-d7a5277bab16'],39,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:39.992,Pass,
,,,,,,,,,,,,,,,1.672216,,,,,,,,,,,,,,,42c6026b-aaf8-450d-8ada-784223e4d4f2,1586,,,"[74.5, 74.9]",3900540,36,,,,-2.817444,,Left Foot,,,"[62.0, 70.7]",,Ground Pass,,13.186736,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,72,OGC Nice,136,['6e337d3a-99d8-496c-a2f0-a65038140b97'],42,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:42.175,Pass,
,,,,,,,,,,,,,,,1.013423,,,,,,,,,,,,,,,8488a8f3-183a-46e3-8404-255e3f7bc6b6,1589,,,"[63.0, 70.7]",3900540,36,,,,-1.6973884,,Right Foot,,,"[62.3, 65.2]",,Ground Pass,,5.5443664,,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,72,OGC Nice,136,['e0e74b52-a838-46c2-81f0-9f8b8e9f504e'],45,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:45.135,Pass,
,,,,,,,,,,,,,,,0.991788,,,,,,,,,,,,,,,6e1ca020-0188-42ea-9f10-33117706c89f,1591,,,"[62.3, 65.2]",3900540,36,,,,1.5957911,,Right Foot,,,"[62.1, 73.2]",,Ground Pass,,8.0025,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Defensive Midfield,72,OGC Nice,136,['5bfc51ec-1817-46d7-91c2-28305ca5a6c0'],46,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:46.148,Pass,
,,,,,,,,,,,,,,,0.933653,,,,,,,,,,,,,,,c2a5a513-8efb-42f1-acf9-e34ce0c7762e,1595,,,"[64.1, 75.3]",3900540,36,,,,-0.43300587,,Right Foot,,,"[74.7, 70.4]",,Ground Pass,,11.677756,Incomplete,,Valère Germain,3210.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,72,OGC Nice,136,"['087e2260-3b6a-4a31-a980-fc24a5195104', '81e21ff2-9389-484d-aa59-22018f53cbd0', 'a5db1881-bf5c-4c21-a44f-30ba18c2d0a4']",47,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:47.239,Pass,True
,,,,,,,,,,,,,,,0.886726,,,,,,,,,,,,,,,e9ab9fa9-4aeb-4697-8073-9edf6852dc5e,1598,,,"[55.6, 80.0]",3900540,36,,,,-1.2983332,,,,,"[57.5, 73.2]",,Low Pass,,7.0604534,,,Vincent Koziello,4264.0,,,,,Throw-in,1,From Throw In,Paul Baysse,4443.0,Right Center Back,73,OGC Nice,136,['dc4d5877-d80c-49ea-a1fe-f33bc3b7029f'],58,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:58.308,Pass,
,,,,,,,,,,,,,,,2.636166,,,,,,,,,,,,,,,e2230d54-208b-4abe-a69d-974494f0ba8c,1602,,,"[43.1, 71.7]",3900540,37,,,,-2.7529273,,Right Foot,,,"[9.4, 57.9]",,Ground Pass,,36.41607,,,Yoan Cardinale,4257.0,,,,,,1,From Throw In,Vincent Koziello,4264.0,Right Defensive Midfield,73,OGC Nice,136,"['d50ec59d-b10f-4a60-bdfd-ab30c1c54513', 'e37f7388-232d-43a5-bd1c-00d4b0180ccf']",2,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:02.990,Pass,True
,,,,,,,,,,,,,,,3.475479,,,,,,,,,,,,,,,fb3e7983-3fa3-409d-b63f-aaa8edaec072,1604,,,"[9.4, 57.9]",3900540,37,,,,-0.3054619,,Right Foot,,,"[66.8, 39.8]",,High Pass,,60.186127,Incomplete,,Jean Michaël Seri,3359.0,,,,,,1,From Throw In,Yoan Cardinale,4257.0,Goalkeeper,73,OGC Nice,136,"['73759735-0354-47c8-9f51-b3c39a847d49', 'f32c284d-d1b3-4361-8d7f-dc752964aa9c']",5,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:05.626,Pass,
,,,,,,,,,,,,,,,0.91342,,,,,,,,,,,,,,,f32c284d-d1b3-4361-8d7f-dc752964aa9c,1606,,,"[53.3, 40.3]",3900540,37,,,,-0.4163292,,Head,,,"[68.0, 33.8]",,Low Pass,,16.072958,,,Thiago Motta,4325.0,,,,,Recovery,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,73,OGC Nice,136,"['f100743a-22dd-4dd7-ba9f-6d4d378898b0', 'fb3e7983-3fa3-409d-b63f-aaa8edaec072']",9,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:37:09.102,Pass,
,,,,,,,,,,,,,,,0.950227,,,,,,,,,,,,,,,90867335-90c1-453d-9fae-d1e1643e7fae,1610,,,"[44.5, 49.5]",3900540,37,,,,-2.691833,,Right Foot,,,"[38.7, 46.7]",,Ground Pass,,6.440497,,,Mathieu Bodmer,4373.0,,,,,Recovery,1,From Throw In,Vincent Koziello,4264.0,Right Defensive Midfield,73,OGC Nice,136,['bb051ef8-e1ba-4000-b798-325e361e079a'],11,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:11.595,Pass,
,,,,,,,,,,,,,,,0.724424,,,,,,,,,,,,,,,c1eb6b76-d2f6-4287-ad78-ae56a4e893fe,1613,,,"[39.1, 46.3]",3900540,37,,,,-0.68662155,,Right Foot,,,"[45.2, 41.3]",,Low Pass,,7.8873315,,,Nampalys Mendy,4506.0,,,,,,1,From Throw In,Mathieu Bodmer,4373.0,Center Back,73,OGC Nice,136,"['22bc028d-77dc-4868-aaf1-f07972a4f5d3', '2314dc31-ba08-4f9c-9cac-b0a23db4064f']",12,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:12.546,Pass,True
,,,,,,,,,,,,,,,0.769129,,,,,,,,,,,,,,,253657fa-9a3e-4ff4-8672-f4094063fa44,1617,,,"[46.5, 34.9]",3900540,37,,,,3.0353277,,Right Foot,,,"[39.0, 35.7]",,Ground Pass,,7.542546,,,Mathieu Bodmer,4373.0,,,,,,1,From Throw In,Nampalys Mendy,4506.0,Left Defensive Midfield,73,OGC Nice,136,['ec58161f-09cc-4be1-b193-208ffc2c300e'],16,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:16.247,Pass,
,,,,,,,,,,,,,,,0.817022,,,,,,,,,,,,,,,fcafa511-6250-44d6-aa59-7fe684830458,1620,,,"[39.0, 35.7]",3900540,37,,,,-0.8468591,,Right Foot,,,"[45.1, 28.8]",,Ground Pass,,9.209778,,,Nampalys Mendy,4506.0,,,,,,1,From Throw In,Mathieu Bodmer,4373.0,Center Back,73,OGC Nice,136,['e2d60d2a-b0c5-465b-9183-dcd437df6fb1'],17,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:17.816,Pass,
,,,,,,,,,,,,,,,1.551034,,,,,,,,,,,,,,,6bf6cc5d-2a40-467d-880f-294088316c98,1623,,,"[47.3, 23.3]",3900540,37,,,,-0.995724,,Left Foot,,,"[61.3, 1.7]",,Ground Pass,,25.74024,,,Niklas Hult,16056.0,,,,,,1,From Throw In,Nampalys Mendy,4506.0,Left Defensive Midfield,73,OGC Nice,136,['d4718340-4e1d-4de2-9763-c2d9a4f0799e'],20,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:20.771,Pass,
,,,,,,,,,,,,,,,0.734234,,,,,,,,,,,,,,,5edd081a-bc0c-4575-a229-5de93fdd6dd1,1627,,,"[57.5, 4.4]",3900540,37,,,,2.324459,,Left Foot,,,"[51.4, 10.9]",,Ground Pass,,8.914034,,,Nampalys Mendy,4506.0,,,,,,1,From Throw In,Niklas Hult,16056.0,Left Wing Back,73,OGC Nice,136,"['46b2064e-6a29-41a5-a97a-168b9bf650e6', '6652c936-164b-4b1c-ab38-827239e6b312']",24,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:24.210,Pass,True
,,,,,,,,,,,,,,,1.390189,,,,,,,,,,,,,,,dad0b391-1819-4f98-a68b-aa033951449a,1631,,,"[47.0, 16.2]",3900540,37,,,,1.3635585,,Right Foot,,,"[51.1, 35.7]",,Ground Pass,,19.926365,,,Jean Michaël Seri,3359.0,,,,,,1,From Throw In,Nampalys Mendy,4506.0,Left Defensive Midfield,73,OGC Nice,136,['4936b3c7-f48a-4c1c-b92c-e7482847972c'],26,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:26.566,Pass,
,,,,,,,,,,,,,,,1.175088,,,,,,,,,,,,,,,7592ae53-d9f4-4dca-b283-773dd08fa047,1634,,,"[52.1, 35.8]",3900540,37,,,,0.9883415,,Right Foot,,,"[63.1, 52.5]",,Ground Pass,,19.99725,,,Hatem Ben Arfa,16462.0,,,,,,1,From Throw In,Jean Michaël Seri,3359.0,Center Attacking Midfield,73,OGC Nice,136,['9d0be1b5-290c-46e8-bd82-12d28672323f'],29,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:29.956,Pass,
,,,,,,,,,,,,,,,2.254772,,,,,,,,,,,,,,,5b962dc2-1944-4773-93e4-453cd65f0ecd,1637,,,"[68.8, 51.8]",3900540,37,,,,0.7086263,,Right Foot,,,"[91.2, 71.0]",,Ground Pass,,29.502542,Incomplete,,Romain Genevois,2971.0,,,,,,1,From Throw In,Hatem Ben Arfa,16462.0,Right Center Forward,73,OGC Nice,136,"['4c6d95b2-6fbb-434d-b81a-b824dbe567bb', 'da689adb-de46-4768-8cf5-873a2525f875']",37,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:37.190,Pass,
,,,,,,,,,,,,,,,0.847119,,,,,,,,,,,,,,,da689adb-de46-4768-8cf5-873a2525f875,1639,,,"[28.9, 9.1]",3900540,37,,,,-0.17693806,,Left Foot,,,"[44.0, 6.4]",,Ground Pass,,15.339492,,,Edinson Roberto Cavani Gómez,4319.0,,,,,Interception,1,From Throw In,Layvin Kurzawa,4326.0,Left Back,73,OGC Nice,136,"['5b962dc2-1944-4773-93e4-453cd65f0ecd', 'c1fdee5f-add8-4f6b-92fe-3912b2c72bf4']",39,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:37:39.445,Pass,
,,,,,,,,,,,,,,,2.585837,,,,,,,,,,,,,,,a14a524b-47d4-4105-a90c-fd4dedc6e7ea,1646,,,"[86.5, 62.1]",3900540,37,,,,0.33029735,,Right Foot,,,"[114.5, 71.7]",,Ground Pass,,29.6,,,Romain Genevois,2971.0,,,,,,1,From Throw In,Jean Michaël Seri,3359.0,Center Attacking Midfield,73,OGC Nice,136,['b9011383-4cc3-411b-9d56-bb5674e2765f'],45,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:45.702,Pass,
,,,,,,,,,,,,,,,0.529021,,,,,,,,,,,,,,,03313535-b626-41f1-b2a0-150b1ad94de9,1648,,,"[114.5, 71.7]",3900540,37,,,,-1.6921483,,Right Foot,,,"[113.5, 63.5]",,High Pass,,8.260751,Incomplete,,,,,,,,,1,From Throw In,Romain Genevois,2971.0,Right Wing Back,73,OGC Nice,136,['48dc12f0-6523-4264-84eb-90a5750efe8c'],48,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:48.288,Pass,
,,,,,,,,,,,,,,,1.537233,,,,,,,,,,,,,,,d07731b8-feaf-4321-996b-79af42775407,1652,,,"[74.3, 34.4]",3900540,37,,,,2.1244776,,Other,,,"[70.9, 39.9]",,Ground Pass,,6.4660654,,,Nampalys Mendy,4506.0,,,,,Recovery,1,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,73,OGC Nice,136,['44ebffa9-7091-483c-a433-d3c749a05bc9'],54,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:37:54.744,Pass,
,,,,,,,,,,,,,,,2.864945,,,,,,,,,,,,,,,f1f99923-37cb-4fed-80ea-13e51cf8ab86,1662,,,"[72.9, 41.2]",3900540,38,,,,0.2383898,,Right Foot,,,"[119.4, 52.5]",,High Pass,,47.853317,Out,,Paul Baysse,4443.0,,,,,Free Kick,1,From Free Kick,Jean Michaël Seri,3359.0,Center Attacking Midfield,74,OGC Nice,136,['34018ec9-db19-429b-b9b4-ada89d40823a'],23,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:38:23.082,Pass,
,,,,,,,,,,,,,,,3.83789,,,,,,,,,,,,,,,0cb243a5-1d30-4976-8eb0-76057ad30d48,1664,,,"[7.0, 36.1]",3900540,38,,,,0.03810979,,Right Foot,,,"[64.7, 38.3]",,High Pass,,57.741924,,,Zlatan Ibrahimović,3672.0,,,,,Goal Kick,1,From Goal Kick,Kevin Trapp,4440.0,Goalkeeper,75,Paris Saint-Germain,131,['1f7249c6-ed11-40fd-8e5e-97e539cac0ec'],50,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:38:50.761,Pass,
,,,,,,,,,,,,,,,0.974687,,,,,,,,,,,,,,,58fa1a0b-0776-47d1-bf76-66ecec4dd951,1669,,,"[55.3, 52.6]",3900540,38,,,,-0.995724,,Head,,,"[58.8, 47.2]",,Low Pass,,6.43506,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Serge Aurier,3481.0,Right Back,75,Paris Saint-Germain,131,"['08c93070-ab72-4c8d-8e5c-827e87dee947', '212fbb98-ba02-4313-98d0-deb172187c66']",56,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:38:56.363,Pass,True
,,,,,,,,,,,,,,,2.031345,,,,,,,,,,,,,,,08c93070-ab72-4c8d-8e5c-827e87dee947,1670,,,"[61.3, 32.9]",3900540,38,,,,-1.0346951,,Head,,,"[75.5, 9.0]",,Low Pass,,27.80018,,,Valère Germain,3210.0,,,,,Recovery,1,Regular Play,Mathieu Bodmer,4373.0,Center Back,76,OGC Nice,136,"['58fa1a0b-0776-47d1-bf76-66ecec4dd951', '6c12277e-c9ce-4df4-b4c8-ef5d65af9891']",57,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:38:57.337,Pass,
,,,,,,,,,,,,,,,0.484345,,,,,,,,,,,,,,,9dc4a9cc-c127-4720-9ffb-a6c9b42cb076,1674,,,"[88.4, 5.6]",3900540,39,,,,-0.7266424,,Right Foot,,,"[92.0, 2.4]",,Ground Pass,,4.816638,,,Niklas Hult,16056.0,,,,,,1,Regular Play,Valère Germain,3210.0,Left Center Forward,76,OGC Nice,136,['451892e1-1bba-4740-8473-75bddee3494c'],2,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:02.362,Pass,
,,,,,,,,,,,,,,,0.336729,,,,,,,,,,,,,,,ab21e00e-94a5-4334-9991-38f860242ecb,1677,,,"[93.6, 2.0]",3900540,39,,,,2.9023612,,Left Foot,,,"[89.5, 3.0]",,Ground Pass,,4.2201896,,,Valère Germain,3210.0,,,,,,1,Regular Play,Niklas Hult,16056.0,Left Wing Back,76,OGC Nice,136,['3d8e3890-1f58-4a6c-92fd-d07fa858e4b1'],3,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:03.711,Pass,
,,,,,,,,,,,,,,,1.82321,,,,,,,,,,,,,,,b91c1bb4-ba82-4c01-abea-bdd003d7245f,1681,,,"[88.8, 3.5]",3900540,39,,,,1.9629151,,Right Foot,,,"[77.8, 30.1]",,Ground Pass,,28.784718,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Valère Germain,3210.0,Left Center Forward,76,OGC Nice,136,"['692d0d7e-6aac-484a-9a13-e48b108fe5fa', 'a2beb940-6079-4fdc-8b58-2e2c5090c968']",5,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:05.288,Pass,True
,,,,,,,,,,,,,,,1.147264,,,,,,,,,,,,,,,148ba10d-c96e-426a-bfa5-a721acfee27c,1687,,,"[78.4, 31.2]",3900540,39,,,,0.24877012,,Left Foot,,,"[103.2, 37.5]",,High Pass,,25.587692,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Hatem Ben Arfa,16462.0,Right Center Forward,77,OGC Nice,136,['4be467cb-40c8-48be-82d8-ca445abdb103'],46,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:46.195,Pass,
,,,,,,,,,,,,,,,0.742013,,,,,,,,,,,,,,,6fd9784b-6e30-491f-b29b-693fd5d717bd,1692,,,"[9.6, 35.5]",3900540,40,True,,,-0.779313,,Keeper Arm,,,"[34.4, 11.0]",,Ground Pass,,34.86101,,,Thiago Motta,4325.0,,,,,,1,From Keeper,Kevin Trapp,4440.0,Goalkeeper,79,Paris Saint-Germain,131,['9e859d83-a0eb-4214-afd9-1678f204a1d0'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:02.811,Pass,
,,,,,,,,,,,,,,,0.641492,,,,,,,,,,,,,,,e7767fe1-a1e8-404b-85bb-960cb7d9e17a,1694,,,"[34.8, 11.0]",3900540,40,True,,,-2.2597208,,Right Foot,,,"[30.6, 5.9]",,Ground Pass,,6.606815,,,Layvin Kurzawa,4326.0,,,,,,1,From Keeper,Thiago Motta,4325.0,Center Defensive Midfield,79,Paris Saint-Germain,131,['fb8c5acb-574e-4079-a098-a8b1e601f26a'],3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:03.586,Pass,
,,,,,,,,,,,,,,,1.068039,,,,,,,,,,,,,,,13d95331-cbad-4134-8071-4c706abbc8a4,1696,,,"[30.6, 5.9]",3900540,40,,,,2.338805,,Left Foot,,,"[19.3, 17.6]",,Ground Pass,,16.265915,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Keeper,Layvin Kurzawa,4326.0,Left Back,79,Paris Saint-Germain,131,['d28bf13c-3d55-49ab-9e04-45b68671ef31'],4,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:04.300,Pass,
,,,,,,,,,,,,,,,3.008526,,,,,,,,,,,,,,,ca0ab67c-94c7-48dc-9596-c84c813c77f2,1699,,,"[15.8, 21.8]",3900540,40,,,,1.1282617,,Right Foot,,,"[41.2, 75.4]",,High Pass,,59.313744,,,Serge Aurier,3481.0,,True,,,,1,From Keeper,Thiago Emiliano da Silva,3295.0,Left Center Back,79,Paris Saint-Germain,131,['4f02e2c8-6c03-4669-bffa-7fab1f9b18f7'],6,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:06.376,Pass,
