50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.193754,,,,,,,,,,,,,228a40a4-4409-4f35-97b7-a98dac0ebcab,1004,,,"[81.9, 75.9]",3901222,26,,True,,,-1.5243182,,Right Foot,,,"[82.5, 63.0]",,Ground Pass,,12.913946,,,,Guillaume Gillet,4380.0,,,,,,1,From Free Kick,Léo Dubois,3144.0,Right Back,56,Nantes,144,['6801a76c-9252-40af-8c28-d1c0e88ebb54'],56,,,,,,,,,,,,,,,,,Nantes,144,00:26:56.920,Pass,
,,,,,,,,,,,,,,,,,,1.648455,,,,,,,,,,,,,fcbe6637-9968-4af8-8c4e-476b81b5575a,1006,,,"[80.3, 70.5]",3901222,26,,,,,0.34839222,,Right Foot,,,"[101.5, 78.2]",,Ground Pass,,22.555044,,,,Léo Dubois,3144.0,,,,,,1,From Free Kick,Guillaume Gillet,4380.0,Center Attacking Midfield,56,Nantes,144,['8c12c4ff-c12a-4941-b792-46d841447950'],59,,,,,,,,,,,,,,,,,Nantes,144,00:26:59.271,Pass,
,,,,,,,,,,,,,,,,,,0.381692,,,,,,,,,,,,,5ab4f47e-b4bf-470f-8568-2132ebe13506,1008,,,"[101.5, 78.2]",3901222,27,,,,,-0.9272952,,Right Foot,,,"[104.2, 74.6]",,Low Pass,,4.5,,Incomplete,,,,,,,,,1,From Free Kick,Léo Dubois,3144.0,Right Back,56,Nantes,144,['68b3cf46-f2c3-4b79-b951-959680b3ac19'],0,,,,,,,,,,,,,,,,,Nantes,144,00:27:00.919,Pass,
,,,,,,,,,,,,,,,,,,1.100481,,,,,,,,,,,,,ca6cabbf-1932-456b-a11d-c8a706e3f37f,1010,,,"[113.3, 80.0]",3901222,27,,True,,,-2.9049356,,,,,"[96.3, 75.9]",,Low Pass,,17.487425,,,,Guillaume Gillet,4380.0,,,,,Throw-in,1,From Throw In,Léo Dubois,3144.0,Right Back,57,Nantes,144,['1e73302b-eb4a-4076-9cea-b98df51abdf2'],6,,,,,,,,,,,,,,,,,Nantes,144,00:27:06.441,Pass,
,,,,,,,,,,,,,,,,,,1.108104,,,,,,,,,,,,,6cf8e947-4f07-4678-893a-3a5061c38680,1012,,,"[96.3, 75.9]",3901222,27,,,,,-0.9434881,,Right Foot,,,"[105.0, 63.9]",,High Pass,,14.821943,,,,Alejandro Bedoya,12351.0,,,,,,1,From Throw In,Guillaume Gillet,4380.0,Center Attacking Midfield,57,Nantes,144,['fc1d45f2-3a6c-42ae-9de2-cc39febf2380'],7,,,,,,,,,,,,,,,,,Nantes,144,00:27:07.542,Pass,
,,,,,,,,,,,,,,,,,,1.192911,,,,,,,,,,,,,7412fe5f-e538-4440-a5af-35c565b8d509,1016,,,"[97.9, 67.1]",3901222,27,,,,,1.7313082,,Right Foot,,,"[96.2, 77.6]",,Ground Pass,,10.636729,,,,Léo Dubois,3144.0,,,,,,1,From Throw In,Alejandro Bedoya,12351.0,Right Wing,57,Nantes,144,['4d16c5d9-ba78-4ba3-97e2-7fb14ebe3cf0'],9,,,,,,,,,,,,,,,,,Nantes,144,00:27:09.999,Pass,
,,,,,,,,,,,,,,,,,,4.705715,,,,,,,,,,,,,60f592f9-67a7-4cfb-bec0-d0fee177940a,1019,,,"[94.1, 75.2]",3901222,27,,,,,-1.2623076,,Left Foot,True,,"[112.2, 18.4]",,High Pass,,59.614178,,Incomplete,,Emiliano Sala,3114.0,,True,,,,1,From Throw In,Léo Dubois,3144.0,Right Back,57,Nantes,144,"['12177b12-5cad-4fc8-b1c7-b56e88262fc8', '8fcf39c0-5658-440f-9ebe-0860ac5b2970']",14,,,,,,,,,,,,,,,,,Nantes,144,00:27:14.305,Pass,
,,,,,,,,,,,,,,,,,,2.764628,,,,,,,,,,,,,e529827c-af5c-425a-8c02-6166c0e92ec7,1024,,,"[14.8, 74.4]",3901222,27,,,,,-0.17438504,,Right Foot,,,"[74.4, 63.9]",,High Pass,,60.51785,,Incomplete,,Souleymane Camara,3679.0,,,,,,1,Regular Play,Vitorino Hilton da Silva,3674.0,Right Center Back,58,Montpellier,139,"['7ba6c0bb-0759-47d2-8626-0e7952505810', '8c95095a-e5b3-4cc1-aaac-df21dff5a3c2', '90298789-6474-4ead-84b9-fc89660d18c8']",20,,,,,,,,,,,,,,,,,Montpellier,139,00:27:20.820,Pass,True
,,,,,,,,,,,,,,,,,,1.7113,,,,,,,,,,,,,67852b03-83f9-4dde-8b50-0313b35723dc,1027,,,"[69.0, 80.0]",3901222,27,,True,,,-1.9275234,,,,,"[63.0, 63.9]",,Low Pass,,17.181677,,,,Ryad Boudebouz,6661.0,,,,,Throw-in,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,59,Montpellier,139,['8e4cb655-be46-482b-83a3-d0048a6ad185'],27,,,,,,,,,,,,,,,,,Montpellier,139,00:27:27.702,Pass,
,,,,,,,,,,,,,,,,,,0.741,,,,,,,,,,,,,2aaf0954-c940-4c55-a933-1f4ad5ec919b,1031,,,"[62.4, 65.3]",3901222,27,,,,,0.9167136,,Left Foot,,,"[69.3, 74.3]",,Low Pass,,11.340635,,,,Bryan Dabo,3421.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,59,Montpellier,139,"['513989e4-5203-4305-aa74-ffa519e021d5', 'db92f9b6-fd34-4fe1-8f72-4d3007fc46a9']",29,,,,,,,,,,,,,,,,,Montpellier,139,00:27:29.640,Pass,True
,,,,,,,,,,,,,,,,,,0.832,,,,,,,,,,,,,02fe5e3e-d668-49cc-80cd-6cbf641b8b0b,1034,,,"[72.6, 73.0]",3901222,27,,,,,-0.82067764,,Left Foot,,,"[76.7, 68.6]",,Ground Pass,,6.01415,,,,Souleymane Camara,3679.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,59,Montpellier,139,['ee062c09-be34-499f-9f90-7829b69225da'],31,,,,,,,,,,,,,,,,,Montpellier,139,00:27:31.403,Pass,
,,,,,,,,,,,,,,,,,,0.144278,,,,,,,,,,,,,7807f451-5c97-49e3-8889-df635b09e925,1039,,,"[73.1, 60.5]",3901222,27,,,,,-2.1840036,,Right Foot,,,"[71.2, 57.8]",,Ground Pass,,3.3015149,,Incomplete,,Ellyes Joris Skhiri,3767.0,,,,,,1,From Throw In,Souleymane Camara,3679.0,Right Center Forward,59,Montpellier,139,"['80e11557-0a9c-41ee-b40f-bea901ae24fb', 'b81779e5-5b5a-453e-a981-e4e17b4f47bd']",34,,,,,,,,,,,,,,,,,Montpellier,139,00:27:34.642,Pass,
,,,,,,,,,,,,,,,,,,1.0725,,,,,,,,,,,,,d3cdf288-f83a-475e-baaa-525300b5c191,1043,,,"[62.1, 57.3]",3901222,27,,,,True,0.54786354,,,,,"[68.0, 60.9]",,Low Pass,,6.9115844,,,,Bryan Dabo,3421.0,,,,,Recovery,1,From Throw In,William Jean Rémy,4669.0,Right Back,59,Montpellier,139,"['9f021215-4eb5-465a-a2ff-d2087005072f', 'f4b22da1-ab6a-4fa2-84a7-d20216caa450']",36,,,,,,,,,,,,,,,,,Montpellier,139,00:27:36.686,Pass,True
,,,,,,,,,,,,,,,,,,0.7488,,,,,,,,,,,,,6d249667-2229-484b-9da9-ab7a40b03bd6,1047,,,"[69.0, 60.5]",3901222,27,,True,,,-2.6435382,,Left Foot,,,"[47.3, 48.7]",,Ground Pass,,24.70081,,,,Vitorino Hilton da Silva,3674.0,,,,,Free Kick,1,From Free Kick,Ryad Boudebouz,6661.0,Center Attacking Midfield,60,Montpellier,139,['aa322e24-73f9-43ca-8a63-079b1e7afbae'],46,,,,,,,,,,,,,,,,,Montpellier,139,00:27:46.246,Pass,
,,,,,,,,,,,,,,,,,,1.244099,,,,,,,,,,,,,d956af48-6931-4837-b4ce-713f178b1006,1049,,,"[47.3, 48.7]",3901222,27,,True,,,-1.4191315,,Right Foot,,,"[50.8, 25.8]",,Ground Pass,,23.165924,,,,Daniel Congré,3011.0,,,,,,1,From Free Kick,Vitorino Hilton da Silva,3674.0,Right Center Back,60,Montpellier,139,['aa323912-0d54-4f6a-a781-5721da47f1ec'],47,,,,,,,,,,,,,,,,,Montpellier,139,00:27:47.615,Pass,
,,,,,,,,,,,,,,,,,,2.0116,,,,,,,,,,,,,85f7f7a7-f8ca-401d-8c22-f1796d9d751d,1051,,,"[55.5, 22.6]",3901222,27,,,,,-0.8130989,,Left Foot,,,"[74.8, 2.2]",,Ground Pass,,28.082912,,,,Jérôme Roussillon,3676.0,,,,,,1,From Free Kick,Daniel Congré,3011.0,Left Center Back,60,Montpellier,139,['dda13729-1c96-4b09-a372-12a718e599fe'],49,,,,,,,,,,,,,,,,,Montpellier,139,00:27:49.914,Pass,
,,,,,,,,,,,,,,,,,,1.1172,,,,,,,,,,,,,5eb58b36-1f36-48f1-bb75-c64a09b943eb,1054,,,"[74.8, 2.2]",3901222,27,,,,,2.067219,,Left Foot,,,"[70.9, 9.4]",,Ground Pass,,8.188406,,,,Jonas Martin,2950.0,,,,,,1,From Free Kick,Jérôme Roussillon,3676.0,Left Back,60,Montpellier,139,['6c72554b-601d-4e5f-915c-0d7f77ad4901'],52,,,,,,,,,,,,,,,,,Montpellier,139,00:27:52.054,Pass,
,,,,,,,,,,,,,,,,,,1.1055,,,,,,,,,,,,,c3b28778-35ea-424c-95eb-2a3c28d79121,1057,,,"[81.1, 11.0]",3901222,27,,,,,-0.7383126,,Left Foot,,,"[91.1, 1.9]",,Ground Pass,,13.520725,,,,Jérôme Roussillon,3676.0,,,,,,1,From Free Kick,Jonas Martin,2950.0,Left Center Midfield,60,Montpellier,139,['3647ceb5-1409-4cd9-afa5-25c2621ed727'],56,,,,,,,,,,,,,,,,,Montpellier,139,00:27:56.592,Pass,
,,,,,,,,,,,,,,,,,,1.368329,,,,,,,,,,,,,dfb3e13f-18ed-4416-93a1-52a5ebe88323,1060,,,"[104.8, 2.7]",3901222,28,,,,,1.2881432,,Left Foot,True,,"[113.6, 33.0]",,High Pass,,31.552021,,Incomplete,,,,,,,,,1,From Free Kick,Jérôme Roussillon,3676.0,Left Back,60,Montpellier,139,['39c80d29-f889-45ec-90c1-6718d25ba6d3'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:28:00.898,Pass,
,,,,,,,,,,,,,,,,,,1.639751,,,,,,,,,,,,,39c80d29-f889-45ec-90c1-6718d25ba6d3,1061,,,"[6.5, 47.1]",3901222,28,,,,,1.4527043,,Head,,,"[9.3, 70.7]",,Low Pass,,23.765522,,,,Alejandro Bedoya,12351.0,,,,,Recovery,1,Regular Play,Lévy Koffi Djidji,3174.0,Right Center Back,61,Nantes,144,"['30e4c3b3-ecd8-4c13-ab80-f66d3eeba2a1', 'dfb3e13f-18ed-4416-93a1-52a5ebe88323']",2,,,,,,,,,,,,,,,,,Nantes,144,00:28:02.266,Pass,
,,,,,,,,,,,,,,,,,,0.866293,,,,,,,,,,,,,085a8118-ab16-4869-bfa1-f214e874ce4b,1064,,,"[9.3, 70.7]",3901222,28,,,,,-1.6113147,,Right Foot,,,"[9.0, 63.3]",,Ground Pass,,7.406079,,,,Léo Dubois,3144.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,61,Nantes,144,['9d092f26-2cb7-4a82-9c24-64f82e21aff5'],4,,,,,,,,,,,,,,,,,Nantes,144,00:28:04.800,Pass,
,,,,,,,,,,,,,,,,,,0.086109,,,,,,,,,,,,,d160b02b-c9b3-460f-9518-5e9c91b7f91c,1068,,,"[9.8, 63.0]",3901222,28,,,,,0.028563658,,Right Foot,,,"[13.3, 63.1]",,Low Pass,,3.5014284,,Incomplete,,,,,,,,,1,Regular Play,Léo Dubois,3144.0,Right Back,61,Nantes,144,"['542e5be1-dc0c-4005-92e7-381037e62fcc', '7ebc3409-2b65-40fe-91f7-27942c751e27']",6,,,,,,,,,,,,,,,,,Nantes,144,00:28:06.723,Pass,True
,,,,,,,,,,,,,,,,,,1.004198,,,,,,,,,,,,,443ebebd-a015-4b5a-b830-d82fd4a39a55,1070,,,"[72.6, 12.5]",3901222,28,,,,,-1.2239615,,Right Foot,,,"[75.6, 4.2]",,Ground Pass,,8.825531,,,,Jonas Martin,2950.0,,,,,Recovery,1,Regular Play,Daniel Congré,3011.0,Left Center Back,62,Montpellier,139,['abb95377-9be8-4e0a-94e2-d66e0bddc7b7'],9,,,,,,,,,,,,,,,,,Montpellier,139,00:28:09.118,Pass,
,,,,,,,,,,,,,,,,,,1.4448,,,,,,,,,,,,,707e5fd3-ce8b-438f-a9ea-dff1557724db,1073,,,"[79.3, 3.2]",3901222,28,,,,,-0.015871683,,Right Foot,,,"[91.9, 3.0]",,Ground Pass,,12.601587,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Center Midfield,62,Montpellier,139,['344e0f69-83b4-4402-a6d4-77fa0e16bb96'],11,,,,,,,,,,,,,,,,,Montpellier,139,00:28:11.195,Pass,
,,,,,,,,,,,,,,,,,,1.015863,,,,,,,,,,,,,c7316960-c77c-4794-ae04-b35db905d739,1080,,,"[15.8, 77.1]",3901222,28,,,,,-1.9953578,,Right Foot,,,"[12.5, 69.8]",,Ground Pass,,8.011242,,,,Léo Dubois,3144.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,63,Nantes,144,['52e9e0a2-3fb5-47cf-99a8-38969296748c'],18,,,,,,,,,,,,,,,,,Nantes,144,00:28:18.873,Pass,
,,,,,,,,,,,,,,,,,,0.871778,,,,,,,,,,,,,762a0875-d61f-4579-9238-7ac0e6f75e52,1083,,,"[9.5, 76.2]",3901222,28,,,,,0.14334005,,Right Foot,,,"[19.2, 77.6]",,Ground Pass,,9.80051,,,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Léo Dubois,3144.0,Right Back,63,Nantes,144,['1909ff41-d797-4bbe-8bb7-dbe2d20fa68c'],21,,,,,,,,,,,,,,,,,Nantes,144,00:28:21.682,Pass,
,,,,,,,,,,,,,,,,,,0.728421,,,,,,,,,,,,,94e5ef38-49b2-47e2-aa39-fbfd07f21790,1086,,,"[19.2, 77.6]",3901222,28,,,,,-1.948563,,Right Foot,,,"[16.7, 71.3]",,Ground Pass,,6.7779055,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,63,Nantes,144,['019049b3-218b-431c-bc08-70916921027d'],22,,,,,,,,,,,,,,,,,Nantes,144,00:28:22.884,Pass,
,,,,,,,,,,,,,,,,,,2.143564,,,,,,,,,,,,,03eef8d7-79fb-4d6c-97f3-b8be4e4735d7,1088,,,"[16.7, 71.3]",3901222,28,,,,,0.1013465,,Right Foot,,,"[40.3, 73.7]",,High Pass,,23.72172,,,,Emiliano Sala,3114.0,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,63,Nantes,144,['a9e7f0f7-48fc-4872-9728-cc6f7cbfd934'],23,,,,,,,,,,,,,,,,,Nantes,144,00:28:23.612,Pass,
,,,,,,,,,,,,,,,,,,1.762544,,,,,,,,,,,,,84354393-8561-4f35-a497-cb4c26851763,1092,,,"[37.3, 73.0]",3901222,28,,,,,-2.536048,,Right Foot,,,"[29.5, 67.6]",,Ground Pass,,9.486833,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Emiliano Sala,3114.0,Center Forward,63,Nantes,144,['bbb8cbe0-c56c-41c5-b6e4-2fc4a2ece29e'],26,,,,,,,,,,,,,,,,,Nantes,144,00:28:26.428,Pass,
,,,,,,,,,,,,,,,,,,3.415471,,,,,,,,,,,,,3f13e1eb-98fe-4a26-b855-928fefdd3817,1094,,,"[29.5, 67.6]",3901222,28,,,,,0.2510027,,Right Foot,,,"[68.5, 77.6]",,High Pass,,40.261642,,,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,63,Nantes,144,['d766bd56-40a5-4bd2-95c8-d2853b9fc4ea'],28,,,,,,,,,,,,,,,,,Nantes,144,00:28:28.190,Pass,
,,,,,,,,,,,,,,,,,,1.723621,,,,,,,,,,,,,0d05a3ed-aaf0-4c64-8e0f-ce3c2a9d931b,1097,,,"[75.7, 76.9]",3901222,28,,,,,-2.2952373,,Right Foot,,,"[65.7, 65.6]",,Ground Pass,,15.0894,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,63,Nantes,144,['fcc02c9f-47db-4382-82e8-93c0d919aeca'],34,,,,,,,,,,,,,,,,,Nantes,144,00:28:34.980,Pass,
,,,,,,,,,,,,,,,,,,2.862154,,,,,,,,,,,,,d17e45ef-1d4e-4519-8e25-acca05b009ed,1100,,,"[66.6, 65.6]",3901222,28,,,,,-1.1333599,,Right Foot,,,"[91.9, 11.5]",,High Pass,,59.72353,,,,Ermir Lenjani,10746.0,,True,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,63,Nantes,144,['363a098e-fa75-4281-936e-e926336dcee4'],37,,,,,,,,,,,,,,,,,Nantes,144,00:28:37.691,Pass,
,,,,,,,,,,,,,,,,,,1.896138,,,,,,,,,,,,,52a7f2b8-2741-44bc-a61c-2b41c03e318c,1103,,,"[99.0, 6.3]",3901222,28,,,,,1.2983972,,Left Foot,True,,"[110.9, 48.9]",,High Pass,,44.230873,,Incomplete,,,,,True,,,,1,Regular Play,Ermir Lenjani,10746.0,Left Back,63,Nantes,144,['add1f009-b4d3-4b42-9208-8cd8f07a19c9'],42,,,,,,,,,,,,,,,,,Nantes,144,00:28:42.518,Pass,
,,,,,,,,,,,,,,,,,,1.330716,,,,,,,,,,,,,52467935-087c-4039-af9c-c94c5abe6e94,1110,,,"[120.0, 80.0]",3901222,29,,,,,-1.8252909,,Right Foot,,,"[112.3, 50.4]",,High Pass,,30.585127,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Adryan Oliveira Tavares,31687.0,Left Wing,64,Nantes,144,['ec4a707d-7323-4cbb-b2f0-97a172cdd2cf'],11,,,,,,,,,,,,,,,,,Nantes,144,00:29:11.121,Pass,
,,,,,,,,,,,,,,,,,,2.007821,,,,,,,,,,,,,f1fd7d60-ca30-42ed-9d38-7b26f3913260,1115,,,"[94.1, 24.0]",3901222,29,,,,,2.9711027,,Right Foot,,,"[66.8, 28.7]",,Ground Pass,,27.701624,,,,Ermir Lenjani,10746.0,,,,,,1,From Corner,Guillaume Gillet,4380.0,Center Attacking Midfield,64,Nantes,144,['b8386e17-b2eb-4a47-9546-b44a7c97028d'],15,,,,,,,,,,,,,,,,,Nantes,144,00:29:15.143,Pass,
,,,,,,,,,,,,,,,,,,2.813857,,,,,,,,,,,,,479f13b5-89e8-4a5c-9ba1-b5dac577b4fd,1118,,,"[66.8, 28.7]",3901222,29,,,,,1.1651425,,Left Foot,,,"[87.2, 76.2]",,High Pass,,51.69536,,,,Adryan Oliveira Tavares,31687.0,,True,,,,1,From Corner,Ermir Lenjani,10746.0,Left Back,64,Nantes,144,['836fb369-f69c-4b88-ab5e-00d86533601c'],17,,,,,,,,,,,,,,,,,Nantes,144,00:29:17.932,Pass,
,,,,,,,,,,,,,,,,,,1.719784,,,,,,,,,,,,,05461708-94a9-4da4-b6b1-dedd72dffd19,1124,,,"[90.7, 70.7]",3901222,30,,,,,-0.9278529,cf97d1b3-eb69-4334-9cf2-31787923ec8b,Left Foot,True,,"[112.2, 42.0]",,High Pass,,35.860004,,,,Emiliano Sala,3114.0,True,,,,Free Kick,1,From Free Kick,Ermir Lenjani,10746.0,Left Back,65,Nantes,144,['98ff5188-f5e9-4e97-b404-41b545a0f6a5'],15,,,,,,,,,,,,,,,,,Nantes,144,00:30:15.886,Pass,
,,,,,,,,,,,,,,,,,,3.496873,,,,,,,,,,,,,8574c984-6a1c-44df-9fe3-0ae63b9d8d96,1128,,,"[6.0, 36.0]",3901222,31,,,,,-0.3196541,,Right Foot,,,"[77.6, 12.3]",,High Pass,,75.42049,,Incomplete,,Jonas Martin,2950.0,,,,,Goal Kick,1,From Goal Kick,Geoffrey Jourdren,7509.0,Goalkeeper,66,Montpellier,139,"['0a7fcb5e-6270-4950-b659-a9261d162d04', '70174d6d-9c8e-4e12-96b4-97c5203c709e']",1,,,,,,,,,,,,,,,,,Montpellier,139,00:31:01.613,Pass,
,,,,,,,,,,,,,,,,,,2.829387,,,,,,,,,,,,,63a345e5-acbe-4f09-97f5-20ee6b114949,1132,,,"[72.4, 0.1]",3901222,31,,,,,2.9987133,,,,,"[43.9, 4.2]",,Low Pass,,28.793402,,,,Daniel Congré,3011.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,67,Montpellier,139,['369c8c41-0c81-439c-91b0-8932193b0033'],16,,,,,,,,,,,,,,,,,Montpellier,139,00:31:16.128,Pass,
,,,,,,,,,,,,,,,,,,2.464338,,,,,,,,,,,,,c3aa255e-ff2e-42b9-a90d-b959bd7b1fd2,1135,,,"[40.2, 4.7]",3901222,31,,,,,1.7506498,,Right Foot,,,"[36.0, 27.8]",,Ground Pass,,23.478714,,,,Vitorino Hilton da Silva,3674.0,,,,,,1,From Throw In,Daniel Congré,3011.0,Left Center Back,67,Montpellier,139,['e292c5a9-ef57-4679-98cd-569d0b969427'],20,,,,,,,,,,,,,,,,,Montpellier,139,00:31:20.399,Pass,
,,,,,,,,,,,,,,,,,,2.692159,,,,,,,,,,,,,90e7df0f-6c51-465f-b2a0-ff12f2bf83fd,1138,,,"[44.4, 39.9]",3901222,31,,,,,-0.55358034,,Right Foot,,,"[96.5, 7.7]",,High Pass,,61.247448,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Vitorino Hilton da Silva,3674.0,Right Center Back,67,Montpellier,139,"['76ab8375-4c92-4127-aa3c-24b0aa5eb513', 'f82c8991-9b1d-4254-b709-6a475cd0151a']",24,,,,,,,,,,,,,,,,,Montpellier,139,00:31:24.569,Pass,
,,,,,,,,,,,,,,,,,,0.718632,,,,,,,,,,,,,76ab8375-4c92-4127-aa3c-24b0aa5eb513,1140,,,"[23.6, 72.4]",3901222,31,,,,,0.25910202,,Head,,,"[31.9, 74.6]",,Low Pass,,8.586617,,,,Alejandro Bedoya,12351.0,,,,,Recovery,1,Regular Play,Léo Dubois,3144.0,Right Back,68,Nantes,144,"['90e7df0f-6c51-465f-b2a0-ff12f2bf83fd', 'd758f6c3-9020-4bba-a098-a765fbfab205']",27,,,,,,,,,,,,,,,,,Nantes,144,00:31:27.261,Pass,
,,,,,,,,,,,,,,,,,,1.45768,,,,,,,,,,,,,7ffab991-dcd6-4905-8af8-25b449b85862,1143,,,"[32.1, 74.6]",3901222,31,,,,,-0.25970015,,Right Foot,,,"[52.8, 69.1]",,Low Pass,,21.418217,,,,Guillaume Gillet,4380.0,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,68,Nantes,144,['5b59e7e6-d15e-44c6-a7f7-d47537f3efc7'],28,,,,,,,,,,,,,,,,,Nantes,144,00:31:28.781,Pass,
,,,,,,,,,,,,,,,,,,1.656651,,,,,,,,,,,,,8a3c120c-c96a-45d5-b7fa-ed2775372f33,1145,,,"[52.8, 69.1]",3901222,31,,,,,-3.0575802,,Right Foot,,,"[43.3, 68.3]",,Ground Pass,,9.533625,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Center Attacking Midfield,68,Nantes,144,['38c92c88-48f9-486e-8d73-43c3d7181c18'],30,,,,,,,,,,,,,,,,,Nantes,144,00:31:30.239,Pass,
,,,,,,,,,,,,,,,,,,1.256493,,,,,,,,,,,,,fb1bb8be-fa03-40fa-9e52-a7731e7f94ef,1148,,,"[43.4, 65.2]",3901222,31,,,,,-0.61042494,,Right Foot,,,"[65.7, 49.6]",,High Pass,,27.214886,,,,Emiliano Sala,3114.0,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,68,Nantes,144,"['99b6d414-6356-4d2b-bc6c-312ecda79b57', 'f2ac4b1f-945b-4e5f-889c-c292f46c5cf1']",31,,,,,,,,,,,,,,,,,Nantes,144,00:31:31.896,Pass,True
,,,,,,,,,,,,,,,,,,4.4483,,,,,,,,,,,,,b4910354-29da-46a3-a629-977d0bd0112c,1152,,,"[63.2, 54.3]",3901222,31,,,,,0.4961805,,Right Foot,,,"[103.1, 75.9]",,High Pass,,45.371468,,Incomplete,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Emiliano Sala,3114.0,Center Forward,68,Nantes,144,"['0a0c7bec-5034-4ef4-9be0-a0b3418778d5', '1fa8997c-c867-48ac-8ae3-f7ac0949ac53', 'd535b3c3-b2d3-4597-a59a-33ff8513317f']",34,,,,,,,,,,,,,,,,,Nantes,144,00:31:34.372,Pass,True
,,,,,,,,,,,,,,,,,,2.074227,,,,,,,,,,,,,0a0c7bec-5034-4ef4-9be0-a0b3418778d5,1155,,,"[17.0, 4.2]",3901222,31,,,,,2.1118605,,Right Foot,,,"[3.3, 27.0]",,Ground Pass,,26.599436,,,,Geoffrey Jourdren,7509.0,,,,,Recovery,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,69,Montpellier,139,"['1e98aba3-f175-4410-a7ec-e83d38663597', 'b4910354-29da-46a3-a629-977d0bd0112c', 'eb7e8cbb-955e-4f6d-b4ac-b62e6ef9aced']",38,,,,,,,,,,,,,,,,,Montpellier,139,00:31:38.820,Pass,True
,,,,,,,,,,,,,,,,,,2.565901,,,,,,,,,,,,,f492189e-71e4-43ad-b30c-ae4aeac09d06,1159,,,"[3.5, 20.1]",3901222,31,,,,,-0.21320452,,Left Foot,,,"[52.0, 9.6]",,High Pass,,49.623585,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,69,Montpellier,139,"['d5afaa53-78f8-47db-b6f2-0d1d42e0f080', 'd9ddd0d2-4bcc-43a5-8078-48d9058a712b']",42,,,,,,,,,,,,,,,,,Montpellier,139,00:31:42.191,Pass,True
,,,,,,,,,,,,,,,,,,2.084165,,,,,,,,,,,,,f694a66f-3ca1-4772-a161-c51c9d69b11a,1161,,,"[52.0, 9.6]",3901222,31,,,,,-0.49666864,,Head,,,"[65.1, 2.5]",,Low Pass,,14.900335,,,,Rodrigue Casimir Ninga,3020.0,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,69,Montpellier,139,['8df4468f-2055-4a66-8ad8-b6a763936794'],44,,,,,,,,,,,,,,,,,Montpellier,139,00:31:44.757,Pass,
