50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.15001,,,,,,,,,,,,,,0339eddd-a6bc-4f32-9840-ca6e8f55e454,2628,,"[38.8, 8.1]",3890449,83,,,,,0.27049986,,Left Foot,,,"[96.5, 24.1]",High Pass,,59.877293,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,198,Ingolstadt,189,['f72b1281-22cb-4100-88b5-c0541fe5f8f5'],6,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:06.980,Pass,
,,,,,,,,,,,,,,,,2.47617,,,,,,,,,,,,,,f72b1281-22cb-4100-88b5-c0541fe5f8f5,2629,,"[23.6, 56.0]",3890449,83,,,,,-0.16255297,,Head,,,"[48.6, 51.9]",High Pass,,25.33397,Incomplete,,Zlatko Junuzović,8762.0,,,,,Recovery,2,From Free Kick,Jannik Vestergaard,8815.0,Right Center Back,198,Ingolstadt,189,"['0339eddd-a6bc-4f32-9840-ca6e8f55e454', '05de4a89-3e15-4855-b1b0-b23fc6c36029', 'ae8821b8-6355-49d7-b8a4-99efd99f6f3c']",10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:10.130,Pass,
,,,,,,,,,,,,,,,,4.837289,,,,,,,,,,,,,,c2c31ad3-dac1-4680-aee4-1247079513f8,2635,,"[7.0, 44.1]",3890449,83,,,,,0.08860566,,Right Foot,,,"[94.8, 51.9]",High Pass,,88.14579,Incomplete,,Anthony Ujah,12624.0,,,,,Goal Kick,2,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,199,Werder Bremen,176,"['9acf1ee9-bc6d-4b19-ae06-6ab78e6090b6', 'bc00e6e9-cdea-46b9-8f26-bcd1872b6ff0']",28,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:28.360,Pass,
,,,,,,,,,,,,,,,,1.609224,,,,,,,,,,,,,,9acf1ee9-bc6d-4b19-ae06-6ab78e6090b6,2638,,"[25.3, 28.2]",3890449,83,,,,,2.9927027,,Right Foot,,,"[1.3, 31.8]",Ground Pass,,24.268497,,,Ramazan Özcan,12319.0,,,,,Recovery,2,From Goal Kick,Marvin Matip,9106.0,Right Center Back,199,Werder Bremen,176,"['578e2c44-97de-4665-b47e-2f5e63519145', '5adb3fdd-0e54-472e-b196-4b55ba65a910', 'c2c31ad3-dac1-4680-aee4-1247079513f8']",33,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:33.198,Pass,True
,,,,,,,,,,,,,,,,2.165559,,,,,,,,,,,,,,81b37168-ab72-4b3a-a20c-81a2cd145f60,2641,,"[3.7, 23.9]",3890449,83,,,,,-0.6212695,,Left Foot,,,"[31.5, 4.0]",Low Pass,,34.18845,Incomplete,,,,,,,,,2,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,199,Werder Bremen,176,['6de2e6c5-1257-4bd1-b0a2-0d9b5b8c0016'],36,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:36.397,Pass,
,,,,,,,,,,,,,,,,0.403116,,,,,,,,,,,,,,ef184dd0-6e16-46ab-bd2d-cff8252b923c,2644,,"[95.7, 75.9]",3890449,83,,,,,-1.0990188,,Right Foot,,,"[98.2, 71.0]",High Pass,,5.500909,Incomplete,,Anthony Ujah,12624.0,,,,,,2,From Goal Kick,Sambou Yatabaré,23660.0,Right Center Midfield,199,Werder Bremen,176,"['50fa82f3-7b0c-4b5f-8317-3bdf7dc8e719', 'fee4cb9d-7b33-47fb-af37-1fa4195b90c9']",41,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:41.022,Pass,
,,,,,,,,,,,,,,,,2.811013,,,,,,,,,,,,,,335f5bdd-f3db-4030-b43d-c20bc8c88e26,2648,,"[14.8, 21.8]",3890449,83,,,,True,-1.0522357,,,,,"[25.3, 3.4]",High Pass,,21.185137,,,Robert Bauer,8394.0,,,,,Recovery,2,From Goal Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,199,Werder Bremen,176,"['3ef5a051-6974-426f-950d-aea3d411f7e9', 'de139aaa-f613-46d8-877d-ed2b61da08a5']",44,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:44.215,Pass,True
,,,,,,,,,,,,,,,,3.340836,,,,,,,,,,,,,,dc9f6118-1b1d-48ce-8eaf-b35af064fa8b,2651,,"[24.7, 4.2]",3890449,83,,,,,0.045517195,,Left Foot,,,"[73.0, 6.4]",High Pass,,48.35008,Incomplete,,Lukas Hinterseer,9103.0,,,,,,2,From Goal Kick,Robert Bauer,8394.0,Left Back,199,Werder Bremen,176,"['4f99f96e-10b3-4aca-973a-19e524c91e80', '75dd95d3-373e-40c6-8adc-3e09b777825e']",47,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:47.026,Pass,
,,,,,,,,,,,,,,,,1.957397,,,,,,,,,,,,,,4f99f96e-10b3-4aca-973a-19e524c91e80,2654,,"[47.1, 73.7]",3890449,83,,,,,0.116355166,,Right Foot,,,"[62.5, 75.5]",Low Pass,,15.504838,,,Theodor Gebre Selassie,8396.0,,,,,Recovery,2,From Goal Kick,Jannik Vestergaard,8815.0,Right Center Back,199,Werder Bremen,176,"['2d0b1d8d-95ae-4a32-8bba-0e27eb3c61f8', 'dbb83641-6514-4121-8728-3f9b570168d6', 'dc9f6118-1b1d-48ce-8eaf-b35af064fa8b']",50,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:50.367,Pass,True
,,,,,,,,,,,,,,,,1.017071,,,,,,,,,,,,,,c96c32f8-c85e-4500-a42f-1dcc9d32241b,2656,,"[61.0, 75.7]",3890449,83,,,,,-2.3704793,,Right Foot,,,"[53.9, 68.8]",Ground Pass,,9.900505,,,Jannik Vestergaard,8815.0,,,,,,2,From Goal Kick,Theodor Gebre Selassie,8396.0,Right Back,199,Werder Bremen,176,['3e27e94b-0531-430a-a53f-792b7ce13548'],52,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:52.324,Pass,
,,,,,,,,,,,,,,,,0.522319,,,,,,,,,,,,,,cbe0e3b0-4cef-49f7-a424-a6e53b5138ca,2660,,"[63.4, 61.8]",3890449,83,,,,,0.9964915,,Left Foot,,,"[67.8, 68.6]",Low Pass,,8.099382,Incomplete,,Sambou Yatabaré,23660.0,,,,,,2,From Goal Kick,Jannik Vestergaard,8815.0,Right Center Back,199,Werder Bremen,176,"['15f7a6b3-1343-4ada-b286-8d109d4e1f15', '5ddba02c-2207-4ca8-a99f-e6b86825ea3d', 'e496e186-a2fe-48fb-b450-1091c48caf2a']",55,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:55.648,Pass,True
,,,,,,,,,,,,,,,,2.960279,,,,,,,,,,,,,,dcc44782-3449-4e1e-be37-5be747cb9bfd,2666,,"[55.4, 66.5]",3890449,83,,,,,-2.7574234,,Right Foot,,,"[22.5, 53.2]",Ground Pass,,35.486618,,,Felix Wiedwald,23269.0,,,,,,2,From Goal Kick,Lukas Fröde,9257.0,Center Defensive Midfield,199,Werder Bremen,176,"['70394ea5-ed31-477f-8a7a-9b5e72c15f82', 'c42c115f-68ba-4c67-9220-86aeacba4e26']",57,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:57.736,Pass,True
,,,,,,,,,,,,,,,,1.840182,,,,,,,,,,,,,,07c55256-4fb8-4fb5-a774-b3ec865183d3,2669,,"[22.5, 52.8]",3890449,84,,,,,-0.04647813,,Right Foot,,,"[69.8, 50.6]",High Pass,,47.351135,,,Zlatko Junuzović,8762.0,,,,,,2,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,199,Werder Bremen,176,['70810c60-28c3-4ce4-acac-881015e97394'],2,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:02.040,Pass,
,,,,,,,,,,,,,,,,1.53733,,,,,,,,,,,,,,2dc89511-8caf-40d9-9627-a8c5f649a8f1,2672,,"[69.8, 50.6]",3890449,84,,,,,-2.5446815,,Right Foot,,,"[59.5, 43.6]",High Pass,,12.453513,,,Lukas Fröde,9257.0,,,,,,2,From Goal Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,199,Werder Bremen,176,['f6d38c65-637e-48a4-a2ae-516c069a85e9'],4,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:04.000,Pass,
,,,,,,,,,,,,,,,,4.30229,,,,,,,,,,,,,,c6f04f36-1342-4c96-8a3b-94242c0bbc1e,2675,,"[61.0, 42.9]",3890449,84,,,,,-1.0590575,,Right Foot,,,"[81.5, 6.4]",High Pass,,41.862873,,,Santiago García,26359.0,,,,,,2,From Goal Kick,Lukas Fröde,9257.0,Center Defensive Midfield,199,Werder Bremen,176,"['485ba8af-091f-4828-914d-5685aed6aad3', 'd92426b0-c8a2-4316-8217-209cf37b72ee']",5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:05.537,Pass,True
,,,,,,,,,,,,,,,,0.716651,,,,,,,,,,,,,,f3f05570-935f-4a38-9e62-83ab9a0722a7,2678,,"[86.0, 13.4]",3890449,84,,,,,0.71723086,,Right Foot,,,"[99.3, 25.0]",Ground Pass,,17.647945,Incomplete,,Anthony Ujah,12624.0,,,,,,2,From Goal Kick,Santiago García,26359.0,Left Back,199,Werder Bremen,176,"['097989b2-28d8-4315-b784-e6d62e0ffb29', '341945d5-b7fa-4741-b199-8643ca7d84fe']",11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:11.395,Pass,
,,,,,,,,,,,,,,,,3.013548,,,,,,,,,,,,,,6405fc14-b62c-428f-bfc9-e06c004c095b,2683,,"[66.4, 11.5]",3890449,84,,,,,1.1108478,,Left Foot,,,"[98.6, 76.5]",High Pass,,72.53854,,,Sambou Yatabaré,23660.0,,True,,,,2,From Goal Kick,Papiss Mison Djilobodji,3774.0,Left Center Back,199,Werder Bremen,176,['a9ea8c6a-46a4-49c0-a288-f95c80ac0a00'],17,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:17.019,Pass,
,,,,,,,,,,,,,,,,1.72344,,,,,,,,,,,,,,150b1fe1-11dc-4132-bc88-a1cea0bfcd6b,2685,,"[98.6, 76.5]",3890449,84,,,,,2.8664913,,Head,,,"[86.2, 80.0]",High Pass,,12.884487,Out,,Theodor Gebre Selassie,8396.0,,,,,,2,From Goal Kick,Sambou Yatabaré,23660.0,Right Center Midfield,199,Werder Bremen,176,['afa073e6-0b83-4c95-8110-1b5b2bd4c6c7'],20,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:20.033,Pass,
,,,,,,,,,,,,,,,,1.813318,,,,,,,,,,,,,,46f8cc3e-71c5-4ff5-b094-466750e3895d,2687,,"[30.0, 0.1]",3890449,84,,,,,0.22256647,,,,,"[49.0, 4.4]",High Pass,,19.480503,Incomplete,,Lukas Hinterseer,9103.0,,,,,Throw-in,2,From Throw In,Robert Bauer,8394.0,Left Back,200,Ingolstadt,189,"['61487efb-89e3-427f-a9a3-64e1bb3760d7', '69d5f202-718d-44f6-aff9-e12bfa9de8de']",44,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:39:44.644,Pass,
,,,,,,,,,,,,,,,,1.096365,,,,,,,,,,,,,,f6d90747-4486-485f-b2a4-241eb0fec6da,2693,,"[62.5, 31.8]",3890449,84,,,,True,2.6894388,,,,,"[55.5, 35.2]",Low Pass,,7.7820306,,,Pascal Groß,3097.0,,,,,Recovery,2,From Throw In,Mathew Leckie,5481.0,Right Wing,200,Ingolstadt,189,"['776473e5-0504-4e6d-ad74-4d1385424e55', 'dc7b090c-30c7-4f7c-a6a6-6c41cc0257ff']",53,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:39:53.762,Pass,True
,,,,,,,,,,,,,,,,3.89481,,,,,,,,,,,,,,9c91d60f-adcd-4ab9-bde3-3276f0da84c7,2697,,"[55.9, 36.1]",3890449,84,,,,,0.8065332,,Right Foot,,,"[86.0, 67.5]",High Pass,,43.49678,,,Danny Vieira da Costa,8676.0,,,,,,2,From Throw In,Pascal Groß,3097.0,Right Center Midfield,200,Ingolstadt,189,['c9acfb4e-0a7f-48d5-bbdb-41215409dd57'],55,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:39:55.463,Pass,
,,,,,,,,,,,,,,,,0.631598,,,,,,,,,,,,,,ae69a4a2-de38-4ea4-9a05-8ca0dc9c8248,2700,,"[116.2, 56.6]",3890449,85,,,,,-1.6960629,,Right Foot,True,,"[114.5, 43.1]",Ground Pass,,13.606616,Incomplete,,Lukas Hinterseer,9103.0,,,,,,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,200,Ingolstadt,189,"['386027ec-7cde-427c-83a8-dd83a6861761', '47b6e853-40b9-443a-972f-a5bc3ccc860c']",2,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:02.677,Pass,
,,,,,,,,,,,,,,,,1.880546,,,,,,,,,,,,,,0dbd84c0-e37c-4c71-bf24-09410471539e,2703,,"[107.9, 80.0]",3890449,85,,,,,-1.3122526,,,,,"[114.3, 55.8]",High Pass,,25.031979,Incomplete,,Lukas Hinterseer,9103.0,,,,,Throw-in,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,201,Ingolstadt,189,"['05807683-5127-4652-82af-34463530aded', '07c06476-171c-4c68-9940-235bb1176f06']",23,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:23.495,Pass,
,,,,,,,,,,,,,,,,2.432541,,,,,,,,,,,,,,7ae9924c-b4d8-421f-84c8-3609bcaa1619,2707,,"[7.0, 44.1]",3890449,85,,,,,-0.07624082,,Right Foot,,,"[64.6, 39.7]",High Pass,,57.76781,,,Zlatko Junuzović,8762.0,,,,,Goal Kick,2,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,202,Werder Bremen,176,['d34403de-4e3c-4919-b50a-1752023db699'],42,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:42.400,Pass,
,,,,,,,,,,,,,,,,2.37672,,,,,,,,,,,,,,42bfd494-2ae0-4c6f-ac88-967436700f0e,2710,,"[64.9, 39.7]",3890449,85,,,,,-0.33489197,,Right Foot,,,"[89.9, 31.0]",High Pass,,26.47055,Incomplete,,Anthony Ujah,12624.0,,,,,,2,From Goal Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,202,Werder Bremen,176,"['1de7fff7-6c3e-41ff-bf3b-45d8dee6f220', '64566e5a-68e0-4858-b73f-3863acdc1fda']",45,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:45.560,Pass,
,,,,,,,,,,,,,,,,1.230266,,,,,,,,,,,,,,1de7fff7-6c3e-41ff-bf3b-45d8dee6f220,2712,,"[30.2, 49.1]",3890449,85,,,,,0.0,,Right Foot,,,"[49.7, 49.1]",High Pass,,19.5,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Marvin Matip,9106.0,Right Center Back,202,Werder Bremen,176,"['42bfd494-2ae0-4c6f-ac88-967436700f0e', 'e709843d-1084-40d7-a236-bbccb04a19a9']",47,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:47.937,Pass,
,,,,,,,,,,,,,,,,1.148594,,,,,,,,,,,,,,e709843d-1084-40d7-a236-bbccb04a19a9,2713,,"[70.4, 31.0]",3890449,85,,,,,0.7077105,,Head,,,"[79.4, 38.7]",Low Pass,,11.844408,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Recovery,2,From Goal Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,202,Werder Bremen,176,"['1de7fff7-6c3e-41ff-bf3b-45d8dee6f220', '4792fa86-793c-40dd-84b9-e6cea17c2bb9']",49,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:49.167,Pass,
,,,,,,,,,,,,,,,,1.025786,,,,,,,,,,,,,,97fe22b1-8017-44fe-a72a-2b546da71855,2717,,"[78.5, 42.1]",3890449,85,,,,,2.6532588,,Right Foot,,,"[72.1, 45.5]",Ground Pass,,7.2470684,,,Zlatko Junuzović,8762.0,,,,,,2,From Goal Kick,Claudio Miguel Pizarro Bossio,11132.0,Left Center Forward,202,Werder Bremen,176,"['03056144-4ce6-4173-ae19-ba7d7cfd97c9', '0cd8e55c-2175-49da-85d9-cd2338f225ba']",50,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:50.983,Pass,True
,,,,,,,,,,,,,,,,2.821874,,,,,,,,,,,,,,9cfbf063-4e6b-4b1f-b05d-cba09807dfcb,2721,,"[69.3, 45.7]",3890449,85,,,,,1.4873668,,Right Foot,,,"[71.7, 74.4]",Ground Pass,,28.800173,,,Sambou Yatabaré,23660.0,,,,,,2,From Goal Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,202,Werder Bremen,176,"['80c4b627-0f04-4ffb-8b70-54d1d67fc3ff', 'b7929617-3e9a-4fbc-9121-5c51c2ab8d07']",52,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:52.476,Pass,True
,,,,,,,,,,,,,,,,1.171729,,,,,,,,,,,,,,0faa5dad-5eca-4eae-bb98-b37bb07dba74,2724,,"[71.9, 74.2]",3890449,85,,,,,0.26060238,,Right Foot,,,"[83.9, 77.4]",Ground Pass,,12.41934,,,Theodor Gebre Selassie,8396.0,,,,,,2,From Goal Kick,Sambou Yatabaré,23660.0,Right Center Midfield,202,Werder Bremen,176,['658e300a-64fd-4f35-95de-871931f155cb'],56,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:56.576,Pass,
,,,,,,,,,,,,,,,,1.781854,,,,,,,,,,,,,,4c6b8664-9ae1-46cc-8fb3-e034dfc28ba5,2729,,"[80.9, 76.1]",3890449,86,,,,,-1.577939,,Left Foot,,,"[80.7, 48.1]",High Pass,,28.000713,,,Lukas Fröde,9257.0,,,,,,2,From Goal Kick,Theodor Gebre Selassie,8396.0,Right Back,202,Werder Bremen,176,"['284fe983-3b40-4da0-9ba1-bbcdfc847812', 'ec610e2f-3245-496a-9150-6c3589bfaa96']",1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:01.308,Pass,True
,,,,,,,,,,,,,,,,1.768354,,,,,,,,,,,,,,5ed99f48-a61b-4c3b-bbe0-21b6572097c5,2732,,"[83.5, 51.3]",3890449,86,,,,,0.24584672,,Right Foot,,,"[110.6, 58.1]",Low Pass,,27.940115,,,Zlatko Junuzović,8762.0,,,,,,2,From Goal Kick,Lukas Fröde,9257.0,Center Defensive Midfield,202,Werder Bremen,176,['31839131-29ae-4af0-8939-671e144bc654'],4,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:04.119,Pass,
,,,,,,,,,,,,,,,,0.971099,,,,,,,,,,,,,,eb0b2aaa-ad5f-4581-91cc-e45d903ec998,2734,,"[110.8, 58.1]",3890449,86,,,,,-1.9227002,,Right Foot,True,,"[106.1, 45.3]",Low Pass,,13.635615,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,2,From Goal Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,202,Werder Bremen,176,['056ed89b-dc2a-4b1e-a1c0-974df2e09459'],5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:05.887,Pass,
,,,,,,,,,,,,,,,,1.220985,,,,,,,,,,,,,,59544603-ec60-454a-a208-45ffa0a4fd91,2738,,"[106.1, 43.6]",3890449,86,,,,,-1.1324598,,Right Foot,,,"[110.6, 34.0]",Ground Pass,,10.602358,,,Anthony Ujah,12624.0,,,,,,2,From Goal Kick,Claudio Miguel Pizarro Bossio,11132.0,Left Center Forward,202,Werder Bremen,176,"['604576c6-fa68-439a-b926-1144e38439e3', 'a2a94393-7dba-4776-ab8f-71bce0813c2f']",7,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:07.486,Pass,True
,,,,,,,,,,,,,,,,1.548323,,,,,,,,,,,,,,a3d4d70f-3c33-45c6-9d32-71486c5d0803,2749,,"[120.0, 0.1]",3890449,86,,,,,1.7307094,,Right Foot,,,"[114.5, 34.2]",High Pass,True,34.5407,Incomplete,,Lukas Fröde,9257.0,,,Inswinging,,Corner,2,From Corner,Zlatko Junuzović,8762.0,Center Attacking Midfield,203,Werder Bremen,176,"['a605ac37-0dd3-4256-8960-b2befc170b6a', 'd9355186-7d4b-4efe-82ed-9fcb027348fd']",33,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:33.678,Pass,
,,,,,,,,,,,,,,,,2.486748,,,,,,,,,,,,,,e54f7374-e940-4ee1-9e79-b9f426148d11,2755,,"[97.4, 7.0]",3890449,86,,,,,1.2600343,,Right Foot,True,,"[110.6, 48.1]",High Pass,,43.167698,,,Papiss Mison Djilobodji,3774.0,,True,,,,2,From Corner,Zlatko Junuzović,8762.0,Center Attacking Midfield,203,Werder Bremen,176,['328bca54-2d32-45e9-91ef-4de2919df9f8'],40,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:40.877,Pass,
,,,,,,,,,,,,,,,,1.000397,,,,,,,,,,,,,,56a17e0c-96cd-48e7-9a2d-2563228fbd64,2757,,"[111.1, 48.9]",3890449,86,,,,True,-0.88431096,,,,,"[117.0, 41.7]",Low Pass,,9.3085985,Incomplete,,Anthony Ujah,12624.0,,,,,,2,From Corner,Papiss Mison Djilobodji,3774.0,Left Center Back,203,Werder Bremen,176,"['0524456f-aaa7-4064-b40f-5e23e4440c5b', 'ac0bfcd7-f106-4fc9-9df3-56e2d436a964', 'd0ed5369-0030-4d39-9627-a400d5177c60']",43,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:43.363,Pass,True
,,,,,,,,,,,,,,,,2.981833,,,,,,,,,,,,,,10d0650b-70b6-4813-86fa-7879e0da8c28,2764,,"[7.5, 34.2]",3890449,87,,,,,-0.14169931,,Left Foot,,,"[78.3, 24.1]",High Pass,,71.516785,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,205,Ingolstadt,189,['7b5a52ff-a026-4bff-aa78-71168a032ad2'],21,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:21.899,Pass,
,,,,,,,,,,,,,,,,5.193404,,,,,,,,,,,,,,7b5a52ff-a026-4bff-aa78-71168a032ad2,2765,,"[41.8, 56.0]",3890449,87,,,,,-1.3681616,,Right Foot,,,"[53.1, 1.0]",High Pass,,56.14882,Out,,Fin Bartels,8389.0,,True,,,Recovery,2,From Free Kick,Jannik Vestergaard,8815.0,Right Center Back,205,Ingolstadt,189,"['10d0650b-70b6-4813-86fa-7879e0da8c28', 'eef8134f-6770-4c27-9b72-bf601ee327bc']",24,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:24.881,Pass,
,,,,,,,,,,,,,,,,1.58404,,,,,,,,,,,,,,eb3d2646-400a-4dc5-a292-3dd44afe87b9,2769,,"[72.4, 80.0]",3890449,87,,,,,-1.1117045,,,,,"[81.1, 62.4]",Low Pass,,19.632881,,,Mathew Leckie,5481.0,,,,,Throw-in,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,206,Ingolstadt,189,['d5464854-903b-44e4-a369-8a1000a50fdd'],41,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:41.760,Pass,
,,,,,,,,,,,,,,,,1.027718,,,,,,,,,,,,,,92263475-723d-4338-9253-2c56bf636222,2773,,"[79.4, 61.8]",3890449,87,,,,,-1.5557599,,Right Foot,,,"[79.6, 48.5]",Ground Pass,,13.301504,,,Almog Cohen,20485.0,,,,,,2,From Throw In,Mathew Leckie,5481.0,Right Wing,206,Ingolstadt,189,"['00c9f30d-35fb-4c9d-9324-d7db8d2ccbe8', '56ebe2a7-7d86-419b-8adb-6da48f4a16e6']",44,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:44.174,Pass,True
,,,,,,,,,,,,,,,,0.906978,,,,,,,,,,,,,,936f5e2c-421e-405c-ba62-89b20c5fb12d,2777,,"[78.6, 49.1]",3890449,87,,,,,0.77654886,,Right Foot,,,"[84.3, 54.7]",Ground Pass,,7.9906197,,,Mathew Leckie,5481.0,,,,,,2,From Throw In,Almog Cohen,20485.0,Left Center Midfield,206,Ingolstadt,189,['7395cb24-f884-4c85-a95c-cbd46c229628'],45,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:45.742,Pass,
,,,,,,,,,,,,,,,,1.89795,,,,,,,,,,,,,,5e3c2556-a094-43ff-8cc2-7556b18dde59,2782,,"[85.4, 28.6]",3890449,87,,,,,-0.43779132,,Right Foot,,,"[104.2, 19.8]",Ground Pass,,20.757648,,,Robert Bauer,8394.0,,,,,,2,From Throw In,Mathew Leckie,5481.0,Right Wing,206,Ingolstadt,189,['93f943a6-10be-482a-80a1-5d246540a31b'],50,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:50.125,Pass,
,,,,,,,,,,,,,,,,0.449319,,,,,,,,,,,,,,1813ef5d-131e-49a0-99d5-61cece602a2e,2790,,"[61.0, 40.1]",3890449,90,,,,,1.359703,,Right Foot,,,"[61.6, 42.9]",Ground Pass,,2.8635643,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Kick Off,2,From Kick Off,Anthony Ujah,12624.0,Right Center Forward,208,Werder Bremen,176,['1e3e51c8-e8fe-4545-913c-37bd41509a1a'],10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:45:10.605,Pass,
,,,,,,,,,,,,,,,,1.437004,,,,,,,,,,,,,,8960ea16-3ab3-449f-bb8d-d0f1e9f20efb,2792,,"[61.6, 44.0]",3890449,90,,,,,-2.6651251,,Right Foot,,,"[49.2, 37.6]",Ground Pass,,13.954211,,,Zlatko Junuzović,8762.0,,,,,,2,From Kick Off,Claudio Miguel Pizarro Bossio,11132.0,Left Center Forward,208,Werder Bremen,176,['49ad8014-8130-4697-acd5-fbd1ba2220c6'],11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:45:11.055,Pass,
,,,,,,,,,,,,,,,,1.129042,,,,,,,,,,,,,,66048e7b-4878-4d3a-bfa6-98f26a68523b,2794,,"[49.2, 37.6]",3890449,90,,,,,-2.349298,,Right Foot,,,"[42.0, 30.3]",Ground Pass,,10.253292,,,Lukas Fröde,9257.0,,,,,,2,From Kick Off,Zlatko Junuzović,8762.0,Center Attacking Midfield,208,Werder Bremen,176,['e8df5a61-98c9-4096-803f-64a703851f03'],12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:45:12.492,Pass,
