ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.030406,,,,,,,,,b72ec89e-fc30-4766-a653-d63d2b9a98f0,2281,,,"[74.6, 19.3]",3775658,53,,,,-1.662735,,Left Foot,,,"[73.3, 5.2]",,Ground Pass,,14.159802,,,Alex Greenwood,10252.0,,,,,,,2,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,124,Manchester City WFC,746,"['6711c6f6-51d2-4061-aab9-5477e18ce853', '775c0697-dfb5-44f2-8644-eccb29dd5f03']",51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:08:51.299,Pass,True
,,,,,,,,,,,,,,,,2.798167,,,,,,,,,7e97dad0-3600-4027-9eed-515768d6a248,2284,,,"[67.3, 8.3]",3775658,53,,,,2.7817652,,Left Foot,,,"[36.2, 20.0]",,Ground Pass,,33.228,,,Abby Dahlkemper,5081.0,,,,,,,2,From Free Kick,Alex Greenwood,10252.0,Left Back,124,Manchester City WFC,746,['695b8816-bf59-4ad2-8816-f212aca8d400'],53,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:08:53.457,Pass,
,,,,,,,,,,,,,,,,1.520643,,,,,,,,,df1803d4-0578-4c36-9f07-f9d1603729f8,2287,,,"[31.2, 26.8]",3775658,53,,,,1.8978944,,Right Foot,,,"[25.5, 43.6]",,Ground Pass,,17.740631,,,Ellie Roebuck,4637.0,,,,,,,2,From Free Kick,Abby Dahlkemper,5081.0,Left Center Back,124,Manchester City WFC,746,['35bc2e85-fd0c-4dc5-8413-5dddec550346'],57,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:08:57.269,Pass,
,,,,,,,,,,,,,,,,1.193041,,,,,,,,,b34847f6-861f-4c3e-a88e-1e99ee9aa552,2290,,,"[28.9, 50.5]",3775658,54,,,,1.0051932,,Right Foot,,,"[36.2, 62.0]",,Ground Pass,,13.621306,,,Stephanie Houghton,10185.0,,,,,,,2,From Free Kick,Ellie Roebuck,4637.0,Goalkeeper,124,Manchester City WFC,746,['ea002585-cab9-48e8-85e8-1652f64397fe'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:00.398,Pass,
,,,,,,,,,,,,,,,,2.901609,,,,,,,,,25de03b6-9f14-4e2f-820c-7e1cbae48b77,2293,,,"[36.2, 62.0]",3775658,54,,,,-1.5733088,,Right Foot,,,"[36.1, 22.2]",,Ground Pass,,39.800125,,,Abby Dahlkemper,5081.0,,,,,,,2,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,124,Manchester City WFC,746,['94c1b322-57d6-4ebb-b6c0-e9d264965901'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:02.909,Pass,
,,,,,,,,,,,,,,,,1.363723,,,,,,,,,e91979c4-dcc7-43d7-b19f-358a2416f3e2,2296,,,"[42.2, 19.0]",3775658,54,,,,-0.7359336,,Right Foot,,,"[58.1, 4.6]",,Ground Pass,,21.451572,,,Alex Greenwood,10252.0,,,,,,,2,From Free Kick,Abby Dahlkemper,5081.0,Left Center Back,124,Manchester City WFC,746,['7c1c3ce0-dbf7-4bc6-b713-39ffeff4adfb'],7,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:07.736,Pass,
,,,,,,,,,,,,,,,,2.563997,,,,,,,,,58034a3d-a88e-45d6-bdaa-58fc7ee6e5ff,2298,,,"[58.1, 4.6]",3775658,54,,,,-0.038815446,,Left Foot,,,"[78.7, 3.8]",,Ground Pass,,20.615528,,Incomplete,Lauren Hemp,15555.0,,,,,,,2,From Free Kick,Alex Greenwood,10252.0,Left Back,124,Manchester City WFC,746,"['4188f08f-366f-4b1b-9238-81bfe4c76915', '9d53f9c7-89a8-4c1c-9acf-6dac23256b46']",9,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:09.100,Pass,
,,,,,,,,,,,,,,,,1.00983,,,,,,,,,7ad36671-03ba-48e0-971d-19e9b62779b0,2302,,,"[75.6, 0.1]",3775658,54,,,,0.7727406,,,,,"[79.6, 4.0]",,Low Pass,,5.5865912,,,Caroline Weir,10188.0,,,,,,Throw-in,2,From Throw In,Alex Greenwood,10252.0,Left Back,125,Manchester City WFC,746,['3c8e21d5-6c01-458c-a683-33e95cf0b2de'],38,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:38.590,Pass,
,,,,,,,,,,,,,,,,0.912323,,,,,,,,,8148a7a9-cec9-44a5-8f71-7c14df6007a7,2306,,,"[78.9, 3.2]",3775658,54,,,,3.0555983,,Right Foot,,,"[67.3, 4.2]",,Ground Pass,,11.6430235,,,Alex Greenwood,10252.0,,,,,,,2,From Throw In,Caroline Weir,10188.0,Left Center Midfield,125,Manchester City WFC,746,"['0218b2c9-ce0d-4a07-afea-5307cc86a62b', 'd4319548-e1c7-4137-aa19-3c83d8ad2b7b']",40,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:40.616,Pass,True
,,,,,,,,,,,,,,,,0.768736,,,,,,,,,64c49c31-7301-47a8-b7db-4f734a8e8fd2,2309,,,"[67.3, 4.2]",3775658,54,,,,-0.15182798,,Left Foot,,,"[85.6, 1.4]",,High Pass,,18.512968,,Out,Lauren Hemp,15555.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Back,125,Manchester City WFC,746,"['0218b2c9-ce0d-4a07-afea-5307cc86a62b', '3ca91245-db0d-44d7-8a3a-4922fb75d781']",41,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:09:41.991,Pass,True
,,,,,,,,,,,,,,,,1.828427,,,,,,,,,2559143d-149c-4603-b952-8b1ff51b99d0,2311,,,"[32.5, 80.0]",3775658,54,,,,-2.658778,,,,,"[20.1, 73.5]",,Low Pass,,14.000357,,,Amy Turner,31533.0,,,,,,Throw-in,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,126,Manchester United,1475,['a900ba1e-bdd1-4901-a9a3-81cd9198c9da'],49,,,,,,,,,,,,,,,,,,Manchester United,1475,00:09:49.102,Pass,
,,,,,,,,,,,,,,,,1.104556,,,,,,,,,2b07beab-7721-499e-9a27-20f28bc5b8b2,2314,,,"[26.4, 66.2]",3775658,54,,,,0.77001476,,Right Foot,,,"[36.3, 75.8]",,Ground Pass,,13.790214,,,Maria Thorisdottir,4636.0,,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,126,Manchester United,1475,['2846e023-3cd9-4244-803c-32ae8e797308'],54,,,,,,,,,,,,,,,,,,Manchester United,1475,00:09:54.574,Pass,
,,,,,,,,,,,,,,,,0.834028,,,,,,,,,dea9e72d-cdee-468f-978b-0c5efeb416d3,2322,,,"[41.8, 75.8]",3775658,54,,,,-0.3999043,,Right Foot,,,"[51.5, 71.7]",,Ground Pass,,10.530907,,,Jackie Groenen,10654.0,,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,126,Manchester United,1475,"['87d80193-e84a-4af4-8b33-533b16b3efd4', 'fa8a0b95-cb4a-4b3d-9079-105a79c2f6ca']",58,,,,,,,,,,,,,,,,,,Manchester United,1475,00:09:58.370,Pass,True
,,,,,,,,,,,,,,,,3.480863,,,,,,,,,f8178e69-7fff-47f3-8b29-2da7047d1175,2327,,,"[45.9, 70.8]",3775658,55,,,,-0.27060068,26e4633c-2e81-4ba2-b6bb-78cc96a649ee,Right Foot,,,"[90.6, 58.4]",,High Pass,,46.38804,,,Christen Annemarie Press,6817.0,True,,,Through Ball,True,,2,From Throw In,Jackie Groenen,10654.0,Center Attacking Midfield,126,Manchester United,1475,"['1e9c9b27-0c0f-4238-84fc-185b04c5f3a3', '899facc4-321b-4112-83a9-4ee5468f455a']",2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:10:02.269,Pass,True
,,,,,,,,,,,,,,,,0.345247,,,,,,,,,0c96d408-ff41-453e-9799-052135542a4f,2331,,,"[7.0, 36.1]",3775658,55,True,,,-1.0158006,,Right Foot,,,"[16.3, 21.1]",,Ground Pass,,17.649078,,,Abby Dahlkemper,5081.0,,,,,,Goal Kick,2,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,127,Manchester City WFC,746,['465d66f6-5043-4b2a-b409-4467632a9a25'],30,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:10:30.882,Pass,
,,,,,,,,,,,,,,,,1.362069,,,,,,,,,e404eb3f-4d16-4856-a48e-90a2dcd2c85e,2333,,,"[11.3, 22.1]",3775658,55,True,,,1.8204753,,Left Foot,,,"[6.2, 42.1]",,Ground Pass,,20.640009,,,Ellie Roebuck,4637.0,,,,,,,2,From Goal Kick,Abby Dahlkemper,5081.0,Left Center Back,127,Manchester City WFC,746,['9056494d-3e5e-47ec-bfa0-5153c8d597bb'],31,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:10:31.323,Pass,
,,,,,,,,,,,,,,,,1.939883,,,,,,,,,c62628fc-284b-4610-8bbc-e5f5185c2b65,2335,,,"[6.2, 44.7]",3775658,55,,,,0.14077388,,Right Foot,,,"[43.6, 50.0]",,High Pass,,37.773666,,,Georgia Stanway,4643.0,,,,,,,2,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,127,Manchester City WFC,746,['005d200b-d68b-4b87-ad3f-240ec58cadb7'],33,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:10:33.945,Pass,
,,,,,,,,,,,,,,,,0.773298,,,,,,,,,497d4e27-7083-4e26-856d-a250baa31433,2348,,,"[58.4, 77.7]",3775658,55,,,,0.026839191,,Right Foot,,,"[73.3, 78.1]",,Ground Pass,,14.905368,,,Chloe Kelly,15570.0,,,,,,,2,From Goal Kick,Georgia Stanway,4643.0,Right Center Midfield,127,Manchester City WFC,746,"['9fc33f25-1b4e-432a-b51d-42c6b5e5d351', 'cd4638a2-cbf2-440f-8103-75f0e311f944']",43,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:10:43.346,Pass,True
,,,,,,,,,,,,,,,,1.947182,,,,,,,,,f208b3e8-c912-4fa2-818a-be39c76c8f21,2351,,,"[51.8, 0.1]",3775658,55,,,,2.9646547,,,,,"[36.7, 2.8]",,Low Pass,,15.339492,,,Hayley Ladd,19501.0,,,,,,Throw-in,2,From Throw In,Ona Batlle Pascual,46639.0,Left Back,128,Manchester United,1475,['48ad160e-3c71-401a-a177-c77ca7c29604'],54,,,,,,,,,,,,,,,,,,Manchester United,1475,00:10:54.517,Pass,
,,,,,,,,,,,,,,,,1.91389,,,,,,,,,37e896dd-8815-458b-99a9-3c22ba61d88d,2354,,,"[35.3, 3.1]",3775658,55,,,,2.7071576,,Right Foot,,,"[22.8, 8.9]",,Ground Pass,,13.780058,,,Millie Turner,31536.0,,,,,,,2,From Throw In,Hayley Ladd,19501.0,Left Center Midfield,128,Manchester United,1475,['0eba83aa-5af8-4463-8bf3-ace2ca0b7fbf'],56,,,,,,,,,,,,,,,,,,Manchester United,1475,00:10:56.916,Pass,
,,,,,,,,,,,,,,,,2.353113,,,,,,,,,054c6222-760d-4fe6-8352-4f38a82f7e37,2357,,,"[22.8, 8.9]",3775658,55,,,,2.0029995,,Left Foot,,,"[8.5, 39.9]",,Ground Pass,,34.139275,,,Mary Alexandra Earps,31538.0,,,,,,,2,From Throw In,Millie Turner,31536.0,Left Center Back,128,Manchester United,1475,['5305894e-358d-425a-ba91-273a559b19cb'],59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:10:59.497,Pass,
,,,,,,,,,,,,,,,,1.818341,,,,,,,,,9e5b4b4a-7c82-42e9-83d5-4366427d846a,2360,,,"[8.5, 39.9]",3775658,56,,,,-1.384107,,Right Foot,,,"[11.9, 21.9]",,Ground Pass,,18.318296,,,Millie Turner,31536.0,,,,,,,2,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,128,Manchester United,1475,['f8557081-e1c4-4a72-bebe-5627d76cf74e'],4,,,,,,,,,,,,,,,,,,Manchester United,1475,00:11:04.161,Pass,
,,,,,,,,,,,,,,,,1.574204,,,,,,,,,384c8a10-44ea-4469-abba-91362758bee5,2364,,,"[11.5, 20.9]",3775658,56,,,,-0.9218008,,Right Foot,,,"[24.7, 3.5]",,Low Pass,,21.84033,,,Hayley Ladd,19501.0,,,,,,,2,From Throw In,Millie Turner,31536.0,Left Center Back,128,Manchester United,1475,"['771b0005-4869-4280-b927-fa3e9df50811', 'f69a1a20-a868-4061-9281-419210c1e893']",6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:11:06.370,Pass,True
,,,,,,,,,,,,,,,,1.332764,,,,,,,,,d4f8c026-27db-4cce-b3b7-620289cf9773,2369,,,"[90.4, 80.0]",3775658,56,,,,-0.44344833,,,,,"[102.4, 74.3]",,High Pass,,13.284954,,Incomplete,Georgia Stanway,4643.0,,,,,,Throw-in,2,From Throw In,Lucy Bronze,10178.0,Right Back,129,Manchester City WFC,746,"['82aeaaaa-afa7-4f8f-8c8f-8a96e5d1b97c', 'a30c311b-344a-4099-b349-1eb4e4c08206']",17,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:17.107,Pass,
,,,,,,,,,,,,,,,,1.734567,,,,,,,,,a30c311b-344a-4099-b349-1eb4e4c08206,2371,,,"[17.7, 5.8]",3775658,56,,,,0.9661977,,Head,,,"[25.3, 16.8]",,Low Pass,,13.370116,,,Kirsty Hanson,31532.0,,,,,,Interception,2,From Throw In,Ona Batlle Pascual,46639.0,Left Back,129,Manchester City WFC,746,"['73abe86f-d048-4912-ba39-157257be67b8', 'd4f8c026-27db-4cce-b3b7-620289cf9773']",18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:11:18.440,Pass,
,,,,,,,,,,,,,,,,4.135295,,,,,,,,,f9199c10-9b7f-4dcb-82de-e303609fc8af,2375,,,"[25.2, 16.5]",3775658,56,,,,0.52396333,,Right Foot,,,"[63.1, 38.4]",,High Pass,,43.772366,,Incomplete,Jackie Groenen,10654.0,,,,,,,2,From Throw In,Kirsty Hanson,31532.0,Left Wing,129,Manchester City WFC,746,"['651d9ed7-303d-4c9d-8ede-4a572696c2f1', 'b36874af-6bfe-4eca-9c5e-58adcd93e77d', 'd52c881d-b1ea-43c3-9aec-7ad99b47885d']",20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:11:20.230,Pass,True
,,,,,,,,,,,,,,,,1.99979,,,,,,,,,90283a64-d655-41e6-8fd1-fb29d80ebee3,2379,,,"[48.8, 41.6]",3775658,56,,,,1.5347295,,Right Foot,,,"[49.5, 61.0]",,Ground Pass,,19.412624,,,Stephanie Houghton,10185.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Back,129,Manchester City WFC,746,['954efa29-e619-472e-aa83-4870586c2694'],26,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:26.528,Pass,
,,,,,,,,,,,,,,,,2.378403,,,,,,,,,fd7d15c5-85fe-4460-b109-1c865a32a1ea,2381,,,"[49.2, 61.3]",3775658,56,,,,-2.5358644,,Right Foot,,,"[20.9, 41.7]",,Ground Pass,,34.424557,,,Ellie Roebuck,4637.0,,,,,,,2,From Throw In,Stephanie Houghton,10185.0,Right Center Back,129,Manchester City WFC,746,['c693c71b-6924-4a9e-876c-a242ad5af0d8'],28,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:28.528,Pass,
,,,,,,,,,,,,,,,,0.828545,,,,,,,,,100ede95-207a-4a39-a52d-bd427b8683bd,2384,,,"[21.0, 41.4]",3775658,56,,,,-0.26260906,,Right Foot,,,"[30.3, 38.9]",,Ground Pass,,9.630161,,,Alex Greenwood,10252.0,,,,,,,2,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,129,Manchester City WFC,746,['cd7da127-7590-4f23-b569-642e00b90482'],31,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:31.923,Pass,
,,,,,,,,,,,,,,,,2.073014,,,,,,,,,b5bb9861-8300-4366-b8c6-ab503d46f9ca,2387,,,"[36.4, 33.3]",3775658,56,,,,-0.5277419,,Left Foot,,,"[73.8, 11.5]",,High Pass,,43.289722,,Incomplete,Lauren Hemp,15555.0,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Back,129,Manchester City WFC,746,"['1fcee838-0cc8-443f-93c2-6b1534280736', '83fabeb5-bd88-4bed-a8eb-168227e3ef55']",36,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:36.754,Pass,
,,,,,,,,,,,,,,,,1.81059,,,,,,,,,00f48cdd-8cb1-4a5e-bbb1-f289e1d83f50,2390,,,"[80.5, 0.1]",3775658,57,,,,0.5502846,,,,,"[96.8, 10.1]",,Low Pass,,19.123022,,Incomplete,Ellen White,10180.0,,,,,,Throw-in,2,From Throw In,Alex Greenwood,10252.0,Left Back,130,Manchester City WFC,746,"['577b82c2-5c10-4f59-8e8f-d51626910899', '90961cf1-c3bc-47b7-aed9-4b77a3ee49cb']",4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:12:04.252,Pass,
,,,,,,,,,,,,,,,,0.540474,,,,,,,,,8883545e-29cf-4832-8746-02541e68d582,2395,,,"[95.2, 11.0]",3775658,57,,,,-1.0863184,,Left Foot,,,"[96.2, 9.1]",,Ground Pass,,2.1470912,,Incomplete,Lauren Hemp,15555.0,,,,,,Recovery,2,From Throw In,Ellen White,10180.0,Center Forward,130,Manchester City WFC,746,"['7b6f590b-9d2a-4292-b7ac-732cb2b4c1e0', 'dfa7ca84-849d-46ed-9a33-388c9c4c2f83']",7,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:12:07.292,Pass,
,,,,,,,,,,,,,,,,0.641765,,,,,,,,,dfa7ca84-849d-46ed-9a33-388c9c4c2f83,2397,,,"[23.9, 71.0]",3775658,57,,,,0.37433362,,Right Foot,,,"[26.7, 72.1]",,Ground Pass,,3.0083218,,,Ella Toone,31534.0,,,,,,Recovery,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,131,Manchester United,1475,"['1c5da0e3-8b21-4104-8ff1-589fbd9465b2', '8883545e-29cf-4832-8746-02541e68d582']",7,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:07.833,Pass,
,,,,,,,,,,,,,,,,0.926234,,,,,,,,,ecb528f7-50ec-4b04-9b04-a6f70ccd1a14,2400,,,"[30.8, 73.5]",3775658,57,,,,-0.11555434,,Right Foot,,,"[42.0, 72.2]",,Ground Pass,,11.275194,,,Jackie Groenen,10654.0,,,,,,,2,Regular Play,Ella Toone,31534.0,Right Wing,131,Manchester United,1475,['636c8f32-4de0-4447-a4a4-e5649be39e16'],9,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:09.254,Pass,
,,,,,,,,,,,,,,,,1.256061,,,,,,,,,0326711d-ce7e-4050-99c5-9f3d12a441ee,2404,,,"[41.2, 72.4]",3775658,57,,,,0.22679885,,Right Foot,,,"[50.3, 74.5]",,Ground Pass,,9.339165,,Incomplete,Ella Toone,31534.0,,,,,,,2,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,131,Manchester United,1475,"['c8f09b78-4be5-4946-93ef-48a64b88bb89', 'd51821ac-9c27-4fb9-ac8b-3e8cd4d85cc6']",11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:11.296,Pass,
,,,,,,,,,,,,,,,,2.334869,,,,,,,,,cd396b6e-066b-4698-b6c6-d30abcf69dd1,2407,,,"[47.0, 80.0]",3775658,57,,,,-2.7707014,,,,,"[30.8, 73.7]",,Low Pass,,17.381887,,,Amy Turner,31533.0,,,,,,Throw-in,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,132,Manchester United,1475,['9eefd2ee-cc4c-4a5c-b7ab-dd0a92b80ae8'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:20.064,Pass,
,,,,,,,,,,,,,,,,2.723531,,,,,,,,,67fe5843-4e52-45bd-a438-01d32ef25ab5,2410,,,"[31.5, 73.7]",3775658,57,,,,-0.072014555,,Right Foot,,,"[71.7, 70.8]",,High Pass,,40.304466,,Incomplete,Christen Annemarie Press,6817.0,,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,132,Manchester United,1475,"['1938127c-9a61-417c-a443-e1ce71d3c57d', '9491f822-da14-4b80-a5cf-23ecea8da2da']",25,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:25.452,Pass,
,,,,,,,,,,,,,,,,2.074053,,,,,,,,,d184f813-1f7d-4f5b-ac0b-4a5d4ddd857e,2414,,,"[53.2, 73.5]",3775658,57,,,True,-1.5707964,,,,,"[53.2, 65.2]",,High Pass,,8.3,,,Hayley Ladd,19501.0,,,,,,Recovery,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,132,Manchester United,1475,"['5a038809-704a-456a-a823-ac92d4503500', 'e0b8f7c1-9b65-47f2-ba40-ee3c37a77de7']",29,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:29.691,Pass,True
,,,,,,,,,,,,,,,,1.553794,,,,,,,,,c71b0c73-8040-4eec-bb5b-e27553f8e37e,2416,,,"[53.2, 65.2]",3775658,57,,,,0.90569365,,Head,,,"[57.2, 70.3]",,High Pass,,6.481512,,,Jackie Groenen,10654.0,,,,,,,2,From Throw In,Hayley Ladd,19501.0,Left Center Midfield,132,Manchester United,1475,['988f03bf-dc5b-4843-9d56-5c6a64f648bb'],31,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:31.765,Pass,
,,,,,,,,,,,,,,,,0.529397,,,,,,,,,454f6f88-b768-47af-a722-2cf89bb9e043,2420,,,"[58.6, 70.3]",3775658,57,,,,0.61629695,,Left Foot,,,"[63.4, 73.7]",,Low Pass,,5.8821764,,,Ella Toone,31534.0,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Center Attacking Midfield,132,Manchester United,1475,"['5859dad4-4fc3-4f9b-abce-b28d2971492f', '661c7f6f-cebb-4a3f-be11-832a934181f6']",33,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:33.776,Pass,True
,,,,,,,,,,,,,,,,1.136529,,,,,,,,,66045ccd-e08f-4a12-83fa-ac76b29a49a0,2426,,,"[65.4, 80.0]",3775658,57,True,,,-1.060308,,,,,"[71.0, 70.0]",,Low Pass,,11.461239,,,Jackie Groenen,10654.0,,,,,,Throw-in,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,133,Manchester United,1475,['75ed2d1e-7dfc-422f-b6e1-a49acaeefd27'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:45.214,Pass,
,,,,,,,,,,,,,,,,1.241762,,,,,,,,,4d86d359-7301-422c-bbda-a9be55f72d2b,2428,,,"[71.0, 70.0]",3775658,57,,,,0.51748776,,Left Foot,,,"[77.5, 73.7]",,Low Pass,,7.479305,,Unknown,Ella Toone,31534.0,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Center Attacking Midfield,133,Manchester United,1475,['2691718e-6e39-4b47-bae3-027326c698d7'],46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:12:46.350,Pass,
,,,,,,,,,,,,,,,,2.259036,,,,,,,,,3aea41d8-72e8-4f0a-9a9a-f85b63ea1f3b,2433,,,"[78.6, 73.5]",3775658,58,,,,-1.0300373,17ab43b0-cd35-48b2-92bf-bba0abaf72e0,Right Foot,,,"[104.6, 30.2]",,High Pass,,50.506336,,,Millie Turner,31536.0,True,,True,,,Free Kick,2,From Free Kick,Katie Zelem,31540.0,Right Center Midfield,134,Manchester United,1475,['565d5384-c54d-4ecb-8beb-2a7adaaa592e'],46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:13:46.310,Pass,
,,,,,,,,,,,,,,,,3.431787,,,,,,,,,97523f1f-67fd-4acb-8fb2-390c011ea6c0,2443,,,"[14.0, 44.4]",3775658,58,,,,1.5651784,,Right Foot,,,"[14.2, 80.0]",,High Pass,,35.600563,,Out,,,,,,,,,2,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,134,Manchester United,1475,,51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:13:51.054,Pass,
,,,,,,,,,,,,,,,,1.257824,,,,,,,,,59a5fa10-bafb-4fc8-b194-a1c79549aa8b,2444,,,"[105.9, 0.1]",3775658,58,True,,,2.9793937,,,,,"[89.4, 2.8]",,Low Pass,,16.71945,,,Ona Batlle Pascual,46639.0,,,,,,Throw-in,2,From Throw In,Christen Annemarie Press,6817.0,Center Forward,135,Manchester United,1475,['7c00d403-770e-455c-9dcb-0cfd6565c3fe'],58,,,,,,,,,,,,,,,,,,Manchester United,1475,00:13:58.701,Pass,
,,,,,,,,,,,,,,,,3.8672,,,,,,,,,70c113ba-315f-4415-bcf8-6efe1202e27e,2447,,,"[84.3, 5.6]",3775658,59,,,,1.2649175,,Right Foot,,,"[101.1, 58.8]",,High Pass,,55.789604,,,Ella Toone,31534.0,,,True,,,,2,From Throw In,Ona Batlle Pascual,46639.0,Left Back,135,Manchester United,1475,"['23185a0e-1ff0-4943-a7eb-609599c64f10', 'bdc836e5-52f6-4b8e-a59e-c04300f04e8c']",1,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:01.650,Pass,True
,,,,,,,,,,,,,,,,1.425825,,,,,,,,,b8476759-7b49-439d-bd3d-7c85e84bc4ed,2451,,,"[99.1, 56.4]",3775658,59,,,,2.0586329,,Right Foot,,,"[93.9, 66.2]",,Ground Pass,,11.094143,,,Maria Thorisdottir,4636.0,,,,,,,2,From Throw In,Ella Toone,31534.0,Right Wing,135,Manchester United,1475,"['ac54033d-3f97-4fd8-856d-1de8c9d59b25', 'be30bf53-ab17-45aa-905a-7b730084c485']",8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:08.183,Pass,True
,,,,,,,,,,,,,,,,2.628128,,,,,,,,,0b8b3e26-9169-4037-af05-fb91fde00f9a,2454,,,"[93.9, 66.2]",3775658,59,,,,-1.0187553,,Right Foot,True,,"[111.7, 37.3]",,High Pass,,33.94186,,Incomplete,Christen Annemarie Press,6817.0,,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,135,Manchester United,1475,"['6fa7e24f-5452-4b53-9779-e45188db461c', '90dd136e-7197-4c42-90cb-5b6fcf64a0e5']",9,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:09.649,Pass,
