50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.105269,,,,,,,,,,,,,6a55c3b0-c6d3-44af-b1e4-76fcec2830e4,1634,,"[104.3, 68.6]",3825594,39,,,,,2.7819982,,Right Foot,,,"[91.0, 73.6]",,Ground Pass,,14.2088,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,72,Celta Vigo,209,['7f38ec7a-9003-46c4-9b0b-7c8dbf4eab9e'],2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:02.208,Pass,
,,,,,,,,,,,,,,,,1.564566,,,,,,,,,,,,,7283a1c3-75ad-4b6c-ae5b-c7c596e597c2,1637,,"[91.0, 73.6]",3825594,39,,,,,-2.8290403,,Right Foot,,,"[68.1, 66.2]",,Ground Pass,,24.06595,,,,Augusto Matías Fernández,19668.0,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,72,Celta Vigo,209,['86777dda-4197-486e-bc05-278379fd496e'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:05.123,Pass,
,,,,,,,,,,,,,,,,1.429045,,,,,,,,,,,,,8cf3f6e4-9e9c-485e-a0e7-c48e38bddd38,1640,,"[67.6, 66.2]",3825594,39,,,,,-2.5050845,,Right Foot,,,"[46.9, 50.9]",,Ground Pass,,25.74063,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,72,Celta Vigo,209,['dfafcd0e-54d4-442b-be2f-053beb3fa48e'],7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:07.522,Pass,
,,,,,,,,,,,,,,,,1.604419,,,,,,,,,,,,,5c9ad0b8-7f08-4d69-9842-9c90e26e181e,1643,,"[46.9, 49.6]",3825594,39,,,,,-1.628767,,Right Foot,,,"[45.6, 27.2]",,Ground Pass,,22.43769,,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,72,Celta Vigo,209,['bf8b3477-579c-4444-ace9-0141d07c6772'],9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:09.524,Pass,
,,,,,,,,,,,,,,,,1.224706,,,,,,,,,,,,,fcd6e733-49d6-4360-977e-4f18731321f6,1646,,"[45.6, 27.2]",3825594,39,,,,,0.47048122,,Right Foot,,,"[63.1, 36.1]",,Ground Pass,,19.633135,,,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,72,Celta Vigo,209,['681959e7-5402-40ab-bcfe-fc17d89ae0a5'],12,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:12.748,Pass,
,,,,,,,,,,,,,,,,1.617389,,,,,,,,,,,,,f0409395-f7d4-42e5-9597-2e4d70232bcb,1650,,"[63.7, 26.4]",3825594,39,,,,,-1.2342908,,Right Foot,,,"[72.9, 0.1]",,Ground Pass,,27.8627,,Out,,Manuel Agudo Durán,6724.0,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Defensive Midfield,72,Celta Vigo,209,['f08e2d5d-7f87-4097-9888-7f4da608d4f3'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:15.747,Pass,
,,,,,,,,,,,,,,,,1.295124,,,,,,,,,,,,,c9905193-71f5-47bf-9f99-6d86ede8ef90,1652,,"[47.0, 80.0]",3825594,39,,,,,-0.18751445,,,,,"[66.5, 76.3]",,High Pass,,19.847921,,,,Éver Maximiliano David Banega,5504.0,,,,,,Throw-in,1,From Throw In,Mariano Ferreira Filho,21210.0,Right Back,73,Sevilla,213,['9267b7b5-b403-45e3-bcfb-934218439be3'],30,,,,,,,,,,,,,,,,,Sevilla,213,00:39:30.558,Pass,
,,,,,,,,,,,,,,,,1.127327,,,,,,,,,,,,,7721d549-c230-46ff-9384-b26c04e7e6b6,1656,,"[63.8, 76.9]",3825594,39,,,,,0.057490535,,Right Foot,,,"[77.7, 77.7]",,Ground Pass,,13.923002,,,,Kevin Gameiro,6401.0,,,,,,,1,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,73,Sevilla,213,"['68524991-44f6-4d27-a84d-de9cf06b48e8', '9d2c43fd-5139-4c6e-a4bc-73859f75f477']",35,,,,,,,,,,,,,,,,,Sevilla,213,00:39:35.527,Pass,True
,,,,,,,,,,,,,,,,0.830607,,,,,,,,,,,,,6542148b-ff62-43a1-8593-63bdb7e6861d,1664,,"[48.6, 2.7]",3825594,39,,,,,0.5191461,,Right Foot,,,"[52.1, 4.7]",,Ground Pass,,4.031129,,,,Pedro Pablo Hernández,6801.0,,,,,,Recovery,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,74,Celta Vigo,209,"['ce6ad47c-2020-44c9-aed6-d83613dc0ce4', 'f2367417-2bd0-4ee7-8eb7-d31fbffcb397']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:39.884,Pass,True
,,,,,,,,,,,,,,,,3.741287,,,,,,,,,,,,,2d930691-563a-403e-a16e-4af0d6ba5e58,1670,,"[51.9, 2.4]",3825594,40,,,,,0.27871495,,Right Foot,,,"[115.5, 20.6]",,High Pass,,66.152855,,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,Free Kick,1,From Free Kick,Jonathan Castro Otto,6802.0,Left Back,75,Celta Vigo,209,"['756a6222-645c-4107-96ed-0db2e8d7fbd6', 'cf4dacb4-e937-4b9a-9e0f-db375bb998ff']",26,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:26.092,Pass,
,,,,,,,,,,,,,,,,0.962025,,,,,,,,,,,,,6e50ee12-fed3-4526-964f-ef4fb6a17cf3,1674,,"[99.8, 0.1]",3825594,40,,True,,,2.453234,,,,,"[93.6, 5.2]",,Low Pass,,8.028076,,,,Augusto Matías Fernández,19668.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,76,Celta Vigo,209,['552195da-f9d0-48c9-b643-be7431b5be8e'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:45.425,Pass,
,,,,,,,,,,,,,,,,0.580423,,,,,,,,,,,,,eb1f286a-a491-4ebf-90f8-14b75af9428f,1678,,"[95.7, 5.2]",3825594,40,,,,,-0.7419473,,Right Foot,,,"[99.3, 1.9]",,Ground Pass,,4.883646,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Left Defensive Midfield,76,Celta Vigo,209,"['b091b60b-566d-4b8c-9962-a259959d2338', 'ef476789-6c9c-4e47-8190-1bb667c69501']",47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:47.216,Pass,True
,,,,,,,,,,,,,,,,0.802203,,,,,,,,,,,,,93b57ea2-8db0-43fa-8de0-f902826d1a01,1686,,"[107.5, 3.2]",3825594,40,,,,,1.5707964,,Right Foot,,,"[107.5, 23.1]",,Ground Pass,,19.9,,,,Manuel Agudo Durán,6724.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,76,Celta Vigo,209,['c9981376-8391-43fa-9456-ca2e626de6ca'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:51.177,Pass,
,,,,,,,,,,,,,,,,0.602011,,,,,,,,,,,,,a8215d84-3580-400d-82a4-e89a88a53e12,1689,,"[107.5, 23.1]",3825594,40,,,,,0.071307465,,Right Foot,,,"[111.7, 23.4]",,Ground Pass,,4.2107005,,,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,76,Celta Vigo,209,['8613f9f0-56da-4bc3-93c0-7ca2548d0b56'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:52.365,Pass,
,,,,,,,,,,,,,,,,0.239339,,,,,,,,,,,,,198531f1-df90-4d0c-93f7-e8694a24e959,1691,,"[112.3, 22.9]",3825594,40,,,,,2.56159,,Right Foot,,,"[109.4, 24.8]",,Ground Pass,,3.4669871,,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,,1,From Throw In,Iago Aspas Juncal,5217.0,Center Forward,76,Celta Vigo,209,"['40a3dcbb-0166-41a8-9b24-1355db0356b0', 'bb895a7f-3130-4bbc-9dfb-d9804443ef50']",52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:52.967,Pass,
,,,,,,,,,,,,,,,,0.782386,,,,,,,,,,,,,202525e5-c41c-4c96-b4dc-4cb14eccdd2c,1695,,"[110.5, 20.9]",3825594,40,,,,,-2.8794727,,Right Foot,,,"[106.4, 19.8]",,Ground Pass,,4.244997,,,,Jonathan Castro Otto,6802.0,,,,,,Interception,1,From Throw In,Iago Aspas Juncal,5217.0,Center Forward,76,Celta Vigo,209,"['acb11c29-3a0d-4bf3-ae0f-62f6ffcfa1f1', 'c272a367-83bb-43f8-ba3e-9e12880d83c2']",54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:54.135,Pass,True
,,,,,,,,,,,,,,,,0.880609,,,,,,,,,,,,,9aafc91e-4389-409b-8b53-cbbc022eb32b,1697,,"[106.4, 19.8]",3825594,40,,,,,2.0626056,,Right Foot,,,"[103.4, 25.4]",,Ground Pass,,6.352952,,,,Manuel Agudo Durán,6724.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,76,Celta Vigo,209,['7c1d3172-945a-44aa-8c6e-7fd7c3854d31'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:54.918,Pass,
,,,,,,,,,,,,,,,,0.715826,,,,,,,,,,,,,e152c1cf-d5d8-4e56-aa47-dbf22220403a,1699,,"[103.4, 25.4]",3825594,40,,,,,-0.038941342,,Right Foot,,,"[111.1, 25.1]",,Ground Pass,,7.705842,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,76,Celta Vigo,209,"['4135e499-0698-44fb-8812-936b4eb64e0e', '755b483f-211c-40e9-a579-e2df18ede738']",55,,,,,,,,,,,,,,,,,Celta Vigo,209,00:40:55.798,Pass,
,,,,,,,,,,,,,,,,0.999201,,,,,,,,,,,,,ed577594-4e64-4789-8343-63d6947054ad,1704,,"[106.7, 80.0]",3825594,41,,,,,-2.373142,,,,,"[97.7, 71.3]",,Low Pass,,12.517588,,,,Daniel Wass,6797.0,,,,,,Throw-in,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,77,Celta Vigo,209,['1683f37b-e77c-48a8-9c17-8745bdd14b32'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:15.204,Pass,
,,,,,,,,,,,,,,,,0.662233,,,,,,,,,,,,,d34a480b-37bb-48d3-af81-3c4d16eef04b,1708,,"[101.6, 71.6]",3825594,41,,,,,1.012197,,Right Foot,,,"[105.1, 77.2]",,Ground Pass,,6.603787,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Daniel Wass,6797.0,Right Defensive Midfield,77,Celta Vigo,209,"['8f173795-0719-4a9a-ba9b-664f7a4523f9', 'a9026a44-983f-45fd-9eed-f320ac8bbbf6']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:17.142,Pass,True
,,,,,,,,,,,,,,,,2.883931,,,,,,,,,,,,,38f2db5c-b5f0-4664-89e8-cfd68b7fec94,1712,,"[100.7, 76.3]",3825594,41,,,,,-3.0551038,,Right Foot,,,"[66.1, 73.3]",,Ground Pass,,34.729813,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,77,Celta Vigo,209,"['9c92625f-690c-48ea-8307-6f021790ffda', 'f5a811f1-c006-41e0-beb7-3f5cc3a4ed65']",18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:18.557,Pass,True
,,,,,,,,,,,,,,,,2.002839,,,,,,,,,,,,,0636e6ea-5434-41b2-b081-cbe1cb2c45c3,1715,,"[66.4, 66.6]",3825594,41,,,,,-2.0628276,,Right Foot,,,"[53.0, 41.6]",,Ground Pass,,28.364767,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,77,Celta Vigo,209,['95721e1f-da62-4af3-b85e-fb6df9f73c05'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:22.604,Pass,
,,,,,,,,,,,,,,,,2.458206,,,,,,,,,,,,,64e02487-0533-4540-a000-bb369a630add,1718,,"[53.0, 35.8]",3825594,41,,,,,-1.1755157,,Right Foot,,,"[65.1, 6.8]",,Ground Pass,,31.42308,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,77,Celta Vigo,209,['8c99969d-24a6-4aa0-a0c1-2faa914b434d'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:27.083,Pass,
,,,,,,,,,,,,,,,,0.854814,,,,,,,,,,,,,78d121f7-02fd-45c3-a405-f711a86d467f,1721,,"[64.3, 5.2]",3825594,41,,,,,1.5935197,,Right Foot,,,"[64.0, 18.4]",,Ground Pass,,13.203408,,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,77,Celta Vigo,209,['8dcf68af-554b-4c66-8a9a-b01a15b63760'],30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:30.187,Pass,
,,,,,,,,,,,,,,,,1.516893,,,,,,,,,,,,,9f060de3-c134-4839-9041-d4c4f8988267,1724,,"[56.3, 16.5]",3825594,41,,,,,-2.5780456,,Left Foot,,,"[40.0, 6.2]",,Ground Pass,,19.281597,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,77,Celta Vigo,209,['cd36f8ac-c65e-4c56-8fe0-85ea49b5b0af'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:33.075,Pass,
,,,,,,,,,,,,,,,,1.440667,,,,,,,,,,,,,40ae1b6c-9a52-49b5-8aea-4ef2b9fa8ee5,1727,,"[40.0, 6.2]",3825594,41,,,,,1.991841,,Right Foot,,,"[29.7, 29.2]",,Ground Pass,,25.200993,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,77,Celta Vigo,209,['ddcbe45b-d6b0-46fe-a2fb-7c91a7b771b8'],36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:36.725,Pass,
,,,,,,,,,,,,,,,,2.030675,,,,,,,,,,,,,749dee8a-986c-4ac5-be4e-ca733b13fa1e,1730,,"[29.7, 29.2]",3825594,41,,,,,-1.2980084,,Right Foot,,,"[34.4, 12.4]",,Ground Pass,,17.445057,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,77,Celta Vigo,209,['d52cb2a5-1fa3-43ca-ba7c-c676ce87d0ec'],40,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:40.938,Pass,
,,,,,,,,,,,,,,,,1.053937,,,,,,,,,,,,,f01757d0-1471-4534-aa1a-2415c1556e9b,1733,,"[35.0, 12.4]",3825594,41,,,,,0.2776152,,Right Foot,,,"[54.3, 17.9]",,Ground Pass,,20.068382,,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,77,Celta Vigo,209,['18209d50-faed-400e-9878-3d32faf1f2a9'],44,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:44.144,Pass,
,,,,,,,,,,,,,,,,0.637302,,,,,,,,,,,,,9e194025-d536-43af-8ba1-4a238c9e3adc,1736,,"[53.6, 17.4]",3825594,41,,,,,2.612346,,Right Foot,,,"[43.0, 23.6]",,Low Pass,,12.280066,,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,77,Celta Vigo,209,"['2a4be365-ebe4-4c67-914d-88fad9b0eaf0', 'b418da2f-4ae3-4fe6-9fbb-a5a126d50d81']",45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:45.198,Pass,True
,,,,,,,,,,,,,,,,3.257387,,,,,,,,,,,,,27192177-0846-4a25-bb37-164927919098,1739,,"[51.0, 25.9]",3825594,41,,,,,1.5407624,,Left Foot,,,"[52.4, 72.5]",,High Pass,,46.621025,,,,Hugo Mallo Novegil,6805.0,,,True,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Left Defensive Midfield,77,Celta Vigo,209,['475ff47f-a428-4e72-9e9f-0e19449281a8'],48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:48.370,Pass,
,,,,,,,,,,,,,,,,1.099245,,,,,,,,,,,,,41493f61-fd8d-4f59-a331-fde540676b76,1742,,"[62.6, 72.2]",3825594,41,,,,,0.45120013,,Right Foot,,,"[72.3, 76.9]",,Ground Pass,,10.778683,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,77,Celta Vigo,209,['db8cb3d6-9565-4794-9973-c5e364cd085c'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:53.147,Pass,
,,,,,,,,,,,,,,,,1.236834,,,,,,,,,,,,,a9fb58c1-e5db-4aba-8e9b-94e7d60a3d7f,1744,,"[71.4, 76.3]",3825594,41,,,,,-2.9611447,,Right Foot,,,"[56.6, 73.6]",,Ground Pass,,15.044268,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,77,Celta Vigo,209,['8cfcd30f-6392-4b23-8f4e-0d214c6d56d0'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:54.246,Pass,
,,,,,,,,,,,,,,,,1.098825,,,,,,,,,,,,,5b4cf95f-fc8d-4230-88c6-e15b862fcc1a,1747,,"[56.3, 72.8]",3825594,41,,,,,-1.2232548,,Right Foot,,,"[63.4, 53.2]",,Ground Pass,,20.846342,,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,77,Celta Vigo,209,['bace7777-11a1-42b4-8f7e-d9654e81113e'],56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:56.500,Pass,
,,,,,,,,,,,,,,,,1.331587,,,,,,,,,,,,,4c0c311e-9f67-475b-9f98-f37e8edf07f9,1750,,"[56.0, 53.8]",3825594,41,,,,,-2.6758747,,Left Foot,,,"[36.7, 44.1]",,Low Pass,,21.600464,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Left Defensive Midfield,77,Celta Vigo,209,['7124affd-f821-401f-9e89-ab084e19bc33'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:58.398,Pass,
,,,,,,,,,,,,,,,,2.274224,,,,,,,,,,,,,56112e82-04f0-4a67-a0df-352e67b8098b,1753,,"[36.7, 44.1]",3825594,42,,,,,-1.5835615,,Right Foot,,,"[36.4, 20.6]",,Ground Pass,,23.501915,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,77,Celta Vigo,209,['cd9afb2e-a09e-4ef2-b14e-be103a9fd3db'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:01.218,Pass,
,,,,,,,,,,,,,,,,3.090553,,,,,,,,,,,,,e24e2a03-71f6-4e9a-8eaa-0c0a925eef20,1757,,"[38.3, 18.6]",3825594,42,,,,,2.217387,,Right Foot,,,"[14.9, 49.6]",,Ground Pass,,38.840187,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,77,Celta Vigo,209,"['4387ec46-7799-463a-999b-4242389a9148', 'ade4dc1b-f5ad-462a-8ea7-1d74efdf2970']",4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:04.329,Pass,True
,,,,,,,,,,,,,,,,1.520274,,,,,,,,,,,,,7f9921b4-b6d2-4653-b109-fab5ab5ea612,1760,,"[14.9, 49.6]",3825594,42,,,,,-0.64141995,,Right Foot,,,"[30.3, 38.1]",,Ground Pass,,19.220041,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,77,Celta Vigo,209,['5d8ba27f-ae2a-43ae-b04e-d78d4e12f7b3'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:08.727,Pass,
,,,,,,,,,,,,,,,,2.199041,,,,,,,,,,,,,891f20ba-9448-4b16-bc60-9b93076fbaf6,1763,,"[30.3, 38.1]",3825594,42,,,,,2.9353824,,Right Foot,,,"[10.7, 42.2]",,Ground Pass,,20.024235,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,77,Celta Vigo,209,['d77af3b5-ab48-4218-bbe6-f42a4413cd5b'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:11.700,Pass,
,,,,,,,,,,,,,,,,3.40483,,,,,,,,,,,,,502727f8-ec75-4aac-9c83-c0a8f6f1b915,1766,,"[10.7, 42.2]",3825594,42,,,,,-0.06528599,,Right Foot,,,"[78.0, 37.8]",,High Pass,,67.44368,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,77,Celta Vigo,209,"['3e911b35-9f0e-4366-8865-9eed28adaaeb', 'da6bfc74-96a1-4808-8116-227cd5c837d4']",15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:15.575,Pass,
,,,,,,,,,,,,,,,,1.38157,,,,,,,,,,,,,da6bfc74-96a1-4808-8116-227cd5c837d4,1768,,"[42.1, 42.3]",3825594,42,,,,,0.27168348,,Head,,,"[56.1, 46.2]",,Low Pass,,14.533066,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,Interception,1,Regular Play,Marco Andreolli,7948.0,Right Center Back,78,Sevilla,213,"['502727f8-ec75-4aac-9c83-c0a8f6f1b915', 'e80ad4d2-548c-47b0-8858-55c772c68610']",18,,,,,,,,,,,,,,,,,Sevilla,213,00:42:18.980,Pass,
,,,,,,,,,,,,,,,,1.260498,,,,,,,,,,,,,e16b8aaa-f1af-4bc8-af1c-0ffd170c61af,1774,,"[57.2, 48.7]",3825594,42,,,,,0.16235149,,Right Foot,,,"[68.8, 50.6]",,Ground Pass,,11.754574,,,,José Antonio Reyes Calderón,23816.0,,,,,,Free Kick,1,From Free Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,79,Sevilla,213,['84edd5c4-5940-4650-b161-42bce291001c'],23,,,,,,,,,,,,,,,,,Sevilla,213,00:42:23.925,Pass,
,,,,,,,,,,,,,,,,1.187069,,,,,,,,,,,,,82c1e59e-9aa9-4927-9d18-530955cb3c03,1777,,"[72.9, 49.0]",3825594,42,,,,,-2.2479239,,Right Foot,,,"[64.7, 38.8]",,Ground Pass,,13.087399,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,,1,From Free Kick,José Antonio Reyes Calderón,23816.0,Right Wing,79,Sevilla,213,['22eb463c-f151-4e67-bee6-74c1052c978a'],27,,,,,,,,,,,,,,,,,Sevilla,213,00:42:27.099,Pass,
,,,,,,,,,,,,,,,,0.916485,,,,,,,,,,,,,5fb1d743-5a87-4d9c-91ed-02f191b5ac9d,1781,,"[65.2, 38.2]",3825594,42,,,,,-0.658806,,Right Foot,,,"[74.5, 31.0]",,Ground Pass,,11.761377,,,,Éver Maximiliano David Banega,5504.0,,,,,,,1,From Free Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,79,Sevilla,213,"['4e4e020b-ff2a-483e-a1b6-0e821f3d1ea2', 'e2ad9faf-54d0-400b-8669-00e8f65352a2']",28,,,,,,,,,,,,,,,,,Sevilla,213,00:42:28.773,Pass,True
,,,,,,,,,,,,,,,,0.961816,,,,,,,,,,,,,f039ecfb-f51f-41e3-8362-6e7ade083eef,1786,,"[68.8, 30.8]",3825594,42,,,,,2.8767753,,Right Foot,,,"[57.0, 34.0]",,Ground Pass,,12.226201,,,,Timothée Kolodziejczak,10476.0,,,,,,,1,From Free Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,79,Sevilla,213,"['44b28112-8381-4798-b3dc-e2f9a66a3d44', 'b855a808-894d-454a-827b-94040b297366']",31,,,,,,,,,,,,,,,,,Sevilla,213,00:42:31.565,Pass,True
,,,,,,,,,,,,,,,,2.671988,,,,,,,,,,,,,5905407f-3f19-4e23-8369-7d4351b8a0b0,1789,,"[57.2, 38.2]",3825594,42,,,,,1.1334851,,Right Foot,,,"[75.9, 78.2]",,High Pass,,44.155293,,,,Mariano Ferreira Filho,21210.0,,,True,,,,1,From Free Kick,Timothée Kolodziejczak,10476.0,Left Center Back,79,Sevilla,213,['06887666-e8f6-4a58-ac4e-fa6a64882ff3'],33,,,,,,,,,,,,,,,,,Sevilla,213,00:42:33.536,Pass,
,,,,,,,,,,,,,,,,2.527958,,,,,,,,,,,,,c1db7ad0-fd57-4052-8b06-ce14ee08d0a5,1791,,"[75.9, 78.2]",3825594,42,,,,,-1.4574232,,Head,,,"[78.2, 58.0]",,High Pass,,20.330519,,Incomplete,,,,,,,,,,1,From Free Kick,Mariano Ferreira Filho,21210.0,Right Back,79,Sevilla,213,['077e3b2d-926a-49ef-8e54-701dd7a9145c'],36,,,,,,,,,,,,,,,,,Sevilla,213,00:42:36.208,Pass,
,,,,,,,,,,,,,,,,1.45763,,,,,,,,,,,,,077e3b2d-926a-49ef-8e54-701dd7a9145c,1792,,"[41.9, 22.1]",3825594,42,,,,,-2.145101,,Head,,,"[32.0, 6.8]",,High Pass,,18.223612,,,,Jonathan Castro Otto,6802.0,,,,,,Recovery,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,80,Celta Vigo,209,"['9d23c902-5304-4df2-bf1d-596c22134827', 'c1db7ad0-fd57-4052-8b06-ce14ee08d0a5']",38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:42:38.736,Pass,
