bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.074096,,,,,,,,,,,,,e45ba697-18a8-4423-a161-660c5541e922,129,,"[25.1, 4.9]",3825781,3,,,,,3.1241527,,Right Foot,,,,"[7.9, 5.2]",,Ground Pass,,17.202616,,,,Diego Javier Llorente Ríos,6713.0,,,,,1,Regular Play,José Ignacio Martínez García,11298.0,,Left Back,8,Rayo Vallecano,360,['a76b79f8-edf8-4629-9712-758c1ec21104'],9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:09.316,Pass,
,,,,,,,,,,,,,,,,0.184498,,,,,,,,,,,,,824c7687-9e17-4ae1-8536-3aaefc0a3de8,133,,"[12.6, 4.4]",3825781,3,,,,,0.36397895,,Left Foot,,,,"[14.7, 5.2]",,Low Pass,,2.2472205,,Incomplete,,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,8,Rayo Vallecano,360,['3d0cf0d3-4b8f-4ac2-9462-3c238643381f'],11,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:11.655,Pass,
,,,,,,,,,,,,,,,,0.683079,,,,,,,,,,,,,1dd04650-f922-4ea8-9054-7defea6bd20e,136,,"[74.0, 71.6]",3825781,3,,,,,0.80426383,,Head,,,,"[79.2, 77.0]",,Low Pass,,7.496666,,,,Jorge Andújar Moreno,6672.0,,,,Recovery,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,8,Rayo Vallecano,360,"['039c15f0-5741-43b5-963e-e5c11a7f5b2a', 'aad7311f-284a-4183-8404-61a5ede03631']",14,,,,,,,,,,,,,,,,,Sevilla,213,00:03:14.086,Pass,True
,,,,,,,,,,,,,,,,1.211333,,,,,,,,,,,,,9dca7f1b-a9e6-4a9e-a661-51f9b4dcc631,141,,"[49.2, 0.1]",3825781,3,,,,,0.19342732,,,,,,"[68.6, 3.9]",,High Pass,,19.768661,,,,Tiago Manuel Dias Correia,7900.0,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,9,Rayo Vallecano,360,['350649c5-7c93-4405-91a4-5ac725a21ab3'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:29.977,Pass,
,,,,,,,,,,,,,,,,0.861573,,,,,,,,,,,,,86b62333-1ec4-46cc-a41c-d96b4237c8d9,144,,"[68.6, 3.9]",3825781,3,,,,True,0.13497674,,,,,,"[76.7, 5.0]",,High Pass,,8.17435,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,,Left Wing,9,Rayo Vallecano,360,"['bca9b86b-ea4f-47b1-81f5-267e9ce06044', 'c14c595e-52a8-4090-8202-d00781ffcae9']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:31.268,Pass,True
,,,,,,,,,,,,,,,,1.704119,,,,,,,,,,,,,46bf7a32-7fd5-4f12-8c69-85ea87dc7f1e,147,,"[79.7, 5.0]",3825781,3,,,,,2.8145883,,Right Foot,,,,"[62.6, 10.8]",,High Pass,,18.056854,,Incomplete,,José Raúl Baena Urdiales,26607.0,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,,Center Forward,9,Rayo Vallecano,360,"['9d648a99-dabc-4fd7-8b1a-d91c2956ae57', 'b2622b87-27bd-4e0f-8245-71c6a2ca358a']",32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:32.212,Pass,
,,,,,,,,,,,,,,,,2.339221,,,,,,,,,,,,,bb1b81d4-4fcc-40c8-843a-2bcb8945ac35,152,,"[54.8, 66.0]",3825781,4,,,,,-0.67874295,,Right Foot,,,,"[103.4, 26.8]",,High Pass,,62.43877,,,,Vicente Iborra De La Fuente,3497.0,,,,Free Kick,1,From Free Kick,Adil Rami,3253.0,,Right Center Back,10,Sevilla,213,['4a9ee0de-f2e8-411b-b753-ee74658e3f06'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:04:02.314,Pass,
,,,,,,,,,,,,,,,,1.80246,,,,,,,,,,,,,a91ae8e0-cf82-4eb1-8c3e-02d24fa3e28d,154,,"[101.9, 27.0]",3825781,4,,,,True,1.226149,,,,,,"[106.1, 38.7]",,High Pass,,12.431009,,Incomplete,,Kevin Gameiro,6401.0,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,,Center Attacking Midfield,10,Sevilla,213,"['37521617-c2b9-4423-a882-f847f832ef8d', '93227df5-d6b1-453d-aa26-640dc651c720', 'e1088349-7a76-4b43-bae5-9907843a5165']",4,,,,,,,,,,,,,,,,,Sevilla,213,00:04:04.693,Pass,True
,,,,,,,,,,,,,,,,1.240758,,,,,,,,,,,,,f9c30f58-b8dd-41d8-8d3d-b63afcaa1fef,160,,"[32.8, 47.7]",3825781,4,,,,True,-1.1793911,,,,,,"[35.4, 41.4]",,High Pass,,6.8154235,,,,Roberto Trashorras Gayoso,26848.0,,,,Recovery,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,,Center Attacking Midfield,11,Rayo Vallecano,360,"['141045d2-4686-4976-9eef-92fe7c9575e0', 'ae00583e-3d23-4942-8b0f-adde4284859d']",8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:08.447,Pass,True
,,,,,,,,,,,,,,,,1.235143,,,,,,,,,,,,,f50e4b1f-f7e3-4407-a36b-142da5508546,163,,"[37.9, 39.7]",3825781,4,,,,,-1.1801893,,Right Foot,,,,"[49.8, 10.8]",,Ground Pass,,31.25412,,,,Tiago Manuel Dias Correia,7900.0,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,,Left Defensive Midfield,11,Rayo Vallecano,360,['abf8b737-46b2-46ac-9c32-46f38367d319'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:10.499,Pass,
,,,,,,,,,,,,,,,,1.261898,,,,,,,,,,,,,78229c30-1b1d-4f22-a009-3784b8eef3cd,169,,"[59.7, 0.1]",3825781,4,,True,,,0.17713611,,,,,,"[75.9, 3.0]",,Low Pass,,16.457521,,,,Tiago Manuel Dias Correia,7900.0,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,12,Rayo Vallecano,360,['41224583-e2cb-42ee-8dec-dccd46699f99'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:22.593,Pass,
,,,,,,,,,,,,,,,,0.468057,,,,,,,,,,,,,a8ef44b5-a1dd-4902-b49c-a1ccf55997df,174,,"[82.6, 3.8]",3825781,4,,,,,-2.9516044,,Right Foot,,,,"[80.0, 3.3]",,Ground Pass,,2.6476405,,,,José Ignacio Martínez García,11298.0,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,,Left Wing,12,Rayo Vallecano,360,['59ddbebe-abc1-4291-a71b-42e23256864d'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:24.511,Pass,
,,,,,,,,,,,,,,,,2.852771,,,,,,,,,,,,,c850188f-cfcd-4cf0-bbf8-ecb9f47a3fd4,178,,"[84.2, 3.1]",3825781,4,,,,,-0.1511232,,Left Foot,,,,"[103.9, 0.1]",,High Pass,,19.927116,,Out,,Tiago Manuel Dias Correia,7900.0,,,,,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,12,Rayo Vallecano,360,['1e2dbaa9-43fb-444d-9a7c-1ddbd9abcffc'],27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:27.105,Pass,
,,,,,,,,,,,,,,,,3.711326,,,,,,,,,,,,,2faa7750-c298-4b44-8a8f-93917d8e588d,180,,"[28.5, 80.0]",3825781,4,,,,,-0.08047101,,,,,,"[65.7, 77.0]",,High Pass,,37.32077,,Incomplete,,Víctor Machín Pérez,6841.0,,,,Throw-in,1,From Throw In,Jorge Andújar Moreno,6672.0,,Right Back,13,Sevilla,213,"['2645ab34-858f-4367-89ac-9b497b2584e1', '909498f1-459f-48c0-98f5-0c51447b7f4e']",46,,,,,,,,,,,,,,,,,Sevilla,213,00:04:46.037,Pass,
,,,,,,,,,,,,,,,,1.536869,,,,,,,,,,,,,6c9bc90d-f020-47ba-89f7-be8849d8e912,184,,"[55.7, 3.4]",3825781,4,,,,,0.09465302,,Right Foot,,,,"[71.5, 4.9]",,High Pass,,15.871043,,,,Tiago Manuel Dias Correia,7900.0,,,,,1,From Throw In,José Raúl Baena Urdiales,26607.0,,Right Defensive Midfield,13,Sevilla,213,['5e766c37-d764-4b8c-834e-a95d6717f875'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:49.844,Pass,
,,,,,,,,,,,,,,,,0.997009,,,,,,,,,,,,,80d6c16a-c56c-4765-99d9-8ddb114c55eb,186,,"[70.4, 4.6]",3825781,4,,,,,1.0934509,,Head,,,,"[76.4, 16.2]",,High Pass,,13.059862,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,,Left Wing,13,Sevilla,213,"['2a86f6e6-2fb9-4a3a-ae8a-9f9c124efc3a', '88542985-13b7-4331-8010-7c7543914701']",51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:51.541,Pass,
,,,,,,,,,True,,,,,,,2.831994,,,,,,,,,,,,,88542985-13b7-4331-8010-7c7543914701,188,,"[43.7, 63.9]",3825781,4,,,,,-1.193143,,Right Foot,,,,"[53.3, 39.7]",,High Pass,,26.034592,,Incomplete,,,,,,,Interception,1,From Throw In,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,13,Sevilla,213,"['80d6c16a-c56c-4765-99d9-8ddb114c55eb', 'bd1b58f7-b4fe-4c09-8385-be9081a0879d']",52,,,,,,,,,,,,,,,,,Sevilla,213,00:04:52.538,Pass,
,,,,,,,,,,,,,,,,2.918808,,,,,,,,,,,,,bd1b58f7-b4fe-4c09-8385-be9081a0879d,189,,"[66.8, 40.4]",3825781,4,,,,,-0.097253196,,Right Foot,,,,"[91.4, 38.0]",,High Pass,,24.716795,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,Recovery,1,From Throw In,Pablo Hernández Domínguez,4711.0,,Right Wing,13,Sevilla,213,"['88542985-13b7-4331-8010-7c7543914701', 'ac2dbdcc-e52f-404a-9b65-dc60e4d0bbc1', 'd6f80184-356a-48ff-8a27-a54b5bc52d9b']",55,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:55.370,Pass,
,,,,,,,,,,,,,,,,4.805828,,,,,,,,,,,,,ac2dbdcc-e52f-404a-9b65-dc60e4d0bbc1,191,,"[28.7, 42.1]",3825781,4,,,,,0.19880919,,Right Foot,,,,"[96.7, 55.8]",,High Pass,,69.36635,,,,Víctor Machín Pérez,6841.0,,,,Recovery,1,From Throw In,Federico Julián Fazio,6349.0,,Left Center Back,13,Sevilla,213,"['3bca4d4d-355f-43d4-842c-6f46b29425df', 'bd1b58f7-b4fe-4c09-8385-be9081a0879d']",58,,,,,,,,,,,,,,,,,Sevilla,213,00:04:58.288,Pass,
,,,,,,,,,,,,,,,,1.296284,,,,,,,,,,,,,df7f075d-d5ba-423a-b526-9d1662b57ff0,199,,"[120.0, 80.0]",3825781,5,,,,,-1.8695014,,Right Foot,,,,"[109.5, 45.9]",,High Pass,,35.679966,,Incomplete,True,,,,,Outswinging,Corner,1,From Corner,Michael Krohn-Dehli,6356.0,,Left Wing,14,Sevilla,213,['ed06a29e-bd9c-487a-9126-ea7ef0677f24'],32,,,,,,,,,,,,,,,,,Sevilla,213,00:05:32.704,Pass,
,,,,,,,,,,,,,,,,0.662391,,,,,,,,,,,,,0b1aeeb8-f9e5-419d-9af9-7db97fb88f7e,202,,"[110.3, 80.0]",3825781,5,,,,,-2.6328628,,,,,,"[105.1, 77.1]",,Low Pass,,5.9539905,,,,Víctor Machín Pérez,6841.0,,,,Throw-in,1,From Throw In,Jorge Andújar Moreno,6672.0,,Right Back,15,Sevilla,213,['53274f6d-27f7-4356-a2ec-02e1f4907585'],56,,,,,,,,,,,,,,,,,Sevilla,213,00:05:56.880,Pass,
,,,,,,,,,,,,,,,,1.655645,,,,,,,,,,,,,32308abd-a1ab-4360-8007-73b244543792,205,,"[105.0, 77.3]",3825781,5,,,,,-0.04803993,,Right Foot,,,,"[115.4, 76.8]",,Low Pass,,10.412012,,,,Jorge Andújar Moreno,6672.0,,,,,1,From Throw In,Víctor Machín Pérez,6841.0,,Right Wing,15,Sevilla,213,['e3a74bd8-4065-48b4-9c98-a9b159fa2908'],57,,,,,,,,,,,,,,,,,Sevilla,213,00:05:57.583,Pass,
,,,,,,,,,,,,,,,,2.760941,,,,,,,,,,,,,daf0c575-e77d-4f13-9195-92f5b113225f,216,,"[6.0, 36.0]",3825781,6,,,,,-0.6473179,,Right Foot,,,,"[47.8, 4.4]",,High Pass,,52.400383,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Juan Carlos Martín Corral,24255.0,,Goalkeeper,16,Rayo Vallecano,360,['cb1710fd-d66a-4bee-b307-342f1f9b9166'],18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:18.915,Pass,
,,,,,,,,,,,,,,,,1.359829,,,,,,,,,,,,,cb1710fd-d66a-4bee-b307-342f1f9b9166,217,,"[72.3, 75.7]",3825781,6,,,,True,-0.1537763,,,,,,"[92.3, 72.6]",,Low Pass,,20.238825,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Jorge Andújar Moreno,6672.0,,Right Back,16,Rayo Vallecano,360,"['0824bbbf-d4c7-471e-9c92-f116b938e4f0', 'b6c70960-60e7-4155-8a03-7232f43ab383', 'daf0c575-e77d-4f13-9195-92f5b113225f']",21,,,,,,,,,,,,,,,,,Sevilla,213,00:06:21.676,Pass,True
,,,,,,,,,,,,,,,,0.395021,,,,,,,,,,,,,40a41ee3-7aaa-4e6b-ae3b-7560b429eb52,222,,"[31.7, 5.5]",3825781,6,,,,,0.011493747,,Left Foot,,,,"[40.4, 5.6]",,Low Pass,,8.700575,,Incomplete,,,,,,,,1,From Goal Kick,Diego Javier Llorente Ríos,6713.0,,Left Center Back,16,Rayo Vallecano,360,['11c04c3b-ca59-4646-afa1-9e14bf1781b1'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:24.179,Pass,
,,,,,,,,,,,,,,,,0.62447,,,,,,,,,,,,,36db5f37-55ae-499e-9951-44c2b42587a6,224,,"[49.2, 0.1]",3825781,6,,True,,,0.16425262,,,,,,"[67.3, 3.1]",,High Pass,,18.346935,,Incomplete,,Tiago Manuel Dias Correia,7900.0,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,17,Rayo Vallecano,360,"['1d9d154b-49c8-4941-a6cc-0f47c815df3b', 'f8f0a6f4-4f83-4998-9c43-e404d4caaeea']",40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:40.258,Pass,
,,,,,,,,,,,,,,,,1.659938,,,,,,,,,,,,,f8f0a6f4-4f83-4998-9c43-e404d4caaeea,226,,"[52.8, 77.0]",3825781,6,,,,True,0.02343321,,,,,,"[65.6, 77.3]",,High Pass,,12.803515,,Incomplete,,,,,,,Recovery,1,From Throw In,Jorge Andújar Moreno,6672.0,,Right Back,17,Rayo Vallecano,360,"['36db5f37-55ae-499e-9951-44c2b42587a6', '57481705-9b8d-45ab-955e-3f15131fe306', 'c08f255a-8af8-4e5a-8545-4ca59568dd9d']",40,,,,,,,,,,,,,,,,,Sevilla,213,00:06:40.883,Pass,True
,,,,,,,,,,,,,,,,1.281336,,,,,,,,,,,,,57481705-9b8d-45ab-955e-3f15131fe306,228,,"[54.5, 2.8]",3825781,6,,,,,0.12102722,,Head,,,,"[76.7, 5.5]",,High Pass,,22.363586,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,Recovery,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,17,Rayo Vallecano,360,"['4fef1006-15e6-45d4-acd2-28d2800c1629', '9f0cbdf7-64a9-4d4d-8412-5fdc268d2061', 'f8f0a6f4-4f83-4998-9c43-e404d4caaeea']",42,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:42.543,Pass,
,,,,,,,,,,,,,,,,0.853683,,,,,,,,,,,,,d680e046-ff36-4fc7-88fe-976a5f79cca8,231,,"[83.9, 0.1]",3825781,6,,,,,1.6490675,,,,,,"[83.1, 10.3]",,Low Pass,,10.231324,,,,Jozabed Sánchez Ruiz,6852.0,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,18,Rayo Vallecano,360,['24261824-2bdb-4576-938c-111640b1d255'],54,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:54.621,Pass,
,,,,,,,,,,,,,,,,0.725564,,,,,,,,,,,,,be48fee8-1332-47b8-b24e-2cb68cbafbcb,235,,"[82.6, 7.5]",3825781,6,,,,,-1.5707964,,Right Foot,,,,"[82.6, 1.3]",,Ground Pass,,6.2,,,,José Ignacio Martínez García,11298.0,,,,,1,From Throw In,Jozabed Sánchez Ruiz,6852.0,,Center Attacking Midfield,18,Rayo Vallecano,360,"['320a6c05-d8bc-4030-9174-ecdb86af3557', 'db1a83e2-a1ae-465f-9e45-5ad409de8bb1']",56,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:56.518,Pass,True
,,,,,,,,,,,,,,,,0.857467,,,,,,,,,,,,,b3b0d557-a07f-497f-a450-82e4da7a1ed8,238,,"[82.3, 1.7]",3825781,6,,,,,2.9121299,,Left Foot,,,,"[68.6, 4.9]",,Ground Pass,,14.06876,,,,Roberto Trashorras Gayoso,26848.0,,,,,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,18,Rayo Vallecano,360,['583d1f21-7564-4e73-a897-276b5e5237c9'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:57.592,Pass,
,,,,,,,,,,,,,,,,0.771292,,,,,,,,,,,,,1c971df0-7df6-485e-b34e-023f38b9115b,242,,"[64.0, 5.2]",3825781,6,,,,,2.9304993,,Right Foot,,,,"[55.6, 7.0]",,Ground Pass,,8.5906925,,,,Diego Javier Llorente Ríos,6713.0,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,,Left Defensive Midfield,18,Rayo Vallecano,360,['f83c18b7-37df-43ca-99bc-c1d146ee285c'],59,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:59.444,Pass,
,,,,,,,,,,,,,,,,3.107913,,,,,,,,,,,,,fe9bd7f6-e534-4467-a20f-846818bf8946,245,,"[55.1, 7.2]",3825781,7,,,,,2.6767151,,Right Foot,,,,"[22.6, 23.5]",,Ground Pass,,36.358494,,,,Juan Carlos Martín Corral,24255.0,,,,,1,From Throw In,Diego Javier Llorente Ríos,6713.0,,Left Center Back,18,Rayo Vallecano,360,['aedc43f8-d22a-46ed-8ece-3a20269282b2'],1,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:01.352,Pass,
,,,,,,,,,,,,,,,,3.622346,,,,,,,,,,,,,406f5134-480f-4b6f-af15-832f6543cc42,248,,"[22.6, 23.5]",3825781,7,,,,,0.14234792,,Right Foot,,,,"[84.7, 32.4]",,High Pass,,62.73452,,Incomplete,,,,,,,,1,From Throw In,Juan Carlos Martín Corral,24255.0,,Goalkeeper,18,Rayo Vallecano,360,['b8854e42-df2f-4a53-801c-7ca87c9b8ef0'],4,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:04.580,Pass,
,,,,,,,,,,,,,,,,1.780306,,,,,,,,,,,,,b8854e42-df2f-4a53-801c-7ca87c9b8ef0,250,,"[35.4, 47.7]",3825781,7,,,,True,-0.6461189,,,,,,"[41.5, 43.1]",,High Pass,,7.640026,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,Recovery,1,From Throw In,Adil Rami,3253.0,,Right Center Back,18,Rayo Vallecano,360,"['25f044d7-b4ea-487f-a42b-1814c6987f08', '261f3ea6-9ed2-4a40-9285-13e2e266a0e9', '406f5134-480f-4b6f-af15-832f6543cc42']",8,,,,,,,,,,,,,,,,,Sevilla,213,00:07:08.202,Pass,True
,,,,,,,,,,,,,,,,2.3614,,,,,,,,,,,,,09a4b087-f3ee-48e2-8916-8882f968990e,252,,"[40.9, 39.9]",3825781,7,,,,True,-0.17427044,,,,,,"[55.1, 37.4]",,High Pass,,14.418391,,Incomplete,,,,,,,,1,From Throw In,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,18,Rayo Vallecano,360,"['a6b26039-ccc7-44a5-a1f0-08df328cccb4', 'aab6a5a4-b1b0-466d-b7dc-ccc1419350b1']",10,,,,,,,,,,,,,,,,,Sevilla,213,00:07:10.103,Pass,True
,,,,,,,,,,,,,,,,1.950136,,,,,,,,,,,,,a6b26039-ccc7-44a5-a1f0-08df328cccb4,255,,"[65.0, 42.7]",3825781,7,,,,True,1.5408053,,,,,,"[65.3, 52.7]",,High Pass,,10.004499,,Incomplete,,Roberto Román Triguero,6914.0,,,,Recovery,1,From Throw In,José Raúl Baena Urdiales,26607.0,,Right Defensive Midfield,18,Rayo Vallecano,360,"['04a29351-7825-42ab-b467-7cdf4a56c236', '09a4b087-f3ee-48e2-8916-8882f968990e', 'd12b1623-810a-4304-b6d9-b8a92b73e159', 'd6ffb887-3785-48b2-b604-87a9b304ffcf']",12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:12.464,Pass,True
,,,,,,,,,,,,,,,,2.593409,,,,,,,,,,,,,d12b1623-810a-4304-b6d9-b8a92b73e159,257,,"[54.8, 27.4]",3825781,7,,,,,0.15960637,,Head,,,,"[75.3, 30.7]",,High Pass,,20.76391,,Incomplete,,Kevin Gameiro,6401.0,,,,Recovery,1,From Throw In,Sebastián Carlos Cristóforo Pepe,7154.0,,Right Defensive Midfield,18,Rayo Vallecano,360,"['4f98471f-d622-4f63-9021-a6f7a398034f', 'a6b26039-ccc7-44a5-a1f0-08df328cccb4', 'd592e340-cf81-4a75-91a2-6391405fec26']",14,,,,,,,,,,,,,,,,,Sevilla,213,00:07:14.414,Pass,
,,,,,,,,,,,,,,,,2.136651,,,,,,,,,,,,,4f98471f-d622-4f63-9021-a6f7a398034f,259,,"[44.8, 49.4]",3825781,7,,,,,-2.8556972,,Right Foot,,,,"[10.1, 39.2]",,Low Pass,,36.16808,,,,Juan Carlos Martín Corral,24255.0,,,,Recovery,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,18,Rayo Vallecano,360,"['770f617f-e48a-4837-84ae-0d219ad6ef9d', 'd12b1623-810a-4304-b6d9-b8a92b73e159']",17,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:17.007,Pass,
,,,,,,,,,,,,,,,,2.620335,,,,,,,,,,,,,9e8347b7-36f5-41a5-baf7-c06933552570,263,,"[8.2, 40.5]",3825781,7,,,,,1.5143012,,Right Foot,,,,"[10.4, 79.4]",,High Pass,,38.962162,,Out,,José Eduardo Rosa Vale de Castro,26222.0,,,,,1,From Throw In,Juan Carlos Martín Corral,24255.0,,Goalkeeper,18,Rayo Vallecano,360,['1e0592c2-1886-4c91-acc9-82be078bd332'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:20.278,Pass,
,,,,,,,,,,,,,,,,1.549606,,,,,,,,,,,,,0ea7a655-b755-4370-9284-aab022d6a2e3,265,,"[109.7, 0.1]",3825781,7,,,,,1.4940244,,,,,,"[111.2, 19.6]",,High Pass,,19.557608,,Incomplete,,,,,,,Throw-in,1,From Throw In,Benoît Trémoulinas,27483.0,,Left Back,19,Sevilla,213,['bd887c1e-5f19-4064-a09a-4f7b1f75f916'],36,,,,,,,,,,,,,,,,,Sevilla,213,00:07:36.395,Pass,
,,,,,,,,,,,,,,,,0.817296,,,,,,,,,,,,,664c3eb9-e175-4f1d-b58e-079e4f5a26f0,268,,"[90.8, 12.4]",3825781,7,,,,,-0.8600889,,Right Foot,,,,"[97.6, 4.5]",,Low Pass,,10.423532,,,,Benoît Trémoulinas,27483.0,,,,Recovery,1,From Throw In,Sebastián Carlos Cristóforo Pepe,7154.0,,Right Defensive Midfield,19,Sevilla,213,"['c05beae9-921f-45be-bc81-1f2642b66261', 'fccd1929-c9b9-4927-9bea-4bbe08e17afd']",40,,,,,,,,,,,,,,,,,Sevilla,213,00:07:40.166,Pass,True
,,,,,,,,,,,,,,,,1.897327,,,,,,,,,,,,,1ceacdec-b26c-41c1-8eee-8c3019250802,271,,"[95.9, 5.2]",3825781,7,,,,,0.43600488,,Left Foot,,,,"[104.7, 9.3]",,High Pass,,9.708244,,Incomplete,,,,,,,,1,From Throw In,Benoît Trémoulinas,27483.0,,Left Back,19,Sevilla,213,['6d86d5b6-3c5e-44c9-a0ea-03cb02657b4b'],41,,,,,,,,,,,,,,,,,Sevilla,213,00:07:41.532,Pass,
,,,,,,,,,,,,,,,,1.50154,,,,,,,,,,,,,6d86d5b6-3c5e-44c9-a0ea-03cb02657b4b,272,,"[15.4, 70.8]",3825781,7,,,,,-0.06731387,,Right Foot,,,,"[24.3, 70.2]",,High Pass,,8.920202,,,,Jozabed Sánchez Ruiz,6852.0,,,,Recovery,1,Regular Play,Roberto Román Triguero,6914.0,,Right Back,20,Rayo Vallecano,360,"['1ceacdec-b26c-41c1-8eee-8c3019250802', 'ae108494-d3a9-4677-b347-5c9372d506c7']",43,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:43.429,Pass,
,,,,,,,,,,,,,,,,0.756305,,,,,,,,,,,,,34f6df33-c589-4f4a-ba87-c0e2e5823621,276,,"[23.1, 69.7]",3825781,7,,,,,1.1597317,,Other,,,,"[24.8, 73.6]",,Low Pass,,4.2544093,,,,Roberto Román Triguero,6914.0,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,,Center Attacking Midfield,20,Rayo Vallecano,360,['50433369-0ff2-475d-ac17-6db52f648524'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:45.164,Pass,
,,,,,,,,,,,,,,,,1.25052,,,,,,,,,,,,,b606b01c-e261-491f-ac12-4a79c3700657,279,,"[24.8, 73.6]",3825781,7,,,,,-1.8230388,,Right Foot,,,,"[22.3, 63.9]",,High Pass,,10.016986,,,,José Raúl Baena Urdiales,26607.0,,,,,1,Regular Play,Roberto Román Triguero,6914.0,,Right Back,20,Rayo Vallecano,360,['af694bb6-e0e6-4240-bacf-cf9d43e2f368'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:45.993,Pass,
