bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.45379,,,,,,,,,,,,,cc64405a-f4fc-4542-9c21-1b22122e0030,2307,,"[32.6, 16.5]",3825781,76,,,,,-0.20435062,,Left Foot,,,,"[82.3, 6.2]",,High Pass,,50.756084,,Incomplete,,Kevin Gameiro,6401.0,,,,,2,From Corner,Benoît Trémoulinas,27483.0,,Left Back,173,Sevilla,213,"['20df3e26-435f-4d67-8f90-ac4545da14bf', '9ca9c47e-0e61-4a47-94e3-f297954779c3']",5,,,,,,,,,,,,,,,,,Sevilla,213,00:31:05.683,Pass,
,,,,,,,,,,,,,,,,1.20942,,,,,,,,,,,,,9ca9c47e-0e61-4a47-94e3-f297954779c3,2309,,"[37.8, 73.9]",3825781,76,,,,,-0.4419119,,Head,,,,"[47.1, 69.5]",,High Pass,,10.288342,,,,Jozabed Sánchez Ruiz,6852.0,,,,Recovery,2,Regular Play,Roberto Román Triguero,6914.0,,Right Back,174,Rayo Vallecano,360,"['34794476-476f-4e8a-8b0a-50d46bd5e4a7', 'cc64405a-f4fc-4542-9c21-1b22122e0030']",8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:08.137,Pass,
,,,,,,,,,,,,,,,,0.562524,,,,,,,,,,,,,e0608554-49fa-40fe-bc44-4399e007bd41,2312,,"[47.0, 68.8]",3825781,76,,,,,-1.6594522,,Right Foot,,,,"[46.6, 64.3]",,Ground Pass,,4.5177426,,,,Roberto Trashorras Gayoso,26848.0,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,174,Rayo Vallecano,360,['7b45325e-c47f-415f-ba24-873e9b3eb8c9'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:10.445,Pass,
,,,,,,,,,,,,,,,,1.194845,,,,,,,,,,,,,24a9376d-9d56-429f-81ff-62dc468dacb6,2315,,"[46.6, 64.3]",3825781,76,,,,,2.5829933,,Left Foot,,,,"[33.8, 72.3]",,Ground Pass,,15.09437,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,174,Rayo Vallecano,360,['2c296a07-0266-41e3-864d-5959bf10b50b'],11,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:11.037,Pass,
,,,,,,,,,,,,,,,,0.834853,,,,,,,,,,,,,7cd62104-f1fb-484f-9d18-444f2f0c64e5,2317,,"[33.8, 72.3]",3825781,76,,,,,0.18793958,,Right Foot,,,,"[50.1, 75.4]",,Ground Pass,,16.592167,,,,Roberto Román Triguero,6914.0,,,,,2,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,174,Rayo Vallecano,360,['8053c779-7a36-4aae-864d-dfb01081e3ba'],12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:12.232,Pass,
,,,,,,,,,,,,,,,,0.797885,,,,,,,,,,,,,5ba853c5-0314-4991-8793-39b9ff08bca3,2320,,"[58.9, 76.8]",3825781,76,,,,,-2.0409799,,Right Foot,,,,"[55.8, 70.7]",,Ground Pass,,6.842514,,,,Roberto Trashorras Gayoso,26848.0,,,,,2,Regular Play,Roberto Román Triguero,6914.0,,Right Back,174,Rayo Vallecano,360,['7d94744e-fe2f-41d3-99b4-144d236b5cf3'],16,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:16.784,Pass,
,,,,,,,,,,,,,,,,2.15652,,,,,,,,,,,,,8bb349cb-a97d-4d32-91c2-cb93c3d8cf22,2323,,"[56.0, 69.9]",3825781,76,,,,,-1.8079166,,Right Foot,,,,"[44.4, 21.9]",,Ground Pass,,49.38178,,,,Diego Javier Llorente Ríos,6713.0,,True,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,174,Rayo Vallecano,360,['0ad21841-3b36-42a8-9cc5-ff2ff654dfb6'],18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:18.639,Pass,
,,,,,,,,,,,,,,,,0.937729,,,,,,,,,,,,,d064a39e-d9ac-4fe4-9958-9e087e380159,2326,,"[54.4, 14.3]",3825781,76,,,,,-0.39369822,,Right Foot,,,,"[67.4, 8.9]",,Ground Pass,,14.076932,,,,Pablo Hernández Domínguez,4711.0,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,174,Rayo Vallecano,360,['a1112b4d-f857-41b2-bda6-2fcb756b823c'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:22.912,Pass,
,,,,,,,,,,,,,,,,1.643608,,,,,,,,,,,,,408bf5d7-6d41-44b5-bf45-2e7055310789,2329,,"[87.0, 17.9]",3825781,76,,,,,-0.08314123,,Right Foot,,,,"[107.4, 16.2]",,Ground Pass,,20.47071,,,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,,Left Midfield,174,Rayo Vallecano,360,['bc1ed904-1b66-45c1-ab27-7a92a3f89d61'],27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:27.408,Pass,
,,,,,,,,,,,,,,,,1.617404,,,,,,,,,,,,,991d9e20-35f9-40b2-82f4-2dc0546e543a,2333,,"[109.0, 14.4]",3825781,76,,,,,1.5411997,,Left Foot,True,,,"[109.9, 44.8]",,Ground Pass,,30.413319,,Incomplete,,,,,,,,2,Regular Play,Alberto Mateus Contreiras Gonçalves,26690.0,,Left Center Forward,174,Rayo Vallecano,360,['6c807123-578f-4e09-948a-8dd503171419'],31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:31.126,Pass,
,,,,,,,,,,,,,,,,0.760173,,,,,,,,,,,,,e120a660-2a8d-4b48-87ca-d0212ef9ea25,2338,,"[53.4, 39.5]",3825781,76,,,,,-2.2605963,,Right Foot,,,,"[46.8, 31.5]",,Ground Pass,,10.371114,,,,Michael Krohn-Dehli,6356.0,,,,,2,Regular Play,Kevin Gameiro,6401.0,,Center Forward,174,Rayo Vallecano,360,"['58b0e66f-24dd-4f2e-bc67-c1b951dd8a1b', 'ebb91161-8328-4837-bb07-5554ce090677']",37,,,,,,,,,,,,,,,,,Sevilla,213,00:31:37.011,Pass,True
,,,,,,,,,,,,,,,,1.337382,,,,,,,,,,,,,3cfba80b-4dad-4828-a609-5624e4d9fb5a,2343,,"[47.1, 31.2]",3825781,76,,,,,1.1624283,,Left Foot,,,,"[56.1, 52.0]",,Ground Pass,,22.663628,,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,2,Regular Play,Kevin Gameiro,6401.0,,Center Forward,174,Rayo Vallecano,360,"['9544b67c-a9e9-48d7-9f32-8da1528dc134', 'f2677899-0b6a-480f-bc45-a7be114c16eb']",38,,,,,,,,,,,,,,,,,Sevilla,213,00:31:38.438,Pass,
,,,,,,,,,,,,,,,,1.098675,,,,,,,,,,,,,9544b67c-a9e9-48d7-9f32-8da1528dc134,2345,,"[64.0, 28.1]",3825781,76,,,,,0.23459329,,Left Foot,,,,"[79.9, 31.9]",,Ground Pass,,16.347782,,Incomplete,,,,,,,Recovery,2,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,174,Rayo Vallecano,360,"['3cfba80b-4dad-4828-a609-5624e4d9fb5a', '94d72b2d-c9a3-4ecd-a548-30269a602860']",39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:39.776,Pass,
,,,,,,,,,,,,,,,,1.882484,,,,,,,,,,,,,94d72b2d-c9a3-4ecd-a548-30269a602860,2346,,"[40.2, 48.2]",3825781,76,,,,,-0.15333238,,Right Foot,,,,"[84.2, 41.4]",,High Pass,,44.522354,,Pass Offside,,Kevin Gameiro,6401.0,,,,Recovery,2,Regular Play,Adil Rami,3253.0,,Right Center Back,174,Rayo Vallecano,360,"['4f87154a-9f0c-45b9-b27a-6e9cd8ef4aa9', '9544b67c-a9e9-48d7-9f32-8da1528dc134']",40,,,,,,,,,,,,,,,,,Sevilla,213,00:31:40.874,Pass,
,,,,,,,,,,,,,,,,4.135355,,,,,,,,,,,,,9ccc27a9-194b-433a-b580-6f359bb7252d,2348,,"[36.2, 38.7]",3825781,76,,True,,,-1.1750056,,Right Foot,,,,"[45.1, 17.4]",,Ground Pass,,23.084627,,,,Pablo Hernández Domínguez,4711.0,,,,Free Kick,2,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,175,Rayo Vallecano,360,['ef1f64f4-82ea-40bd-8d57-0cb880209ee1'],47,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:47.585,Pass,
,,,,,,,,,,,,,,,,0.564998,,,,,,,,,,,,,f4d2f7de-120e-479f-bcec-4553daca4f4f,2350,,"[62.0, 41.8]",3825781,76,,,,,2.4511461,,Right Foot,,,,"[57.4, 45.6]",,Ground Pass,,5.9665737,,,,Jozabed Sánchez Ruiz,6852.0,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,175,Rayo Vallecano,360,['5443aaea-b472-4bf1-8b8c-8fb0af30d9a8'],56,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:56.266,Pass,
,,,,,,,,,,,,,,,,0.553555,,,,,,,,,,,,,fcc9c225-2f9e-407d-9f28-64dcd29f7e46,2353,,"[57.4, 45.6]",3825781,76,,,,,-0.2965458,,Right Foot,,,,"[64.6, 43.4]",,Ground Pass,,7.528612,,,,Pablo Hernández Domínguez,4711.0,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,175,Rayo Vallecano,360,['21d208e6-a4a9-4533-ba6b-ab8bbccb2c36'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:57.739,Pass,
,,,,,,,,,,,,,,,,0.835291,,,,,,,,,,,,,0e99d717-c194-445b-a6e8-0ad84fa1bd4c,2357,,"[63.3, 42.3]",3825781,76,,,,,2.6779451,,Right Foot,,,,"[53.9, 47.0]",,Ground Pass,,10.50952,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,175,Rayo Vallecano,360,"['1edc69a7-6941-4261-9090-a056034f3f1c', 'f7061775-9b65-428d-acaa-3b31e2048b4d']",58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:58.925,Pass,True
,,,,,,,,,,,,,,,,1.154563,,,,,,,,,,,,,7eba4e72-f9e3-4155-bcf0-9f0a0b95b43d,2360,,"[53.9, 47.0]",3825781,77,,,,,-1.593315,,Right Foot,,,,"[53.4, 24.8]",,Ground Pass,,22.20563,,,,Roberto Trashorras Gayoso,26848.0,,,,,2,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,175,Rayo Vallecano,360,['e21b9876-3d43-4cef-9d1f-82806e768afc'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:00.851,Pass,
,,,,,,,,,,,,,,,,1.053814,,,,,,,,,,,,,7e484e9d-ceaf-4b5e-9058-504ea779354f,2363,,"[64.8, 21.9]",3825781,77,,,,,-0.6126229,,Right Foot,,,,"[86.0, 7.0]",,Ground Pass,,25.912352,,,,Tiago Manuel Dias Correia,7900.0,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,175,Rayo Vallecano,360,['bd16bd3d-d1eb-4bf0-beba-c84249ee1fb6'],5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:05.675,Pass,
,,,,,,,,,,,,,,,,1.205434,,,,,,,,,,,,,e51bdbcf-2467-404c-923e-552f21431855,2370,,"[85.6, 7.5]",3825781,77,,,,,0.887649,,Right Foot,True,,,"[111.4, 39.2]",,High Pass,,40.872116,,,,Pablo Hernández Domínguez,4711.0,,,,Free Kick,2,From Free Kick,Adrián Embarba Blázquez,11539.0,,Right Midfield,176,Rayo Vallecano,360,['4be267d4-72cc-454b-b9a4-5e1092f8e5da'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:40.554,Pass,
,,,,,,,,,,,,,,,,0.168619,,,,,,,,,,,,,66752c69-997b-414a-8959-8beb416daba8,2372,,"[111.1, 38.7]",3825781,77,,,,,1.467004,,Head,,,,"[111.6, 43.5]",,Low Pass,,4.8259716,,Incomplete,,,,,,,,2,From Free Kick,Pablo Hernández Domínguez,4711.0,,Left Midfield,176,Rayo Vallecano,360,['b7ee108a-de82-4d5d-a90d-5f1b0013a996'],41,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:41.759,Pass,
,,,,,,,,,,,,,,,,0.781841,,,,,,,,,,,,,6d9f2f96-703e-4c57-a8e4-d0168662e0b3,2376,,"[15.6, 35.7]",3825781,77,,,,,-0.31926918,,Right Foot,,,,"[27.7, 31.7]",,Ground Pass,,12.744019,,,,Víctor Machín Pérez,6841.0,,,,,2,From Free Kick,Daniel Filipe Martins Carriço,6825.0,,Right Defensive Midfield,176,Rayo Vallecano,360,['a276ea80-1626-4789-af56-73e58b9e7b81'],44,,,,,,,,,,,,,,,,,Sevilla,213,00:32:44.178,Pass,
,,,,,,,,,,,,,,,,1.461515,,,,,,,,,,,,,6aeb220d-fb9a-4bb9-907a-09d40046a8dd,2384,,"[81.8, 49.4]",3825781,77,,,,,2.9970384,,Right Foot,,,,"[66.0, 51.7]",,Ground Pass,,15.966528,,,,José Antonio Dorado Ramírez,11543.0,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,176,Rayo Vallecano,360,['fd712794-3886-4056-9287-91da1b5a01cf'],46,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:46.289,Pass,
,,,,,,,,,,,,,,,,2.403248,,,,,,,,,,,,,a5845da9-b37b-4436-9bfe-5f9c0f568e55,2386,,"[66.2, 52.7]",3825781,77,,True,,,0.12768,54da5e66-27b2-493c-b6ac-39f8adf27d6c,Right Foot,,,,"[110.6, 58.4]",,Ground Pass,,44.76438,,,,Nicolás Ladislao Fedor Flores,26685.0,True,,,,2,From Free Kick,José Antonio Dorado Ramírez,11543.0,,Left Back,176,Rayo Vallecano,360,['80ede6dc-d95a-4e30-9597-55693acd640a'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:32:49.207,Pass,
,,,,,,,,,,,,,,,,1.15578,,,,,,,,,,,,,dd1d268f-0019-443b-8282-af4a0079e58f,2392,,"[12.1, 6.8]",3825781,77,,,,,-0.21866895,,Left Foot,,,,"[31.0, 2.6]",,Ground Pass,,19.361044,,,,Michael Krohn-Dehli,6356.0,,,,,2,Regular Play,Benoît Trémoulinas,27483.0,,Left Back,177,Sevilla,213,['b9123a0b-dc72-48d8-a8aa-3d7098eb82c3'],57,,,,,,,,,,,,,,,,,Sevilla,213,00:32:57.209,Pass,
,,,,,,,,,,,,,,,,1.170605,,,,,,,,,,,,,582a1f3d-99b9-4a1f-bcc5-d0ea95f18898,2394,,"[32.2, 3.0]",3825781,77,,,,,1.5120405,,Right Foot,,,,"[33.3, 21.7]",,Ground Pass,,18.732325,,,,Éver Maximiliano David Banega,5504.0,,,,,2,Regular Play,Michael Krohn-Dehli,6356.0,,Left Wing,177,Sevilla,213,['b88cd337-344f-4b3f-8b07-76b95552e515'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:32:58.365,Pass,
,,,,,,,,,,,,,,,,0.722892,,,,,,,,,,,,,1baac086-25c4-4c2f-9c8c-cb657ca93c86,2402,,"[37.6, 13.0]",3825781,78,,,,,-3.1205432,,Right Foot,,,,"[28.1, 12.8]",,Ground Pass,,9.502105,,,,Daniel Filipe Martins Carriço,6825.0,,,,,2,Regular Play,Víctor Machín Pérez,6841.0,,Right Wing,177,Sevilla,213,['61428a06-e802-4c07-b8ea-3d9941d22b9c'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:33:01.420,Pass,
,,,,,,,,,,,,,,,,0.56104,,,,,,,,,,,,,5b9f6ea9-63f2-4e55-b475-e83e4044d153,2405,,"[28.1, 12.8]",3825781,78,,,,,0.62290907,,Right Foot,,,,"[35.2, 17.9]",,Ground Pass,,8.741854,,,,Éver Maximiliano David Banega,5504.0,,,,,2,Regular Play,Daniel Filipe Martins Carriço,6825.0,,Right Defensive Midfield,177,Sevilla,213,['35dce94a-78ea-456f-84e5-50ee44cdf8b5'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:33:02.685,Pass,
,,,,,,,,,,,,,,,,2.211677,,,,,,,,,,,,,8c001a7f-f25e-45b6-96f7-9e2b2a52af99,2413,,"[60.1, 19.8]",3825781,78,,,,,1.8062135,,Right Foot,,,,"[53.0, 49.4]",,Ground Pass,,30.439611,,,,Adil Rami,3253.0,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,,Center Attacking Midfield,177,Sevilla,213,['dd2a8229-9128-4811-b12b-a58f5dc7e6c6'],12,,,,,,,,,,,,,,,,,Sevilla,213,00:33:12.977,Pass,
,,,,,,,,,,,,,,,,1.21962,,,,,,,,,,,,,98d5d43e-7141-4f6d-9433-f2c4f0a88a8f,2416,,"[65.2, 56.7]",3825781,78,,,,,-0.20039855,,Right Foot,,,,"[90.8, 51.5]",,Ground Pass,,26.122787,,Incomplete,,Kevin Gameiro,6401.0,,,,,2,Regular Play,Adil Rami,3253.0,,Right Center Back,177,Sevilla,213,"['2f5451d7-275b-4046-aef3-9c512be48e9f', '5bc3b654-53b2-4af2-941f-803649bb9cc4']",17,,,,,,,,,,,,,,,,,Sevilla,213,00:33:17.102,Pass,
,,,,,,,,,,,,,,,,1.055294,,,,,,,,,,,,,f8b9d341-8df8-4a81-afcd-2f1dac82bce9,2421,,"[19.3, 31.4]",3825781,78,,,,,0.4214192,,Left Foot,,,,"[30.9, 36.6]",,Ground Pass,,12.712199,,,,Jozabed Sánchez Ruiz,6852.0,,,,,2,Regular Play,José Antonio Dorado Ramírez,11543.0,,Left Back,178,Rayo Vallecano,360,['8df05707-e18f-4167-b613-65b1292a932d'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:22.474,Pass,
,,,,,,,,,,,,,,,,1.150524,,,,,,,,,,,,,92ed3fc6-5425-4c5a-9613-641e73bb27a0,2424,,"[31.7, 36.1]",3825781,78,,,,,-1.649702,,Right Foot,,,,"[30.0, 14.6]",,Ground Pass,,21.567104,,,,Diego Javier Llorente Ríos,6713.0,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,,Left Defensive Midfield,178,Rayo Vallecano,360,['a874c6e5-e5c1-4ce2-967b-5cfdc40cebce'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:24.233,Pass,
,,,,,,,,,,,,,,,,0.956866,,,,,,,,,,,,,afe1bd0d-09d5-4602-a8b2-f9f0911fce5c,2427,,"[30.9, 12.7]",3825781,78,,,,,0.21057196,,Right Foot,,,,"[44.0, 15.5]",,Ground Pass,,13.395895,,,,Pablo Hernández Domínguez,4711.0,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,178,Rayo Vallecano,360,['f4e29e33-76e2-488f-9e7d-eb8f5814a4b5'],26,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:26.553,Pass,
,,,,,,,,,,,,,,,,3.896271,,,,,,,,,,,,,eb828df9-ea86-407e-8cae-cf4c9b2196a6,2430,,"[47.1, 16.5]",3825781,78,,,,,-0.28324544,,Right Foot,,,,"[103.1, 0.2]",,High Pass,,58.32401,,Out,,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,,Left Midfield,178,Rayo Vallecano,360,,29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:29.395,Pass,
,,,,,,,,,,,,,,,,1.433914,,,,,,,,,,,,,f1777f40-d691-4f7e-810e-04541d4a0890,2432,,"[44.9, 80.0]",3825781,79,,,,,-2.3893576,,,,,,"[34.0, 69.8]",,Low Pass,,14.928162,,,,Adil Rami,3253.0,,,,Throw-in,2,From Throw In,Jorge Andújar Moreno,6672.0,,Right Back,179,Sevilla,213,['000cb21d-eb2b-47b2-b61b-bb83e171ab18'],21,,,,,,,,,,,,,,,,,Sevilla,213,00:34:21.805,Pass,
,,,,,,,,,,,,,,,,4.50479,,,,,,,,,,,,,7065352c-73a2-42e5-aeb5-262d65c1e485,2435,,"[43.0, 72.8]",3825781,79,,,,,-0.24401279,,Right Foot,,,,"[116.1, 54.6]",,High Pass,,75.331604,,Injury Clearance,,,,,,,,2,From Throw In,Adil Rami,3253.0,,Right Center Back,179,Sevilla,213,,26,,,,,,,,,,,,,,,,,Sevilla,213,00:34:26.072,Pass,
,,,,,,,,,,,,,,,,1.453625,,,,,,,,,,,,,6a4602fb-67bc-4a0a-a3f5-f802a9b98c13,2438,,"[3.3, 26.7]",3825781,79,,,,,-0.9813793,,Right Foot,,,,"[14.2, 10.4]",,Ground Pass,,19.608671,,,,José Antonio Dorado Ramírez,11543.0,,,,,2,Regular Play,Juan Carlos Martín Corral,24255.0,,Goalkeeper,180,Rayo Vallecano,360,['f6cd8d23-5197-4a91-86d2-cdc1fa3b7aa7'],32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:34:32.871,Pass,
,,,,,,,,,,,,,,,,0.95207,,,,,,,,,,,,,ab8a377a-4034-46e9-838a-40ab96328e2a,2441,,"[26.5, 9.1]",3825781,79,,,,,-0.193622,,Left Foot,,,,"[41.8, 6.1]",,Ground Pass,,15.591344,,,,Diego Javier Llorente Ríos,6713.0,,,,,2,Regular Play,José Antonio Dorado Ramírez,11543.0,,Left Back,180,Rayo Vallecano,360,['49e06e23-afe8-4175-8b87-8665076e3015'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:34:37.660,Pass,
,,,,,,,,,,,,,,,,1.455672,,,,,,,,,,,,,3da959df-7db6-443a-b867-315832b0679e,2445,,"[50.8, 5.9]",3825781,79,,,,,-0.21866895,,Right Foot,,,,"[73.3, 0.9]",,Ground Pass,,23.04886,,Out,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,180,Rayo Vallecano,360,['a6f4c522-0242-41f2-afd2-b3160d400253'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:34:40.516,Pass,
,,,,,,,,,,,,,,,,1.143767,,,,,,,,,,,,,6efc1e08-f0c1-4147-8adf-c6227f121a4b,2447,,"[44.4, 80.0]",3825781,79,,,,,-0.475343,,,,,,"[64.8, 69.5]",,High Pass,,22.943626,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,Throw-in,2,From Throw In,Jorge Andújar Moreno,6672.0,,Right Back,181,Sevilla,213,['8b8d235b-4467-46a9-b224-641b58ecb248'],49,,,,,,,,,,,,,,,,,Sevilla,213,00:34:49.172,Pass,
,,,,,,,,,,,,,,,,1.021482,,,,,,,,,,,,,cf75033e-88a7-4327-8ef8-457daa9af20e,2449,,"[64.8, 69.5]",3825781,79,,,,,-0.2730087,,Head,,,,"[77.3, 66.0]",,High Pass,,12.980755,,,,Yevhen Konoplyanka,8523.0,,,,,2,From Throw In,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,181,Sevilla,213,['0ab2bc58-b032-400c-8c0d-09ba65de957d'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:34:50.316,Pass,
,,,,,,,,,,,,,,,,1.545616,,,,,,,,,,,,,4ca3afde-911f-4d53-9978-7d8702fcd8d4,2451,,"[77.3, 66.0]",3825781,79,,,,,0.22679885,,Right Foot,,,,"[87.7, 68.4]",,Low Pass,,10.673331,,,,Kevin Gameiro,6401.0,,,,,2,From Throw In,Yevhen Konoplyanka,8523.0,,Right Wing,181,Sevilla,213,['3d3193f5-806d-4f60-b481-e2eebfdfe298'],51,,,,,,,,,,,,,,,,,Sevilla,213,00:34:51.337,Pass,
,,,,,,,,,,,,,,,,0.958335,,,,,,,,,,,,,598401e2-f413-415a-92ea-6fe18b4074dd,2455,,"[92.4, 69.0]",3825781,79,,,,,-1.0688899,,Right Foot,,,,"[96.9, 60.8]",,Ground Pass,,9.353609,,Incomplete,,Yevhen Konoplyanka,8523.0,,,,,2,From Throw In,Kevin Gameiro,6401.0,,Center Forward,181,Sevilla,213,"['21355fae-c4bb-48ec-9f03-76eaa7065626', '877522d9-c6d3-47db-a590-8e260b8f33c8', 'de7ebe3c-4a38-45df-a880-1865800b1826']",53,,,,,,,,,,,,,,,,,Sevilla,213,00:34:53.378,Pass,True
,,,,,,,,,,,,,,,,2.461267,,,,,,,,,,,,,649c25cc-8a19-4e42-9ba5-f7686b6210e7,2459,,"[26.2, 18.2]",3825781,79,,,,,-0.26830357,,Left Foot,,,,"[63.3, 8.0]",,High Pass,,38.476616,,,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,2,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,182,Rayo Vallecano,360,['6c416976-0085-433d-aee8-f3cc4a816eeb'],55,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:34:55.782,Pass,
,,,,,,,,,,,,,,,,1.951095,,,,,,,,,,,,,83c31621-cd49-421a-98f1-0a28199c143e,2462,,"[63.8, 8.0]",3825781,79,,,,True,1.4525999,,,,,,"[65.7, 24.0]",,High Pass,,16.112417,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,2,Regular Play,Alberto Mateus Contreiras Gonçalves,26690.0,,Left Center Forward,182,Rayo Vallecano,360,"['ef5c0a39-efa6-4a7a-8190-becbb5c72635', 'f4277ce3-de45-4ecb-8acf-7d63f8822cae']",58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:34:58.244,Pass,True
,,,,,,,,,,,,,,,,0.995208,,,,,,,,,,,,,da55b95b-fff1-45ca-9ccb-0f09c40874b5,2466,,"[59.1, 31.1]",3825781,80,,,,,-2.9147937,,Right Foot,,,,"[51.3, 29.3]",,Ground Pass,,8.004998,,,,Roberto Trashorras Gayoso,26848.0,,,,,2,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,,Right Center Forward,182,Rayo Vallecano,360,['07e42e97-b283-4b22-ac87-932f8f0e475d'],1,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:35:01.372,Pass,
