bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.933,,,,,,,,,,,36b85a72-8da8-4970-8b22-00c446dafe37,139,,"[76.0, 74.0]",7546,2,,-2.7233684,,,Right Foot,,,,"[67.0, 70.0]",Ground Pass,9.848858,,Christian Guillermo Martín Ramos Garagay,5530.0,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,7,Peru,784,['9c34e86a-b922-4be2-b5d9-337ca51df674'],3,,,,,,,,,,,,,,,,,,Peru,784,00:02:03.820,Pass,
,,,,,,,,,,,,,3.093,,,,,,,,,,,8bba02a0-5e02-4a39-bab9-15a463c6d69a,146,,"[76.0, 68.0]",7546,2,,-1.2618656,,,Right Foot,,,,"[91.0, 21.0]",High Pass,49.335587,Incomplete,Miguel Ángel Trauco Saavedra,5518.0,,True,,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,7,Peru,784,"['95c7a414-9425-4889-ba2d-f57c43d156cc', 'eb14ed52-2138-49fb-97e3-2551ed99ea7e']",8,,,,,,,,,,,,,,,,,,Peru,784,00:02:08.500,Pass,
,,,,,,,,,,,,,1.733,,,,,,,,,,,307eb6c6-f8c0-4bf1-a9df-e2e3e45a27a9,151,,"[88.0, 1.0]",7546,2,,0.41012734,,,,,,,"[111.0, 11.0]",High Pass,25.079872,Incomplete,José Paolo Guerrero Gonzáles,5535.0,,,,,Throw-in,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,8,Peru,784,"['2fe5ec60-e428-47bd-b3c5-509e4c9fb539', 'fd7f7785-f133-4c72-8ff3-6c5559eacafb']",52,,,,,,,,,,,,,,,,,,Peru,784,00:02:52.860,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,fd7f7785-f133-4c72-8ff3-6c5559eacafb,153,,"[10.0, 70.0]",7546,2,,1.2490457,,,Head,,,,"[12.0, 76.0]",Low Pass,6.3245554,,Kylian Mbappé Lottin,3009.0,,,,,Interception,1,Regular Play,Benjamin Pavard,5476.0,Right Back,9,France,771,"['307eb6c6-f8c0-4bf1-a9df-e2e3e45a27a9', 'a3578258-1689-4e15-b888-0eb44669afe2']",54,,,,,,,,,,,,,,,,,,France,771,00:02:54.593,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,0e9574d2-e91c-4297-aae4-35a67c67c070,160,,"[24.0, 77.0]",7546,3,,-1.1341692,,,Right Foot,,,,"[31.0, 62.0]",Ground Pass,16.552946,,N''Golo Kanté,3961.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Right Back,10,France,771,['40b164c5-2497-4676-b50a-6bc1b34993b9'],17,,,,,,,,,,,,,,,,,,France,771,00:03:17.593,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,aa39decd-b6a6-4d85-abc3-3b38a32b25da,163,,"[47.0, 61.0]",7546,3,,1.6332152,,,Left Foot,,,,"[46.0, 77.0]",Ground Pass,16.03122,,Benjamin Pavard,5476.0,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,10,France,771,['21f354bd-19a0-4c28-840b-7e629d52e5d6'],23,,,,,,,,,,,,,,,,,,France,771,00:03:23.913,Pass,
,,,,,,,,,,,,,0.6,,,,,,,,,,,93567d5a-d751-4235-8691-9ddc4e9daa6b,166,,"[50.0, 77.0]",7546,3,,-0.066568166,,,Right Foot,,,,"[65.0, 76.0]",Ground Pass,15.033297,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Right Back,10,France,771,['2798942e-f1f2-4d89-94a8-3cff09ed071a'],26,,,,,,,,,,,,,,,,,,France,771,00:03:26.353,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,66e04563-b1b2-480e-abf5-84d4ab574a86,169,,"[65.0, 76.0]",7546,3,,-2.896614,,,Right Foot,,,,"[53.0, 73.0]",Ground Pass,12.369317,,Benjamin Pavard,5476.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,10,France,771,"['58328bc6-4454-4f7d-84e5-2b5a20b5968a', '8f6ca7d5-ad6b-49ca-a2ad-f35c32fc76cd']",26,,,,,,,,,,,,,,,,,,France,771,00:03:26.953,Pass,True
,,,,,,,,,,,,,0.52,,,,,,,,,,,25ab530e-1536-446b-9044-2623c3d98457,172,,"[51.0, 72.0]",7546,3,,-1.4601392,,,Right Foot,,,,"[52.0, 63.0]",Ground Pass,9.055386,,N''Golo Kanté,3961.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Right Back,10,France,771,['4b0bc227-6290-4db6-a963-1c229a0e0840'],28,,,,,,,,,,,,,,,,,,France,771,00:03:28.513,Pass,
,,,,,,,,,,,,,3.413,,,,,,,,,,,db5ae09d-ca8d-49dd-a7fd-437840f64cdf,176,,"[51.0, 60.0]",7546,3,,-1.0738277,,,Left Foot,,,,"[83.0, 1.0]",Low Pass,67.11929,Out,Blaise Matuidi,4375.0,,True,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,10,France,771,"['1e8cc0c6-fe44-4dd9-b30d-f531a15404c8', '581541b8-52cb-4187-b522-ed57eaa0f411']",30,,,,,,,,,,,,,,,,,,France,771,00:03:30.580,Pass,True
,,,,,,,,,,,,,1.72,,,,,,,,,,,9c74de4c-9a6b-44a6-8047-93df4029514e,178,,"[36.0, 80.0]",7546,3,,-0.10673567,,,,,,,"[64.0, 77.0]",High Pass,28.160255,,José Paolo Guerrero Gonzáles,5535.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,11,Peru,784,['6f88e80b-4801-4978-82e9-502d485b390a'],53,,,,,,,,,,,,,,,,,,Peru,784,00:03:53.220,Pass,
,,,,,,,,,,,,,1.88,,,,,,,,,,,bdf14228-42f8-4547-97cc-7af7be44be0e,180,,"[64.0, 77.0]",7546,3,,-0.7378151,,,Head,,,,"[75.0, 67.0]",High Pass,14.866069,Incomplete,Christian Alberto Cueva Bravo,5519.0,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,11,Peru,784,"['69363b14-5785-4cbc-b58e-8f328653f51d', '6b5444fc-212d-427e-881c-fa1ec9386afe']",54,,,,,,,,,,,,,,,,,,Peru,784,00:03:54.940,Pass,
,,,,,,,,,,,,,3.8,,,,,,,,,,,6b5444fc-212d-427e-881c-fa1ec9386afe,182,,"[46.0, 14.0]",7546,3,,0.0,,,Right Foot,,,,"[66.0, 14.0]",High Pass,20.0,Incomplete,Paul Pogba,20004.0,,,,,Recovery,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,11,Peru,784,"['370abee8-1cf2-4dbc-bc62-b70bcf8842b1', '4723dbdf-dcab-4da6-a93c-19d0567638d6', 'bdf14228-42f8-4547-97cc-7af7be44be0e']",56,,,,,,,,,,,,,,,,,,France,771,00:03:56.820,Pass,
,,,,,,,,,,,,,2.16,,,,,,,,,,,4723dbdf-dcab-4da6-a93c-19d0567638d6,185,,"[54.0, 67.0]",7546,4,True,-0.6435011,,,,,,,"[58.0, 64.0]",High Pass,5.0,,Víctor Yoshimar Yotún Flores,5529.0,,,,,Recovery,1,From Throw In,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,11,Peru,784,"['6b5444fc-212d-427e-881c-fa1ec9386afe', '8a75deab-2b7a-474d-b259-1f27cf481f4c', 'aad257d3-bcc9-4012-aebe-a2fd8e826b87']",0,,,,,,,,,,,,,,,,,,Peru,784,00:04:00.620,Pass,True
,,,,,,,,,,,,,0.653,,,,,,,,,,,ceeb772d-9726-49af-8c34-9278a3bb4009,187,,"[57.0, 64.0]",7546,4,,-2.55359,,,Right Foot,,,,"[54.0, 62.0]",Ground Pass,3.6055512,,Pedro Jesús Aquino Sánchez,5526.0,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,11,Peru,784,['049d48c8-2224-4337-a7d6-218c1d08449e'],2,,,,,,,,,,,,,,,,,,Peru,784,00:04:02.780,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,9b3e0209-8669-46ce-8edb-0a66ae1ffc3b,193,,"[48.0, 78.0]",7546,4,,-0.047583103,,,Right Foot,,,,"[69.0, 77.0]",High Pass,21.023796,Incomplete,Christian Alberto Cueva Bravo,5519.0,,,,,,1,From Throw In,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,11,Peru,784,"['53f9dbb8-b070-44ff-8b90-9afae7d8f5d5', '5cb35880-8e3c-4bb0-967a-4327e73035a1', '5e620e83-8e2e-42ff-887b-717066501f5f']",6,,,,,,,,,,,,,,,,,,Peru,784,00:04:06.420,Pass,True
,,,,,,,,,,,,,1.253,,,,,,,,,,,5e620e83-8e2e-42ff-887b-717066501f5f,195,,"[52.0, 4.0]",7546,4,,-0.049958397,,,Left Foot,,,,"[72.0, 3.0]",Low Pass,20.024984,Out,Antoine Griezmann,5487.0,,,,,Recovery,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,11,Peru,784,"['9b3e0209-8669-46ce-8edb-0a66ae1ffc3b', 'ae101c6d-5f10-4650-a7e8-5281364de27d']",7,,,,,,,,,,,,,,,,,,France,771,00:04:07.820,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,35dfc80c-09d1-434b-8eb2-3e2ec638eb72,197,,"[47.0, 80.0]",7546,4,,-0.23374318,,,,,,,"[68.0, 75.0]",High Pass,21.587032,,José Paolo Guerrero Gonzáles,5535.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,12,Peru,784,['615bc6e9-78d3-4038-badc-1f088279f774'],34,,,,,,,,,,,,,,,,,,Peru,784,00:04:34.100,Pass,
,,,,,,,,,,,,,0.68,,,,,,,,,,,84307517-2df8-4315-87cf-34a3a005d7c5,200,,"[69.0, 75.0]",7546,4,,-1.9513026,,,Other,,,,"[67.0, 70.0]",Low Pass,5.3851647,,André Martín Carrillo Díaz,3632.0,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,12,Peru,784,['0d6fffcb-9abd-4cae-b532-fe0f341c4374'],35,,,,,,,,,,,,,,,,,,Peru,784,00:04:35.540,Pass,
,,,,,,,,,,,,,1.853,,,,,,,,,,,bc97ee4b-b69a-4303-ad5f-00f5a2d39395,209,,"[65.0, 46.0]",7546,4,,-1.7294515,,,Left Foot,,,,"[61.0, 21.0]",Ground Pass,25.317978,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,12,Peru,784,['81e41f2e-e168-4b6f-93c1-e1324cdaa623'],40,,,,,,,,,,,,,,,,,,Peru,784,00:04:40.060,Pass,
,,,,,,,,,,,,,1.013,,,,,,,,,,,9e90e19a-d442-458b-8692-aaa17ed39dbf,213,,"[62.0, 23.0]",7546,4,,0.11065722,,,Left Foot,,,,"[71.0, 24.0]",Ground Pass,9.055386,,Édison Michael Flores Peralta,5525.0,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,12,Peru,784,"['38cf3579-8100-42a1-a99f-21d0fd0cda13', 'c39a2c43-0132-4f3e-84d8-e498947a0164']",42,,,,,,,,,,,,,,,,,,Peru,784,00:04:42.900,Pass,True
,,,,,,,,,,,,,1.28,,,,,,,,,,,481bf1b2-d532-46cb-86ba-b86f673cdbcd,217,,"[76.0, 15.0]",7546,4,,-0.9272952,,,Left Foot,,,,"[85.0, 3.0]",Ground Pass,15.0,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,12,Peru,784,"['0047ccef-4778-4930-9605-5c61e3ba4cb1', '9ca931c3-9b71-4f1c-b0ce-6b48b5ff0e07']",45,,,,,,,,,,,,,,,,,,Peru,784,00:04:45.740,Pass,True
,,,,,,,,,,,,,1.853,,,,,,,,,,,00158ab9-ac40-4fa4-86f3-39969639ca63,221,,"[85.0, 3.0]",7546,4,,1.6233793,,,Right Foot,,,,"[84.0, 22.0]",Ground Pass,19.026299,Incomplete,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,12,Peru,784,"['103194d2-e704-499c-8b84-a1b32182bbc4', '31b6a692-7003-44e8-b754-e171915f3812']",47,,,,,,,,,,,,,,,,,,Peru,784,00:04:47.020,Pass,True
,,,,,,,True,,,,,,0.92,,,,,,,,,,,31b6a692-7003-44e8-b754-e171915f3812,222,,"[37.0, 59.0]",7546,4,,0.2914568,,,Left Foot,,,,"[47.0, 62.0]",Ground Pass,10.440307,,Antoine Griezmann,5487.0,,,,,Interception,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,13,France,771,"['00158ab9-ac40-4fa4-86f3-39969639ca63', '0207e85c-de51-4283-ab87-fb227babf87a']",48,,,,,,,,,,,,,,,,,,France,771,00:04:48.873,Pass,
,,,,,,,,,,,,,0.56,,,,,,,,,,,6979dde0-210c-4f2f-aeb5-248ad06c291c,230,,"[44.0, 77.0]",7546,4,,0.0,,,Right Foot,,,,"[51.0, 77.0]",Ground Pass,7.0,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,13,France,771,"['b0340545-001f-4a8f-9ab6-c68733ec56a3', 'b743938b-8829-4a3a-9c71-5a4349893fa9']",51,,,,,,,,,,,,,,,,,,France,771,00:04:51.833,Pass,True
,,,,,,,,,,,,,0.213,,,,,,,,,,,adc57e30-2cca-48bc-8dac-00dc9640ffdb,233,,"[49.0, 77.0]",7546,4,,0.19739556,,True,Left Foot,,,,"[54.0, 78.0]",Ground Pass,5.0990195,Incomplete,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,13,France,771,"['517f1d34-de47-4a1c-b8ce-beb7e33123e5', '9a1957c5-5a8b-480f-be12-e3881cee21c0', 'b743938b-8829-4a3a-9c71-5a4349893fa9']",52,,,,,,,,,,,,,,,,,,France,771,00:04:52.860,Pass,True
,,,,,,,,,,,,,1.693,,,,,,,,,,,d80c7e62-0157-42c2-bcf8-edb2c93c41fe,236,,"[48.0, 79.0]",7546,4,,-2.3864882,,,,,,,"[31.0, 63.0]",Low Pass,23.345236,,Raphaël Varane,5485.0,,,,,Throw-in,1,From Throw In,Benjamin Pavard,5476.0,Right Back,14,France,771,['aa371ec8-6e17-41e1-a0d9-c5fb7c9ca657'],59,,,,,,,,,,,,,,,,,,France,771,00:04:59.420,Pass,
,,,,,,,,,,,,,1.84,,,,,,,,,,,454afaf4-2370-428c-9012-7afd502166ff,239,,"[31.0, 61.0]",7546,5,,-1.5707964,,,Right Foot,,,,"[31.0, 19.0]",Ground Pass,42.0,,Samuel Yves Umtiti,5492.0,,True,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,14,France,771,['6d9822f1-2c28-48f0-a8ac-58fcc446d599'],2,,,,,,,,,,,,,,,,,,France,771,00:05:02.553,Pass,
,,,,,,,,,,,,,1.48,,,,,,,,,,,fd0aa222-08ac-4260-9fea-3abf6bc4703e,242,,"[29.0, 14.0]",7546,5,,-0.5028432,,,Right Foot,,,,"[49.0, 3.0]",Ground Pass,22.825424,,Lucas Hernández Pi,5484.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,14,France,771,['0b59ae0e-54e5-4402-bb4e-cdb8db00797e'],5,,,,,,,,,,,,,,,,,,France,771,00:05:05.673,Pass,
,,,,,,,,,,,,,3.24,,,,,,,,,,,e26988e9-9aea-44c9-b5b5-8ef6f86c9051,245,,"[54.0, 3.0]",7546,5,,0.4911636,,,Left Foot,,,,"[97.0, 26.0]",High Pass,48.76474,Incomplete,Olivier Giroud,3604.0,,,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,14,France,771,"['733c76c9-2d48-4f7b-989a-97459ff2daa8', '92d50ce6-cd75-4296-beac-d29c441c8dc5']",8,,,,,,,,,,,,,,,,,,France,771,00:05:08.633,Pass,
,,,,,,,,,,,,,0.653,,,,,,,,,,,3d1eca5a-3b62-40a2-8cfa-9e7a5af13e42,249,,"[25.0, 51.0]",7546,5,,-0.19739556,,,Right Foot,,,,"[30.0, 50.0]",Ground Pass,5.0990195,,Pedro Jesús Aquino Sánchez,5526.0,,,,,,1,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,15,Peru,784,['a89e3b07-f02c-4430-b97a-d99f8d2645ca'],13,,,,,,,,,,,,,,,,,,Peru,784,00:05:13.940,Pass,
,,,,,,,,,,,,,1.453,,,,,,,,,,,4d769a79-096f-4fa8-8f6e-d76b8df4f021,252,,"[30.0, 51.0]",7546,5,,-1.5707964,,,Right Foot,,,,"[30.0, 27.0]",Ground Pass,24.0,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,['68ca0601-1834-48f4-b3ff-4118d20a8ee8'],15,,,,,,,,,,,,,,,,,,Peru,784,00:05:15.700,Pass,
,,,,,,,,,,,,,1.333,,,,,,,,,,,f0b5085c-09d8-4f6f-a8d5-42e90e3a0401,255,,"[38.0, 19.0]",7546,5,,1.706324,,,Left Foot,,,,"[35.0, 41.0]",Ground Pass,22.203604,,Pedro Jesús Aquino Sánchez,5526.0,,,,,,1,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,15,Peru,784,['4d20c16b-6019-411d-9832-19d776bab21f'],20,,,,,,,,,,,,,,,,,,Peru,784,00:05:20.060,Pass,
,,,,,,,,,,,,,2.533,,,,,,,,,,,265b211a-b1b8-4ccf-b942-41c4f1890825,258,,"[36.0, 42.0]",7546,5,,1.4501727,,,Right Foot,,,,"[40.0, 75.0]",Ground Pass,33.24154,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,['81c41a61-89f4-4f20-b51d-2f25ce39c960'],22,,,,,,,,,,,,,,,,,,Peru,784,00:05:22.820,Pass,
,,,,,,,,,,,,,1.853,,,,,,,,,,,7084fbc2-6e1b-4189-8878-0253d1ad28b0,262,,"[42.0, 75.0]",7546,5,,0.19739556,,,Right Foot,,,,"[62.0, 79.0]",High Pass,20.396078,,André Martín Carrillo Díaz,3632.0,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,15,Peru,784,"['736e0bc5-7019-4763-a128-0bd5a4bd8512', '95cf63e8-0baa-4b57-9e43-035cc3a6927d']",26,,,,,,,,,,,,,,,,,,Peru,784,00:05:26.780,Pass,True
,,,,,,,,,,,,,0.64,,,,,,,,,,,0be033b5-cda5-45f2-965f-dec2a585d2e7,270,,"[67.0, 69.0]",7546,5,,2.55359,,,Left Foot,,,,"[64.0, 71.0]",Ground Pass,3.6055512,,André Martín Carrillo Díaz,3632.0,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,15,Peru,784,['eadd30bc-225b-43bd-b680-3dab31a61086'],30,,,,,,,,,,,,,,,,,,Peru,784,00:05:30.753,Pass,
,,,,,,,,,,,,,0.813,,,,,,,,,,,7a338b37-5253-4aef-8628-97c9c706f9ad,274,,"[68.0, 66.0]",7546,5,,-0.7853982,,,Right Foot,,,,"[74.0, 60.0]",Ground Pass,8.485281,,José Paolo Guerrero Gonzáles,5535.0,,,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,15,Peru,784,"['74375496-ee7d-4279-9e6d-f6abddb71cd0', 'ca4cce23-d693-49f1-93a3-405b89b98dbb']",33,,,,,,,,,,,,,,,,,,Peru,784,00:05:33.220,Pass,True
,,,,,,,,,,,,,0.853,,,,,,,,,,,646715fd-9afd-4c74-9304-104e38e4ee5e,281,,"[52.0, 28.0]",7546,5,,-1.4601392,,,Right Foot,,,,"[53.0, 19.0]",Ground Pass,9.055386,,Paul Pogba,20004.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,15,Peru,784,['d325d2b9-ec55-4fb6-8e79-43a74feb619b'],37,,,,,,,,,,,,,,,,,,France,771,00:05:37.500,Pass,
,,,,,,,,,,,,,1.747,,,,,,,,,,,eca4f08f-a724-49a0-850d-1e0705834dc5,285,,"[52.0, 20.0]",7546,5,,0.9272952,,,Right Foot,,,,"[76.0, 52.0]",Low Pass,40.0,Incomplete,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,15,Peru,784,"['1597b798-bd0d-4c65-b17c-a796747acab5', '8bb36784-ec93-4d7a-8128-a76854e60ea8', 'ec7b2c93-91aa-4008-bdac-1a45b3155c68']",39,,,,,,,,,,,,,,,,,,France,771,00:05:39.433,Pass,True
,,,,,,,,,,,,,2.053,,,,,,,,,,,ec7b2c93-91aa-4008-bdac-1a45b3155c68,287,,"[45.0, 29.0]",7546,5,,1.1824776,,,Head,,,,"[54.0, 51.0]",High Pass,23.769728,,Pedro Jesús Aquino Sánchez,5526.0,,,,,Recovery,1,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,15,Peru,784,"['dd06b54c-264b-4ae7-a09c-795421a842cb', 'eca4f08f-a724-49a0-850d-1e0705834dc5']",41,,,,,,,,,,,,,,,,,,Peru,784,00:05:41.180,Pass,
,,,,,,,,,,,,,1.053,,,,,,,,,,,6e160811-52e6-4486-9f68-0fa3130902db,290,,"[56.0, 48.0]",7546,5,,-1.2924967,c180e53f-8a50-4e94-85c2-be9faa90dd21,,Right Foot,,,,"[58.0, 41.0]",Ground Pass,7.28011,,Víctor Yoshimar Yotún Flores,5529.0,True,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,['4a459715-ebd6-4c0d-8094-b32df20ad81d'],44,,,,,,,,,,,,,,,,,,Peru,784,00:05:44.380,Pass,
,,,,,,,,,,,,,2.093,,,,,,,,,,,81192b3b-06d9-48b0-835b-c598b4602f6a,296,,"[7.0, 46.0]",7546,5,,1.1071488,,,Right Foot,,,,"[15.0, 62.0]",Ground Pass,17.888544,,Raphaël Varane,5485.0,,,,,Goal Kick,1,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,16,France,771,['90b725d4-c5cd-4542-a835-43548e655395'],57,,,,,,,,,,,,,,,,,,France,771,00:05:57.660,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,5f5ec371-26d4-46f2-b3fd-d86530246707,299,,"[23.0, 65.0]",7546,6,,0.7419473,,,Left Foot,,,,"[35.0, 76.0]",Ground Pass,16.27882,,Benjamin Pavard,5476.0,,,,,,1,From Goal Kick,Raphaël Varane,5485.0,Right Center Back,16,France,771,['2d35e788-2da0-4019-8586-3ed5259521e0'],1,,,,,,,,,,,,,,,,,,France,771,00:06:01.753,Pass,
,,,,,,,,,,,,,1.119,,,,,,,,,,,318dfc70-f6a7-4d36-beb2-b9cb658cfd14,302,,"[35.0, 73.0]",7546,6,,-1.0390723,,,Right Foot,,,,"[45.0, 56.0]",Ground Pass,19.723083,,N''Golo Kanté,3961.0,,,,,,1,From Goal Kick,Benjamin Pavard,5476.0,Right Back,16,France,771,['95bc66b5-c695-422a-ad61-e6c4328cdec4'],4,,,,,,,,,,,,,,,,,,France,771,00:06:04.713,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,57f64541-5f36-4ee3-988f-8cb189df8abc,306,,"[45.0, 56.0]",7546,6,,2.9889433,,,Right Foot,,,,"[32.0, 58.0]",Ground Pass,13.152946,,Raphaël Varane,5485.0,,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,16,France,771,"['3fbea23f-6c7c-4647-88e2-5e18dc639f18', 'db04e4ef-37aa-40d5-866b-3afdda301f3c']",5,,,,,,,,,,,,,,,,,,France,771,00:06:05.953,Pass,True
,,,,,,,,,,,,,1.413,,,,,,,,,,,38462aa7-1dd2-48c5-b5f4-6528c5421e37,309,,"[44.0, 57.0]",7546,6,,1.1284221,,,Right Foot,,,,"[53.0, 76.0]",Ground Pass,21.023796,,Benjamin Pavard,5476.0,,,,,,1,From Goal Kick,Raphaël Varane,5485.0,Right Center Back,16,France,771,['0166c25f-dd95-4d61-b702-4a09e71c2fbc'],11,,,,,,,,,,,,,,,,,,France,771,00:06:11.340,Pass,
,,,,,,,,,,,,,0.72,,,,,,,,,,,e329cd1d-0701-4d71-8515-36a1356cfa58,312,,"[55.0, 76.0]",7546,6,,0.071307465,,,Right Foot,,,,"[69.0, 77.0]",Ground Pass,14.035668,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Goal Kick,Benjamin Pavard,5476.0,Right Back,16,France,771,['fe301986-1708-4570-bf9e-5019466258f8'],13,,,,,,,,,,,,,,,,,,France,771,00:06:13.873,Pass,
,,,,,,,,,,,,,1.16,,,,,,,,,,,e75e2a6d-1e82-4e0d-a1b4-111c3b16dde3,315,,"[69.0, 77.0]",7546,6,,-3.0916343,,,Right Foot,,,,"[49.0, 76.0]",Ground Pass,20.024984,,Benjamin Pavard,5476.0,,,,,,1,From Goal Kick,Kylian Mbappé Lottin,3009.0,Right Wing,16,France,771,['a43db406-0385-47ce-902b-689594005c68'],15,,,,,,,,,,,,,,,,,,France,771,00:06:15.193,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,cf3db0f1-de06-4ce3-87e2-18898f7791f0,318,,"[45.0, 72.0]",7546,6,,-2.5308666,,,Right Foot,,,,"[35.0, 65.0]",Ground Pass,12.206555,,Raphaël Varane,5485.0,,,,,,1,From Goal Kick,Benjamin Pavard,5476.0,Right Back,16,France,771,['98756dc3-f528-4d41-9d87-43c2eb4cfdf6'],17,,,,,,,,,,,,,,,,,,France,771,00:06:17.512,Pass,
,,,,,,,,,,,,,3.32,,,,,,,,,,,01cf2003-47c3-4fb6-9bfb-1122cd09227c,321,,"[34.0, 64.0]",7546,6,,-1.0876707,,,Left Foot,,,,"[66.0, 3.0]",High Pass,68.88396,,Lucas Hernández Pi,5484.0,,True,,,,1,From Goal Kick,Raphaël Varane,5485.0,Right Center Back,16,France,771,['bb717280-c937-4035-8b0a-1eb75f1b7ac8'],19,,,,,,,,,,,,,,,,,,France,771,00:06:19.913,Pass,
