bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.56,,,,,,,,,,,1f891f55-2b0d-4d0e-a65e-1e08fe27e318,3166,,"[65.0, 26.0]",7546,74,,2.5829933,,,Right Foot,,,,"[57.0, 31.0]",Ground Pass,9.433981,,N''Golo Kanté,3961.0,,,,,,2,From Goal Kick,Paul Pogba,20004.0,Left Center Midfield,153,France,771,"['18eea771-9cc6-4481-91e4-8b361101b348', 'bfbaabb4-f721-41c7-a389-15fc9d3c68e9']",47,,,,,,,,,,,,,,,,,,France,771,00:29:47.733,Pass,True
,,,,,,,,,,,,,1.04,,,,,,,,,,,fdc805fc-4fbd-4e40-9dd9-5f1ee512357b,3169,,"[59.0, 24.0]",7546,74,,-0.348771,,,Right Foot,,,,"[81.0, 16.0]",Ground Pass,23.409399,,Blaise Matuidi,4375.0,,,,,,2,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,153,France,771,['4a8103e9-62b9-4311-8c57-28d5a1bb76df'],51,,,,,,,,,,,,,,,,,,France,771,00:29:51.973,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,15c10bbd-1e68-45a7-8084-800f96aa23bd,3172,,"[81.0, 16.0]",7546,74,,-1.735945,,,Left Foot,,,,"[79.0, 4.0]",Ground Pass,12.165525,,Lucas Hernández Pi,5484.0,,,,,,2,From Goal Kick,Blaise Matuidi,4375.0,Left Wing,153,France,771,['ee396726-cd3a-4d91-8ab9-ebc2496bfe5a'],53,,,,,,,,,,,,,,,,,,France,771,00:29:53.493,Pass,
,,,,,,,,,,,,,0.933,,,,,,,,,,,9ba3b4fd-6a4d-4583-80c2-c5ea61a6607c,3178,,"[111.0, 1.0]",7546,75,,1.670465,,,,,,,"[110.0, 11.0]",Low Pass,10.049875,,Blaise Matuidi,4375.0,,,,,Throw-in,2,From Throw In,Lucas Hernández Pi,5484.0,Left Back,154,France,771,['86bc262a-b763-42c0-8c2a-5d07547cb1c9'],9,,,,,,,,,,,,,,,,,,France,771,00:30:09.880,Pass,
,,,,,,,,,,,,,0.787,,,,,,,,,,,68b546e7-14e9-4af2-a54d-b93fd1f8266f,3182,,"[119.0, 13.0]",7546,75,,1.8313987,,,Left Foot,,,,"[115.0, 28.0]",Ground Pass,15.524175,Incomplete,Olivier Giroud,3604.0,,,,,,2,From Throw In,Blaise Matuidi,4375.0,Left Wing,154,France,771,"['b4008e55-dce8-40c4-b50c-fef6677cb667', 'c52e9fa2-02ac-4508-bd6f-63fcd7ed2a78']",14,,,,,,,,,,,,,,,,,,France,771,00:30:14.733,Pass,
,,,,,,,,,,,,,1.56,,,,,,,,,,,b5c60a22-a0f1-4d99-93b9-b619d30c6357,3185,,"[94.0, 1.0]",7546,75,,0.24497867,,,,,,,"[114.0, 6.0]",Low Pass,20.615528,,Olivier Giroud,3604.0,,,,,Throw-in,2,From Throw In,Lucas Hernández Pi,5484.0,Left Back,155,France,771,['5ce4bfc4-712f-451e-b489-15de698db1a9'],32,,,,,,,,,,,,,,,,,,France,771,00:30:32.013,Pass,
,,,,,,,,,,,,,3.333,,,,,,,,,,,f84b2233-82bf-477d-abb5-ba8669a6b354,3190,,"[118.0, 10.0]",7546,75,,2.8526173,,,Left Foot,,,,"[81.0, 21.0]",High Pass,38.600517,,N''Golo Kanté,3961.0,,,,,,2,From Throw In,Olivier Giroud,3604.0,Center Forward,155,France,771,"['55923009-4968-46ed-9ac5-10235aab6a91', 'a9868f96-8102-4643-8fdc-b82578f3431d']",41,,,,,,,,,,,,,,,,,,France,771,00:30:41.120,Pass,True
,,,,,,,,,,,,,0.999,,,,,,,,,,,8b1a886f-f3c0-4bab-b950-55efafb4c7be,3192,,"[77.0, 22.0]",7546,75,,-2.7928216,,,Head,,,,"[66.0, 18.0]",Low Pass,11.7046995,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,155,France,771,['21305c01-3d2a-40d1-8d66-87d5de0d02f2'],44,,,,,,,,,,,,,,,,,,France,771,00:30:44.453,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,211d108e-27a2-4f67-b770-c3b1eed87786,3195,,"[59.0, 14.0]",7546,75,,1.8766752,,,Right Foot,,,,"[53.0, 33.0]",Ground Pass,19.924858,,Raphaël Varane,5485.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,155,France,771,['25cac524-a840-48bd-9133-1951f33f4bfc'],46,,,,,,,,,,,,,,,,,,France,771,00:30:46.933,Pass,
,,,,,,,,,,,,,1.813,,,,,,,,,,,bb85218b-68e5-4e2c-955f-c337f578c6e0,3198,,"[58.0, 56.0]",7546,75,,1.5707964,,,Left Foot,,,,"[58.0, 77.0]",Ground Pass,21.0,,Benjamin Pavard,5476.0,,,,,,2,From Throw In,Raphaël Varane,5485.0,Right Center Back,155,France,771,['7daeaf15-cb9e-427a-a440-31dbe5e447c2'],53,,,,,,,,,,,,,,,,,,France,771,00:30:53.440,Pass,
,,,,,,,,,,,,,4.36,,,,,,,,,,,6b0cb32d-c9aa-443f-9912-e644a3a73ca0,3202,,"[57.0, 78.0]",7546,75,,-2.6686862,,,Right Foot,,,,"[14.0, 56.0]",Ground Pass,48.30114,,Hugo Lloris,3099.0,,,,,,2,From Throw In,Benjamin Pavard,5476.0,Right Back,155,France,771,"['0a30a2a0-8092-429b-bc25-134f31293b13', '8cb027ef-77ef-4ac7-bcff-da2425c8499b']",56,,,,,,,,,,,,,,,,,,France,771,00:30:56.053,Pass,True
,,,,,,,,,,,,,3.986,,,,,,,,,,,fee88ca1-d8f3-42ce-a5fa-919c59c8845f,3205,,"[14.0, 56.0]",7546,76,,-0.28858736,,,Left Foot,,,,"[78.0, 37.0]",High Pass,66.760765,,Blaise Matuidi,4375.0,,,,,,2,From Throw In,Hugo Lloris,3099.0,Goalkeeper,155,France,771,['67f436cd-d846-4433-8971-aaf3b1b76b07'],0,,,,,,,,,,,,,,,,,,France,771,00:31:00.733,Pass,
,,,,,,,,,,,,,2.173,,,,,,,,,,,fcec9b5c-30ad-4ad7-a010-d9577f89e331,3208,,"[94.0, 39.0]",7546,76,True,-0.08314123,,,,,,,"[106.0, 38.0]",High Pass,12.0415945,Incomplete,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Blaise Matuidi,4375.0,Left Wing,155,France,771,"['64d6a09b-2b96-409f-8ae2-6c05879eb831', '9cc6b39e-8305-4eb1-a49c-c3f5951579b3', 'b3fec9c7-852a-4084-8cfa-59b0bc35f952']",4,,,,,,,,,,,,,,,,,,France,771,00:31:04.720,Pass,True
,,,,,,,,,,,,,1.853,,,,,,,,,,,f0417acf-d22e-4a6f-bbaf-c44d20111a07,3212,,"[15.0, 43.0]",7546,76,,-1.1659045,,,Keeper Arm,,,,"[21.0, 29.0]",Ground Pass,15.231546,,Anderson Santamaría Bardales,5738.0,,,,,,2,Regular Play,Pedro David Gallese Quiróz,5528.0,Goalkeeper,156,Peru,784,['5394adfa-9888-49dd-88bb-b65acc5188c0'],10,,,,,,,,,,,,,,,,,,Peru,784,00:31:10.720,Pass,
,,,,,,,,,,,,,1.813,,,,,,,,,,,b009b527-b2f2-40b3-b19a-b34ee15271bd,3215,,"[34.0, 36.0]",7546,76,,1.3439975,,,Right Foot,,,,"[37.0, 49.0]",Ground Pass,13.341664,,Christian Guillermo Martín Ramos Garagay,5530.0,,,,,,2,Regular Play,Anderson Santamaría Bardales,5738.0,Left Center Back,156,Peru,784,['16981b76-d127-4f05-be0d-0f37c0f91316'],16,,,,,,,,,,,,,,,,,,Peru,784,00:31:16.560,Pass,
,,,,,,,,,,,,,1.16,,,,,,,,,,,34bee0d3-6bdb-4a36-b594-31adcfb63c92,3218,,"[48.0, 57.0]",7546,76,,2.0988708,,,Left Foot,,,,"[41.0, 69.0]",Ground Pass,13.892444,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,,2,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,156,Peru,784,['190d56d5-491c-43d9-a80e-49452d8f68b0'],20,,,,,,,,,,,,,,,,,,Peru,784,00:31:20.653,Pass,
,,,,,,,,,,,,,1.493,,,,,,,,,,,71a95f6a-6aa1-4914-803b-ddefc7c2b1ec,3222,,"[47.0, 69.0]",7546,76,,-2.2794225,,,Right Foot,,,,"[35.0, 55.0]",Ground Pass,18.439089,,Christian Guillermo Martín Ramos Garagay,5530.0,,,,,,2,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,156,Peru,784,"['bf26e000-b3b6-4c18-9c91-2eda0ef43069', 'ec1a1965-bf01-4014-b208-75db43a6452b']",24,,,,,,,,,,,,,,,,,,Peru,784,00:31:24.040,Pass,True
,,,,,,,,,,,,,2.573,,,,,,,,,,,b93839bb-fdb7-4614-aa59-1856b56cb02a,3225,,"[34.0, 54.0]",7546,76,,-2.4733033,,,Right Foot,,,,"[15.0, 39.0]",Ground Pass,24.207438,,Pedro David Gallese Quiróz,5528.0,,,,,,2,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,156,Peru,784,['68d5fdb3-ad87-46db-9f97-e55ece4a2fe2'],26,,,,,,,,,,,,,,,,,,Peru,784,00:31:26.280,Pass,
,,,,,,,,,,,,,1.293,,,,,,,,,,,feed3be6-e632-466f-96d7-1fc0bbbf578f,3229,,"[17.0, 39.0]",7546,76,,-1.199905,,,Left Foot,,,,"[24.0, 21.0]",Ground Pass,19.313208,,Anderson Santamaría Bardales,5738.0,,,,,,2,Regular Play,Pedro David Gallese Quiróz,5528.0,Goalkeeper,156,Peru,784,['c212cc87-d865-4d9e-a7e6-ed4c1950e3c8'],30,,,,,,,,,,,,,,,,,,Peru,784,00:31:30.360,Pass,
,,,,,,,,,,,,,1.613,,,,,,,,,,,c5b05e6d-3cad-4ad4-bc75-0bbf0c446c72,3232,,"[28.0, 25.0]",7546,76,,-1.0370882,,,Right Foot,,,,"[41.0, 3.0]",Ground Pass,25.553865,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,2,Regular Play,Anderson Santamaría Bardales,5738.0,Left Center Back,156,Peru,784,['bf74a215-6f65-4dd2-b592-96b03269761b'],33,,,,,,,,,,,,,,,,,,Peru,784,00:31:33.200,Pass,
,,,,,,,,,,,,,1.173,,,,,,,,,,,e090f70a-8551-468e-8f27-5bfc21445e44,3235,,"[42.0, 3.0]",7546,76,,2.427502,,,Left Foot,,,,"[27.0, 16.0]",Ground Pass,19.849434,,Anderson Santamaría Bardales,5738.0,,,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,156,Peru,784,['047ef70e-613a-4479-a1ba-c2acd8d21676'],35,,,,,,,,,,,,,,,,,,Peru,784,00:31:35.760,Pass,
,,,,,,,,,,,,,1.493,,,,,,,,,,,fdf820c4-c080-481c-bebb-dfd61f6d1862,3238,,"[28.0, 20.0]",7546,76,,0.8379812,,,Right Foot,,,,"[46.0, 40.0]",Ground Pass,26.907248,,Pedro Jesús Aquino Sánchez,5526.0,,,,,,2,Regular Play,Anderson Santamaría Bardales,5738.0,Left Center Back,156,Peru,784,['c472c0d0-e979-49de-b34f-bc020d96d259'],37,,,,,,,,,,,,,,,,,,Peru,784,00:31:37.920,Pass,
,,,,,,,,,,,,,1.773,,,,,,,,,,,eec55323-fa9c-48e6-8b27-86ba8515ad3e,3241,,"[57.0, 28.0]",7546,76,,-1.5707964,,,Right Foot,,,,"[57.0, 3.0]",Ground Pass,25.0,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,2,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,156,Peru,784,['d3abd16a-db97-453f-bb26-59a5ced38801'],42,,,,,,,,,,,,,,,,,,Peru,784,00:31:42.960,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,1fcab20c-9f94-4dc7-a9f1-5f70f4965197,3244,,"[57.0, 4.0]",7546,76,,1.8925469,,,Left Foot,,,,"[54.0, 13.0]",Ground Pass,9.486833,,Édison Michael Flores Peralta,5525.0,,,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,156,Peru,784,['5d9a7113-36eb-4d8d-824e-50a03317d7db'],44,,,,,,,,,,,,,,,,,,Peru,784,00:31:44.733,Pass,
,,,,,,,,,,,,,2.693,,,,,,,,,,,191bfeeb-e7d9-4ac3-b086-72505db84ee7,3247,,"[58.0, 13.0]",7546,76,,1.5920697,,,Left Foot,,,,"[57.0, 60.0]",High Pass,47.010635,,Luis Jan Piers Advíncula Castrillón,5521.0,,True,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Defensive Midfield,156,Peru,784,['40943cc9-2d06-4f5d-95f3-e89a98cbff60'],46,,,,,,,,,,,,,,,,,,Peru,784,00:31:46.760,Pass,
,,,,,,,,,,,,,1.173,,,,,,,,,,,8f258fc5-d3b2-429c-8600-88b058ba70d4,3250,,"[58.0, 64.0]",7546,76,,0.66104317,,,Right Foot,,,,"[76.0, 78.0]",Ground Pass,22.803509,,André Martín Carrillo Díaz,3632.0,,,,,,2,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,156,Peru,784,['e1ea9680-732c-4f31-bcb1-3e8661c8ef76'],50,,,,,,,,,,,,,,,,,,Peru,784,00:31:50.800,Pass,
,,,,,,,,,,,,,3.133,,,,,,,,,,,578a38b3-4302-4d70-817f-d7a2473d47f9,3254,,"[80.0, 75.0]",7546,76,,0.15991312,,,Right Foot,,,,"[111.0, 80.0]",Low Pass,31.400637,Out,Christian Alberto Cueva Bravo,5519.0,,,,,,2,Regular Play,André Martín Carrillo Díaz,3632.0,Right Wing,156,Peru,784,"['8f7c0c44-afda-4993-986b-8fe4dc32220f', 'b8c305bf-3d53-49b2-ada0-2e7cd1c22e92']",56,,,,,,,,,,,,,,,,,,Peru,784,00:31:56.680,Pass,True
,,,,,,,,,,,,,1.6,,,,,,,,,,,fee78c5d-a579-4d03-924c-38b5c2f47fea,3256,,"[20.0, 1.0]",7546,77,,0.20749623,,,,,,,"[39.0, 5.0]",High Pass,19.416489,Incomplete,Olivier Giroud,3604.0,,,,,Throw-in,2,From Throw In,Lucas Hernández Pi,5484.0,Left Back,157,France,771,"['e0bac1a7-9446-48b6-babb-4ca8bda79fac', 'eaab6add-c295-4d95-86ba-f5df9168077b']",16,,,,,,,,,,,,,,,,,,France,771,00:32:16.773,Pass,
,,,,,,,,,,,,,0.773,,,,,,,,,,,0d46eb30-a376-474e-87a6-55515c4ab568,3260,,"[83.0, 79.0]",7546,77,,-1.19029,,,Right Foot,,,,"[87.0, 69.0]",Ground Pass,10.770329,,André Martín Carrillo Díaz,3632.0,,,,,,2,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,158,Peru,784,['51a00297-54a2-48fe-a21b-930cdb89760f'],19,,,,,,,,,,,,,,,,,,Peru,784,00:32:19.240,Pass,
,,,,,,,,,,,,,1.573,,,,,,,,,,,a4f4d090-f017-4e68-856e-35cb2e22a27a,3265,,"[87.0, 68.0]",7546,77,,-1.6421038,,,Right Foot,,,,"[86.0, 54.0]",Ground Pass,14.035668,,Édison Michael Flores Peralta,5525.0,,,,,,2,Regular Play,André Martín Carrillo Díaz,3632.0,Right Wing,158,Peru,784,"['2c95f485-7e72-4b06-86e1-07a41690f1e9', 'f3187322-d69e-4cdb-8dd7-ba2bd9cad5a9']",20,,,,,,,,,,,,,,,,,,Peru,784,00:32:20.920,Pass,True
,,,,,,,,,,,,,1.44,,,,,,,,,,,e3969b9b-7bc6-417e-8a99-2a4bd41fd982,3269,,"[86.0, 53.0]",7546,77,,-2.3561945,,,Left Foot,,,,"[74.0, 41.0]",Ground Pass,16.970562,,Miguel Ángel Trauco Saavedra,5518.0,,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Defensive Midfield,158,Peru,784,"['998f8aa5-8515-4849-b747-ad5504fe712b', 'e12c59ba-f13c-4859-a8bf-87cd76fbac0e']",22,,,,,,,,,,,,,,,,,,Peru,784,00:32:22.813,Pass,True
,,,,,,,,,,,,,0.98,,,,,,,,,,,0f2fc3be-e0e8-4782-9fcd-65c3469ddd1e,3271,,"[74.0, 41.0]",7546,77,,2.634494,,,Left Foot,,,,"[65.0, 46.0]",Ground Pass,10.29563,,Anderson Santamaría Bardales,5738.0,,,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,158,Peru,784,['f2da7d9e-c629-45fc-9c92-5885335e47e2'],24,,,,,,,,,,,,,,,,,,Peru,784,00:32:24.253,Pass,
,,,,,,,,,,,,,0.973,,,,,,,,,,,649cdc60-c7f7-4ba8-88e9-fc086e1d4e20,3274,,"[64.0, 45.0]",7546,77,,0.16514868,,,Right Foot,,,,"[82.0, 48.0]",Ground Pass,18.248287,,André Martín Carrillo Díaz,3632.0,,,,,,2,Regular Play,Anderson Santamaría Bardales,5738.0,Left Center Back,158,Peru,784,['59b23004-48d6-4085-8380-838420d77194'],27,,,,,,,,,,,,,,,,,,Peru,784,00:32:27.120,Pass,
,,,,,,,,,,,,,0.399,,,,,,,,,,,51c38de5-0bf0-4654-9620-5d644d1e9d60,3278,,"[32.0, 44.0]",7546,77,,-1.4601392,,,Right Foot,,,,"[33.0, 35.0]",Ground Pass,9.055386,,Paul Pogba,20004.0,,,,,Recovery,2,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,159,France,771,['71c004ff-492f-43c4-8611-c01bea3380e7'],29,,,,,,,,,,,,,,,,,,France,771,00:32:29.893,Pass,
,,,,,,,,,,,,,1.853,,,,,,,,,,,8f1ac5fa-114a-4939-876c-3ed285d519f1,3284,,"[55.0, 46.0]",7546,77,,-1.2490457,,,Right Foot,,,,"[65.0, 16.0]",Ground Pass,31.622776,,Lucas Hernández Pi,5484.0,,,,,Free Kick,2,From Free Kick,Raphaël Varane,5485.0,Right Center Back,160,France,771,['ae5707cb-ac53-4931-a3db-c7e1e223abb1'],54,,,,,,,,,,,,,,,,,,France,771,00:32:54.160,Pass,
,,,,,,,,,,,,,0.679,,,,,,,,,,,8d3e5ac3-505c-402f-b0c6-505b83049cdf,3287,,"[65.0, 17.0]",7546,77,,1.670465,,,Left Foot,,,,"[64.0, 27.0]",Ground Pass,10.049875,,Paul Pogba,20004.0,,,,,,2,From Free Kick,Lucas Hernández Pi,5484.0,Left Back,160,France,771,['597f1d00-5ab5-4b41-a8f9-b2ccdcafe59c'],57,,,,,,,,,,,,,,,,,,France,771,00:32:57.973,Pass,
,,,,,,,,,,,,,1.333,,,,,,,,,,,580c9710-c1a1-4204-9235-9e19e88ff48a,3291,,"[57.0, 31.0]",7546,78,,1.8545904,,,Right Foot,,,,"[50.0, 55.0]",Ground Pass,25.0,,Raphaël Varane,5485.0,,,,,,2,From Free Kick,Paul Pogba,20004.0,Left Center Midfield,160,France,771,['27806b09-b7ef-4c99-94d1-8907cbd2157d'],1,,,,,,,,,,,,,,,,,,France,771,00:33:01.000,Pass,
,,,,,,,,,,,,,2.319,,,,,,,,,,,a1cd6dbf-8823-446b-a87b-8a7c479118ca,3295,,"[54.0, 59.0]",7546,78,,0.53581125,,,Right Foot,,,,"[86.0, 78.0]",High Pass,37.215588,,Benjamin Pavard,5476.0,,,,,,2,From Free Kick,Raphaël Varane,5485.0,Right Center Back,160,France,771,"['15a4a10a-024b-4007-a79d-cdf842bc359a', '7d4ca27f-4a13-4a43-a957-32fad0ba2d2d']",4,,,,,,,,,,,,,,,,,,France,771,00:33:04.333,Pass,True
,,,,,,,,,,,,,1.493,,,,,,,,,,,d40dc042-b1b0-4a44-bf90-d19b58604501,3300,,"[32.0, 13.0]",7546,78,,0.41822433,,,Right Foot,,,,"[50.0, 21.0]",Ground Pass,19.697716,,Christian Alberto Cueva Bravo,5519.0,,,,,Recovery,2,From Free Kick,Miguel Ángel Trauco Saavedra,5518.0,Left Back,160,France,771,['62955282-9512-458d-a712-831631dcdeed'],7,,,,,,,,,,,,,,,,,,Peru,784,00:33:07.040,Pass,
,,,,,,,,,,,,,2.453,,,,,,,,,,,5eaf8c52-be33-4f7c-8173-18aba9393e07,3304,,"[54.0, 20.0]",7546,78,,0.11379201,,,Right Foot,,,,"[89.0, 24.0]",Ground Pass,35.22783,Pass Offside,José Paolo Guerrero Gonzáles,5535.0,,,,,,2,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Left Wing,160,France,771,"['c3a7cf9d-be3f-4684-9294-786f7f913c7a', 'f137b88c-9f05-4ec4-8d07-e72435a225e2']",9,,,,,,,,,,,,,,,,,,Peru,784,00:33:09.920,Pass,True
,,,,,,,,,,,,,0.759,,,,,,,,,,,fdea83c7-6aba-472e-8964-d87a0255c057,3307,,"[57.0, 78.0]",7546,78,,0.05258306,,,Right Foot,,,,"[76.0, 79.0]",Ground Pass,19.026299,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Benjamin Pavard,5476.0,Right Back,161,France,771,['0fc287ac-ea9a-4d1a-af60-46615340c360'],30,,,,,,,,,,,,,,,,,,France,771,00:33:30.813,Pass,
,,,,,,,,,,,,,0.799,,,,,,,,,,,8b628afd-66da-4df8-b106-c16da5d60285,3311,,"[67.0, 79.0]",7546,78,,3.1415927,,,Left Foot,,,,"[56.0, 79.0]",Ground Pass,11.0,,Benjamin Pavard,5476.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,161,France,771,['26738004-6589-45f0-ac74-9b8e250e5412'],32,,,,,,,,,,,,,,,,,,France,771,00:33:32.893,Pass,
,,,,,,,,,,,,,0.56,,,,,,,,,,,6e9afeec-5752-4523-ac40-8c0dff64273b,3315,,"[54.0, 79.0]",7546,78,,-0.9652517,,,Right Foot,,,,"[63.0, 66.0]",Ground Pass,15.811388,,N''Golo Kanté,3961.0,,,,,,2,Regular Play,Benjamin Pavard,5476.0,Right Back,161,France,771,"['66db3136-8088-4085-a594-83f79ad7aac2', 'ddbdcbc6-efc6-43e4-8e04-e1a1a06286a8']",34,,,,,,,,,,,,,,,,,,France,771,00:33:34.693,Pass,True
,,,,,,,,,,,,,1.28,,,,,,,,,,,f7dc10b5-1046-4cb6-9b72-b0a13996176e,3318,,"[63.0, 66.0]",7546,78,,2.8083484,,,Left Foot,,,,"[37.0, 75.0]",Ground Pass,27.513634,,Raphaël Varane,5485.0,,,,,,2,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,161,France,771,['1dab41ec-e922-4c20-b145-5afcc7291755'],35,,,,,,,,,,,,,,,,,,France,771,00:33:35.453,Pass,
,,,,,,,,,,,,,1.88,,,,,,,,,,,8291b654-2135-45a3-b3e0-2bcc1b65b8ad,3322,,"[34.0, 74.0]",7546,78,,-2.283154,,,Right Foot,,,,"[15.0, 52.0]",Ground Pass,29.068884,,Hugo Lloris,3099.0,,,,,,2,Regular Play,Raphaël Varane,5485.0,Right Center Back,161,France,771,"['0294e118-499b-4e3c-a9a6-dc1ce18a31d5', '263d91e4-46d6-4db4-81f6-c291e476974b']",37,,,,,,,,,,,,,,,,,,France,771,00:33:37.933,Pass,True
,,,,,,,,,,,,,1.64,,,,,,,,,,,799fed14-0394-4c11-a78e-865b160d35f0,3325,,"[15.0, 49.0]",7546,78,,-1.0427219,,,Left Foot,,,,"[29.0, 25.0]",Ground Pass,27.784887,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,Hugo Lloris,3099.0,Goalkeeper,161,France,771,['054fef67-c216-466e-96b4-a67818f11aff'],40,,,,,,,,,,,,,,,,,,France,771,00:33:40.933,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,2719c5b1-d8a7-4485-8031-1fbbeec36e58,3329,,"[29.0, 24.0]",7546,78,,0.7853982,,,Left Foot,,,,"[38.0, 33.0]",Ground Pass,12.727922,,Paul Pogba,20004.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,161,France,771,"['da6e98cb-aa2f-4b05-ab29-291305b23b4a', 'f040d964-783b-495c-a0a8-84b4949b4c4c']",43,,,,,,,,,,,,,,,,,,France,771,00:33:43.613,Pass,True
,,,,,,,,,,,,,1.64,,,,,,,,,,,3fd0c062-19fe-4adb-8b7d-09013a8532af,3332,,"[35.0, 31.0]",7546,78,,1.8233505,,,Right Foot,,,,"[27.0, 62.0]",Low Pass,32.01562,,Raphaël Varane,5485.0,,,,,,2,Regular Play,Paul Pogba,20004.0,Left Center Midfield,161,France,771,['83dc7a8f-34cc-48f1-aad8-26812093f4bf'],45,,,,,,,,,,,,,,,,,,France,771,00:33:45.373,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,8d5d8b55-73aa-4789-a0a4-84f652a5b982,3336,,"[29.0, 68.0]",7546,78,,0.0,,,Right Foot,,,,"[55.0, 68.0]",High Pass,26.0,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Raphaël Varane,5485.0,Right Center Back,161,France,771,['500d28a3-d9f1-4989-948a-2360d92fab7f'],48,,,,,,,,,,,,,,,,,,France,771,00:33:48.853,Pass,
,,,,,,,,,,,,,1.04,,,,,,,,,,,eedd7e82-86c3-46ce-b9e6-0c4007932630,3338,,"[55.0, 68.0]",7546,78,,1.5707964,,,Right Foot,,,,"[55.0, 79.0]",Low Pass,11.0,,Benjamin Pavard,5476.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,161,France,771,['5db44142-b8fe-4246-a371-9a4b561c0ae3'],50,,,,,,,,,,,,,,,,,,France,771,00:33:50.173,Pass,
,,,,,,,,,,,,,1.12,,,,,,,,,,,d1fb97a3-16d2-490e-82ef-d8fc70eb1107,3341,,"[55.0, 78.0]",7546,78,,-0.071307465,,,Right Foot,,,,"[69.0, 77.0]",Ground Pass,14.035668,,Olivier Giroud,3604.0,,,,,,2,Regular Play,Benjamin Pavard,5476.0,Right Back,161,France,771,['b375c257-f49f-43e9-8669-d4420af19d31'],51,,,,,,,,,,,,,,,,,,France,771,00:33:51.453,Pass,
,,,,,,,,,,,,,0.6,,,,,,,,,,,6f114fcc-589a-403f-8ae4-37c7eea367c1,3344,,"[69.0, 78.0]",7546,78,,-1.7894653,,True,Left Foot,,,,"[67.0, 69.0]",Ground Pass,9.219544,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,161,France,771,['2bd1fd16-801d-4b23-a575-a4d40d227b4a'],52,,,,,,,,,,,,,,,,,,France,771,00:33:52.773,Pass,
