ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.333,,,,,,,,,,263ca5d2-6434-479d-bc75-c00d486be1f6,1327,,"[34.0, 21.0]",7562,30,,-0.86217004,,,Right Foot,,,,"[46.0, 7.0]",,Ground Pass,18.439089,,Aziz Eraltay Behich,5479.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,61,Australia,792,['1059582d-974e-4852-8561-4b68b68bf989'],43,,,,,,,,,,,,,,,,,Australia,792,00:30:43.387,Pass,
,,,,,,,,,,,1.413,,,,,,,,,,4df8e87e-48eb-4913-afb8-b0a99197f26c,1330,,"[40.0, 1.0]",7562,30,,2.176341,,,Left Foot,,,,"[31.0, 14.0]",,Ground Pass,15.811388,,Mark Milligan,5488.0,,,,1,From Goal Kick,Aziz Eraltay Behich,5479.0,Left Back,61,Australia,792,['590557c4-2fae-4e6d-8a9b-f35b2fd2cf58'],45,,,,,,,,,,,,,,,,,Australia,792,00:30:45.987,Pass,
,,,,,,,,,,,2.053,,,,,,,,,,b0087354-e9ba-4bda-ae2a-714abafa1d47,1333,,"[36.0, 20.0]",7562,30,,1.6313283,,,Right Foot,,,,"[34.0, 53.0]",,Ground Pass,33.06055,,Trent Sainsbury,5478.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,61,Australia,792,['b3154364-f230-489e-af97-b1f7b65ba858'],49,,,,,,,,,,,,,,,,,Australia,792,00:30:49.627,Pass,
,,,,,,,,,,,1.64,,,,,,,,,,b3ebda3e-b31e-4186-8ead-f9c3c750355f,1336,,"[35.0, 51.0]",7562,30,,-1.3667784,,,Right Foot,,,,"[41.0, 22.0]",,Ground Pass,29.614185,,Mark Milligan,5488.0,,,,1,From Goal Kick,Trent Sainsbury,5478.0,Right Center Back,61,Australia,792,['cc1e1157-f4d1-46d6-9d2c-78e347fb746e'],52,,,,,,,,,,,,,,,,,Australia,792,00:30:52.800,Pass,
,,,,,,,,,,,1.413,,,,,,,,,,158f3169-3a6b-41e8-82f5-26ae8a7f6efb,1339,,"[52.0, 21.0]",7562,30,,-0.844154,,,Right Foot,,,,"[68.0, 3.0]",,Ground Pass,24.083189,,Aziz Eraltay Behich,5479.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,61,Australia,792,['3cfd7e82-7f96-429d-a5e3-8c3c10ac0791'],56,,,,,,,,,,,,,,,,,Australia,792,00:30:56.187,Pass,
,,,,,,,,,,,0.973,,,,,,,,,,59e6ef06-0e5f-43f3-bb59-9a887bdcf394,1342,,"[69.0, 5.0]",7562,30,,0.30288488,,,Left Foot,,,,"[85.0, 10.0]",,Ground Pass,16.763054,,Tom Rogić,5491.0,,,,1,From Goal Kick,Aziz Eraltay Behich,5479.0,Left Back,61,Australia,792,['9d6038f3-4692-4e49-baca-a87d9c7b0b3e'],58,,,,,,,,,,,,,,,,,Australia,792,00:30:58.427,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,1e24ad21-5da0-4569-843c-695fca446e60,1350,,"[89.0, 3.0]",7562,31,,1.359703,,,Right Foot,,,,"[92.0, 17.0]",,Ground Pass,14.3178215,,Aziz Eraltay Behich,5479.0,,,,1,From Goal Kick,Tom Rogić,5491.0,Center Attacking Midfield,61,Australia,792,['e52f7dca-d4ec-45f2-962a-c407df591849'],4,,,,,,,,,,,,,,,,,Australia,792,00:31:04.307,Pass,
,,,,,,,,,,,1.88,,,,,,,,,,1b01dc24-d4c6-4fc6-8a0a-aa7b7540d09b,1353,,"[98.0, 17.0]",7562,31,,0.6435011,,,Right Foot,,,,"[110.0, 26.0]",,Ground Pass,15.0,Pass Offside,Robbie Kruse,5494.0,,,,1,From Goal Kick,Aziz Eraltay Behich,5479.0,Left Back,61,Australia,792,['2dc338c5-6ecb-4256-9293-07db6e6b4321'],5,,,,,,,,,,,,,,,,,Australia,792,00:31:05.587,Pass,
,,,,,,,,,,,2.6,,,,,,,,,,c49360de-9022-4f35-acd2-eb1db2b1d97f,1356,,"[18.0, 53.0]",7562,31,,0.39479113,,,Left Foot,,,,"[78.0, 78.0]",,High Pass,65.0,,Édison Michael Flores Peralta,5525.0,,,Free Kick,1,From Free Kick,Pedro David Gallese Quiróz,5528.0,Goalkeeper,62,Peru,784,['f6439bd2-e4df-438c-bee7-571d852ebab3'],53,,,,,,,,,,,,,,,,,Peru,784,00:31:53.187,Pass,
,,,,,,,,,,,0.12,,,,,,,,,,b060ffbe-451c-4cdb-9aed-8d75006bb19f,1360,,"[73.0, 75.0]",7562,31,,2.6779451,,,Left Foot,,,,"[69.0, 77.0]",,Ground Pass,4.472136,Incomplete,,,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Midfield,62,Peru,784,['66004e97-4648-4b4c-986e-f3b7346fb942'],57,,,,,,,,,,,,,,,,,Peru,784,00:31:57.427,Pass,
,,,,,,,,,,,0.973,,,,,,,,,,a8665fac-be86-417c-bcd6-d88b823b0597,1362,,"[47.0, 3.0]",7562,31,,2.3561945,,,Right Foot,,,,"[33.0, 17.0]",,Ground Pass,19.79899,,Mark Milligan,5488.0,,,Recovery,1,Regular Play,Robbie Kruse,5494.0,Left Midfield,63,Australia,792,['5ba7faa4-4ab6-47c4-8b92-c4e5ac41c0f4'],58,,,,,,,,,,,,,,,,,Australia,792,00:31:58.787,Pass,
,,,,,,,,,,,0.96,,,,,,,,,,60fb1b87-4c5a-4049-910a-ee37d8b673af,1366,,"[39.0, 16.0]",7562,32,,0.07393904,,,Right Foot,,,,"[66.0, 18.0]",,Ground Pass,27.073973,,Tomi Jurić,5493.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,63,Australia,792,"['bffc077c-b1e0-4dfd-bd43-95a7985edc78', 'efde9365-c986-4321-949f-16bc8bb14e97']",2,,,,,,,,,,,,,,,,,Australia,792,00:32:02.107,Pass,True
,,,,,,,,,,,0.72,,,,,,,,,,797589a4-aaac-4a3c-8602-2c32093ecea3,1368,,"[66.0, 18.0]",7562,32,,-2.6779451,,,Right Foot,,,,"[62.0, 16.0]",,Ground Pass,4.472136,,Tom Rogić,5491.0,,,,1,Regular Play,Tomi Jurić,5493.0,Center Forward,63,Australia,792,['c833e5e7-7332-4e2e-b0f7-b53afc126a00'],3,,,,,,,,,,,,,,,,,Australia,792,00:32:03.067,Pass,
,,,,,,,,,,,2.92,,,,,,,,,,d02373d0-b11a-4222-9654-cced5b3cc3c7,1373,,"[69.0, 16.0]",7562,32,,-0.11379201,,,Left Foot,,,,"[104.0, 12.0]",,Ground Pass,35.22783,,Robbie Kruse,5494.0,,,,1,Regular Play,Tom Rogić,5491.0,Center Attacking Midfield,63,Australia,792,['0f55795f-c5a7-4ba2-82fa-78b5d9a9c61a'],4,,,,,,,,,,,,,,,,,Australia,792,00:32:04.907,Pass,
,,,,,,,,,,,3.413,,,,,,,,,,19cadd7e-d90e-4cec-82e9-be3d09ca0886,1379,,"[22.0, 76.0]",7562,32,,-1.2746812,,,Right Foot,,,,"[40.0, 17.0]",,High Pass,61.68468,,André Martín Carrillo Díaz,3632.0,,True,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,64,Peru,784,['0e672577-b67c-41e8-964f-5deb828ec11b'],15,,,,,,,,,,,,,,,,,Peru,784,00:32:15.627,Pass,
,,,,,,,,,,,2.053,,,,,,,,,,35476aa9-1279-41c4-a083-47288cf4af1b,1387,,"[89.0, 20.0]",7562,32,,-0.32175055,,,Right Foot,,,,"[107.0, 14.0]",,Ground Pass,18.973665,,Christian Alberto Cueva Bravo,5519.0,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,64,Peru,784,['d5683078-0c32-46ca-833b-239c9daf50b8'],26,,,,,,,,,,,,,,,,,Peru,784,00:32:26.267,Pass,
,,,,,,,,,,,5.813,,,,,,,,,,f1472f81-490e-4341-ba3b-73050d12020b,1391,,"[111.0, 19.0]",7562,32,,1.9631364,,,Right Foot,True,,,"[87.0, 77.0]",,High Pass,62.76942,,Luis Jan Piers Advíncula Castrillón,5521.0,,True,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,64,Peru,784,"['169f7fef-fc78-4b0f-b426-6316d13a2b23', 'a4a60b18-bdb8-4c9d-8caa-942ed319564d']",30,,,,,,,,,,,,,,,,,Peru,784,00:32:30.467,Pass,True
,,,,,,,,,,,1.506,,,,,,,,,,bd810df2-d24b-4034-9fa5-23d090676e55,1394,,"[89.0, 74.0]",7562,32,,-1.1659045,,,Left Foot,,,,"[92.0, 67.0]",,Ground Pass,7.615773,,Édison Michael Flores Peralta,5525.0,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,64,Peru,784,['e022ec74-dbc5-45dd-bac7-2f8aec0a257b'],36,,,,,,,,,,,,,,,,,Peru,784,00:32:36.840,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,bd126ff6-feab-4d04-b23d-e69d3507e73e,1398,,"[90.0, 65.0]",7562,32,,-2.077895,,,Left Foot,,,,"[85.0, 56.0]",,Ground Pass,10.29563,,Renato Fabrizio Tapia Cortijo,5523.0,,,,1,Regular Play,Édison Michael Flores Peralta,5525.0,Left Midfield,64,Peru,784,['27456f0a-0495-46b4-ae19-5f28f68ba12c'],40,,,,,,,,,,,,,,,,,Peru,784,00:32:40.307,Pass,
,,,,,,,,,,,2.28,,,,,,,,,,9134f8df-3d12-41c5-9f18-42cb9b6ec289,1400,,"[85.0, 57.0]",7562,32,,1.0679531,,,Left Foot,,,,"[96.0, 77.0]",,Ground Pass,22.825424,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,64,Peru,784,['598f9906-1184-4069-8a99-c64d4218f5a9'],41,,,,,,,,,,,,,,,,,Peru,784,00:32:41.187,Pass,
,,,,,,,,,,,1.213,,,,,,,,,,0bc16f07-dd6a-4ea9-ac5a-95fb02ed08ac,1402,,"[95.0, 74.0]",7562,32,,-2.3561945,,,Right Foot,,,,"[83.0, 62.0]",,Ground Pass,16.970562,,Renato Fabrizio Tapia Cortijo,5523.0,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,64,Peru,784,['518cf3e9-c71f-4c0c-af72-57c539300e3e'],43,,,,,,,,,,,,,,,,,Peru,784,00:32:43.467,Pass,
,,,,,,,,,,,2.533,,,,,,,,,,80b4f114-0cf0-4a01-9337-c73628744af6,1406,,"[83.0, 62.0]",7562,32,,-2.567288,,,Left Foot,,,,"[66.0, 51.0]",,Ground Pass,20.248457,,Christian Guillermo Martín Ramos Garagay,5530.0,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,64,Peru,784,['f4881672-ba0a-4604-97f0-edf565759aa8'],45,,,,,,,,,,,,,,,,,Peru,784,00:32:45.427,Pass,
,,,,,,,,,,,1.52,,,,,,,,,,b009f7d2-d42f-4289-90cc-20c0a35622e1,1408,,"[67.0, 51.0]",7562,32,,-1.2068174,2dc7d70b-67bd-4be5-88d9-3d1d4731c1ec,,Right Foot,,,,"[75.0, 30.0]",,Ground Pass,22.472204,,Víctor Yoshimar Yotún Flores,5529.0,True,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,64,Peru,784,['ce0f7c1c-d21e-4f7f-bfc2-25778cc6566f'],47,,,,,,,,,,,,,,,,,Peru,784,00:32:47.960,Pass,
,,,,,,,,,,,1.453,,,,,,,,,,27ff6ad0-26e1-4217-ad19-002faa04378c,1413,,"[6.0, 34.0]",7562,33,,-0.6556956,,,Right Foot,,,,"[19.0, 24.0]",,Ground Pass,16.40122,,Mark Milligan,5488.0,,,Goal Kick,1,From Goal Kick,Mathew Ryan,3240.0,Goalkeeper,65,Australia,792,['02f1e2e1-07ed-464b-8d8a-00305e649d1e'],0,,,,,,,,,,,,,,,,,Australia,792,00:33:00.187,Pass,
,,,,,,,,,,,0.96,,,,,,,,,,476bfdde-f759-4fa3-b372-98494a1b7ac7,1416,,"[21.0, 25.0]",7562,33,,-0.055498507,,,Right Foot,,,,"[39.0, 24.0]",,Ground Pass,18.027756,,Aaron Mooy,3281.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,65,Australia,792,['fa69a100-aeff-4db1-8fef-7e5be15700a9'],2,,,,,,,,,,,,,,,,,Australia,792,00:33:02.787,Pass,
,,,,,,,,,,,1.933,,,,,,,,,,074af882-f775-4a05-a47d-ac570f3737dd,1418,,"[39.0, 24.0]",7562,33,,2.9669204,,,Right Foot,,,,"[22.0, 27.0]",,Ground Pass,17.262676,,Mark Milligan,5488.0,,,,1,From Goal Kick,Aaron Mooy,3281.0,Left Center Midfield,65,Australia,792,['8d83ea26-3450-4b85-8c37-a4d3200cc3e2'],3,,,,,,,,,,,,,,,,,Australia,792,00:33:03.747,Pass,
,,,,,,,,,,,1.533,,,,,,,,,,f6ce58f0-52cc-4d7c-b7fd-05665af1c251,1421,,"[27.0, 30.0]",7562,33,,1.3439975,,,Right Foot,,,,"[33.0, 56.0]",,Ground Pass,26.683329,,Trent Sainsbury,5478.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,65,Australia,792,['03e7de6e-7697-4438-a274-75e62c24fc1d'],9,,,,,,,,,,,,,,,,,Australia,792,00:33:09.667,Pass,
,,,,,,,,,,,1.253,,,,,,,,,,7d41e44d-0a3f-47ee-bde3-4fb33fadcf5b,1424,,"[43.0, 57.0]",7562,33,,1.080839,,,Left Foot,,,,"[51.0, 72.0]",,Ground Pass,17.0,,Josh Risdon,5482.0,,,,1,From Goal Kick,Trent Sainsbury,5478.0,Right Center Back,65,Australia,792,['841cf94d-3cb7-4895-9ee9-e9baa7da4afc'],13,,,,,,,,,,,,,,,,,Australia,792,00:33:13.987,Pass,
,,,,,,,,,,,1.04,,,,,,,,,,265c1266-c8bc-47dd-95e5-54151168fd47,1426,,"[51.0, 72.0]",7562,33,,-2.4149504,,,Right Foot,,,,"[42.0, 64.0]",,Ground Pass,12.0415945,,Trent Sainsbury,5478.0,,,,1,From Goal Kick,Josh Risdon,5482.0,Right Back,65,Australia,792,['9399a51f-8eba-4974-9e61-2d919e1fa3c5'],15,,,,,,,,,,,,,,,,,Australia,792,00:33:15.240,Pass,
,,,,,,,,,,,1.893,,,,,,,,,,a52e52cd-c888-47f2-a8f2-7bb691c8cfe1,1429,,"[39.0, 63.0]",7562,33,,-1.6262949,,,Right Foot,,,,"[37.0, 27.0]",,Ground Pass,36.05551,,Mark Milligan,5488.0,,,,1,From Goal Kick,Trent Sainsbury,5478.0,Right Center Back,65,Australia,792,['d60afd5d-73c5-4810-8100-f473fc257a26'],17,,,,,,,,,,,,,,,,,Australia,792,00:33:17.227,Pass,
,,,,,,,,,,,1.533,,,,,,,,,,fbb45f9b-72d5-41fb-8742-7f835c6af909,1432,,"[40.0, 27.0]",7562,33,,1.487655,,,Right Foot,,,,"[42.0, 51.0]",,Ground Pass,24.083189,,Trent Sainsbury,5478.0,,,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,65,Australia,792,['3a96fc58-fb72-4cbb-9b21-315d7643691c'],20,,,,,,,,,,,,,,,,,Australia,792,00:33:20.067,Pass,
,,,,,,,,,,,1.773,,,,,,,,,,9c77104e-b1d6-402f-bf97-d510d5c03c85,1436,,"[50.0, 60.0]",7562,33,,-2.5050845,,,Right Foot,,,,"[27.0, 43.0]",,Ground Pass,28.600698,,Mathew Ryan,3240.0,,,,1,From Goal Kick,Trent Sainsbury,5478.0,Right Center Back,65,Australia,792,"['3fef2673-9364-4b5b-9743-3e5433fffa64', 'fe22872a-9137-4e26-be60-c1c89fa8c790']",28,,,,,,,,,,,,,,,,,Australia,792,00:33:28.947,Pass,True
,,,,,,,,,,,1.973,,,,,,,,,,cc616e1d-187a-4015-b25f-90065f3c4850,1439,,"[26.0, 41.0]",7562,33,,-0.86630225,,,Right Foot,,,,"[43.0, 21.0]",,Ground Pass,26.24881,,Mark Milligan,5488.0,,,,1,From Goal Kick,Mathew Ryan,3240.0,Goalkeeper,65,Australia,792,['cdb46184-9080-48fc-8076-88fb78dfae64'],31,,,,,,,,,,,,,,,,,Australia,792,00:33:31.387,Pass,
,,,,,,,,,,,1.733,,,,,,,,,,eae234a4-3d6a-46bc-aec4-6930d977bcab,1442,,"[39.0, 18.0]",7562,33,,1.5707964,,,Right Foot,,,,"[39.0, 59.0]",,Ground Pass,41.0,,Trent Sainsbury,5478.0,,True,,1,From Goal Kick,Mark Milligan,5488.0,Left Center Back,65,Australia,792,['91e7e06f-c659-45c7-9a80-40774d4071f0'],34,,,,,,,,,,,,,,,,,Australia,792,00:33:34.667,Pass,
,,,,,,,,,,,1.053,,,,,,,,,,6ac58c58-5834-4ff4-8e9e-8c27ae0b26cb,1445,,"[41.0, 62.0]",7562,33,,-0.6857295,,,Right Foot,,,,"[52.0, 53.0]",,Ground Pass,14.21267,,Mile Jedinak,5489.0,,,,1,From Goal Kick,Trent Sainsbury,5478.0,Right Center Back,65,Australia,792,['f392677e-dc9c-449d-b58e-7e35827c81b2'],38,,,,,,,,,,,,,,,,,Australia,792,00:33:38.187,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,6961ec8e-c909-4cdb-96b2-ad95539883c3,1448,,"[54.0, 51.0]",7562,33,,-0.11065722,,,Right Foot,,,,"[72.0, 49.0]",,Ground Pass,18.110771,,Tom Rogić,5491.0,,,,1,From Goal Kick,Mile Jedinak,5489.0,Right Center Midfield,65,Australia,792,['6c868289-aa7c-4556-9c0b-df9f23d97f23'],40,,,,,,,,,,,,,,,,,Australia,792,00:33:40.387,Pass,
,,,,,,,,,,,2.48,,,,,,,,,,ae54fd43-c28d-461c-ad39-6a27c464cc0b,1455,,"[89.0, 26.0]",7562,33,,0.07677189,,,Left Foot,,,,"[115.0, 28.0]",,Ground Pass,26.076809,,Robbie Kruse,5494.0,,,,1,From Goal Kick,Tom Rogić,5491.0,Center Attacking Midfield,65,Australia,792,['fa187633-18dd-46a0-939b-5edb047b12f4'],43,,,,,,,,,,,,,,,,,Australia,792,00:33:43.587,Pass,
,,,,,,,,,,,0.72,,,,,,,,,,5e619c27-be3a-48ce-988a-b47c4cf9aa92,1457,,"[115.0, 28.0]",7562,33,,1.5707964,,,Left Foot,,,,"[115.0, 40.0]",,Ground Pass,12.0,Incomplete,Mathew Leckie,5481.0,,,,1,From Goal Kick,Robbie Kruse,5494.0,Left Midfield,65,Australia,792,"['39f013cd-2b6e-4a8f-a3f5-7cdf3a0708bd', '76a43bfc-88bd-44b4-bd50-fa05994f2aac']",46,,,,,,,,,,,,,,,,,Australia,792,00:33:46.067,Pass,
,,,,,,,,,,,2.04,,,,,,,,,,476bd36b-2ae2-4e17-be51-e38f928463e2,1460,,"[119.0, 1.0]",7562,34,,1.6359215,5bbd4634-a0e7-43a7-8397-4bebcdf38edc,,Right Foot,True,,,"[116.0, 47.0]",,High Pass,46.09772,,Trent Sainsbury,5478.0,True,True,Corner,1,From Corner,Aaron Mooy,3281.0,Left Center Midfield,66,Australia,792,['299cd171-3759-49bb-bb50-3d5e1edde454'],42,,,,,,,,,,,,,,,,,Australia,792,00:34:42.467,Pass,
,,,,,,,,,,,3.08,,,,,,,,,,a7a86d06-7153-4df9-a9f2-0bff88d5669e,1465,,"[6.0, 35.0]",7562,35,,-0.14888994,,,Left Foot,,,,"[66.0, 26.0]",,High Pass,60.671246,,José Paolo Guerrero Gonzáles,5535.0,,,Goal Kick,1,From Goal Kick,Pedro David Gallese Quiróz,5528.0,Goalkeeper,67,Peru,784,['a16ce8cf-0590-4ec8-a9e1-7329543ff06c'],19,,,,,,,,,,,,,,,,,Peru,784,00:35:19.507,Pass,
,,,,,,,,,,,2.013,,,,,,,,,,8bc4abb4-6612-49b3-a3ef-873dfc1700e2,1467,,"[66.0, 26.0]",7562,35,,-1.6506263,,,Head,,,,"[64.0, 1.0]",,High Pass,25.079872,Out,,,,,,1,From Goal Kick,José Paolo Guerrero Gonzáles,5535.0,Center Forward,67,Peru,784,,22,,,,,,,,,,,,,,,,,Peru,784,00:35:22.587,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,db361a2e-11a4-4a76-a539-69cfb4edfe5e,1469,,"[56.0, 80.0]",7562,35,,-1.4994888,,,,,,,"[57.0, 66.0]",,Low Pass,14.035668,,Aaron Mooy,3281.0,,,Throw-in,1,From Throw In,Josh Risdon,5482.0,Right Back,68,Australia,792,['9e23741e-1293-42b9-a78e-911cf4282dfc'],38,,,,,,,,,,,,,,,,,Australia,792,00:35:38.427,Pass,
,,,,,,,,,,,0.64,,,,,,,,,,bb2305e2-6e8a-459b-8c8a-003e4c7ec8ac,1471,,"[57.0, 66.0]",7562,35,,1.8925469,,,Right Foot,,,,"[53.0, 78.0]",,Low Pass,12.649111,,Josh Risdon,5482.0,,,,1,From Throw In,Aaron Mooy,3281.0,Left Center Midfield,68,Australia,792,['3e57cbf1-fe05-4738-a510-1ebc6b6d4dbb'],39,,,,,,,,,,,,,,,,,Australia,792,00:35:39.267,Pass,
,,,,,,,,,,,2.2,,,,,,,,,,df149927-54a8-48d1-8680-433ff24f1eba,1473,,"[53.0, 78.0]",7562,35,,-0.8519663,,,Left Foot,,,,"[74.0, 54.0]",,High Pass,31.890438,Incomplete,Tomi Jurić,5493.0,,,,1,From Throw In,Josh Risdon,5482.0,Right Back,68,Australia,792,"['1688517f-0ad2-48bb-9bea-0084708db887', 'eaec6537-74c7-4734-8e4f-faa5844f0bde']",39,,,,,,,,,,,,,,,,,Australia,792,00:35:39.907,Pass,
,,,,,,,,,,,3.493,,,,,,,,,,1688517f-0ad2-48bb-9bea-0084708db887,1475,,"[47.0, 27.0]",7562,35,,-0.5543075,,,Head,,,,"[89.0, 1.0]",,High Pass,49.396355,Out,José Paolo Guerrero Gonzáles,5535.0,,,Recovery,1,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,68,Australia,792,"['aa3e528a-499e-469f-9269-642837d0533e', 'df149927-54a8-48d1-8680-433ff24f1eba']",42,,,,,,,,,,,,,,,,,Peru,784,00:35:42.107,Pass,
,,,,,,,,,,,2.053,,,,,,,,,,01b25c3f-272a-433d-9850-d849275918d7,1478,,"[32.0, 77.0]",7562,35,,-2.4329665,,,Left Foot,,,,"[11.0, 59.0]",,Ground Pass,27.658634,,Mathew Ryan,3240.0,,,,1,Regular Play,Josh Risdon,5482.0,Right Back,69,Australia,792,['2ec70053-c3e7-4b03-ac0a-bef85674779b'],54,,,,,,,,,,,,,,,,,Australia,792,00:35:54.587,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,c5d8a8b6-f4cd-460f-bc4c-6cb1615fc62c,1481,,"[12.0, 57.0]",7562,35,,-1.1978086,,,Right Foot,,,,"[21.0, 34.0]",,Low Pass,24.698177,,Mark Milligan,5488.0,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,69,Australia,792,['01b31772-6de6-4ca4-b278-fc390ffdb85f'],57,,,,,,,,,,,,,,,,,Australia,792,00:35:57.707,Pass,
,,,,,,,,,,,0.773,,,,,,,,,,904e07b3-15cf-4a71-96e1-15282ad09282,1484,,"[23.0, 29.0]",7562,36,,0.066568166,,,Right Foot,,,,"[38.0, 30.0]",,Ground Pass,15.033297,,Aaron Mooy,3281.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,69,Australia,792,['480eeb4e-2dc9-4d74-9fb3-74c1cf0973de'],1,,,,,,,,,,,,,,,,,Australia,792,00:36:01.547,Pass,
,,,,,,,,,,,1.8,,,,,,,,,,d86feae9-afe0-4f8a-99be-c8b0a10ec207,1486,,"[38.0, 30.0]",7562,36,,-2.8753407,,,Right Foot,,,,"[27.0, 27.0]",,Ground Pass,11.401754,,Mark Milligan,5488.0,,,,1,Regular Play,Aaron Mooy,3281.0,Left Center Midfield,69,Australia,792,['e59337ff-8c72-415f-a237-2ef347a6b9be'],2,,,,,,,,,,,,,,,,,Australia,792,00:36:02.320,Pass,
,,,,,,,,,,,1.693,,,,,,,,,,5aeffd33-e968-4728-9936-9d7cbc430789,1489,,"[28.0, 28.0]",7562,36,,-0.95449936,,,Right Foot,,,,"[45.0, 4.0]",,Ground Pass,29.410883,,Aziz Eraltay Behich,5479.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,69,Australia,792,['6dd0b773-a2d1-49dc-a0c5-dc8a87d78b48'],5,,,,,,,,,,,,,,,,,Australia,792,00:36:05.067,Pass,
,,,,,,,,,,,1.733,,,,,,,,,,c70813c7-e5e1-469f-aaaa-d479671125b9,1492,,"[41.0, 3.0]",7562,36,,2.0344439,,,Left Foot,,,,"[32.0, 21.0]",,Ground Pass,20.12461,,Mark Milligan,5488.0,,,,1,Regular Play,Aziz Eraltay Behich,5479.0,Left Back,69,Australia,792,['68c0fd40-cf59-48a9-9696-1850f54d38c2'],9,,,,,,,,,,,,,,,,,Australia,792,00:36:09.987,Pass,
,,,,,,,,,,,1.133,,,,,,,,,,692057ff-54eb-493e-82bd-10f8480ed6ce,1495,,"[35.0, 22.0]",7562,36,,0.27829966,,,Right Foot,,,,"[42.0, 24.0]",,Ground Pass,7.28011,,Aaron Mooy,3281.0,,,,1,Regular Play,Mark Milligan,5488.0,Left Center Back,69,Australia,792,['8c37d2ae-9ce6-4c23-838b-22dab31ae2bd'],12,,,,,,,,,,,,,,,,,Australia,792,00:36:12.587,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,90c7be3f-c771-4b38-9556-517c5ae3f135,1499,,"[42.0, 29.0]",7562,36,,1.5707964,,,Right Foot,,,,"[42.0, 56.0]",,Ground Pass,27.0,,Trent Sainsbury,5478.0,,,,1,Regular Play,Aaron Mooy,3281.0,Left Center Midfield,69,Australia,792,"['7b3936de-4e88-402d-82bd-c3bb45521171', 'a73fb26b-acd9-42a8-822b-6fa57f33b609']",14,,,,,,,,,,,,,,,,,Australia,792,00:36:14.707,Pass,True
,,,,,,,,,,,0.733,,,,,,,,,,142f8d1a-898a-41cf-b47c-e1030507440b,1502,,"[51.0, 73.0]",7562,36,,0.047583103,,,Right Foot,,,,"[72.0, 74.0]",,Ground Pass,21.023796,Incomplete,Josh Risdon,5482.0,,,,1,Regular Play,Trent Sainsbury,5478.0,Right Center Back,69,Australia,792,"['3b1e9e37-d5f4-4802-bd43-a70e5688d0a7', 'c455b5e9-7636-426b-ad7d-fa549be45305']",19,,,,,,,,,,,,,,,,,Australia,792,00:36:19.027,Pass,
