50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,3.3727,,,,,,,,,,,,92611a84-86c5-4ffb-a891-c01b6a7b939b,1065,,,"[56.0, 13.0]",19732,28,,,0.7338973,,Right Foot,,,,"[107.0, 59.0]",,High Pass,68.68042,Incomplete,,,,True,Free Kick,1,From Free Kick,Rhiannon Roberts,19779.0,Center Defensive Midfield,63,Liverpool WFC,966,['c445e6d8-fac1-492a-8960-84dba155d5c0'],37,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:37.137,Pass,
,,,,,,,,,,,,3.6452,,,,,,,,,,,,c445e6d8-fac1-492a-8960-84dba155d5c0,1066,,,"[14.0, 22.0]",19732,28,,,-0.26916748,,Head,,,,"[43.0, 14.0]",,High Pass,30.083218,Incomplete,,,,,Recovery,1,From Free Kick,Mayumi Pacheco,15724.0,Left Back,63,Liverpool WFC,966,"['40aea299-34f9-4ef6-913a-70a6340a266e', '92611a84-86c5-4ffb-a891-c01b6a7b939b']",40,,,,,,,,,,,,,,,,Reading WFC,974,00:28:40.509,Pass,
,,,,,,,,,,,,1.2386,,,,,,,,,,,,40aea299-34f9-4ef6-913a-70a6340a266e,1067,,,"[78.0, 67.0]",19732,28,,,0.61466295,,Right Foot,,,,"[95.0, 79.0]",,Low Pass,20.808653,,Jessica Anne Clarke,15218.0,,,Recovery,1,From Free Kick,Satara Murray,15629.0,Right Back,63,Liverpool WFC,966,"['76867b38-23c8-481f-83fe-3ad2bb81df40', 'c445e6d8-fac1-492a-8960-84dba155d5c0']",44,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:44.155,Pass,
,,,,,,,,,,,,4.304075,,,,,,,,,,,,1db813d5-4f1a-4da5-ae29-fbd5db325ec5,1071,,,"[22.0, 9.0]",19732,28,,,0.34097895,,Left Foot,,,,"[84.0, 31.0]",,High Pass,65.78754,Incomplete,,,,,Recovery,1,From Free Kick,Mayumi Pacheco,15724.0,Left Back,63,Liverpool WFC,966,['17c06b21-e01c-47ec-b425-ca85e7310864'],46,,,,,,,,,,,,,,,,Reading WFC,974,00:28:46.082,Pass,
,,,,,,,,,,,,1.961108,,,,,,,,,,,,17c06b21-e01c-47ec-b425-ca85e7310864,1072,,,"[37.0, 50.0]",19732,28,,,-2.9927027,,Right Foot,,,,"[17.0, 47.0]",,Ground Pass,20.22375,,Frances Kitching,19778.0,,,Recovery,1,From Free Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,63,Liverpool WFC,966,"['1db813d5-4f1a-4da5-ae29-fbd5db325ec5', 'c2e6e85b-65f6-4c0a-a255-f40fbe891438']",50,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:50.386,Pass,
,,,,,,,,,,,,1.5786,,,,,,,,,,,,7d706b1e-284f-4225-8391-96cbe052bbe5,1075,,,"[17.0, 47.0]",19732,28,,,-0.28897542,,Right Foot,,,,"[54.0, 36.0]",,Low Pass,38.600517,,Laura Coombs,19416.0,,,,1,From Free Kick,Frances Kitching,19778.0,Goalkeeper,63,Liverpool WFC,966,['31108f09-98d4-4183-87d7-8b331a27a9c9'],52,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:52.737,Pass,
,,,,,,,,,,,,1.4957,,,,,,,,,,,,912513c9-1769-46a3-94e8-008728a42665,1078,,,"[56.0, 33.0]",19732,28,,,-1.1493771,,Right Foot,,,,"[69.0, 4.0]",,Ground Pass,31.780497,Incomplete,Niamh Charles,15631.0,,,,1,From Free Kick,Laura Coombs,19416.0,Left Center Midfield,63,Liverpool WFC,966,"['302b6488-05b4-42c0-9112-8c7eacaad314', '42d00def-5ebe-40da-9486-5677906823eb']",56,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:56.931,Pass,
,,,,,,,,,,,,1.5634,,,,,,,,,,,,234fbc1d-03e0-414c-9f5b-2cab27cd4d16,1083,,,"[63.0, 3.0]",19732,29,,,0.17219082,,Left Foot,,,,"[86.0, 7.0]",,Low Pass,23.345236,,Courtney Sweetman-Kirk,15611.0,,,,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,63,Liverpool WFC,966,['670d4a01-253e-4a34-a73c-3e6231948822'],1,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:01.933,Pass,
,,,,,,,,,,,,0.490677,,,,,,,,,,,,4cd48c7b-525d-4a70-b20b-b06239c1cdf8,1086,,,"[87.0, 7.0]",19732,29,,,2.7610862,,Right Foot,,,,"[82.0, 9.0]",,Low Pass,5.3851647,,Niamh Charles,15631.0,,,,1,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,63,Liverpool WFC,966,['4275d862-8c3a-4588-80d1-d5a5880a7d7f'],3,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:03.985,Pass,
,,,,,,,,,,,,4.2457,,,,,,,,,,,,8501bdf9-f6a0-4c50-bc0c-b58be40edaae,1090,,,"[28.0, 72.0]",19732,29,,,0.16910122,,Right Foot,,,,"[69.0, 79.0]",,High Pass,41.59327,Incomplete,,,,,Recovery,1,From Free Kick,Josanne Potter,10198.0,Left Center Back,63,Liverpool WFC,966,['454200d2-597c-4b99-9d87-5338c4918956'],6,,,,,,,,,,,,,,,,Reading WFC,974,00:29:06.682,Pass,
,,,,,,,,,,,,3.9441,,,,,,,,,,,,454200d2-597c-4b99-9d87-5338c4918956,1091,,,"[52.0, 2.0]",19732,29,,,-0.027020449,,Left Foot,,,,"[89.0, 1.0]",,High Pass,37.01351,Incomplete,,,,,Recovery,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,63,Liverpool WFC,966,"['8501bdf9-f6a0-4c50-bc0c-b58be40edaae', 'a7b722a0-e4cb-4220-9f7b-1fec6ea114e8']",10,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:10.927,Pass,
,,,,,,,,,,,,0.788437,,,,,,,,,,,,9fa6a58c-7aa4-4e58-aab4-093476551865,1094,,,"[34.0, 79.0]",19732,29,,,-0.19739556,,Right Foot,,,,"[44.0, 77.0]",,Ground Pass,10.198039,,Fara Williams,10251.0,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,64,Reading WFC,974,['01798a7a-de0c-4d45-9e1e-8feeff735db0'],15,,,,,,,,,,,,,,,,Reading WFC,974,00:29:15.582,Pass,
,,,,,,,,,,,,1.671,,,,,,,,,,,,50662646-c91e-4313-8e51-12a60515e92b,1098,,,"[46.0, 79.0]",19732,29,,,-2.221873,,Right Foot,,,,"[30.0, 58.0]",,Ground Pass,26.400757,,Josanne Potter,10198.0,,,,1,Regular Play,Fara Williams,10251.0,Left Wing,64,Reading WFC,974,['4bce76ab-4666-4776-8d83-2b669e53c832'],17,,,,,,,,,,,,,,,,Reading WFC,974,00:29:17.373,Pass,
,,,,,,,,,,,,1.0906,,,,,,,,,,,,5c749c80-7a7c-49c3-9b92-605f478e773e,1101,,,"[40.0, 54.0]",19732,29,,,-0.4636476,,Left Foot,,,,"[56.0, 46.0]",,Ground Pass,17.888544,,Rachel Furness,15706.0,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,64,Reading WFC,974,['066799b9-0648-4d9a-9467-2e86316964fe'],22,,,,,,,,,,,,,,,,Reading WFC,974,00:29:22.045,Pass,
,,,,,,,,,,,,2.088236,,,,,,,,,,,,628682fb-59d0-43bb-9f66-5ff750e95d44,1104,,,"[64.0, 32.0]",19732,29,,,-2.0344439,,Left Foot,,,,"[56.0, 16.0]",,Ground Pass,17.888544,,Mayumi Pacheco,15724.0,,,,1,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,64,Reading WFC,974,['44f4b768-9ce2-4797-b13c-54826ad34236'],27,,,,,,,,,,,,,,,,Reading WFC,974,00:29:27.101,Pass,
,,,,,,,,,,,,1.38579,,,,,,,,,,,,dd9aa9a8-98da-439a-ac1a-66ccaa7ac40d,1107,,,"[52.0, 22.0]",19732,29,,,2.176341,,Right Foot,,,,"[43.0, 35.0]",,Ground Pass,15.811388,,Josanne Potter,10198.0,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,64,Reading WFC,974,['fc9c0aa4-84ab-481c-873a-63f9758dd7b8'],30,,,,,,,,,,,,,,,,Reading WFC,974,00:29:30.576,Pass,
,,,,,,,,,,,,3.172698,,,,,,,,,,,,3602c1f8-a9db-47eb-ad4f-1d1afa873fc0,1110,,,"[49.0, 33.0]",19732,29,,,0.98279375,,Left Foot,,,,"[79.0, 78.0]",,High Pass,54.08327,,Natasha Harding,15725.0,,True,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,64,Reading WFC,974,['fba4c77f-d861-4d1d-b445-dc95ee0980c4'],33,,,,,,,,,,,,,,,,Reading WFC,974,00:29:33.421,Pass,
,,,,,,,,,,,,1.4206,,,,,,,,,,,,3c6dc683-0283-4ae6-98df-4a79dfaf7077,1112,,,"[79.0, 78.0]",19732,29,,,0.7853982,,Head,,,,"[81.0, 80.0]",,High Pass,2.828427,Out,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,64,Reading WFC,974,,36,,,,,,,,,,,,,,,,Reading WFC,974,00:29:36.594,Pass,
,,,,,,,,,,,,1.624222,,,,,,,,,,,,988a0c87-142a-4879-9707-a1f560b328a2,1113,,,"[42.0, 1.0]",19732,29,,,0.0344691,,,,,,"[71.0, 2.0]",,High Pass,29.017237,Unknown,Niamh Charles,15631.0,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,65,Liverpool WFC,966,['96367cd3-7a2b-4aae-9ce1-b9a0cd7fe4d6'],54,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:54.603,Pass,
,,,,,,,,,,,,0.850655,,,,,,,,,,,,eb9ed639-1baa-489e-aa20-55e7a4fbf271,1117,,,"[49.0, 79.0]",19732,30,,,-2.3561945,,Right Foot,,,,"[44.0, 74.0]",,Ground Pass,7.071068,,Kirstyn Pearce,18152.0,,,Free Kick,1,From Free Kick,Natasha Harding,15725.0,Right Back,66,Reading WFC,974,['7c301dec-c88a-4080-8655-c18b563263ee'],1,,,,,,,,,,,,,,,,Reading WFC,974,00:30:01.049,Pass,
,,,,,,,,,,,,2.8141,,,,,,,,,,,,fe6b518c-c33b-4d39-9b17-3f17ed44131b,1120,,,"[53.0, 79.0]",19732,30,,,-0.4856221,,Right Foot,,,,"[89.0, 60.0]",,Ground Pass,40.706264,,Lauren Bruton,15726.0,,,,1,From Free Kick,Kirstyn Pearce,18152.0,Right Center Back,66,Reading WFC,974,['21c36ce6-0ed0-484f-a212-0cdc9e87b124'],4,,,,,,,,,,,,,,,,Reading WFC,974,00:30:04.317,Pass,
,,,,,,,,,,,,1.1704,,,,,,,,,,,,2434d7b0-e397-49d6-801c-d19ba854e34f,1125,,,"[82.0, 71.0]",19732,30,,,-0.7454195,,Right Foot,,,,"[95.0, 59.0]",,Ground Pass,17.691807,Incomplete,Brooke Chaplen,15723.0,,,,1,From Free Kick,Lauren Bruton,15726.0,Center Forward,66,Reading WFC,974,"['63be5bdc-66cb-4155-a99c-72f72d5fca52', 'a32c48b1-ce28-4613-8c45-09fef542e7af', 'a7f06dae-6efc-4774-b1f0-df59dace1ee6']",12,,,,,,,,,,,,,,,,Reading WFC,974,00:30:12.101,Pass,True
,,,,,,,,,,,,4.610984,,,,,,,,,,,,ccce4da6-327a-41c6-9473-96773df1fa76,1129,,,"[38.0, 20.0]",19732,30,,,-0.22049376,,Right Foot,,,,"[96.0, 7.0]",,Ground Pass,59.439045,,Courtney Sweetman-Kirk,15611.0,,,,1,From Free Kick,Rhiannon Roberts,19779.0,Center Defensive Midfield,66,Reading WFC,974,['18db5f5e-586d-47eb-bca8-dd5cca2633f4'],16,,,,,,,,,,,,,,,,Liverpool WFC,966,00:30:16.282,Pass,
,,,,,,,,,,,,0.2897,,,,,,,,,,,,021180ca-9867-4f29-ab8b-dc1c16b5fa23,1132,,,"[93.0, 15.0]",19732,30,,,-3.0916343,,Right Foot,,,,"[73.0, 14.0]",,Ground Pass,20.024984,Incomplete,,,,,,1,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,66,Reading WFC,974,['f48f2de0-0d6c-4988-8f83-c016fa604eaa'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:30:23.212,Pass,
,,,,,,,,,,,,1.2028,,,,,,,,,,,,9c40b14c-baf1-4a85-aa4f-e22987dffd63,1136,,,"[43.0, 70.0]",19732,30,,,3.0648208,,Left Foot,,,,"[30.0, 71.0]",,Ground Pass,13.038404,,Natasha Harding,15725.0,,,Recovery,1,From Free Kick,Rachel Rowe,19780.0,Right Defensive Midfield,66,Reading WFC,974,['baff25f1-8c6d-449a-96c3-9ce5c779d838'],28,,,,,,,,,,,,,,,,Reading WFC,974,00:30:28.668,Pass,
,,,,,,,,,,,,2.6054,,,,,,,,,,,,47e7cfbc-2444-498c-ae4c-689f5029d8f0,1140,,,"[31.0, 71.0]",19732,30,,,-2.425849,,Left Foot,,,,"[8.0, 51.0]",,Ground Pass,30.479502,,Grace Moloney,15719.0,,,,1,From Free Kick,Natasha Harding,15725.0,Right Back,66,Reading WFC,974,['da329856-0283-4fb7-9b5d-c115379a6c90'],30,,,,,,,,,,,,,,,,Reading WFC,974,00:30:30.664,Pass,
,,,,,,,,,,,,1.4876,,,,,,,,,,,,e452feda-e032-45b3-9b22-eee60e5dae64,1143,,,"[14.0, 49.0]",19732,30,,,-0.98279375,,Right Foot,,,,"[22.0, 37.0]",,Ground Pass,14.422205,,Josanne Potter,10198.0,,,,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,66,Reading WFC,974,['0085adf9-60c0-4682-8521-129a866ea434'],36,,,,,,,,,,,,,,,,Reading WFC,974,00:30:36.497,Pass,
,,,,,,,,,,,,1.3833,,,,,,,,,,,,7876a98f-a3ab-4f8b-9533-5df026fc1ac6,1146,,,"[26.0, 36.0]",19732,30,,,0.38050637,,Left Foot,,,,"[36.0, 40.0]",,Ground Pass,10.770329,,Rachel Rowe,19780.0,,,,1,From Free Kick,Josanne Potter,10198.0,Left Center Back,66,Reading WFC,974,['13f54239-d21f-405d-a567-7db62f418ba9'],39,,,,,,,,,,,,,,,,Reading WFC,974,00:30:39.475,Pass,
,,,,,,,,,,,,1.4351,,,,,,,,,,,,1e368c27-af14-4f02-b2b2-f7c2c10523f1,1149,,,"[36.0, 40.0]",19732,30,,,-2.976444,,Left Foot,,,,"[24.0, 38.0]",,Ground Pass,12.165525,,Josanne Potter,10198.0,,,,1,From Free Kick,Rachel Rowe,19780.0,Right Defensive Midfield,66,Reading WFC,974,['fe4ad357-15c5-4604-ae70-018e50795881'],41,,,,,,,,,,,,,,,,Reading WFC,974,00:30:41.416,Pass,
,,,,,,,,,,,,2.7726,,,,,,,,,,,,1b7b13fb-526f-4184-bdd5-ccd33483b695,1152,,,"[25.0, 42.0]",19732,30,,,0.734161,,Left Foot,,,,"[66.0, 79.0]",,High Pass,55.226807,,Fara Williams,10251.0,,,,1,From Free Kick,Josanne Potter,10198.0,Left Center Back,66,Reading WFC,974,['59c741e1-5901-40c7-bc8f-3f430859a2f4'],43,,,,,,,,,,,,,,,,Reading WFC,974,00:30:43.663,Pass,
,,,,,,,,,,,,1.7177,,,,,,,,,,,,34bb9ad6-1d7a-4948-9d63-e55b9ed88b36,1154,,,"[66.0, 79.0]",19732,30,,,-3.0172377,,Head,,,,"[50.0, 77.0]",,High Pass,16.124516,,Remi Allen,18149.0,,,,1,From Free Kick,Fara Williams,10251.0,Left Wing,66,Reading WFC,974,['ba8cfc55-bbfc-455a-a84d-07386b2fcbcc'],46,,,,,,,,,,,,,,,,Reading WFC,974,00:30:46.435,Pass,
,,,,,,,,,,,,1.7303,,,,,,,,,,,,f524ce2d-0f17-4344-b1e9-547abe75a456,1157,,,"[48.0, 77.0]",19732,30,,,-2.9441972,,Other,,,,"[38.0, 75.0]",,Low Pass,10.198039,,Kirstyn Pearce,18152.0,,,,1,From Free Kick,Remi Allen,18149.0,Right Wing,66,Reading WFC,974,['0468eed6-7444-4e35-84b1-d18d0e921f29'],48,,,,,,,,,,,,,,,,Reading WFC,974,00:30:48.215,Pass,
,,,,,,,,,,,,1.9139,,,,,,,,,,,,46384901-80e9-47d3-bd49-90d1237462bf,1160,,,"[50.0, 77.0]",19732,30,,,0.0,,Right Foot,,,,"[97.0, 77.0]",,High Pass,47.0,Incomplete,,,,,,1,From Free Kick,Kirstyn Pearce,18152.0,Right Center Back,66,Reading WFC,974,['c2ce4ff7-f4d5-4c62-abb9-194be29da5de'],53,,,,,,,,,,,,,,,,Reading WFC,974,00:30:53.244,Pass,
,,,,,,,,,,,,1.5966,,,,,,,,,,,,a445ed99-bca0-406f-9725-96834a8428bd,1162,,,"[97.0, 80.0]",19732,31,,,-2.0831857,,,,,,"[88.0, 64.0]",,High Pass,18.35756,,Rachel Furness,15706.0,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,67,Reading WFC,974,['e52a1067-375b-45c6-85bf-11d2a33b199a'],14,,,,,,,,,,,,,,,,Reading WFC,974,00:31:14.940,Pass,
,,,,,,,,,,,,1.4646,,,,,,,,,,,,bfd020f2-dea4-4dee-8a05-b0c2b211c555,1166,,,"[88.0, 63.0]",19732,31,,,-2.0899425,,Left Foot,,,,"[76.0, 42.0]",,Ground Pass,24.186773,,Mayumi Pacheco,15724.0,,,,1,From Throw In,Rachel Furness,15706.0,Left Defensive Midfield,67,Reading WFC,974,['a6555bde-d8f6-4c2a-b7da-22791d44de2f'],18,,,,,,,,,,,,,,,,Reading WFC,974,00:31:18.634,Pass,
,,,,,,,,,,,,1.0335,,,,,,,,,,,,0c856290-e931-4038-a6f7-bf170bfa740b,1169,,,"[76.0, 41.0]",19732,31,,,1.160669,,Left Foot,,,,"[86.0, 64.0]",,Ground Pass,25.079872,,Remi Allen,18149.0,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,67,Reading WFC,974,['026210c3-e41a-4443-9143-9b3edc36626f'],20,,,,,,,,,,,,,,,,Reading WFC,974,00:31:20.917,Pass,
,,,,,,,,,,,,1.822,,,,,,,,,,,,1a634619-77de-48db-93d4-7a7aa77cac9f,1173,,,"[87.0, 66.0]",19732,31,,,-0.66104317,,Right Foot,,,,"[96.0, 59.0]",,Ground Pass,11.401754,,Brooke Chaplen,15723.0,,,,1,From Throw In,Remi Allen,18149.0,Right Wing,67,Reading WFC,974,"['01a5535d-b8d4-4c86-9d75-dab01693a540', 'ca902d01-e73e-400f-a1f1-ce86ad2ed916']",23,,,,,,,,,,,,,,,,Reading WFC,974,00:31:23.330,Pass,True
,,,,,,,,,,,,2.0176,,,,,,,,,,,,9485dc4b-8f45-4a68-833d-311d9ddd8c26,1178,,,"[18.0, 24.0]",19732,31,,,-0.4346702,,Left Foot,,,,"[46.0, 11.0]",,High Pass,30.870699,,Courtney Sweetman-Kirk,15611.0,,,Recovery,1,Regular Play,Rhiannon Roberts,19779.0,Center Defensive Midfield,68,Liverpool WFC,966,['a32b5acb-67fb-4d18-ab1b-28f1b65c5ff6'],27,,,,,,,,,,,,,,,,Liverpool WFC,966,00:31:27.353,Pass,
,,,,,,,,,,,,1.10324,,,,,,,,,,,,25ff5ac4-1783-4e44-8d1d-d8e04eec1946,1181,,,"[47.0, 11.0]",19732,31,,,-2.4227626,,Right Foot,,,,"[39.0, 4.0]",,Ground Pass,10.630146,,Niamh Charles,15631.0,,,,1,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,68,Liverpool WFC,966,['2c039264-ed40-47a4-b8a6-df9324b40855'],29,,,,,,,,,,,,,,,,Liverpool WFC,966,00:31:29.884,Pass,
,,,,,,,,,,,,1.1441,,,,,,,,,,,,3baef622-fa70-42ba-9aaf-b1ba6feeba5f,1187,,,"[53.0, 4.0]",19732,32,,,0.7086263,,Right Foot,,,,"[67.0, 16.0]",,Ground Pass,18.439089,,Laura Coombs,19416.0,,,Free Kick,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,69,Liverpool WFC,966,['bc9abe02-ceba-494c-970d-cffbdbfc1654'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:32:00.079,Pass,
,,,,,,,,,,,,1.5644,,,,,,,,,,,,73144ef8-5e3a-441a-8666-9190cf1ce2f4,1190,,,"[65.0, 17.0]",19732,32,,,2.1025205,,Right Foot,,,,"[55.0, 34.0]",,Ground Pass,19.723083,Incomplete,Rhiannon Roberts,19779.0,,,,1,From Free Kick,Laura Coombs,19416.0,Left Center Midfield,69,Liverpool WFC,966,"['29965988-8f8c-4542-96f0-de5bd2dbd4f3', '8fcf13c0-fee0-4884-9892-03e8e30c6f96']",2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:32:02.326,Pass,
,,,,,,,,,,,,2.2373,,,,,,,,,,,,1af3bb33-95ba-41e5-ae05-f324bc023b40,1197,,,"[120.0, 1.0]",19732,32,,,2.224879,37724f11-502b-4e2a-865f-7405747a4f1b,Left Foot,,,,"[97.0, 31.0]",,Ground Pass,37.802116,,Fara Williams,10251.0,True,,Corner,1,From Corner,Rachel Rowe,19780.0,Right Defensive Midfield,71,Reading WFC,974,['eb00d2c3-5b07-4882-995f-b533f930ef70'],42,,,,,,,,,,,,,,,,Reading WFC,974,00:32:42.968,Pass,
,,,,,,,,,,,,1.9045,,,,,,,,,,,,9ec48ca4-edb5-41aa-a06f-a25c10394666,1202,,,"[6.0, 40.0]",19732,33,,,0.23472261,,Right Foot,,,,"[52.0, 51.0]",,High Pass,47.296936,Incomplete,,,,,Goal Kick,1,From Goal Kick,Frances Kitching,19778.0,Goalkeeper,72,Liverpool WFC,966,['73cbc32f-7e80-4396-988f-cacdb343d07b'],14,,,,,,,,,,,,,,,,Liverpool WFC,966,00:33:14.840,Pass,
,,,,,,,,,,,,2.2121,,,,,,,,,,,,73cbc32f-7e80-4396-988f-cacdb343d07b,1203,,,"[69.0, 30.0]",19732,33,,,-0.035699114,,Head,,,,"[97.0, 29.0]",,High Pass,28.01785,Incomplete,,,,,Recovery,1,From Goal Kick,Rachel Rowe,19780.0,Right Defensive Midfield,72,Liverpool WFC,966,"['45637517-1926-43d8-bf3d-b0d89e318f63', '9ec48ca4-edb5-41aa-a06f-a25c10394666']",16,,,,,,,,,,,,,,,,Reading WFC,974,00:33:16.744,Pass,
,,,,,,,,,,,,1.7904,,,,,,,,,,,,45637517-1926-43d8-bf3d-b0d89e318f63,1204,,,"[24.0, 52.0]",19732,33,,,-0.87090343,,Head,,,,"[40.0, 33.0]",,High Pass,24.839485,Incomplete,,,,,Recovery,1,From Goal Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,72,Liverpool WFC,966,"['73cbc32f-7e80-4396-988f-cacdb343d07b', 'cfb88e2b-375b-4dc0-9a89-cd5a35023173']",18,,,,,,,,,,,,,,,,Liverpool WFC,966,00:33:18.956,Pass,
,,,,,,,,,,,,2.2918,,,,,,,,,,,,89274b29-2fa0-4b71-bc09-9021f09b2b4b,1208,,,"[87.0, 59.0]",19732,33,,,2.4149504,,Right Foot,,,,"[69.0, 75.0]",,Ground Pass,24.083189,,Kirstyn Pearce,18152.0,,,,1,Regular Play,Rachel Rowe,19780.0,Right Defensive Midfield,73,Reading WFC,974,['bfedf038-b5ed-4cde-b7f4-21c8feab4740'],25,,,,,,,,,,,,,,,,Reading WFC,974,00:33:25.937,Pass,
,,,,,,,,,,,,2.9782,,,,,,,,,,,,ccc678d2-cc65-4e41-8e93-3664b8939754,1211,,,"[59.0, 76.0]",19732,33,,,-2.6894388,,Right Foot,,,,"[24.0, 59.0]",,Ground Pass,38.910152,,Grace Moloney,15719.0,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,73,Reading WFC,974,['eefbcbb4-9201-415c-ab3e-554965b3b601'],29,,,,,,,,,,,,,,,,Reading WFC,974,00:33:29.865,Pass,
,,,,,,,,,,,,1.586099,,,,,,,,,,,,3eea24a5-63e0-4b2e-9d01-9c5a75db8404,1214,,,"[26.0, 58.0]",19732,33,,,-1.1583859,,Right Foot,,,,"[33.0, 42.0]",,Ground Pass,17.464249,,Josanne Potter,10198.0,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,73,Reading WFC,974,['5a83433d-15d4-456d-8d8c-88321374bdad'],33,,,,,,,,,,,,,,,,Reading WFC,974,00:33:33.815,Pass,
,,,,,,,,,,,,1.7855,,,,,,,,,,,,343c4564-d5cb-4761-b25e-dd7d31fa96f6,1217,,,"[45.0, 35.0]",19732,33,,,0.0,,Left Foot,,,,"[75.0, 35.0]",,Ground Pass,30.0,,Lauren Bruton,15726.0,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,73,Reading WFC,974,['62e4df20-970b-4ac8-879f-5f279cfd2682'],37,,,,,,,,,,,,,,,,Reading WFC,974,00:33:37.372,Pass,
,,,,,,,,,,,,1.7665,,,,,,,,,,,,19ccb6b2-b447-48bc-b928-3f0230876287,1224,,,"[67.0, 38.0]",19732,33,,,2.4468544,,Right Foot,,,,"[55.0, 48.0]",,Ground Pass,15.6205,,Kirstyn Pearce,18152.0,,,,1,Regular Play,Lauren Bruton,15726.0,Center Forward,73,Reading WFC,974,['f6372eb3-55f4-4dbc-8ada-30a3bda09344'],41,,,,,,,,,,,,,,,,Reading WFC,974,00:33:41.831,Pass,
,,,,,,,,,,,,1.29237,,,,,,,,,,,,5f6871df-1965-4c26-89a6-1454ff04a81b,1227,,,"[55.0, 49.0]",19732,33,,,-1.4801364,,Right Foot,,,,"[56.0, 38.0]",,Ground Pass,11.045361,,Josanne Potter,10198.0,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,73,Reading WFC,974,['15f9c5eb-eb26-44b3-9d65-1023aee7b02b'],44,,,,,,,,,,,,,,,,Reading WFC,974,00:33:44.365,Pass,
,,,,,,,,,,,,3.7045,,,,,,,,,,,,53969cd8-f18a-4027-b447-36e8749fa485,1230,,,"[57.0, 36.0]",19732,33,,,0.6584254,,Left Foot,,,,"[110.0, 77.0]",,High Pass,67.00746,,Natasha Harding,15725.0,,True,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,73,Reading WFC,974,['89a6cf26-3afb-40b9-86db-51075ce94e36'],46,,,,,,,,,,,,,,,,Reading WFC,974,00:33:46.702,Pass,
