ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.027326,,,,,,,,,,,,,4c0d786e-1016-4074-8436-185d22c24fbf,1732,,,"[113.0, 21.0]",19737,49,,,1.849096,34295a09-8061-481c-a84d-3f6fd395ccb9,,Left Foot,True,,,"[109.0, 35.0]",,Ground Pass,14.56022,,Laura Coombs,19416.0,True,,,2,From Throw In,Niamh Charles,15631.0,Left Wing,106,Liverpool WFC,966,['ec5520e6-c129-472a-b967-2a4406041aba'],51,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:51.359,Pass,
,,,,,,,,,,,,1.325219,,,,,,,,,,,,,7a8538a6-c12c-40a0-8274-de1b88ef2202,1744,,,"[74.0, 56.0]",19737,50,,,1.217806,,,Left Foot,,,,"[81.0, 75.0]",,Ground Pass,20.248457,,Jessica Anne Clarke,15218.0,,,,2,From Throw In,Niamh Fahey,19777.0,Center Defensive Midfield,106,Liverpool WFC,966,['f811e94e-afe0-49e3-9ab5-468569d10646'],1,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:01.985,Pass,
,,,,,,,,,,,,0.5683,,,,,,,,,,,,,bc2aa389-41b4-4bf8-840a-e9f0783b731c,1748,,,"[108.0, 74.0]",19737,50,,,-0.9272952,,,Right Foot,,,,"[111.0, 70.0]",,High Pass,5.0,Incomplete,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,106,Liverpool WFC,966,['39a3559a-48d9-4941-84f4-93628554c276'],9,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:09.047,Pass,
,,,,,,,,,,,,1.851368,,,,,,,,,,,,,410b490f-e553-407c-bbea-1b81a905ed2f,1750,,,"[110.0, 75.0]",19737,50,,,-3.041924,,,Right Foot,,,,"[90.0, 73.0]",,Ground Pass,20.09975,,Satara Murray,15629.0,,,Recovery,2,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,106,Liverpool WFC,966,['4d1a39f6-14a1-4a85-b2f4-7dc0b9fca141'],11,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:11.580,Pass,
,,,,,,,,,,,,1.22814,,,,,,,,,,,,,b134be50-b926-445a-ae1c-d63b674046f0,1753,,,"[90.0, 73.0]",19737,50,,,0.19739556,,,Right Foot,,,,"[105.0, 76.0]",,Ground Pass,15.297058,,Jessica Anne Clarke,15218.0,,,,2,From Throw In,Satara Murray,15629.0,Right Back,106,Liverpool WFC,966,['1249ea5d-d39a-4ae4-a0fb-49d1aa5221e0'],14,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:14.104,Pass,
,,,,,,,,,,,,0.3864,,,,,,,,,,,,,fde4f403-b5a7-4401-b098-45ee4d5c7133,1757,,,"[116.0, 68.0]",19737,50,,,-1.5707964,,,Right Foot,,,,"[116.0, 65.0]",,High Pass,3.0,Incomplete,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,106,Liverpool WFC,966,['2cab54ea-4924-431f-a4d9-ca80e8071305'],19,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:19.319,Pass,
,,,,,,,,,,,,1.323205,,,,,,,,,,,,,9a508c64-5125-4236-bdbc-91ff9721e5bc,1759,,,"[120.0, 80.0]",19737,50,,,-1.6672701,,,Right Foot,,,,"[117.0, 49.0]",,Low Pass,31.144823,Incomplete,,,,,Corner,2,From Corner,Laura Coombs,19416.0,Right Center Midfield,107,Liverpool WFC,966,['8b806d74-f936-4bc6-b0a3-b3bc832a7972'],42,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:42.653,Pass,
,,,,,,,,,,,,1.322068,,,,,,,,,,,,,9376eaab-3015-4d01-b8fd-2f7919e22f91,1761,,,"[101.0, 61.0]",19737,50,,,1.1341692,,,Right Foot,,,,"[108.0, 76.0]",,Ground Pass,16.552946,,Laura Coombs,19416.0,,,Recovery,2,From Corner,Niamh Fahey,19777.0,Center Defensive Midfield,107,Liverpool WFC,966,['31be45d9-b35c-4d07-a211-2d99462541dd'],46,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:46.522,Pass,
,,,,,,,,,,,,1.574099,,,,,,,,,,,,,7a657a25-8c3c-4563-9ee5-20df0a879e1d,1764,,,"[108.0, 76.0]",19737,50,,,-1.2587543,,,Right Foot,True,,,"[118.0, 45.0]",,High Pass,32.572994,Incomplete,,,,,,2,From Corner,Laura Coombs,19416.0,Right Center Midfield,107,Liverpool WFC,966,['82ce6ede-782e-4d4c-b263-dfc72ea86553'],49,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:49.854,Pass,
,,,,,,,,,,,,4.8702,,,,,,,,,,,,,c39fc30c-426e-4dab-bd88-6d98a990cfd4,1767,,,"[14.0, 30.0]",19737,50,,,0.03029376,,,Drop Kick,,,,"[80.0, 32.0]",,High Pass,66.0303,Incomplete,Olivia Fergusson,15718.0,,,,2,From Keeper,Megan Walsh,15709.0,Goalkeeper,108,Yeovil Town LFC,970,"['cea95583-45da-49c7-90ec-016e73f15b1b', 'd1a99630-ab27-4974-9b99-552fee8e8bf8']",54,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:54.954,Pass,
,,,,,,,,,,,,2.908981,,,,,,,,,,,,,d1a99630-ab27-4974-9b99-552fee8e8bf8,1770,,,"[41.0, 49.0]",19737,50,,True,0.36717382,,,,,,,"[54.0, 54.0]",,Low Pass,13.928389,Incomplete,,,,,Recovery,2,From Keeper,Leigh-Anne Robe,15630.0,Left Back,108,Yeovil Town LFC,970,"['496d5006-5fe1-4fb3-b863-033ca63726cb', 'abb7ed58-ee7a-4177-9c4a-7e647e68b849', 'c39fc30c-426e-4dab-bd88-6d98a990cfd4']",59,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:59.824,Pass,True
,,,,,,,,,,,,3.32919,,,,,,,,,,,,,3382a552-678c-43ca-98b0-842331e387bb,1775,,,"[39.0, 50.0]",19737,51,,,2.753274,,,Left Foot,,,,"[17.0, 59.0]",,Ground Pass,23.769728,,Satara Murray,15629.0,,,Recovery,2,From Keeper,Jasmine Matthews,15618.0,Left Center Back,108,Yeovil Town LFC,970,['70341d4b-7f72-4b51-a178-80e59d032ca2'],5,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:05.582,Pass,
,,,,,,,,,,,,0.9101,,,,,,,,,,,,,47c2ad15-c966-4cdd-806b-9a285d695ae0,1778,,,"[20.0, 67.0]",19737,51,,,-0.055498507,,,Right Foot,,,,"[38.0, 66.0]",,Ground Pass,18.027756,Incomplete,Rinsola Babajide,15613.0,,,,2,From Keeper,Satara Murray,15629.0,Right Back,108,Yeovil Town LFC,970,"['506d5405-8118-4799-b471-03d677c789ec', 'd0ede93c-35ff-41b6-be25-3e84e2b48885']",10,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:10.883,Pass,
,,,,,,,,,,,,3.910666,,,,,,,,,,,,,a3a46fbc-703d-4729-b91b-b4abd6b27a55,1784,,,"[6.0, 43.0]",19737,51,,,-0.7541583,,,Keeper Arm,,,,"[39.0, 12.0]",,Ground Pass,45.276924,,Leigh-Anne Robe,15630.0,,,,2,From Keeper,Frances Kitching,19778.0,Goalkeeper,110,Liverpool WFC,966,['c4c11235-da5a-46f1-84f3-e14255aa5d65'],17,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:17.233,Pass,
,,,,,,,,,,,,1.206369,,,,,,,,,,,,,eff782a1-ee5d-40e7-9188-45bccef1269b,1787,,,"[67.0, 23.0]",19737,51,,,2.158799,,,Right Foot,,,,"[57.0, 38.0]",,Ground Pass,18.027756,,Niamh Fahey,19777.0,,,,2,From Keeper,Leigh-Anne Robe,15630.0,Left Back,110,Liverpool WFC,966,['08a67c6a-6bd2-4382-acce-64c648c05d36'],26,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:26.082,Pass,
,,,,,,,,,,,,1.7372,,,,,,,,,,,,,57f0d5ee-4aba-4e1a-9768-51ed83cd1b2b,1790,,,"[60.0, 38.0]",19737,51,,,1.1071488,,,Left Foot,,,,"[80.0, 78.0]",,High Pass,44.72136,,Jessica Anne Clarke,15218.0,,True,,2,From Keeper,Niamh Fahey,19777.0,Center Defensive Midfield,110,Liverpool WFC,966,['09a72a4a-3ea5-47a6-9fcc-e7da7584f82c'],28,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:28.812,Pass,
,,,,,,,,,,,,0.6015,,,,,,,,,,,,,b5428422-e87d-4f41-91ba-8b9a76ff00e4,1794,,,"[114.0, 61.0]",19737,51,,,-1.4056476,,,Left Foot,True,,,"[116.0, 49.0]",,Low Pass,12.165525,Incomplete,,,,,,2,From Keeper,Jessica Anne Clarke,15218.0,Right Wing,110,Liverpool WFC,966,['e7d18855-aa32-4788-9c5b-c019eb8c509c'],40,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:40.827,Pass,
,,,,,,,,,,,,0.814848,,,,,,,,,,,,,54c3dd6a-476d-47a6-bd2f-4c808cd0b003,1796,,,"[113.0, 80.0]",19737,51,,,-2.3561945,,,,,,,"[106.0, 73.0]",,High Pass,9.899495,,Niamh Fahey,19777.0,,,Throw-in,2,From Throw In,Satara Murray,15629.0,Right Back,111,Liverpool WFC,966,['a934a102-6fc2-454a-af45-8da1e9861720'],58,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:58.286,Pass,
,,,,,,,,,,,,1.194147,,,,,,,,,,,,,394743ae-eb84-4139-9f35-d8df4d9a665b,1799,,,"[106.0, 73.0]",19737,51,,,0.8960554,,,Right Foot,,,,"[110.0, 78.0]",,Ground Pass,6.4031243,,Satara Murray,15629.0,,,,2,From Throw In,Niamh Fahey,19777.0,Center Defensive Midfield,111,Liverpool WFC,966,['0f41c2d8-27fb-40b0-9d75-24a93d1dd462'],59,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:59.239,Pass,
,,,,,,,,,,,,1.654718,,,,,,,,,,,,,182b40c6-034f-45cc-98b8-df5e5d18edeb,1802,,,"[107.0, 76.0]",19737,52,,,-2.6779451,,,Right Foot,,,,"[87.0, 66.0]",,Ground Pass,22.36068,,Laura Coombs,19416.0,,,,2,From Throw In,Satara Murray,15629.0,Right Back,111,Liverpool WFC,966,['6dc92d01-a606-4f93-be35-6993c57ed63d'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:02.318,Pass,
,,,,,,,,,,,,1.381355,,,,,,,,,,,,,9474682e-438b-4ed2-b069-659509e28498,1805,,,"[88.0, 62.0]",19737,52,,,-1.0882831,,,Left Foot,,,,"[99.0, 41.0]",,Ground Pass,23.70654,Incomplete,Niamh Charles,15631.0,,,,2,From Throw In,Laura Coombs,19416.0,Right Center Midfield,111,Liverpool WFC,966,"['a61fd55c-8578-4b64-9de6-d4b7947a7e23', 'b2787ab9-004b-4671-bc4a-5454f43ccf38']",7,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:07.230,Pass,
,,,,,,,,,,,,0.213058,,,,,,,,,,,,,a61fd55c-8578-4b64-9de6-d4b7947a7e23,1807,,,"[22.0, 40.0]",19737,52,,,-1.5707964,,,Left Foot,,,,"[22.0, 34.0]",,Ground Pass,6.0,,Georgia Evans,15707.0,,,Recovery,2,Regular Play,Hannah Short,15717.0,Right Center Back,112,Yeovil Town LFC,970,"['9474682e-438b-4ed2-b069-659509e28498', 'dafd06dd-6456-4c82-98f1-4f09d0d3f11d']",8,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:08.611,Pass,
,,,,,,,,,,,,0.445815,,,,,,,,,,,,,1adf11b7-700a-42ec-a855-2d6e902354d6,1810,,,"[22.0, 34.0]",19737,52,,,1.5707964,,,Right Foot,,,,"[22.0, 41.0]",,Ground Pass,7.0,,Hannah Short,15717.0,,,,2,Regular Play,Georgia Evans,15707.0,Left Defensive Midfield,112,Yeovil Town LFC,970,['342e067e-a667-4586-b29b-4b7c7c6f704c'],9,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:09.568,Pass,
,,,,,,,,,,,,1.7028,,,,,,,,,,,,,92738a92-447d-4b1a-ac26-a4996aecb5b3,1813,,,"[23.0, 41.0]",19737,52,,,1.7681919,,,Right Foot,,,,"[21.0, 51.0]",,Ground Pass,10.198039,,Amy Goddard,15708.0,,,,2,Regular Play,Hannah Short,15717.0,Right Center Back,112,Yeovil Town LFC,970,['e3b546f5-1773-4a02-9e71-d5af6c6bd16e'],11,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:11.358,Pass,
,,,,,,,,,,,,0.842281,,,,,,,,,,,,,74659599-105c-4537-9f1d-4c0e0eaf95d3,1817,,,"[22.0, 52.0]",19737,52,,,1.0303768,,,Right Foot,,,,"[28.0, 62.0]",,Ground Pass,11.661903,,Amber Gaylor,15711.0,,,,2,Regular Play,Amy Goddard,15708.0,Right Back,112,Yeovil Town LFC,970,['88a1da41-1fcb-48d8-911f-84321a2a3467'],13,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:13.141,Pass,
,,,,,,,,,,,,3.3742,,,,,,,,,,,,,7ae0a289-8a74-4cdd-93d4-9d3d7673e36d,1821,,,"[28.0, 60.0]",19737,52,,,-0.6518691,,,Left Foot,,,,"[66.0, 31.0]",,High Pass,47.801674,Incomplete,,,,,,2,Regular Play,Amber Gaylor,15711.0,Right Wing,112,Yeovil Town LFC,970,['b3e67a0b-bece-4ddc-96cb-adf57ac9efe7'],15,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:15.335,Pass,
,,,,,,,,,,,,2.1177,,,,,,,,,,,,,b3e67a0b-bece-4ddc-96cb-adf57ac9efe7,1822,,,"[55.0, 50.0]",19737,52,,,0.39060703,,,Head,,,,"[72.0, 57.0]",,Low Pass,18.384777,Incomplete,,,,,Recovery,2,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,112,Yeovil Town LFC,970,"['7ae0a289-8a74-4cdd-93d4-9d3d7673e36d', 'e212a25d-3306-4f63-92ac-e2ee7c217cce']",18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:18.709,Pass,
,,,,,,,,,,,,2.1324,,,,,,,,,,,,,e212a25d-3306-4f63-92ac-e2ee7c217cce,1823,,,"[49.0, 24.0]",19737,52,,,0.1882215,,,Right Foot,,,,"[70.0, 28.0]",,Low Pass,21.377558,,Olivia Fergusson,15718.0,,,Recovery,2,Regular Play,Anne-Marie Heatherson,15714.0,Left Wing,112,Yeovil Town LFC,970,"['b3e67a0b-bece-4ddc-96cb-adf57ac9efe7', 'd6ee66c1-e746-4b57-be56-1ad372606078']",20,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:20.826,Pass,
,,,,,,,,,,,,0.8448,,,,,,,,,,,,,e5ad4363-f487-48fe-adff-bb4e855ee63d,1825,,,"[71.0, 28.0]",19737,52,,,-2.55359,,,Head,,,,"[62.0, 22.0]",,Low Pass,10.816654,,Anne-Marie Heatherson,15714.0,,,,2,Regular Play,Olivia Fergusson,15718.0,Left Center Forward,112,Yeovil Town LFC,970,['de51c3f5-3803-4118-b9b9-47fe38c01201'],22,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:22.966,Pass,
,,,,,,,,,,,,0.99023,,,,,,,,,,,,,27f5fafe-0604-419a-8dd4-cb13e8bd16b5,1828,,,"[66.0, 23.0]",19737,52,,,-1.0516502,,,Left Foot,,,,"[74.0, 9.0]",,Ground Pass,16.124516,,Megan Alexander,15710.0,,,,2,Regular Play,Anne-Marie Heatherson,15714.0,Left Wing,112,Yeovil Town LFC,970,['9de5f569-5baf-41f3-8c85-047e719da0ef'],26,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:26.077,Pass,
,,,,,,,,,,,,1.1033,,,,,,,,,,,,,f3fb5e54-a4d5-40c4-88b9-d7f91287cdd5,1832,,,"[87.0, 8.0]",19737,52,,,0.69044644,,,Left Foot,,,,"[110.0, 27.0]",,High Pass,29.832869,Incomplete,,,,,,2,Regular Play,Megan Alexander,15710.0,Left Back,112,Yeovil Town LFC,970,['35fff96c-0450-4aff-81f9-6db8ba700808'],29,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:29.720,Pass,
,,,,,,,,,,,,1.3795,,,,,,,,,,,,,83c2abc8-bfbf-49b8-91c2-76cc32d7f539,1834,,,"[16.0, 62.0]",19737,52,,,-2.634494,,,Left Foot,,,,"[7.0, 57.0]",,Ground Pass,10.29563,,Sophie Elizabeth Bradley-Auckland,15614.0,,,Recovery,2,Regular Play,Satara Murray,15629.0,Right Back,113,Liverpool WFC,966,['f49c36dc-7362-42a1-9553-87019df52124'],33,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:33.764,Pass,
,,,,,,,,,,,,2.8394,,,,,,,,,,,,,91640978-88f4-43fa-ae03-9e0c36ba9c1c,1837,,,"[7.0, 57.0]",19737,52,,,0.124354996,,,Right Foot,,,,"[55.0, 63.0]",,High Pass,48.373547,Incomplete,,,,,,2,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,113,Liverpool WFC,966,['e7d58e5b-dd16-461c-b3fc-3cdf76804cd5'],35,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:35.184,Pass,
,,,,,,,,,,,,2.1143,,,,,,,,,,,,,e7d58e5b-dd16-461c-b3fc-3cdf76804cd5,1838,,,"[66.0, 18.0]",19737,52,,,-0.74837804,,,Head,,,,"[80.0, 5.0]",,Low Pass,19.104973,Incomplete,,,,,Recovery,2,Regular Play,Georgia Evans,15707.0,Left Defensive Midfield,113,Liverpool WFC,966,"['28ec912c-280e-49ee-b433-6e6d88896543', '91640978-88f4-43fa-ae03-9e0c36ba9c1c']",38,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:38.023,Pass,
,,,,,,,,,,,,1.447874,,,,,,,,,,,,,9d903ba2-1674-4020-a0f8-9f44e9078f4c,1841,,,"[41.0, 76.0]",19737,52,,,-1.2120256,,,Right Foot,,,,"[47.0, 60.0]",,Ground Pass,17.088007,,Niamh Fahey,19777.0,,,,2,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,113,Liverpool WFC,966,['30126d0f-427e-462f-86e9-3ee5105478e0'],41,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:41.750,Pass,
,,,,,,,,,,,,1.02322,,,,,,,,,,,,,ff86419b-0716-43a2-98de-f8a047fb70ec,1844,,,"[65.0, 46.0]",19737,52,,,-0.7378151,,,Right Foot,,,,"[76.0, 36.0]",,Ground Pass,14.866069,,Laura Coombs,19416.0,,,,2,Regular Play,Niamh Fahey,19777.0,Center Defensive Midfield,113,Liverpool WFC,966,['ebb7617c-6857-460d-938d-aec0eb2def24'],48,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:48.273,Pass,
,,,,,,,,,,,,2.259805,,,,,,,,,,,,,1dc4930d-caca-48d8-a49f-d574a58fd562,1847,,,"[79.0, 38.0]",19737,52,,,-0.5645694,,,Right Foot,,,,"[109.0, 19.0]",,Ground Pass,35.510563,,Niamh Charles,15631.0,,,,2,Regular Play,Laura Coombs,19416.0,Right Center Midfield,113,Liverpool WFC,966,['96367be4-7238-4ed2-b146-fcfe8e3b4673'],50,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:50.699,Pass,
,,,,,,,,,,,,0.687364,,,,,,,,,,,,,00082197-f700-44c5-ae68-ec03f6bc755a,1851,,,"[115.0, 24.0]",19737,52,,,1.4940244,,,Left Foot,True,,,"[116.0, 37.0]",,Ground Pass,13.038404,Incomplete,Kirsty Linnett,19418.0,,,,2,Regular Play,Niamh Charles,15631.0,Left Wing,113,Liverpool WFC,966,"['1e80fc30-ca4c-4f21-aad6-f8ef4dcb4509', '5b2cd3cd-3d44-4809-9f12-2759915af810']",54,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:54.551,Pass,
,,,,,,,,,,,,2.662518,,,,,,,,,,,,,e425af45-2e1b-4c3e-9707-a84854c8e2c0,1854,,,"[109.0, 1.0]",19737,53,,,1.5707964,,,,True,,,"[109.0, 30.0]",,High Pass,29.0,,Rinsola Babajide,15613.0,,,Throw-in,2,From Throw In,Leigh-Anne Robe,15630.0,Left Back,114,Liverpool WFC,966,['7005182c-7845-44dd-869b-f3ef2e7bd5d4'],15,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:15.333,Pass,
,,,,,,,,,,,,1.2791,,,,,,,,,,,,,4730d043-48c4-42a9-8f0b-d12418ab0c0e,1858,,,"[107.0, 27.0]",19737,53,,,-0.67474097,,,Left Foot,,,,"[112.0, 23.0]",,Ground Pass,6.4031243,,Niamh Charles,15631.0,,,,2,From Throw In,Rinsola Babajide,15613.0,Left Center Midfield,114,Liverpool WFC,966,"['a78fa592-8357-420f-840d-9da3979ea9e7', 'debac3e1-170f-4f92-a1f2-cafbf9d403ec']",18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:18.639,Pass,True
,,,,,,,,,,,,2.2244,,,,,,,,,,,,,872f9a1d-f55e-40dc-9472-f0d8434f0b88,1861,,,"[115.0, 22.0]",19737,53,,,-2.1815224,,,Right Foot,,,,"[108.0, 12.0]",,Ground Pass,12.206555,,Leigh-Anne Robe,15630.0,,,,2,From Throw In,Niamh Charles,15631.0,Left Wing,114,Liverpool WFC,966,"['01ac4a23-1d8a-4583-9c38-dd9f51d13408', 'c47b1f90-b389-40da-a616-059a275ef0f2']",19,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:19.918,Pass,True
,,,,,,,,,,,,2.165088,,,,,,,,,,,,,69063553-fd63-4568-8bd1-fa4ef0838b97,1864,,,"[109.0, 12.0]",19737,53,,,1.3310533,,,Right Foot,True,,,"[120.0, 57.0]",,High Pass,46.32494,Out,,,,True,,2,From Throw In,Leigh-Anne Robe,15630.0,Left Back,114,Liverpool WFC,966,,23,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:23.367,Pass,
,,,,,,,,,,,,2.3371,,,,,,,,,,,,,e25a170a-c387-47fe-970e-c62e54f29c1d,1865,,,"[6.0, 40.0]",19737,53,,,-0.4636476,,,Right Foot,,,,"[52.0, 17.0]",,High Pass,51.42956,Incomplete,,,,,Goal Kick,2,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,115,Yeovil Town LFC,970,['7a482962-1b2a-4eda-8471-247a611b7165'],51,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:08:51.942,Pass,
,,,,,,,,,,,,2.807,,,,,,,,,,,,,7a482962-1b2a-4eda-8471-247a611b7165,1866,,,"[69.0, 64.0]",19737,53,,,-0.6435011,,,Left Foot,,,,"[85.0, 52.0]",,High Pass,20.0,Incomplete,,,,,Recovery,2,From Goal Kick,Niamh Fahey,19777.0,Center Defensive Midfield,115,Yeovil Town LFC,970,"['0f972a17-60c9-4637-a9e0-7985bad85a53', 'e25a170a-c387-47fe-970e-c62e54f29c1d']",54,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:54.279,Pass,
,,,,,,,,,,,,2.1265,,,,,,,,,,,,,0f972a17-60c9-4637-a9e0-7985bad85a53,1868,,,"[36.0, 29.0]",19737,53,,True,-1.0679531,,,,,,,"[47.0, 9.0]",,High Pass,22.825424,,Georgia Evans,15707.0,,,Recovery,2,From Goal Kick,Amy Goddard,15708.0,Right Back,115,Yeovil Town LFC,970,"['47d24ae2-acbc-4989-a15d-0dd771ca0487', '7a482962-1b2a-4eda-8471-247a611b7165', '7e0989e5-a0e7-4ee1-9403-5a535c7d2e3c']",57,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:08:57.086,Pass,True
,,,,,,,,,,,,0.808794,,,,,,,,,,,,,6c73b4f1-238c-4800-9e99-281706aa3573,1871,,,"[47.0, 9.0]",19737,53,,,-1.9513026,,,Right Foot,,,,"[45.0, 4.0]",,Ground Pass,5.3851647,,Anne-Marie Heatherson,15714.0,,,,2,From Goal Kick,Georgia Evans,15707.0,Left Defensive Midfield,115,Yeovil Town LFC,970,['a7269af3-f198-4c7d-8561-ab423d8b1d3b'],59,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:08:59.958,Pass,
,,,,,,,,,,,,1.28234,,,,,,,,,,,,,9b8a89ad-4454-41d9-b5a3-b63e7aa0f2c2,1874,,,"[45.0, 4.0]",19737,54,,,2.896614,,,Right Foot,,,,"[33.0, 7.0]",,Ground Pass,12.369317,,Megan Alexander,15710.0,,,,2,From Goal Kick,Anne-Marie Heatherson,15714.0,Left Wing,115,Yeovil Town LFC,970,['cea2fe69-bd92-43f1-8f7b-e3e35e0328d3'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:09:00.847,Pass,
,,,,,,,,,,,,4.347972,,,,,,,,,,,,,e4084978-ea46-4a1f-bb7f-f29727aa3aac,1877,,,"[33.0, 7.0]",19737,54,,,-0.019228399,,,Left Foot,,,,"[85.0, 6.0]",,High Pass,52.009613,Incomplete,,,,,,2,From Goal Kick,Megan Alexander,15710.0,Left Back,115,Yeovil Town LFC,970,['f71c79f3-7981-4ad2-ba8a-4e88874b41ff'],2,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:09:02.311,Pass,
,,,,,,,,,,,,1.4933,,,,,,,,,,,,,f71c79f3-7981-4ad2-ba8a-4e88874b41ff,1878,,,"[36.0, 75.0]",19737,54,,,0.2914568,,,Left Foot,,,,"[46.0, 78.0]",,Ground Pass,10.440307,,Laura Coombs,19416.0,,,Recovery,2,From Goal Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,115,Yeovil Town LFC,970,"['2682a198-f3d5-4363-99a9-a1239ab754db', 'e4084978-ea46-4a1f-bb7f-f29727aa3aac']",6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:09:06.659,Pass,
,,,,,,,,,,,,0.369947,,,,,,,,,,,,,0cf10ac6-f0cb-4591-8013-d09ecf56c324,1881,,,"[47.0, 77.0]",19737,54,,,0.0,,,Right Foot,,,,"[52.0, 77.0]",,Ground Pass,5.0,Incomplete,,,,,,2,From Goal Kick,Laura Coombs,19416.0,Right Center Midfield,115,Yeovil Town LFC,970,['9dc2cd22-6614-4a5f-8a1d-c4947c9d3c2e'],8,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:09:08.208,Pass,
