ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.343604,,,,,,,,,,,,,73463561-19e7-428b-8eb2-7bff949e489c,1696,,,"[26.7, 75.2]",3775591,45,,,,,-0.04164258,,Left Foot,,,,"[43.5, 74.5]",,High Pass,,16.814577,Incomplete,,Martha Thomas,31558.0,,,,,,2,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,94,West Ham United LFC,972,"['5ba248ef-2b1d-48a4-897f-e1e7a541cc5f', 'cb0f212b-c1e4-4048-9598-24edc73d0ea9', 'e1926a70-3922-49ae-a186-4eef22403569']",48,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:48.427,Pass,True
,,,,,,,,,,,,,,,1.318777,,,,,,,,,,,,,5ba248ef-2b1d-48a4-897f-e1e7a541cc5f,1698,,,"[76.6, 5.6]",3775591,45,,,,,0.61629695,,Left Foot,,,,"[93.4, 17.5]",,High Pass,,20.587618,,,Bethany England,15550.0,,,,,Recovery,2,Regular Play,Millie Bright,4642.0,Left Center Back,95,Chelsea FCW,971,"['706845db-90d0-4bb3-8cda-0e4800a6d166', '73463561-19e7-428b-8eb2-7bff949e489c']",49,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:49.771,Pass,
,,,,,,,,,,,,,,,2.914191,,,,,,,,,,,,,bd829fd1-f6c6-4698-a194-d3ff9d3061d2,1702,,,"[95.2, 17.0]",3775591,45,,,,,-0.8634998,,Left Foot,,,,"[105.8, 4.6]",,Low Pass,,16.313185,,,Guro Reiten,10514.0,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,95,Chelsea FCW,971,"['10793097-3f4a-4fca-b9d8-5e7fe337520a', '134d69f8-1b00-469e-8b45-12a3a968e877']",52,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:52.211,Pass,True
,,,,,,,,,,,,,,,1.809944,,,,,,,,,,,,,e9279d37-3843-4c3a-a7c3-ce778ef9eb53,1706,,,"[115.4, 7.1]",3775591,45,,,,,1.4220656,,Left Foot,True,,,"[120.0, 37.8]",,High Pass,,31.042713,Out,,Bethany England,15550.0,,,,,,2,Regular Play,Guro Reiten,10514.0,Left Midfield,95,Chelsea FCW,971,"['09c47f62-b5e0-4b48-b58d-b8becfd4f7fc', 'a8253bcf-105d-4308-9f97-f51f29cdeea3']",56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:56.505,Pass,True
,,,,,,,,,,,,,,,2.22417,,,,,,,,,,,,,d0611cd8-9834-4f72-a3f4-18570f9bb359,1708,,,"[6.0, 36.0]",3775591,46,,,,,-0.5579958,,Right Foot,,,,"[50.7, 8.1]",,High Pass,,52.692505,,,Emily Louise van Egmond,5076.0,,,,,Goal Kick,2,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,96,West Ham United LFC,972,['4e9f0188-dafb-4c49-90c2-de190dba0000'],25,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:25.697,Pass,
,,,,,,,,,,,,,,,1.415792,,,,,,,,,,,,,812be424-95a7-49ea-96af-361e1921056d,1710,,,"[51.0, 7.6]",3775591,46,,,,,-0.5926974,,Head,,,,"[55.9, 4.3]",,Low Pass,,5.9076223,,,Dagný Brynjarsdóttir,10124.0,,,,,,2,From Goal Kick,Emily Louise van Egmond,5076.0,Left Attacking Midfield,96,West Ham United LFC,972,['53fd75d2-d5c5-4f62-b8bb-50195c524939'],27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:27.978,Pass,
,,,,,,,,,,,,,,,4.171971,,,,,,,,,,,,,f7c3c96b-31b5-417d-bd49-ecf321b9ce45,1713,,,"[64.4, 80.0]",3775591,46,,,,,-0.17286061,,,,,,"[108.5, 72.3]",,High Pass,,44.767174,,,Samantha May Kerr,4961.0,,,,,Throw-in,2,From Throw In,Niamh Charles,15631.0,Right Back,97,Chelsea FCW,971,['b5bf20c4-d243-435c-a44d-2ba4c5211106'],33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:33.057,Pass,
,,,,,,,,,,,,,,,1.261297,,,,,,,,,,,,,e77ae764-8bfa-4e8a-aaa0-64d911d22143,1717,,,"[110.1, 69.3]",3775591,46,,,,,-1.4505736,65ea5ba4-e4da-4c67-ab5f-c3ef2d9052b7,Right Foot,True,,,"[113.7, 39.5]",True,High Pass,,30.016663,,,Bethany England,15550.0,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,97,Chelsea FCW,971,['602c9ee8-1c62-479f-b56a-06af29175283'],37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:37.393,Pass,
,,,,,,,,,,,,,,,1.389684,,,,,,,,,,,,,ec4c733c-3e6f-4991-90ce-e2389c8b9152,1721,,,"[60.0, 40.0]",3775591,47,,,,,2.843553,,Right Foot,,,,"[44.7, 44.7]",,Ground Pass,,16.005625,,,Kate Longhurst,18147.0,,,,,Kick Off,2,From Kick Off,Martha Thomas,31558.0,Center Forward,98,West Ham United LFC,972,['1ffd8cd3-c420-4646-b726-7580256b4c1d'],20,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:20.321,Pass,
,,,,,,,,,,,,,,,1.852262,,,,,,,,,,,,,14f7809a-2e5e-4938-a403-4edbe08b8bd2,1725,,,"[45.2, 38.6]",3775591,47,,,,,-1.2832205,,Left Foot,,,,"[55.7, 3.1]",,Low Pass,,37.020264,,,Katerina Svitková,24403.0,,,,,,2,From Kick Off,Kate Longhurst,18147.0,Left Defensive Midfield,98,West Ham United LFC,972,"['7541b414-9315-4ebd-aa3a-8e27c9cbf67d', 'de540665-ad87-49bc-8ad3-ab7ba191e104']",23,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:23.420,Pass,True
,,,,,,,,,,,,,,,0.875131,,,,,,,,,,,,,040b156b-5b7d-40f5-a312-cdae9af94fba,1729,,,"[55.4, 3.1]",3775591,47,,,,,1.2689861,,Right Foot,,,,"[58.7, 13.7]",,Ground Pass,,11.101802,,,Dagný Brynjarsdóttir,10124.0,,,,,,2,From Kick Off,Katerina Svitková,24403.0,Left Wing Back,98,West Ham United LFC,972,['a2e3e662-7ee1-43a1-a27e-68f47fa70128'],26,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:26.537,Pass,
,,,,,,,,,,,,,,,1.046646,,,,,,,,,,,,,f3074a2d-da4f-4c05-baf1-5754cc26ae4b,1731,,,"[64.0, 14.1]",3775591,47,,,,,-0.16208746,,Left Foot,,,,"[79.9, 11.5]",,Low Pass,,16.111176,Incomplete,,Emily Louise van Egmond,5076.0,,,,,,2,From Kick Off,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,98,West Ham United LFC,972,"['b370f28d-c1e1-4d71-b0c9-229367177754', 'd2155b42-e689-4210-9951-77da5ce72d2f']",27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:27.412,Pass,
,,,,,,,,,,,,,,,2.640544,,,,,,,,,,,,,01810d48-9aaa-43a1-965a-711ea13b668c,1734,,,"[48.8, 66.0]",3775591,47,,,,,0.14345226,,Right Foot,,,,"[84.8, 71.2]",,High Pass,,36.373615,Incomplete,,Samantha May Kerr,4961.0,,,,,Recovery,2,From Kick Off,Sophie Louise Ingle,15549.0,Left Defensive Midfield,98,West Ham United LFC,972,"['0d810430-26a7-475d-b518-d30b480e37ec', '3435a1c7-3691-4096-bd63-0ea466412102']",30,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:30.096,Pass,
,,,,,,,,,,,,,,,1.093725,,,,,,,,,,,,,1f99a41b-3642-454c-90d3-c10322031148,1737,,,"[104.1, 80.0]",3775591,47,,,,,-1.1517289,,,,,,"[109.0, 69.0]",,Low Pass,,12.042009,,,Bethany England,15550.0,,,,,Throw-in,2,From Throw In,Niamh Charles,15631.0,Right Back,99,Chelsea FCW,971,['64314d68-2c6b-4550-895e-534cd7ac1585'],54,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:54.576,Pass,
,,,,,,,,,,,,,,,0.271568,,,,,,,,,,,,,3616e651-edce-4189-ae23-30ac8b04a613,1741,,,"[109.8, 60.4]",3775591,47,,,,,-2.796037,,Left Foot,,,,"[107.3, 59.5]",,Ground Pass,,2.657066,,,Samantha May Kerr,4961.0,,,,,,2,From Throw In,Bethany England,15550.0,Left Center Forward,99,Chelsea FCW,971,"['90e06ca2-f453-48b0-9424-bbbdc9b5e671', 'ce3efe03-7f76-4a44-b605-d2877861ff81']",56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:56.876,Pass,True
,,,,,,,,,,,,,,,1.484642,,,,,,,,,,,,,f52b96e5-ac8f-4c7f-a6f0-267b20f61fd5,1745,,,"[100.7, 53.6]",3775591,47,,,,,-2.0246403,6a85fc5a-288e-4d54-86f0-7d7cb32a2691,Right Foot,,,,"[88.7, 29.0]",,Ground Pass,,27.370787,,,Jonna Ann-Charlotte Andersson,10222.0,True,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,99,Chelsea FCW,971,"['3338f9ab-f250-406b-89ce-54436ef7a485', '5cb64547-9928-4203-b86e-c83a8d1e24e0']",59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:59.404,Pass,True
,,,,,,,,,,,,,,,2.313144,,,,,,,,,,,,,0b03724c-3450-43c6-8094-31bd08296d98,1750,,,"[6.0, 36.0]",3775591,48,,,,,-0.34213144,,Right Foot,,,,"[55.7, 18.3]",,High Pass,,52.757748,Incomplete,,Dagný Brynjarsdóttir,10124.0,,,,,Goal Kick,2,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,100,West Ham United LFC,972,"['1e13e2e2-72ae-4a64-a6f6-136198bc3120', 'e7dfe65f-9186-410f-b170-fea6018097cf']",34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:34.591,Pass,
,,,,,,,,,,,,,,,1.750346,,,,,,,,,,,,,467315df-d09b-4d2e-822c-5edcceba109b,1756,,,"[58.7, 60.9]",3775591,48,,,,,1.9720252,,Right Foot,,,,"[53.1, 74.1]",,Ground Pass,,14.338758,,,Niamh Charles,15631.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,101,Chelsea FCW,971,['94c2e9c1-4eed-4b05-988f-a952abbe7c22'],39,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:39.638,Pass,
,,,,,,,,,,,,,,,1.726317,,,,,,,,,,,,,ec1e9c59-6990-454a-9086-57326f6eae7b,1759,,,"[53.9, 73.7]",3775591,48,,,,,-0.20857814,,Right Foot,,,,"[86.5, 66.8]",,High Pass,,33.322216,Incomplete,,Pernille Mosegaard Harder,10108.0,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,101,Chelsea FCW,971,"['46edecce-2588-480d-ad84-5c6344974090', 'c237ec95-7107-4225-810a-aed1d679326c']",42,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:42.048,Pass,
,,,,,,,,,,,,,,,1.425545,,,,,,,,,,,,,2da18101-080e-4db3-b939-1809dffad403,1762,,,"[84.5, 80.0]",3775591,48,,,,,-0.8810803,,,,,,"[99.1, 62.3]",,High Pass,,22.944498,,,Samantha May Kerr,4961.0,,,,,Throw-in,2,From Throw In,Niamh Charles,15631.0,Right Back,102,Chelsea FCW,971,['3776ff71-a545-4b84-aa7a-ecffca04b1e6'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:57.176,Pass,
,,,,,,,,,,,,,,,1.116395,,,,,,,,,,,,,9719e08a-7bc1-414f-ad0e-189670a453df,1765,,,"[98.9, 62.6]",3775591,48,,,,,1.3208177,,Other,,,,"[101.3, 72.0]",,Low Pass,,9.701547,Incomplete,,Bethany England,15550.0,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,102,Chelsea FCW,971,"['7a274e4f-87d2-4e70-970c-982f4e9ffbab', 'e52d9530-baf0-413c-94a0-414092e4ac5c']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:58.620,Pass,
,,,,,,,,,,,,,,,3.365669,,,,,,,,,,,,,2e03cc78-7f4e-43d8-a895-3bf7333491e8,1769,,,"[18.8, 5.1]",3775591,49,,,,,-0.09641196,,Left Foot,,,,"[70.5, 0.1]",,High Pass,,51.941216,Out,,Martha Thomas,31558.0,,,,,,2,From Throw In,Laura Vetterlein,31556.0,Left Center Back,102,Chelsea FCW,971,['cdea975d-45e3-403e-96c3-2522fe0ac313'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:00.507,Pass,
,,,,,,,,,,,,,,,1.364577,,,,,,,,,,,,,0d185644-14e7-432b-9a20-9be7b6349a45,1771,,,"[63.0, 80.0]",3775591,49,,,,,-0.4555342,,,,,,"[82.8, 70.3]",,High Pass,,22.048355,,,Samantha May Kerr,4961.0,,,,,Throw-in,2,From Throw In,Niamh Charles,15631.0,Right Back,103,Chelsea FCW,971,['3b03fbf1-875d-4f97-8617-c18271712d11'],19,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:19.675,Pass,
,,,,,,,,,,,,,,,2.172848,,,,,,,,,,,,,81c71225-31de-4f88-bd16-4f4990eee55b,1774,,,"[82.8, 70.3]",3775591,49,,,,,1.9441727,,Right Foot,,,,"[79.0, 80.0]",,High Pass,,10.417773,Out,,Bethany England,15550.0,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Right Center Forward,103,Chelsea FCW,971,['71841bfa-e738-462a-aaf8-6d2cd8283271'],21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:21.120,Pass,
,,,,,,,,,,,,,,,1.16038,,,,,,,,,,,,,a7764b9e-14a7-4230-95b2-ffac809c2b9a,1776,,,"[38.6, 0.1]",3775591,49,,,,,0.35493338,,,,,,"[52.9, 5.4]",,High Pass,,15.250574,,,Emily Louise van Egmond,5076.0,,,,,Throw-in,2,From Throw In,Katerina Svitková,24403.0,Left Wing Back,104,West Ham United LFC,972,['950ba513-0432-43ee-a607-b96bdb20e85c'],32,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:32.586,Pass,
,,,,,,,,,,,,,,,0.842462,,,,,,,,,,,,,7f721368-9b91-4283-87c4-574fe0551315,1778,,,"[52.9, 5.4]",3775591,49,,,,,0.07233733,,Head,,,,"[59.8, 5.9]",,Low Pass,,6.9180923,,,Martha Thomas,31558.0,,,,,,2,From Throw In,Emily Louise van Egmond,5076.0,Left Attacking Midfield,104,West Ham United LFC,972,['5d707476-4b28-48e3-9f37-2c6c772f5461'],33,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:33.746,Pass,
,,,,,,,,,,,,,,,0.728625,,,,,,,,,,,,,59dd929a-aa7a-4f79-b798-47a88c13d5af,1785,,,"[55.7, 3.8]",3775591,49,,,,,-3.0622144,,Right Foot,,,,"[46.9, 3.1]",,Ground Pass,,8.827797,,,Katerina Svitková,24403.0,,,,,,2,From Throw In,Martha Thomas,31558.0,Center Forward,104,West Ham United LFC,972,['a15d762a-af88-40e5-bf0a-d57177912bf1'],36,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:36.967,Pass,
,,,,,,,,,,,,,,,0.307723,,,,,,,,,,,,,1ef16b4b-2d47-4acf-9aa0-06cce86b4b45,1789,,,"[45.2, 4.2]",3775591,49,,,,,0.9928944,,Right Foot,,,,"[49.7, 11.1]",,Low Pass,,8.237719,Incomplete,,,,,,,,,2,From Throw In,Katerina Svitková,24403.0,Left Wing Back,104,West Ham United LFC,972,['c25941e6-d514-466a-9517-dca8ab6f53e4'],38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:38.537,Pass,
,,,,,,,,,,,,,,,1.175562,,,,,,,,,,,,,acae0b1b-2204-48de-b1c0-d765cf225d5a,1791,,,"[48.5, 10.1]",3775591,49,,,,,0.6084601,,Left Foot,,,,"[57.4, 16.3]",,High Pass,,10.846659,Incomplete,,Kenza Dali,15421.0,,,,,Recovery,2,From Throw In,Katerina Svitková,24403.0,Left Wing Back,104,West Ham United LFC,972,"['39552fa8-a105-44c2-b48e-127eef85f668', 'cd3efa3e-5a83-47bf-bcd1-886eb5512f50']",39,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:39.762,Pass,
,,,,,,,,,,,,,,,1.364369,,,,,,,,,,,,,cd3efa3e-5a83-47bf-bcd1-886eb5512f50,1793,,,"[62.7, 63.8]",3775591,49,,,,,-0.10379234,,Right Foot,,,,"[77.1, 62.3]",,High Pass,,14.477914,,,Pernille Mosegaard Harder,10108.0,,,,,Recovery,2,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,105,Chelsea FCW,971,"['acae0b1b-2204-48de-b1c0-d765cf225d5a', 'c3efc5e8-b373-4cad-acb7-4f24abe093d8']",40,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:40.938,Pass,
,,,,,,,,,,,,,,,1.760735,,,,,,,,,,,,,e104d43c-8537-46b9-8354-59ca012785c2,1796,,,"[77.3, 62.1]",3775591,49,,,,True,1.9930475,,,,,,"[71.1, 75.9]",,High Pass,,15.12878,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,105,Chelsea FCW,971,"['3100a31d-2284-4b0a-9a88-ad387c64e360', 'a7ff5038-ceed-4cee-92a7-038c47fe82ba']",42,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:42.382,Pass,True
,,,,,,,,,,,,,,,1.179669,,,,,,,,,,,,,b756848c-bd08-4567-9921-48d53b9cddcf,1799,,,"[71.5, 75.9]",3775591,49,,,,,2.919943,,Left Foot,,,,"[64.4, 77.5]",,Ground Pass,,7.278049,,,Niamh Charles,15631.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,105,Chelsea FCW,971,['d62ad4c6-eb9f-4743-89bd-defd425101f4'],44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:44.281,Pass,
,,,,,,,,,,,,,,,2.731532,,,,,,,,,,,,,f2058dfe-a198-40a5-bc83-4f862bb8d670,1803,,,"[58.3, 69.3]",3775591,49,,,,,-1.9636405,,Left Foot,,,,"[46.2, 40.1]",,Ground Pass,,31.607752,,,Millie Bright,4642.0,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,105,Chelsea FCW,971,['b5c73714-f753-42d1-aaf6-af6d7d2d32e5'],47,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:47.747,Pass,
,,,,,,,,,,,,,,,1.05105,,,,,,,,,,,,,36849450-7336-4885-bf69-557a06549bf8,1806,,,"[49.1, 32.4]",3775591,49,,,,,0.74020284,,Right Foot,,,,"[59.5, 41.9]",,Ground Pass,,14.085809,,,Sophie Louise Ingle,15549.0,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,['6107e230-5fd0-4ff1-9bd0-188420a5ee8e'],53,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:53.640,Pass,
,,,,,,,,,,,,,,,1.346156,,,,,,,,,,,,,c08291f7-bdcc-41e9-a2bf-13fdf1a03cc3,1810,,,"[61.7, 43.0]",3775591,49,,,,,0.6556956,,Left Foot,,,,"[70.8, 50.0]",,Ground Pass,,11.480854,,,Pernille Mosegaard Harder,10108.0,,,,,,2,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,105,Chelsea FCW,971,"['5e9a697f-706f-4599-a1a8-180824f8c54f', 'c2e3e752-bc4f-4e43-9975-9b472ca28a57']",55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:55.477,Pass,True
,,,,,,,,,,,,,,,1.367695,,,,,,,,,,,,,5ff50acc-c05c-42bd-a487-915d795c1e8d,1814,,,"[67.7, 45.5]",3775591,49,,,,,-1.8954288,,Right Foot,,,,"[64.2, 35.1]",,Ground Pass,,10.973149,,,Sophie Louise Ingle,15549.0,,,,,,2,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,105,Chelsea FCW,971,"['1e350dd0-3afb-4abc-a176-e04f5998b8c3', '63f8520a-5a9e-4aca-9222-bd00d2791a0f']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:04:58.034,Pass,True
,,,,,,,,,,,,,,,2.354736,,,,,,,,,,,,,ec12956f-353f-46c4-ad75-8f0cdfd660ce,1817,,,"[63.9, 37.1]",3775591,50,,,,,1.5945386,,Right Foot,,,,"[63.0, 75.0]",,Low Pass,,37.910683,,,Niamh Charles,15631.0,,,,,,2,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,105,Chelsea FCW,971,['6f026c52-d292-48b6-8865-6c1d1704c698'],1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:01.573,Pass,
,,,,,,,,,,,,,,,1.012791,,,,,,,,,,,,,53316893-4655-4a1e-a647-d12f9ef3a8de,1820,,,"[70.7, 76.3]",3775591,50,,,,,0.2551824,,Right Foot,,,,"[77.6, 78.1]",,Ground Pass,,7.1309185,,,So-Yun Ji,4647.0,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,105,Chelsea FCW,971,['232ff89a-fadd-493c-9981-a7a27754a7d0'],5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:05.494,Pass,
,,,,,,,,,,,,,,,1.887907,,,,,,,,,,,,,751232d3-8210-4396-b4d2-7a5a7070d5c8,1824,,,"[73.2, 78.1]",3775591,50,,,,,-2.6969452,,Left Foot,,,,"[56.2, 70.0]",,Ground Pass,,18.83109,,,Maren Nævdal Mjelde,10395.0,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,105,Chelsea FCW,971,"['6b8111ad-96ba-419a-be1a-450e5ade8148', '7b345dc9-421a-4c44-80b7-619895c8ec00']",8,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:08.413,Pass,True
,,,,,,,,,,,,,,,2.424588,,,,,,,,,,,,,c3c95117-5ecb-42ea-820c-28808f471a3f,1827,,,"[56.2, 69.8]",3775591,50,,,,,-1.5825053,,Right Foot,,,,"[55.7, 27.1]",,Low Pass,,42.702927,,,Millie Bright,4642.0,,True,,,,2,Regular Play,Maren Nævdal Mjelde,10395.0,Right Center Back,105,Chelsea FCW,971,['be3d2e02-7228-47f2-82d8-cc54ce2d43fd'],11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:11.625,Pass,
,,,,,,,,,,,,,,,1.480273,,,,,,,,,,,,,e44acad2-c7cb-400e-90f4-f6c038d7cd9e,1830,,,"[62.7, 18.9]",3775591,50,,,,,-0.6461773,,Right Foot,,,,"[80.6, 5.4]",,Ground Pass,,22.42008,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,['6054df02-e0e4-4e31-9f6c-402a9cb291cd'],15,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:15.335,Pass,
,,,,,,,,,,,,,,,1.991366,,,,,,,,,,,,,def000c0-3d31-4ee9-b917-5d0e08550520,1833,,,"[80.6, 5.4]",3775591,50,,,,,2.3700824,,Left Foot,,,,"[66.0, 19.6]",,Ground Pass,,20.36664,,,Millie Bright,4642.0,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,105,Chelsea FCW,971,['6330a15f-b8b5-4ef1-a810-28589b10a474'],18,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:18.112,Pass,
,,,,,,,,,,,,,,,1.664418,,,,,,,,,,,,,9058073a-6a1f-4123-8627-476fb9d20286,1836,,,"[69.4, 21.4]",3775591,50,,,,,0.24497867,,Right Foot,,,,"[96.6, 28.2]",,High Pass,,28.037119,Incomplete,,Bethany England,15550.0,,,,,,2,Regular Play,Millie Bright,4642.0,Left Center Back,105,Chelsea FCW,971,"['6a11994d-7cf7-4452-bf97-04bf486f6435', 'e4eef6df-17ff-4e84-abd0-3907afc9bb40']",21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:21.888,Pass,
,,,,,,,,,,,,,,,1.350904,,,,,,,,,,,,,bbab0b6d-74c9-4087-bb3e-f026dca01f52,1839,,,"[98.3, 28.7]",3775591,50,,,,,1.440393,,Left Foot,,,,"[99.1, 34.8]",,Low Pass,,6.1522355,,,Samantha May Kerr,4961.0,,,,,Recovery,2,Regular Play,Guro Reiten,10514.0,Left Midfield,105,Chelsea FCW,971,['da0437b1-187e-4467-a2fc-cfa59c656055'],25,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:25.003,Pass,
,,,,,,,,,,,,,,,0.818971,,,,,,,,,,,,,66204466-4948-43b0-bdfe-8dbfac8b2ede,1843,,,"[100.4, 34.8]",3775591,50,,,,,-0.9143089,,Left Foot,,,,"[105.1, 28.7]",,Low Pass,,7.7006493,Incomplete,,Guro Reiten,10514.0,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Right Center Forward,105,Chelsea FCW,971,"['b7e3e1dd-5534-4f6b-9780-565bc3d5aa57', 'f26ace74-9451-45c3-9f74-c7df66374116']",26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:05:26.394,Pass,
,,,,,,,,,,,,,,,1.514523,,,,,,,,,,,,,aee029a9-7a8a-4b6a-b676-4226d05166e6,1848,,,"[29.3, 22.4]",3775591,50,,,,,1.3611565,,Left Foot,,,,"[32.3, 36.5]",,Ground Pass,,14.415617,,,Martha Thomas,31558.0,,,,,Recovery,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,106,West Ham United LFC,972,['e104fb85-e5aa-4141-b5bb-5ffdca22b9bf'],31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:31.183,Pass,
,,,,,,,,,,,,,,,1.619931,,,,,,,,,,,,,90018c56-b6fe-4071-aab2-067bede1c534,1852,,,"[37.8, 33.8]",3775591,50,,,,,-1.3377546,,Right Foot,,,,"[43.9, 8.1]",,Ground Pass,,26.414011,,,Katerina Svitková,24403.0,,,,,,2,Regular Play,Martha Thomas,31558.0,Center Forward,106,West Ham United LFC,972,"['22431290-d232-4b01-87d6-3bd870629ce8', 'b02a2642-747a-463f-9b79-bf49e1dc383f']",33,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:05:33.708,Pass,True
