50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_saved_to_post,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.906241,,,,,,,,,,,,,,,,,de554b5d-bdc5-4e2c-bd74-6ad03be1cf93,837,,"[8.8, 71.4]",3754252,22,,,,,-0.30270058,,Right Foot,,"[70.6, 52.1]",,High Pass,,64.74357,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Goal Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,33,Newcastle United,37,['02e06574-4315-4c1e-b08c-ff1abadac375'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:22:00.836,Pass,
,,,,,,,,,,,,,,,,,,,1.582615,,,,,,,,,,,,,,,,,d84dc604-1765-4e5f-928c-f62aab71ca97,841,,"[38.8, 52.1]",3754252,22,,,,,-2.3561945,,Right Foot,,"[23.4, 36.7]",,Ground Pass,,21.778889,,,,Phil Jagielka,20046.0,,,,,,Recovery,1,Regular Play,Séamus Coleman,4589.0,Right Back,34,Everton,29,['c31de1c3-df48-4f4c-958d-447cb36b2b90'],6,,,,,,,,,,,,,,,,,,Everton,29,00:22:06.901,Pass,
,,,,,,,,,,,,,,,,,,,2.406886,,,,,,,,,,,,,,,,,bd62faf0-3512-45a7-9840-926ae2bd1a47,844,,"[23.4, 36.7]",3754252,22,,,,,2.290066,,Right Foot,,"[9.3, 52.8]",,Ground Pass,,21.401402,,,,Joel Robles Blázquez,16309.0,,,,,,,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,34,Everton,29,['3c18f244-f66d-4871-b0c0-4315ce8f1fa7'],8,,,,,,,,,,,,,,,,,,Everton,29,00:22:08.524,Pass,
,,,,,,,,,,,,,,,,,,,2.79124,,,,,,,,,,,,,,,,,27ef049b-edbf-4101-a9dc-ec306268aa61,848,,"[8.0, 52.3]",3754252,22,,,,,-0.33452284,,Right Foot,,"[80.5, 27.1]",,High Pass,,76.75474,,,Incomplete,,,,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,34,Everton,29,"['3f739529-9c6f-416e-9a51-d5645492fe71', 'e9cc1b95-99a9-4c83-bb8e-f6c19e670896']",10,,,,,,,,,,,,,,,,,,Everton,29,00:22:10.985,Pass,True
,,,,,,,,,,,,,,,,,,,1.899869,,,,,,,,,,,,,,,,,e9cc1b95-99a9-4c83-bb8e-f6c19e670896,849,,"[39.6, 53.0]",3754252,22,,,,,-0.29747277,,Left Foot,,"[80.7, 40.4]",,Ground Pass,,42.98802,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Daryl Janmaat,3650.0,Right Back,34,Everton,29,"['27ef049b-edbf-4101-a9dc-ec306268aa61', '9774a944-b211-4eaa-99b2-88d529281921']",13,,,,,,,,,,,,,,,,,,Newcastle United,37,00:22:13.776,Pass,
,,,,,,,,,,,,,,,,,,,1.897606,,,,,,,,,,,,,,,,,9dc1ed9d-2535-4042-8aae-bf17ad141b5c,852,,"[40.7, 36.9]",3754252,22,,,,,-0.6847089,,Right Foot,,"[67.4, 15.1]",,High Pass,,34.46926,,,,Tom Cleverley,3683.0,,,,,,,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,34,Everton,29,['8dfa0be6-ef47-4a34-a5ec-85fa1d62572c'],17,,,,,,,,,,,,,,,,,,Everton,29,00:22:17.209,Pass,
,,,,,,,,,,,,,,,,,,,0.879744,,,,,,,,,,,,,,,,,19901985-0a48-412b-9d23-ed64b1882729,856,,"[77.3, 15.5]",3754252,22,,,,,-1.194085,,Right Foot,,"[80.9, 6.4]",,Ground Pass,,9.786215,,,,Ross Barkley,4275.0,,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Wing,34,Everton,29,"['18571497-31b7-40ce-84ae-d388dc6ff052', '3d427d6b-7304-4668-a9d3-cf0645c6a01d']",20,,,,,,,,,,,,,,,,,,Everton,29,00:22:20.893,Pass,True
,,,,,,,,,,,,,,,,,,,1.320338,,,,,,,,,,,,,,,,,cf8de1dd-62ff-42f7-b1c6-ef388e2b19ec,859,,"[80.7, 7.4]",3754252,22,,,,,-0.41190103,,Right Foot,,"[91.0, 2.9]",,Ground Pass,,11.240107,,,,Bryan Oviedo,5836.0,,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,34,Everton,29,['f736a8cf-d383-4701-8bbe-f0d971f88e0d'],23,,,,,,,,,,,,,,,,,,Everton,29,00:22:23.330,Pass,
,,,,,,,,,,,,,,,,,,,1.435397,,,,,,,,,,,,,,,,,96303739-9b38-4515-8e98-14fdddad8428,862,,"[91.0, 2.9]",3754252,22,,,,,1.1782979,,Left Foot,,"[98.7, 21.5]",,Ground Pass,,20.130821,,,,Tom Cleverley,3683.0,,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,34,Everton,29,['97f20caa-4c15-4afd-9fba-0163de91edf0'],25,,,,,,,,,,,,,,,,,,Everton,29,00:22:25.197,Pass,
,,,,,,,,,,,,,,,,,,,1.048758,,,,,,,,,,,,,,,,,a1b92067-9891-458c-8bc3-29b24cc01fbc,865,,"[106.4, 22.0]",3754252,22,,,,,1.6550122,3e6f6ed3-9851-4f76-8f41-e99bffe3ee41,Right Foot,,"[105.1, 37.4]",True,Ground Pass,,15.454773,,,,Aaron Lennon,3953.0,,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Wing,34,Everton,29,['043bb741-cc80-4536-877c-4934d7e8e68d'],27,,,,,,,,,,,,,,,,,,Everton,29,00:22:27.517,Pass,
,,,,,,,,,,,,,,,,,,,0.583408,,,,,,,,,,,,,,,,,f83c4da1-0f32-4a68-ae92-dfe1035c4d6e,871,,"[61.0, 40.1]",3754252,23,,,,,0.8850668,,Right Foot,,"[61.9, 41.2]",,Ground Pass,,1.421267,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Kick Off,1,From Kick Off,Georginio Wijnaldum,3567.0,Center Attacking Midfield,35,Newcastle United,37,['42948c64-98d9-4cf6-817c-879fcaab0787'],19,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:19.130,Pass,
,,,,,,,,,,,,,,,,,,,0.333354,,,,,,,,,,,,,,,,,dc02bd9f-24f2-46aa-9383-55066f8b13a6,873,,"[61.9, 41.2]",3754252,23,,,,,2.8104966,,Right Foot,,"[58.7, 42.3]",,Ground Pass,,3.3837848,,,,Jonjo Shelvey,3057.0,,,,,,,1,From Kick Off,Ayoze Pérez Gutiérrez,3076.0,Center Forward,35,Newcastle United,37,['d0671ab2-d77c-42f4-9d0f-b49ab8ebff84'],19,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:19.714,Pass,
,,,,,,,,,,,,,,,,,,,2.448145,,,,,,,,,,,,,,,,,d0548aa0-6cc2-44b7-b47a-6649cbe633f7,876,,"[58.4, 42.3]",3754252,23,,,,,-2.096745,,Right Foot,,"[46.5, 21.8]",,Ground Pass,,23.703587,,,,Paul Dummett,3065.0,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Left Defensive Midfield,35,Newcastle United,37,['e48b40b4-ce25-4966-8af0-22ffec9730cf'],20,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:20.818,Pass,
,,,,,,,,,,,,,,,,,,,0.779958,,,,,,,,,,,,,,,,,13648b42-099e-4794-aee0-d3ccb313e763,881,,"[40.3, 24.6]",3754252,23,,,,,1.6112367,,Right Foot,,"[39.6, 41.9]",,Ground Pass,,17.314156,,,,Henri Saivet,5110.0,,,,,,,1,From Kick Off,Paul Dummett,3065.0,Left Back,35,Newcastle United,37,"['2b3132c0-5239-4cbb-a54e-b54e38951a6a', '94ba17ea-d03d-4007-b16e-845e2897f851']",25,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:25.719,Pass,True
,,,,,,,,,,,,,,,,,,,1.614037,,,,,,,,,,,,,,,,,58b01320-daea-464b-beca-7afa00ca77bc,885,,"[38.8, 42.9]",3754252,23,,,,,1.4088926,,Right Foot,,"[43.7, 72.9]",,Ground Pass,,30.397533,,,,Daryl Janmaat,3650.0,,,,,,,1,From Kick Off,Henri Saivet,5110.0,Right Defensive Midfield,35,Newcastle United,37,"['3f7bdb02-f536-4958-a74d-d8a5903fd427', 'a5830fe0-2f86-4453-8b9d-7205286c7233']",27,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:27.541,Pass,True
,,,,,,,,,,,,,,,,,,,1.430991,,,,,,,,,,,,,,,,,8ca9299c-f5f7-4bf0-b9d2-799091e33637,892,,"[56.3, 58.8]",3754252,23,,,,,-0.42930308,,Right Foot,,"[78.8, 48.5]",,Ground Pass,,24.745504,,,Incomplete,Georginio Wijnaldum,3567.0,,,,,,,1,From Kick Off,Daryl Janmaat,3650.0,Right Back,35,Newcastle United,37,"['21ae2d59-dec4-418f-a25e-2802ecd1e794', '6e3e5916-7fc5-4dbc-a920-7fc402beaead']",32,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:32.446,Pass,
,,,,,,,,,,,,,,,,,,,3.139624,,,,,,,,,,,,,,,,,27329525-ca78-4a62-8e41-8ed8801b79e8,896,,"[30.2, 23.5]",3754252,23,,,,,2.7230155,,Right Foot,,"[3.9, 35.2]",,Ground Pass,,28.785065,,,,Joel Robles Blázquez,16309.0,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,36,Everton,29,['68cd7ada-1f47-4955-b1e7-d9661d86fee6'],35,,,,,,,,,,,,,,,,,,Everton,29,00:23:35.386,Pass,
,,,,,,,,,,,,,,,,,,,4.046985,,,,,,,,,,,,,,,,,3c29f357-2272-457c-a6a2-d31ae026c97a,899,,"[4.8, 35.4]",3754252,23,,,,,-0.1523375,,Right Foot,,"[77.1, 24.3]",,High Pass,,73.14711,,,Incomplete,,,,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,36,Everton,29,['880cc0bb-125e-4a65-8309-488e65f2b9e6'],38,,,,,,,,,,,,,,,,,,Everton,29,00:23:38.566,Pass,
,,,,,,,,,,,,,,,,,,,1.801324,,,,,,,,,,,,,,,,,880cc0bb-125e-4a65-8309-488e65f2b9e6,900,,"[43.0, 55.8]",3754252,23,,,,,-0.113358095,,Head,,"[75.5, 52.1]",,High Pass,,32.709938,,,Incomplete,Georginio Wijnaldum,3567.0,,,,,,Recovery,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,36,Everton,29,"['3c29f357-2272-457c-a6a2-d31ae026c97a', '7c84c2b6-5acd-4d4c-bab2-11146dce4ccf', 'c80e4dcf-8126-4771-a624-42af93aa6f17']",42,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:42.613,Pass,
,,,,,,,,,,,,,,,,,,,1.275428,,,,,,,,,,,,,,,,,7c84c2b6-5acd-4d4c-bab2-11146dce4ccf,902,,"[44.6, 28.0]",3754252,23,,,,,-0.7022569,,Head,,"[56.3, 18.1]",,High Pass,,15.3264475,,,,Tom Cleverley,3683.0,,,,,,Recovery,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,36,Everton,29,"['880cc0bb-125e-4a65-8309-488e65f2b9e6', '8e5ac7b4-b05b-42f9-aace-f54e8cc8d5e4']",44,,,,,,,,,,,,,,,,,,Everton,29,00:23:44.414,Pass,
,,,,,,,,,,,,,,,,,,,0.861001,,,,,,,,,,,,,,,,,08370ef9-8aba-4b9d-9143-27f6775a39a2,910,,"[56.0, 6.6]",3754252,23,,,,,-3.0367157,,Right Foot,,"[48.4, 5.8]",,Ground Pass,,7.641989,,,,Bryan Oviedo,5836.0,,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Wing,36,Everton,29,['f4efe7bc-cb24-4689-b987-bfa19ef23a10'],49,,,,,,,,,,,,,,,,,,Everton,29,00:23:49.378,Pass,
,,,,,,,,,,,,,,,,,,,0.596881,,,,,,,,,,,,,,,,,1a33639c-6219-4bb6-b803-15a9c9ac3c05,913,,"[48.4, 5.8]",3754252,23,,,,,0.9272952,,Left Foot,,"[52.3, 11.0]",,Ground Pass,,6.5,,,,Gareth Barry,3633.0,,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,36,Everton,29,['805fdade-7fad-4275-b28e-9ffdd4433826'],50,,,,,,,,,,,,,,,,,,Everton,29,00:23:50.713,Pass,
,,,,,,,,,,,,,,,,,,,0.217692,,,,,,,,,,,,,,,,,f87d55ae-fec8-46ea-8d13-bcc82a2b7f4b,917,,"[51.9, 3.0]",3754252,23,,,,,0.0,,Left Foot,,"[55.5, 3.0]",,Low Pass,,3.6,,,Incomplete,,,,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,36,Everton,29,"['4cf8b9c5-3f7e-44d8-8b6d-9023dbdc98fc', '768a1ca8-2e36-4978-ad2c-159e4a0e7d90']",53,,,,,,,,,,,,,,,,,,Everton,29,00:23:53.435,Pass,True
,,,,,,,,,,,,,,,,,,,1.623093,,,,,,,,,,,,,,,,,06b901b2-b1cf-492d-86b6-0098f4d8b6d4,919,,"[55.3, 0.1]",3754252,24,,,,,0.5719979,,,,"[85.9, 19.8]",,High Pass,,36.392994,,,,Romelu Lukaku Menama,3289.0,,,,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Left Back,37,Everton,29,['0deab6d9-5522-496b-9092-83286f78aee2'],11,,,,,,,,,,,,,,,,,,Everton,29,00:24:11.102,Pass,
,,,,,,,,,,,,,,,,,,,1.79205,,,,,,,,,,,,,,,,,3263a47a-6ca8-4461-ba2d-6b9e6c1af6e8,922,,"[85.9, 19.8]",3754252,24,,,,,3.0602908,,Right Foot,,"[72.4, 20.9]",,Ground Pass,,13.544741,,,,Gareth Barry,3633.0,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,37,Everton,29,['4b3f76e4-d89a-4049-a38e-cdd79e40628d'],13,,,,,,,,,,,,,,,,,,Everton,29,00:24:13.767,Pass,
,,,,,,,,,,,,,,,,,,,0.94586,,,,,,,,,,,,,,,,,4304f660-bb9c-44f2-91b1-e7405edbb97d,925,,"[72.4, 20.9]",3754252,24,,,,,1.2441559,,Right Foot,,"[80.7, 45.4]",,Ground Pass,,25.86774,,,,Aaron Lennon,3953.0,,,,,,,1,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,37,Everton,29,['1b10f552-daf1-4825-a37c-d35e2c38f523'],15,,,,,,,,,,,,,,,,,,Everton,29,00:24:15.640,Pass,
,,,,,,,,,,,,,,,,,,,0.102617,,,,,,,,,,,,,,,,,6c9a8350-3728-4db1-b382-38f3063b9c6d,928,,"[80.7, 45.4]",3754252,24,,,,,1.3068326,,Right Foot,,"[81.7, 49.1]",,Ground Pass,,3.8327537,,,Incomplete,,,,,,,,,1,From Throw In,Aaron Lennon,3953.0,Right Wing,37,Everton,29,['f8591890-8a03-426e-ab7c-57d8d217ad7d'],16,,,,,,,,,,,,,,,,,,Everton,29,00:24:16.594,Pass,
,,,,,,,,,,,,,,,,,,,1.931129,,,,,,,,,,,,,,,,,f8591890-8a03-426e-ab7c-57d8d217ad7d,929,,"[38.4, 31.0]",3754252,24,,,,,0.5794068,,Right Foot,,"[54.6, 41.6]",,Ground Pass,,19.359753,,,,Jonjo Shelvey,3057.0,,,,,,Recovery,1,Regular Play,Paul Dummett,3065.0,Left Back,38,Newcastle United,37,"['6c9a8350-3728-4db1-b382-38f3063b9c6d', 'f6ccab0c-237b-4599-8556-a1c7d5b9f743']",16,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:16.696,Pass,
,,,,,,,,,,,,,,,,,,,3.195774,,,,,,,,,,,,,,,,,ca36e252-8e66-4a1c-84aa-af3d874cd004,932,,"[54.6, 42.9]",3754252,24,,,,,-2.3932147,,Right Foot,,"[28.0, 18.2]",,Ground Pass,,36.29945,,,,Paul Dummett,3065.0,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Defensive Midfield,38,Newcastle United,37,['d49afcd8-63cd-44f6-891d-266380362da0'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:18.627,Pass,
,,,,,,,,,,,,,,,,,,,1.030804,,,,,,,,,,,,,,,,,d4213b33-78c5-406d-9911-b5f5cc1c7295,935,,"[28.0, 18.2]",3754252,24,,,,,2.0852478,,Left Foot,,"[21.5, 29.7]",,Ground Pass,,13.209845,,,,Fabricio Coloccini,26207.0,,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,38,Newcastle United,37,['b55c36b2-884b-4efc-9ba1-aa355bf4d5ed'],24,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:24.598,Pass,
,,,,,,,,,,,,,,,,,,,1.035343,,,,,,,,,,,,,,,,,0cd9c616-8857-4745-bd5a-2f1bbf53f57d,938,,"[21.5, 29.7]",3754252,24,,,,,0.95825875,,Right Foot,,"[29.3, 40.8]",,Ground Pass,,13.566503,,,,Henri Saivet,5110.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,38,Newcastle United,37,['187b9cf2-71d8-4d8b-b111-6c665265033b'],26,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:26.718,Pass,
,,,,,,,,,,,,,,,,,,,1.207715,,,,,,,,,,,,,,,,,fb72604c-0085-426b-8376-a8a95a232875,941,,"[34.5, 44.2]",3754252,24,,,,,2.0732937,,Right Foot,,"[28.4, 55.3]",,Ground Pass,,12.665702,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,Regular Play,Henri Saivet,5110.0,Right Defensive Midfield,38,Newcastle United,37,['38a2ebe7-3cae-49cd-b901-2c29f1ab4b3b'],29,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:29.984,Pass,
,,,,,,,,,,,,,,,,,,,1.601339,,,,,,,,,,,,,,,,,b4a28f32-1b9f-4451-9fab-4633299ee2dc,944,,"[28.4, 55.3]",3754252,24,,,,,-1.9114721,,Right Foot,,"[21.7, 36.4]",,Ground Pass,,20.052431,,,,Fabricio Coloccini,26207.0,,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,38,Newcastle United,37,['ad121b6b-cac9-4a3d-8965-c5012d456933'],31,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:31.264,Pass,
,,,,,,,,,,,,,,,,,,,0.613298,,,,,,,,,,,,,,,,,0b71763b-8c4f-4237-9781-597ea944610e,947,,"[56.1, 54.8]",3754252,24,,,,,0.2376123,,Right Foot,,"[68.9, 57.9]",,Ground Pass,,13.170042,,,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,38,Newcastle United,37,['8f2cbffa-9168-4a79-9d00-75afbd8b36c9'],42,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:42.019,Pass,
,,,,,,,,,,,,,,,,,,,1.289901,,,,,,,,,,,,,,,,,5f0d2f7f-8b84-4f8a-88cf-ab206cf52d2d,950,,"[68.9, 57.9]",3754252,24,,,,,0.92823154,,Right Foot,,"[81.7, 75.0]",,Ground Pass,,21.36001,,,,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,38,Newcastle United,37,['8be1caf6-422f-4a38-888c-74abe64ad596'],43,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:43.788,Pass,
,,,,,,,,,,,,,,,,,,,0.972702,,,,,,,,,,,,,,,,,a0670c62-6b75-4d86-b9d2-c1435b2dd8eb,953,,"[81.7, 75.0]",3754252,24,,,,,-1.9622015,,Right Foot,,"[79.1, 68.7]",,Ground Pass,,6.8154235,,,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,38,Newcastle United,37,['75a02344-79c7-4238-a74b-7c305fe1aade'],45,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:45.135,Pass,
,,,,,,,,,,,,,,,,,,,0.762139,,,,,,,,,,,,,,,,,46c16622-617c-40ef-856c-69e1a8f0c1de,956,,"[82.3, 67.8]",3754252,24,,,,,-2.0835848,,Right Foot,,"[75.6, 55.9]",,Ground Pass,,13.6565,,,,Fabricio Coloccini,26207.0,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,38,Newcastle United,37,['19e875f2-efba-4f7b-84a7-cdd78ea473e8'],48,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:48.046,Pass,
,,,,,,,,,,,,,,,,,,,0.538855,,,,,,,,,,,,,,,,,93edab1f-9397-4680-a070-3c125112312b,960,,"[80.8, 56.6]",3754252,24,,,,,1.1167947,,Right Foot,,"[86.9, 69.1]",,Ground Pass,,13.90899,,,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,38,Newcastle United,37,"['9671a94a-3f98-45a1-b2bc-4a42feb28ef0', 'd3e728cf-3e7c-449b-abd0-d0400f199291']",51,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:51.970,Pass,True
,,,,,,,,,,,,,,,,,,,1.038983,,,,,,,,,,,,,,,,,047e81a3-0767-44b9-8a32-d0221aae35d2,963,,"[86.9, 69.1]",3754252,24,,,,,0.93614453,,Right Foot,,"[93.6, 78.2]",,Ground Pass,,11.300443,,,,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,38,Newcastle United,37,['e2d98b66-094c-48e3-873d-f27a6d499825'],53,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:53.700,Pass,
,,,,,,,,,,,,,,,,,,,0.635392,,,,,,,,,,,,,,,,,257eacf7-fb56-4b07-94a0-0ac1542fd0d2,967,,"[93.2, 77.1]",3754252,24,,,,,-1.693465,,Right Foot,,"[92.3, 69.8]",,Ground Pass,,7.3552704,,,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,38,Newcastle United,37,"['1630c041-09a2-457f-a367-c1e85319eedf', '1ad0f136-9fc5-4b6f-996e-3610d51b02f1']",55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:55.994,Pass,True
,,,,,,,,,,,,,,,,,,,2.465559,,,,,,,,,,,,,,,,,9ff26192-3bd4-4e04-805f-673db14b7001,969,,"[92.3, 69.8]",3754252,24,,,,,0.14461444,,Right Foot,,"[112.9, 72.8]",,Ground Pass,,20.8173,,,Incomplete,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,38,Newcastle United,37,"['bb5033a0-4612-42a0-bc80-c342323a5820', 'dee23e78-41b5-47cb-b049-c4192a52585a']",56,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:56.630,Pass,
,,,,,,,,,,,,,,,,,,,0.035464,,,,,,,,,,,,,,,,,541e8130-b34f-4c93-8ee7-c075473ea3f6,974,,"[6.4, 2.3]",3754252,25,,,,,0.035699114,,Left Foot,,"[12.0, 2.5]",,Low Pass,,5.6035705,,,Incomplete,,,,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,39,Everton,29,"['3f928419-800c-4c1e-8009-10a2147fc4a9', 'fe3262c7-95b8-4a9d-b0f3-12a34d7d8d30']",2,,,,,,,,,,,,,,,,,,Everton,29,00:25:02.156,Pass,True
,,,,,,,,,,,,,,,,,,,0.756244,,,,,,,,,,,,,,,,,ffef96cd-8cf5-4643-b00f-c85db5ce49e5,976,,"[15.7, 0.1]",3754252,25,,,,,1.5707964,,,,"[15.7, 7.5]",,Low Pass,,7.4,,,,Gareth Barry,3633.0,,,,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Left Back,40,Everton,29,['6886bb78-ff18-4f92-b594-97d943b8d21e'],20,,,,,,,,,,,,,,,,,,Everton,29,00:25:20.268,Pass,
,,,,,,,,,,,,,,,,,,,0.811667,,,,,,,,,,,,,,,,,66211ae0-d699-4aa5-8876-612f90bfe341,980,,"[15.0, 7.5]",3754252,25,,,,,-2.3561945,,Left Foot,,"[10.5, 3.0]",,Ground Pass,,6.363961,,,,Bryan Oviedo,5836.0,,,,,,,1,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,40,Everton,29,"['8cac4ca3-b2e0-43c7-9f56-15171e2bb94d', 'e92d338e-65bf-45ac-a205-21020c857348']",21,,,,,,,,,,,,,,,,,,Everton,29,00:25:21.937,Pass,True
,,,,,,,,,,,,,,,,,,,0.427551,,,,,,,,,,,,,,,,,020a9831-cdaf-425f-b95f-dabfae259294,984,,"[10.1, 3.8]",3754252,25,,,,,0.29244298,,Right Foot,,"[19.4, 6.6]",,Low Pass,,9.712363,,,Incomplete,Gareth Barry,3633.0,,,,,,,1,From Throw In,Bryan Oviedo,5836.0,Left Back,40,Everton,29,"['ba08eb35-a4d0-459f-bb52-e028bcd69988', 'be6ce94f-5a37-4b48-80ac-90ef46498940']",24,,,,,,,,,,,,,,,,,,Everton,29,00:25:24.531,Pass,
,,,,,,,,,,,,,,,,,,,0.919995,,,,,,,,,,,,,,,,,aef7a911-96cc-4d2b-a663-0e769638a04c,988,,"[99.0, 63.7]",3754252,25,,,,,-0.5578307,,Right Foot,,"[110.7, 56.4]",,Low Pass,,13.790577,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Recovery,1,From Throw In,Moussa Sissoko,3091.0,Right Wing,40,Everton,29,['0300a10d-ddc9-462e-ae96-ab55ab6bb552'],26,,,,,,,,,,,,,,,,,,Newcastle United,37,00:25:26.836,Pass,
,,,,,,,,,,,,,,,,,,,1.384111,,,,,,,,,,,,,,,,,138f79e9-c6e0-42ab-9493-8c51ab9d8f79,993,,"[9.8, 28.1]",3754252,25,,,,,0.0,,Right Foot,,"[16.3, 28.1]",,Ground Pass,,6.5,,,,José Ramiro Funes Mori,4629.0,,,,,,Recovery,1,From Throw In,Bryan Oviedo,5836.0,Left Back,40,Everton,29,['ddbc02b8-2c80-4220-ab5e-4396d7612bb7'],29,,,,,,,,,,,,,,,,,,Everton,29,00:25:29.618,Pass,
,,,,,,,,,,,,,,,,,,,0.502218,,,,,,,,,,,,,,,,,0bd61f2a-4800-43a3-a8eb-116f5c56a1b8,997,,"[19.1, 25.9]",3754252,25,,,,,0.08572687,,Right Foot,,"[31.9, 27.0]",,Ground Pass,,12.847178,,,Incomplete,,,,,,,,,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,40,Everton,29,"['a2ea3472-c6ce-4c05-82da-a931d7656df1', 'b34ccfe3-713d-47de-9869-1b2dd9c3df71']",31,,,,,,,,,,,,,,,,,,Everton,29,00:25:31.082,Pass,True
