bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.148076,,,,,,,,,,,,,,,a17f2fe4-1189-4978-b60d-8e3e99070263,868,,"[51.4, 12.9]",3754219,23,,,,-0.53794426,,Left Foot,,,"[63.3, 5.8]",,Ground Pass,,13.857128,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,52,AFC Bournemouth,28,['c214efc7-0cf5-4709-85a7-e5d4fdc001e5'],3,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:03.557,Pass,
,,,,,,,,,,,,,,,,1.535057,,,,,,,,,,,,,,,0e575230-709f-41d9-8f71-add4110cfb5a,871,,"[61.6, 8.1]",3754219,23,,,,2.491833,,Left Foot,,,"[38.7, 25.5]",,Ground Pass,,28.760563,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,52,AFC Bournemouth,28,['68b7812c-7667-4b9b-8f26-25c5ecf3725f'],6,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:06.902,Pass,
,,,,,,,,,,,,,,,,1.841449,,,,,,,,,,,,,,,b3badea9-fe0d-491c-a0ea-a45302ac3079,874,,"[37.5, 31.0]",3754219,23,,,,1.4557685,,Right Foot,,,"[40.4, 56.1]",,Ground Pass,,25.266975,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,52,AFC Bournemouth,28,['2819e194-a94e-40f9-a05d-7829416464d0'],9,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:09.553,Pass,
,,,,,,,,,,,,,,,,1.475402,,,,,,,,,,,,,,,d84c3aaf-daa4-40d2-8196-9c4ef36f1e50,877,,"[44.8, 66.8]",3754219,23,,,,0.46163553,,Right Foot,,,"[64.7, 76.7]",,Ground Pass,,22.22656,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['cba369a1-7a5d-4c90-ab6e-6facec6a0fe4'],13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:13.171,Pass,
,,,,,,,,,,,,,,,,0.823849,,,,,,,,,,,,,,,23dd47e6-4c92-4264-bda7-bd21f73033cc,880,,"[63.4, 75.2]",3754219,23,,,,-2.1873627,,Right Foot,,,"[56.1, 64.9]",,Ground Pass,,12.624579,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,52,AFC Bournemouth,28,['858e0baa-7659-4e1e-a6c7-65d554728100'],16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:16.241,Pass,
,,,,,,,,,,,,,,,,1.06464,,,,,,,,,,,,,,,1d92a841-f8d5-4eeb-a33c-dde2af0e9507,883,,"[59.2, 64.9]",3754219,23,,,,1.3602244,,Right Foot,,,"[62.0, 78.0]",,Ground Pass,,13.395895,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,52,AFC Bournemouth,28,['c85d3625-ab73-45a4-94e6-633586bb7477'],19,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:19.589,Pass,
,,,,,,,,,,,,,,,,1.04791,,,,,,,,,,,,,,,ac7a8c9c-6489-4c92-996e-8fda697a3d9f,886,,"[65.2, 76.6]",3754219,23,,,,-2.0131705,,Right Foot,,,"[61.6, 69.0]",,Ground Pass,,8.409518,,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,52,AFC Bournemouth,28,['e9c1a305-8046-467c-9a2e-f0d9ed41b273'],22,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:22.288,Pass,
,,,,,,,,,,,,,,,,1.608127,,,,,,,,,,,,,,,c37c49a9-f093-4e97-a1d7-546dfb082bab,888,,"[63.7, 69.7]",3754219,23,,,,2.9584818,,Left Foot,,,"[44.8, 73.2]",,Ground Pass,,19.221342,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,52,AFC Bournemouth,28,['da1123a7-9adf-42e3-84f7-10e0fff39fa2'],23,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:23.336,Pass,
,,,,,,,,,,,,,,,,2.533519,,,,,,,,,,,,,,,86205acf-50b6-48dc-9176-2fab08aca928,891,,"[46.3, 72.5]",3754219,23,,,,-2.474806,,Right Foot,,,"[13.9, 47.0]",,Ground Pass,,41.23118,,,,Artur Boruc,20074.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['b9fae1d3-7393-4aa5-a5b2-16b1f9af1fb6'],24,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:24.944,Pass,
,,,,,,,,,,,,,,,,4.224905,,,,,,,,,,,,,,,a9d05547-a4ed-4722-a7c8-4627c44d54e6,893,,"[13.9, 47.0]",3754219,23,,,,-0.9694125,,Right Foot,,,"[26.8, 28.2]",,Ground Pass,,22.800219,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,52,AFC Bournemouth,28,['bc375fbd-ff56-4df9-a617-5be593ddf81d'],27,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:27.477,Pass,
,,,,,,,,,,,,,,,,1.623046,,,,,,,,,,,,,,,fd76a614-cc60-4ff3-810e-78c5ec9c5b46,896,,"[25.8, 26.5]",3754219,23,,,,-0.021273386,,Right Foot,,,"[39.9, 26.2]",,Ground Pass,,14.103191,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,52,AFC Bournemouth,28,['ee641dfd-bcce-4088-8630-b9e0f077ab1a'],32,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:32.764,Pass,
,,,,,,,,,,,,,,,,2.42022,,,,,,,,,,,,,,,6a342461-00ef-425f-be58-af0d872440c3,899,,"[46.9, 23.1]",3754219,23,,,,1.653028,,Left Foot,,,"[43.9, 59.5]",,Ground Pass,,36.52342,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,52,AFC Bournemouth,28,['623a3ad7-3e94-4bc9-990b-8e93aaf78431'],37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:37.172,Pass,
,,,,,,,,,,,,,,,,1.163882,,,,,,,,,,,,,,,1072105b-7ae6-497e-9fab-4c3476ca8821,902,,"[50.9, 72.4]",3754219,23,,,,-0.73502064,,Right Foot,,,"[63.4, 61.1]",,Ground Pass,,16.85052,,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['608ce994-23b0-463d-a8f9-efe26204e208'],41,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:41.214,Pass,
,,,,,,,,,,,,,,,,1.172983,,,,,,,,,,,,,,,5f4c249a-d0b4-47e0-b32a-2da57e39ec5f,904,,"[63.8, 61.4]",3754219,23,,,,2.164546,,Left Foot,,,"[55.7, 73.4]",,Low Pass,,14.477914,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,52,AFC Bournemouth,28,['d79401ee-a551-4f2d-912f-a8b680bc5812'],42,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:42.378,Pass,
,,,,,,,,,,,,,,,,0.925115,,,,,,,,,,,,,,,fe4a6a67-6ae9-4136-a362-d7d985eb6abe,907,,"[61.6, 73.6]",3754219,23,,,,-0.24351667,,Right Foot,,,"[77.7, 69.6]",,Ground Pass,,16.589455,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['e19d879e-ab41-4dbf-bacc-77f09ed5345d'],45,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:45.965,Pass,
,,,,,,,,,,,,,,,,0.864415,,,,,,,,,,,,,,,dc253c9d-fb4f-47b9-8d43-4f0f581afbe1,910,,"[77.3, 68.7]",3754219,23,,,,-2.2296023,,Right Foot,,,"[72.5, 62.5]",,Ground Pass,,7.8409185,,,,Harry Arter,3304.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,52,AFC Bournemouth,28,['4a4a05ce-69d8-44b1-abac-2e5c5d35dd7d'],48,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:48.454,Pass,
,,,,,,,,,,,,,,,,1.580251,,,,,,,,,,,,,,,659ba381-c545-480d-b14a-33ce4db9dd3a,913,,"[76.3, 50.9]",3754219,23,,,,-2.0894802,,Left Foot,,,"[63.0, 27.6]",,Ground Pass,,26.828716,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,52,AFC Bournemouth,28,['e02eddfc-dfcb-4722-897f-1b36d6426a77'],54,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:54.349,Pass,
,,,,,,,,,,,,,,,,0.965974,,,,,,,,,,,,,,,5568dd3c-fb5f-4ee2-a563-384d2577dd59,916,,"[62.8, 24.5]",3754219,23,,,,-0.19566245,,Left Foot,,,"[73.9, 22.3]",,Ground Pass,,11.315918,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,52,AFC Bournemouth,28,['5e3e4d83-3aec-4b44-80f5-ef7c165c9e37'],57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:57.035,Pass,
,,,,,,,,,,,,,,,,1.088165,,,,,,,,,,,,,,,98a52108-63b5-4a51-b0de-d2038073325a,918,,"[73.5, 22.3]",3754219,23,,,,2.6665819,,Right Foot,,,"[66.5, 25.9]",,Ground Pass,,7.8714676,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,52,AFC Bournemouth,28,['cc441bda-a9e6-40ef-8ca2-c886d08128a2'],58,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:58.001,Pass,
,,,,,,,,,,,,,,,,0.86366,,,,,,,,,,,,,,,5ff923d9-f10a-4763-b3d5-f2caa1b1881b,920,,"[63.8, 33.9]",3754219,23,,,,1.6373645,,Right Foot,,,"[63.3, 41.4]",,Ground Pass,,7.5166483,,,,Harry Arter,3304.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,52,AFC Bournemouth,28,['31bbffbc-e518-488c-ac57-44e768085b05'],59,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:23:59.090,Pass,
,,,,,,,,,,,,,,,,1.478688,,,,,,,,,,,,,,,4154df98-4940-4436-8ef4-538868602b50,923,,"[64.8, 39.4]",3754219,24,,,,-2.9605892,,Right Foot,,,"[49.5, 36.6]",,Ground Pass,,15.554099,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,52,AFC Bournemouth,28,['e75332fa-9201-47bf-9579-e6727978da06'],1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:01.194,Pass,
,,,,,,,,,,,,,,,,1.354552,,,,,,,,,,,,,,,b2c9e865-d569-4031-981d-fc85ebd8596a,925,,"[50.8, 35.2]",3754219,24,,,,1.4259838,,Right Foot,,,"[53.6, 54.4]",,Ground Pass,,19.403093,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,52,AFC Bournemouth,28,['5c47e6ff-7624-456a-95bd-182ab75d5e6d'],2,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:02.673,Pass,
,,,,,,,,,,,,,,,,0.743129,,,,,,,,,,,,,,,594d308e-6556-4612-b1cb-c9ca0ed63e30,928,,"[51.5, 55.1]",3754219,24,,,,-0.14932266,,Right Foot,,,"[62.8, 53.4]",,Ground Pass,,11.42716,,,,Harry Arter,3304.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['2ec37eb2-1ecc-43fc-9469-82e2f9ebc9de'],5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:05.708,Pass,
,,,,,,,,,,,,,,,,1.545031,,,,,,,,,,,,,,,4b95c7b4-baf0-448b-88e4-281e89f910b3,931,,"[63.0, 55.1]",3754219,24,,,,1.145521,,Left Foot,,,"[73.1, 77.4]",,Ground Pass,,24.480604,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,52,AFC Bournemouth,28,['153b62eb-4513-42f8-9830-f465df83bc01'],7,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:07.601,Pass,
,,,,,,,,,,,,,,,,1.195256,,,,,,,,,,,,,,,f701b5dd-57cb-464b-96df-1db17cfdfd4b,934,,"[81.8, 70.0]",3754219,24,,,,-2.0694492,,Right Foot,,,"[76.3, 59.9]",,Ground Pass,,11.500435,,,,Harry Arter,3304.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,52,AFC Bournemouth,28,['72bd1e8f-79cd-47e2-9898-fb059cdbe8ee'],13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:13.262,Pass,
,,,,,,,,,,,,,,,,0.707119,,,,,,,,,,,,,,,650fe288-1dfd-4a7a-86bd-02fcf0b1c994,937,,"[82.5, 55.8]",3754219,24,,,,-1.5707964,,Left Foot,,,"[82.5, 46.0]",,Ground Pass,,9.8,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,52,AFC Bournemouth,28,['cf96dfd8-891a-4b96-9902-d88ac5e2a620'],16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:16.026,Pass,
,,,,,,,,,,,,,,,,1.201854,,,,,,,,,,,,,,,45255a08-567d-4ed7-9dfb-3906be32cd99,940,,"[82.5, 48.4]",3754219,24,,,,1.4390846,,Right Foot,,,"[85.6, 71.8]",,Ground Pass,,23.604448,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,52,AFC Bournemouth,28,['d960502d-c141-49f1-a620-942be0bcce22'],18,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:18.667,Pass,
,,,,,,,,,,,,,,,,0.980061,,,,,,,,,,,,,,,17db5071-bb3d-492a-8d85-7f622929b02c,943,,"[85.3, 71.5]",3754219,24,,,,-1.3961241,,Right Foot,,,"[87.1, 61.3]",,Ground Pass,,10.357606,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,52,AFC Bournemouth,28,['27903984-5199-4e6a-ba9f-0b20acadd2d2'],20,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:20.375,Pass,
,,,,,,,,,,,,,,,,1.09608,,,,,,,,,,,,,,,9411fe89-f6e0-42a7-ae18-21e12fc642f4,946,,"[87.6, 61.4]",3754219,24,,,,2.2945442,,Right Foot,,,"[80.0, 70.0]",,Ground Pass,,11.4769335,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,52,AFC Bournemouth,28,['9ee6c858-3651-4213-80fa-1aede9edfaee'],22,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:22.449,Pass,
,,,,,,,,,,,,,,,,2.001526,,,,,,,,,,,,,,,c8a8c7b4-123c-4df6-a984-92cb2a395659,950,,"[81.8, 61.7]",3754219,24,,,,-2.8478246,,Right Foot,,,"[69.9, 58.1]",,Ground Pass,,12.432618,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,52,AFC Bournemouth,28,['9eeca260-b614-46fa-9ae5-282cb4f076ea'],25,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:25.876,Pass,
,,,,,,,,,,,,,,,,0.905174,,,,,,,,,,,,,,,76b1afd8-4534-4baa-84e1-5e0c46ef45e8,953,,"[76.1, 61.1]",3754219,24,,,,-0.10022175,,Right Foot,,,"[94.0, 59.3]",,Ground Pass,,17.990274,,,,Glenn Murray,3085.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,52,AFC Bournemouth,28,['5748721a-cf70-4d0f-ab1a-56c03df59295'],31,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:31.737,Pass,
,,,,,,,,,,,,,,,,1.363497,,,,,,,,,,,,,,,40ea2d29-e165-4689-aa1e-b27c922720f5,955,,"[95.2, 60.3]",3754219,24,,,,-0.69662684,,Right Foot,,,"[105.6, 51.6]",,Low Pass,,13.55913,,Incomplete,,Dan Gosling,3343.0,,,,,,1,Regular Play,Glenn Murray,3085.0,Center Forward,52,AFC Bournemouth,28,"['046abe1e-3c79-415b-b99f-f53d2c71453d', '217eac87-8601-4e0c-af0e-952c44cf6ac2']",32,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:32.642,Pass,
,,,,,,,,,,,,,,,,2.351115,,,,,,,,,,,,,,,79d460b6-01d4-4185-b70d-83c81d8233dd,958,,"[93.7, 80.0]",3754219,24,True,,,-2.7311268,,,,,"[82.9, 75.3]",,Low Pass,,11.77837,,,,Simon Francis,3608.0,,,,,Throw-in,1,From Throw In,Adam Smith,6409.0,Right Back,53,AFC Bournemouth,28,['3c516930-2ca1-4f24-8f0d-03ed32b25b0e'],40,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:40.326,Pass,
,,,,,,,,,,,,,,,,1.609322,,,,,,,,,,,,,,,fb4227b3-dbf8-49d6-99f0-06179543a16a,961,,"[86.7, 75.7]",3754219,24,,,,0.22485559,,Right Foot,,,"[105.5, 80.0]",,High Pass,,19.285486,,Out,,Matt Ritchie,3049.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Center Back,53,AFC Bournemouth,28,"['9beff75b-fdf6-4ffc-a1c6-11fead3dbfef', 'd99b2a35-c418-4bfd-94df-c95165a3fac9']",44,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:24:44.881,Pass,True
,,,,,,,,,,,,,,,,2.239382,,,,,,,,,,,,,,,b55dd8ad-6e5e-4b02-be33-2d640445fd5b,963,,"[30.2, 0.1]",3754219,25,,,,0.32175055,,,,,"[45.2, 5.1]",,High Pass,,15.811388,,,,José Salomón Rondón Giménez,4041.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,54,West Bromwich Albion,27,['1bd9ee28-f13f-4946-bcfc-0a8047447842'],6,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:25:06.123,Pass,
,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,925d8266-294a-4ce4-9231-ee3c183ee422,966,,"[45.9, 5.5]",3754219,25,,,True,-1.7725587,,,,,"[45.0, 1.1]",,High Pass,,4.491102,,,,James McClean,3514.0,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,54,West Bromwich Albion,27,"['16ddd9c7-71f1-4e23-b7d8-fb599943e370', 'abe6e15f-6f52-430f-9cd1-9be5bd61b519']",8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:25:08.340,Pass,True
,,,,,,,,,,,,,,,,0.803667,,,,,,,,,,,,,,,4ccb997a-e54d-40cd-b795-78560fc9059c,969,,"[46.4, 1.4]",3754219,25,,,True,0.81871915,,,,,"[52.2, 7.6]",,Low Pass,,8.489994,,,,James Morrison,3490.0,,,,,,1,From Throw In,James McClean,3514.0,Left Midfield,54,West Bromwich Albion,27,"['3873dda1-3402-4d59-82f4-0b4042cfa176', '923ca9d5-3836-43b7-b119-73997d93a575']",10,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:25:10.654,Pass,True
,,,,,,,,,,,,,,,,2.767466,,,,,,,,,,,,,,,3a6d9b46-aaf3-4f18-b6dd-59f52c146678,973,,"[45.5, 72.0]",3754219,25,,,,-1.6188363,,Left Foot,,,"[44.5, 51.2]",,Ground Pass,,20.824024,,,,Steve Cook,3341.0,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Center Back,55,AFC Bournemouth,28,['cbd4a30e-cf90-4dd7-9461-ac5adddf8ff5'],13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:13.714,Pass,
,,,,,,,,,,,,,,,,1.196973,,,,,,,,,,,,,,,091b0ca4-0553-4a8f-8026-432c42de34f3,976,,"[56.0, 26.9]",3754219,25,,,,-1.204402,,Right Foot,,,"[62.6, 9.7]",,Ground Pass,,18.422812,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,55,AFC Bournemouth,28,['a10b355e-a7a9-4c70-a612-43a199b4ef68'],19,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:19.208,Pass,
,,,,,,,,,,,,,,,,1.636708,,,,,,,,,,,,,,,17541951-bb0d-4206-8981-f4df106119db,978,,"[63.4, 11.1]",3754219,25,,,,2.506007,,Left Foot,,,"[51.2, 20.1]",,Ground Pass,,15.160475,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,55,AFC Bournemouth,28,['01f49077-9a82-40f3-b959-a3717c9d6744'],20,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:20.405,Pass,
,,,,,,,,,,,,,,,,1.449165,,,,,,,,,,,,,,,c5610841-c1e7-4131-9cb8-6f3d43e23616,981,,"[50.0, 25.9]",3754219,25,,,,-0.8212135,,Right Foot,,,"[64.8, 10.0]",,Ground Pass,,21.722109,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,55,AFC Bournemouth,28,['21b16708-5cc4-455f-b9c8-7192e5512e4c'],26,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:26.433,Pass,
,,,,,,,,,,,,,,,,2.268919,,,,,,,,,,,,,,,91bd0e15-b166-41f2-b9cb-03c21cb8bc0c,985,,"[63.3, 9.8]",3754219,25,,,,2.6391296,,Right Foot,,,"[43.1, 20.9]",,Ground Pass,,23.04886,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,55,AFC Bournemouth,28,"['4dd52588-e93b-4660-858e-74d956b3519e', 'a0318c2f-d38e-488f-83f0-37df5cc9bcdc']",29,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:29.007,Pass,True
,,,,,,,,,,,,,,,,2.350874,,,,,,,,,,,,,,,6c8b4d11-8446-4832-982b-984b30b1928d,988,,"[43.8, 21.0]",3754219,25,,,,1.6838851,,Right Foot,,,"[39.7, 57.1]",,High Pass,,36.33208,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,55,AFC Bournemouth,28,['24087800-b064-49db-8935-3dd90997de10'],32,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:32.474,Pass,
,,,,,,,,,,,,,,,,2.519457,,,,,,,,,,,,,,,7db0b402-56bf-4347-8185-a39dd8db6e6a,992,,"[45.5, 59.5]",3754219,25,,,,-2.7634833,,Right Foot,,,"[9.5, 45.2]",,Low Pass,,38.73616,,,,Artur Boruc,20074.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,55,AFC Bournemouth,28,"['8728bcb9-e299-4c57-bd4f-701c5d37316f', 'bea18158-42ac-49d3-8dce-5685a2d86078']",36,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:36.002,Pass,True
,,,,,,,,,,,,,,,,3.476428,,,,,,,,,,,,,,,090637e1-f719-47b9-935c-b8807c50fce8,995,,"[11.4, 46.3]",3754219,25,,,,-0.40425417,,Right Foot,,,"[68.2, 22.0]",,High Pass,,61.77969,,Incomplete,,,,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,55,AFC Bournemouth,28,['c9950fec-5c0b-43e4-b721-e46ff378b437'],48,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:48.085,Pass,
,,,,,,,,,,,,,,,,2.169331,,,,,,,,,,,,,,,c9950fec-5c0b-43e4-b721-e46ff378b437,996,,"[51.9, 58.1]",3754219,25,,,,-1.3484476,,Head,,,"[57.1, 35.1]",,High Pass,,23.5805,,Incomplete,,,,,,,,Recovery,1,Regular Play,Craig Dawson,3523.0,Right Back,55,AFC Bournemouth,28,"['090637e1-f719-47b9-935c-b8807c50fce8', '5f679f6f-9dd4-4a75-8154-a658c292dd26']",51,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:25:51.561,Pass,
,,,,,,,,,,,,,,,,1.948113,,,,,,,,,,,,,,,7652f49f-c5a2-47d4-94ab-17f7f9d99ef9,999,,"[57.4, 43.0]",3754219,25,,,,1.6050686,,Left Foot,,,"[56.8, 60.5]",,Ground Pass,,17.510283,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,55,AFC Bournemouth,28,['d41b8ae5-d248-46ab-a179-a76759232201'],55,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:55.743,Pass,
,,,,,,,,,,,,,,,,1.39798,,,,,,,,,,,,,,,00edc7b0-e33f-4786-8dfa-9be92374420d,1002,,"[68.5, 66.3]",3754219,25,,,,0.50185835,,Left Foot,,,"[88.0, 77.0]",,Ground Pass,,22.242752,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,55,AFC Bournemouth,28,['cf6dd6b8-4190-4e18-8e70-696f1a4d5bd4'],59,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:25:59.419,Pass,
,,,,,,,,,,,,,,,,1.056302,,,,,,,,,,,,,,,96632edb-e315-40e5-96ea-47d863960a43,1005,,"[92.6, 70.8]",3754219,26,,,,-2.5410516,,Right Foot,,,"[85.3, 65.8]",,Ground Pass,,8.848164,,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,55,AFC Bournemouth,28,['6bcf3d54-251e-4012-afa1-3a1992ba7b20'],4,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:26:04.294,Pass,
,,,,,,,,,,,,,,,,0.913393,,,,,,,,,,,,,,,4bdcc705-9107-44e8-8773-5feb12b30d9b,1008,,"[89.4, 71.5]",3754219,26,,,,-1.3848506,,Left Foot,,,"[91.3, 61.4]",,Ground Pass,,10.277159,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,55,AFC Bournemouth,28,['827b9488-f62f-436b-9992-fc2ce45b9fd9'],8,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:26:08.159,Pass,
