50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f722ff01-acb1-497a-bf03-7ec22a8befd9,62,,"[69.2, 58.7]",3753990,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Right Midfield,5,Sunderland,41,"['2f01c0b6-af97-4794-8ce3-e758317071f0', 'bb65f968-5b91-4e40-9139-f83d01ffa784']",12,,,,,,,,,,,,,,,,,Sunderland,41,00:01:12.487,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,45db792a-e344-4819-a3b8-bace13d00ec8,71,,"[74.7, 52.6]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,6,Sunderland,41,['5e0098bb-bf2d-4f6c-b69f-95800db7e347'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:02:00.851,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75c601e1-c893-4805-b0db-7008ea974b42,73,,"[13.8, 35.9]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vito Mannone,9539.0,Goalkeeper,6,Sunderland,41,['7ee067a3-9c56-4345-b8b9-c22440cac191'],3,,,,,,,,,,,,,,,,,Sunderland,41,00:02:03.358,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb834adf-44b2-4b33-bd58-15076dead96f,77,,"[69.9, 65.4]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fabio Borini,7171.0,Right Midfield,6,Sunderland,41,['da7dbc51-f79b-4cff-a940-124e1a9d0e74'],9,,,,,,,,,,,,,,,,,Sunderland,41,00:02:09.275,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fbb8778-a746-45e9-a1c3-867ce2d24785,80,,"[52.0, 16.2]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,6,Sunderland,41,['c8b9e532-b703-4499-8842-879225f8e6d2'],9,,,,,,,,,,,,,,,,,Arsenal,1,00:02:09.321,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541133cb-9102-4ef9-9cca-d63af6aac118,88,,"[42.9, 56.2]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lamine Koné,13286.0,Right Center Back,6,Sunderland,41,['7acfb97b-ef81-4e02-9b67-4ef5e4a80dc0'],18,,,,,,,,,,,,,,,,,Sunderland,41,00:02:18.304,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f5b3b85-6d99-49dd-820f-146e1024308a,90,,"[96.3, 48.9]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Wahbi Khazri,3196.0,Left Midfield,6,Sunderland,41,['33f77e43-ea1c-4b89-a328-1cf188fd0567'],22,,,,,,,,,,,,,,,,,Sunderland,41,00:02:22.551,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f376d218-c005-4058-8b8f-05761681b7ff,94,,"[38.2, 70.2]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,7,Arsenal,1,['254e8970-5c43-4b42-8f76-fa40769fae6b'],26,,,,,,,,,,,,,,,,,Arsenal,1,00:02:26.844,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a83feb11-3770-46f9-81d6-de7ad16e8841,97,,"[55.2, 77.0]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,7,Arsenal,1,['55b94671-f63d-405c-8061-16703ce46638'],30,,,,,,,,,,,,,,,,,Arsenal,1,00:02:30.901,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41697ccc-7d5b-4822-ae66-a16faa36be27,100,,"[45.2, 72.3]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,7,Arsenal,1,['cfc51499-2cb9-414e-bcb4-b8aa38cb7740'],33,,,,,,,,,,,,,,,,,Arsenal,1,00:02:33.012,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a7c30ac-716d-4ed6-b4ad-aabd46650958,104,,"[35.4, 72.3]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,7,Arsenal,1,['401e2582-ee54-4442-b936-9b9736a8a512'],37,,,,,,,,,,,,,,,,,Arsenal,1,00:02:37.363,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388557bc-ba65-4a6f-b4a4-dd6045aa5922,107,,"[35.8, 65.9]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,7,Arsenal,1,['541dfb85-b99b-4efe-9a3e-0bda1ed09ea2'],38,,,,,,,,,,,,,,,,,Arsenal,1,00:02:38.909,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72528cfb-0172-4e8e-bd29-fdf4b1b1ea0d,112,,"[50.9, 63.4]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,7,Arsenal,1,"['2de72be7-ffc0-4e4c-9fe0-897a64bd09f1', 'b42682ef-57a5-412a-bb15-90a06f76e892']",40,,,,,,,,,,,,,,,,,Arsenal,1,00:02:40.184,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8fa969b-95cf-496b-bd6a-a973438c2e1f,117,,"[69.3, 23.4]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lee Cattermole,10783.0,Left Center Midfield,7,Arsenal,1,"['0f327076-282d-4e1c-8a85-d5bc8257f6e6', 'a960aae0-0a60-44a7-9dc1-a254844d0420']",42,,,,,,,,,,,,,,,,,Sunderland,41,00:02:42.441,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5be562de-0a1a-4c9d-b346-f0cbc58ff40b,124,,"[81.5, 75.6]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,7,Arsenal,1,['bb5aa671-be0f-4662-a83d-6e011caadec0'],51,,,,,,,,,,,,,,,,,Arsenal,1,00:02:51.471,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1134bac-3ebf-4736-87ae-7282a29eb408,127,,"[102.0, 59.8]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,7,Arsenal,1,['1c55bf96-3e63-4bdb-91a1-f559ae75f16c'],54,,,,,,,,,,,,,,,,,Arsenal,1,00:02:54.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5468738-d0d1-4099-98a0-f4b8f82d4034,134,,"[30.2, 20.0]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Kirchhoff,13846.0,Center Defensive Midfield,7,Arsenal,1,['2ad06ae0-8b04-4901-bc52-cbc4c10f55f6'],58,,,,,,,,,,,,,,,,,Sunderland,41,00:02:58.559,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,68983f68-b9e2-45d3-a549-e56cbb56282f,136,,"[52.2, 33.1]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Right Midfield,7,Arsenal,1,['9bd69d15-4a06-4096-9d5d-e2eb483f3831'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:03:00.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92db7995-72ce-4ce6-bc81-356af7f5830f,138,,"[65.6, 35.5]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,7,Arsenal,1,['ef6aabd1-e295-45b8-89bc-812ab99a6331'],1,,,,,,,,,,,,,,,,,Arsenal,1,00:03:01.860,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95ed91c0-2e2f-4538-8334-6e34c2dfe5b0,141,,"[80.4, 14.0]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,7,Arsenal,1,['8950018f-23ae-41ed-b8b5-f8b76b6e8878'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:03:07.017,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8540e95d-8285-440d-896c-21aaa62f4eda,144,,"[87.9, 39.2]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,7,Arsenal,1,['3a9f5739-bd7c-4f37-89d3-f00ebcdeda7e'],11,,,,,,,,,,,,,,,,,Arsenal,1,00:03:11.590,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242cf68b-c92f-4656-b6eb-04bf3d84e9d2,147,,"[93.7, 48.6]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,7,Arsenal,1,['3c2faa32-bc3e-4207-81fe-5f2818ee5bb9'],12,,,,,,,,,,,,,,,,,Arsenal,1,00:03:12.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf3b6be3-c625-4db7-93cd-9d93097f3bdd,151,,"[92.9, 44.9]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,7,Arsenal,1,['268f3577-6a65-4219-b115-78e01ace1852'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:03:14.109,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df243af7-8b9b-4f78-8746-2e8b67ede20d,156,,"[72.1, 49.8]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jan Kirchhoff,13846.0,Center Defensive Midfield,8,Sunderland,41,['496df833-8135-477e-8fd4-476db238ddd6'],51,,,,,,,,,,,,,,,,,Sunderland,41,00:03:51.317,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62a1e6f6-b0c4-40d6-aa28-8688d1b959e4,159,,"[66.6, 46.3]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lee Cattermole,10783.0,Left Center Midfield,8,Sunderland,41,['c6959e8b-934f-47ad-8079-6c3e06753cd6'],52,,,,,,,,,,,,,,,,,Sunderland,41,00:03:52.560,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,13e4eb31-cced-4a1d-80d0-3aa70348c2f1,161,,"[106.7, 30.0]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jermain Defoe,3337.0,Center Forward,8,Sunderland,41,['b9750581-3d3d-4aca-a613-8b57dbe3e33a'],55,,,,,,,,,,,,,,,,,Sunderland,41,00:03:55.580,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34610224-8f5c-4604-839a-54ddf629de60,166,,"[103.4, 14.2]",3753990,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jermain Defoe,3337.0,Center Forward,8,Sunderland,41,['4171f52f-9b50-4c06-82d0-2f09e98fd855'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:04:00.937,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,84060093-ef40-4752-b38f-4d719f1b3c0a,169,,"[113.8, 33.1]",3753990,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fabio Borini,7171.0,Right Midfield,8,Sunderland,41,['30215232-5a24-4f44-a9fa-57e96c771225'],2,,,,,,,,,,,,,,,,,Sunderland,41,00:04:02.866,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e926acad-6be5-4168-9569-26c8a1b84858,172,,"[103.8, 6.3]",3753990,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fabio Borini,7171.0,Right Midfield,9,Sunderland,41,['d4a8f1fc-ae88-4fd2-8954-8d5ac3db52e4'],28,,,,,,,,,,,,,,,,,Sunderland,41,00:04:28.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688ea203-10b1-488d-b654-ef8cab9ea253,175,,"[93.8, 16.5]",3753990,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Patrick van Aanholt,3321.0,Left Back,9,Sunderland,41,['395e1c46-e0a1-4708-9bdf-8fcfb3487520'],31,,,,,,,,,,,,,,,,,Sunderland,41,00:04:31.251,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73765ffc-13f5-4203-a647-0bbd2d9c5ef6,179,,"[68.5, 13.0]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Olivier Giroud,3604.0,Center Forward,10,Arsenal,1,['c49599fb-b468-4e6e-993a-e9fef6c576e6'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:05:00.821,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cf3da27-3fa2-4f4e-9e36-399095b8d2b6,182,,"[73.9, 22.9]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mesut Özil,3496.0,Center Attacking Midfield,10,Arsenal,1,['3ba20741-26ab-42c1-8219-f7a28916c4cd'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:05:02.017,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006d592d-2806-449e-aebe-1fad9c225e03,184,,"[46.6, 61.8]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lee Cattermole,10783.0,Left Center Midfield,11,Sunderland,41,['0e0f53cc-0efe-4b36-bfe4-ff54481f8028'],4,,,,,,,,,,,,,,,,,Sunderland,41,00:05:04.018,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29cd3e09-dfad-4aa1-8cfb-0e72102f02cc,186,,"[11.2, 49.8]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vito Mannone,9539.0,Goalkeeper,11,Sunderland,41,['4c50578a-3df5-4d7c-a8db-aceea659897a'],7,,,,,,,,,,,,,,,,,Sunderland,41,00:05:07.315,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c8349f3-440f-47a9-8170-1241a18d2f55,190,,"[68.5, 39.5]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lee Cattermole,10783.0,Left Center Midfield,11,Sunderland,41,['3ae3e2c7-5d8a-4695-bce6-cdbb947c9800'],10,,,,,,,,,,,,,,,,,Sunderland,41,00:05:10.561,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51b6f153-0b5b-4546-b1a4-7ea6f5a07ccf,194,,"[82.2, 62.3]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,12,Arsenal,1,['cc01a6fc-8572-4086-8d3d-612851a891b0'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:05:14.537,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fca347c3-66ad-4dc8-9ae4-6a21015904be,199,,"[97.7, 76.3]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,12,Arsenal,1,['b031a232-d867-490f-a498-2034067d13d3'],23,,,,,,,,,,,,,,,,,Arsenal,1,00:05:23.621,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f09c2398-cb8e-44b7-8d02-2ea831875e9d,203,,"[91.2, 76.6]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,12,Arsenal,1,"['3228b53f-d17f-4d83-b99d-c3c578b3502f', '9d2d0aed-5719-4faa-8ca6-9acaf70f4aec']",24,,,,,,,,,,,,,,,,,Arsenal,1,00:05:24.694,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19cfedb5-8f6b-493e-a254-3d60d0d4a12e,209,,"[80.8, 53.2]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,12,Arsenal,1,['0e779df6-7179-4d2c-873c-90ee7009a10d'],29,,,,,,,,,,,,,,,,,Arsenal,1,00:05:29.253,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683a0ee-4e05-453e-889a-0cc23c414371,213,,"[86.2, 39.9]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,12,Arsenal,1,['bcc65a58-359c-4ea7-b1dc-8110e980f8e6'],31,,,,,,,,,,,,,,,,,Arsenal,1,00:05:31.014,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189f101b-9d49-4cf0-bec2-02fcec0e3131,216,,"[96.4, 38.8]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,12,Arsenal,1,['e4975fc0-531f-4f6f-ae85-b6df5d2834a9'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:05:32.845,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f23cc870-e58d-4224-b790-d78a3d576675,220,,"[103.2, 43.1]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,12,Arsenal,1,"['4d2492f0-ca22-46de-a28c-3b4f1b01cc90', '89624151-e6d1-4e72-8060-25cddf27fe8b']",34,,,,,,,,,,,,,,,,,Arsenal,1,00:05:34.038,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83b3e72b-32db-4aaa-acdb-942ac04f4456,223,,"[98.9, 49.7]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,12,Arsenal,1,"['512f7c49-df5d-49bb-ab70-4545c09bc8c2', '5dbba8e4-9185-4a63-a8db-74cb71602cce']",36,,,,,,,,,,,,,,,,,Arsenal,1,00:05:36.011,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a89902a5-4b5b-49a2-b52a-a348967acba5,230,,"[77.2, 64.6]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jermain Defoe,3337.0,Center Forward,12,Arsenal,1,['739c2afc-20dc-465a-b27d-7409e99a6168'],42,,,,,,,,,,,,,,,,,Sunderland,41,00:05:42.300,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f562087-399a-4dc9-9399-cf8a025d395d,236,,"[93.1, 64.6]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Right Midfield,12,Arsenal,1,['49d59eee-3122-42d8-b981-56c5ac9db3c5'],48,,,,,,,,,,,,,,,,,Sunderland,41,00:05:48.781,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0b5cb40-6215-4f89-b59d-2b93c7f64263,238,,"[6.3, 37.7]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,12,Arsenal,1,['be2d8e34-7f78-45f3-8b81-80fe92b3a771'],50,,,,,,,,,,,,,,,,,Arsenal,1,00:05:50.969,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432a4dc-63a7-40e6-9350-ec238972edbd,242,,"[54.0, 55.5]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,12,Arsenal,1,"['326aefb3-ff06-4133-adba-cc2d6a14ed1e', '9ad0682c-7b58-4c7a-898f-79494d647abf']",54,,,,,,,,,,,,,,,,,Arsenal,1,00:05:54.547,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ee633dc-f73e-4e2b-868e-23111dd23ed9,247,,"[65.4, 53.5]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['dbde093d-105c-456a-b80a-3cabc2f315bf'],58,,,,,,,,,,,,,,,,,Arsenal,1,00:05:58.745,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d373a9d0-5b81-40dd-b4f6-b65e9531617a,250,,"[56.0, 44.2]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,12,Arsenal,1,"['118d3653-059d-4fb7-965b-27e1fad8a94e', 'cb38798a-e6b9-4dd3-9199-1a0e32bca359']",1,,,,,,,,,,,,,,,,,Sunderland,41,00:06:01.192,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b0dd69c-971f-4059-96d1-e03cbdf77a72,253,,"[86.5, 48.8]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Right Midfield,12,Arsenal,1,['aac8363c-4284-4c90-b770-348b8f41848c'],3,,,,,,,,,,,,,,,,,Sunderland,41,00:06:03.888,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892b60d4-f937-47ad-823a-fb80a4f49631,256,,"[35.8, 33.8]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,12,Arsenal,1,['d65a85c1-fb29-45b7-b33f-2484e385e1ae'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:06:07.001,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e67cf79-6910-4b73-801f-0c0d3a13eddc,258,,"[53.4, 48.9]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['c87a149c-9317-460a-9c45-3725dfad03cc'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:06:08.936,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1d54c53-34b0-4230-ae02-ff9682732e92,261,,"[62.9, 39.2]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,12,Arsenal,1,['c7d63d76-b139-4b9c-b51c-f1f60b4036a6'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:06:14.517,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94e500bc-5632-4254-9008-df8239bfa657,264,,"[76.2, 26.3]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,12,Arsenal,1,['ebf15b44-a13c-4018-b4a9-f51ba887a88f'],17,,,,,,,,,,,,,,,,,Arsenal,1,00:06:17.063,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac44be2a-7766-4bd8-9092-7091165661c9,268,,"[79.0, 45.7]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['047b1dca-3060-45b8-8adf-2ffdf8544dee'],20,,,,,,,,,,,,,,,,,Arsenal,1,00:06:20.260,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb58e335-7c43-4323-9012-5a8255f6796e,271,,"[75.0, 65.7]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,12,Arsenal,1,['d4bd91f1-6d63-49d8-8da5-2df2b3eb9895'],25,,,,,,,,,,,,,,,,,Arsenal,1,00:06:25.245,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4f31680-a5de-4243-a5a9-7c36cc18243f,274,,"[76.4, 62.3]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,12,Arsenal,1,['954a2033-143d-4af0-8a89-ccb177641192'],26,,,,,,,,,,,,,,,,,Arsenal,1,00:06:26.468,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089b37a-f620-40d3-9b22-953df334b2c9,277,,"[94.8, 58.4]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['44ae07c1-2e00-4608-97b8-f0972b2c4816'],29,,,,,,,,,,,,,,,,,Arsenal,1,00:06:29.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9eb368b7-eb94-4db7-beba-4a4f2fe66f4e,280,,"[101.2, 46.5]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,12,Arsenal,1,"['1c51b31b-8036-4abc-a36d-33f0ac361b79', 'c72eb5dd-ff72-4467-97f5-0399b30a55c2']",30,,,,,,,,,,,,,,,,,Arsenal,1,00:06:30.916,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750f15e-8438-4953-a003-070c385a37a7,282,,"[109.3, 50.1]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['63a0ffb4-1abf-4ca1-92b1-728f0e55a614'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:06:32.075,Ball Receipt*,
